Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_ATM22_temp,Port2_Gust_speed,Port2_ATM22_Xaxis,Port2_Wind_direction,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H,Port5_ECRN-100_Precipitation,Port5_ECRN-100_Precip_max
FB3,MC3,2023-11-17T01:30:00Z,1,18,85.66,0,-2.2,2.17,17.6,4.68,-3.5,77,0,15,15,711,15,480,15,0,0
FB3,MC3,2023-11-17T01:45:00Z,1,18.1,85.66,0,-2.2,2.06,17.6,3.89,-3.5,78,0,15,15,685,15,476,15,0,0
FB3,MC3,2023-11-17T02:00:00Z,1,18,85.65,0,-2.2,2.4,17.6,4.62,-3.5,79,0,15,15,645,15,477,15,0,0
FB3,MC3,2023-11-17T02:15:00Z,1,18,85.64,0,-2.1,2.84,17.8,6.5,-3.5,78,0,15,15,601,15,486,15,0,0
FB3,MC3,2023-11-17T02:30:00Z,1.001,18,85.64,0,-2.2,3.44,17.9,6.43,-3.5,78,0,15,15,568,15,484,15,0,0
FB3,MC3,2023-11-17T02:45:00Z,1,17.9,85.64,0,-2.2,3,18,6.18,-3.4,79,0,15,15,545,15,496,15,0,0
FB3,MC3,2023-11-17T03:00:00Z,1,18,85.63,0,-2.2,2.78,18,6.16,-3.4,78,0,15,15,541,15,500,15,0,0
FB3,MC3,2023-11-17T03:15:00Z,1.001,18,85.62,0,-2.1,3.3,18.1,6.17,-3.4,80,0,15,15,549,15,533,15,0,0
FB3,MC3,2023-11-17T03:30:00Z,0.999,18.1,85.62,0,-2.2,3.45,18.1,7.81,-3.5,77,0,15,15,549,15,532,15,0,0
FB3,MC3,2023-11-17T03:45:00Z,1,18.1,85.61,0,-2.1,3.46,18.2,7.03,-3.4,76,0,15,15,551,15,534,15,0,0
FB3,MC3,2023-11-17T04:00:00Z,1,18,85.62,0,-2.2,2.77,18.1,5.89,-3.4,75,0,15,15,549,15,530,15,0,0
FB3,MC3,2023-11-17T04:15:00Z,1.001,18,85.64,0,-2.1,4.26,18,8.67,-3.4,77,0,15,15,540,15,519,15,0,0
FB3,MC3,2023-11-17T04:30:00Z,1,18.1,85.65,0,-2.1,4.53,18.1,8.14,-3.5,78,0,15,15,694,15,980,15,0,0
FB3,MC3,2023-11-17T04:45:00Z,0.999,18.1,85.66,0,-2,5.58,18.1,9.05,-3.6,79,0,15,15,696,15,911,15,0.2,12
FB3,MC3,2023-11-17T05:00:00Z,1,18,85.67,0,-2.2,3.58,18,7.16,-3.5,73,0,15,15,701,15,830,15,0.2,12
FB3,MC3,2023-11-17T05:15:00Z,1,18.1,85.69,0,-2.1,3.21,18.1,6.74,-3.5,74,0,15,15,705,15,793,15,0,0
FB3,MC3,2023-11-17T05:30:00Z,1,18.1,85.7,0,-2.2,2.9,18.2,6.12,-3.4,71,0,15,15,706,15,775,15,0,0
FB3,MC3,2023-11-17T05:45:00Z,1,18.2,85.71,0,-2.2,3.25,18.2,6.31,-3.6,69,0,15,15,709,15,823,15,0.2,12
FB3,MC3,2023-11-17T06:00:00Z,1.001,17.8,85.73,0,-2.2,3.36,17.8,8.05,-3.6,67,2.9,15,15,874,15,929,15,0.6,12
FB3,MC3,2023-11-17T06:15:00Z,1,17.4,85.76,0,-2.2,3.05,17.4,6.64,-3.5,65,10.1,15,15,846,15,1026,15,1.8,12
FB3,MC3,2023-11-17T06:30:00Z,0.999,17.4,85.77,0,-2.1,3.02,17.5,6.31,-3.5,71,15.6,15,15,797,15,941,15,3,24
FB3,MC3,2023-11-17T06:45:00Z,1,17.5,85.78,0,-2.1,4.02,17.5,8.23,-3.5,74,33.1,15,15,768,15,814,15,2.2,24
FB3,MC3,2023-11-17T07:00:00Z,0.999,17.4,85.8,0,-2.1,3.58,17.5,6.51,-3.5,75,52.6,15,15,738,15,710,15,0.6,12
FB3,MC3,2023-11-17T07:15:00Z,1,17.5,85.8,0,-2.2,2.59,17.5,6.34,-3.5,73,62.6,15,15,728,15,616,15,0,0
FB3,MC3,2023-11-17T07:30:00Z,0.999,17.6,85.81,0,-2.2,2.81,17.5,6.35,-3.5,76,77.8,15,15,712,15,518,15,0,0
FB3,MC3,2023-11-17T07:45:00Z,0.999,17.7,85.82,0,-2.2,3.2,17.6,6.77,-3.5,75,80.6,15,15,690,15,490,15,0,0
FB3,MC3,2023-11-17T08:00:00Z,0.999,17.6,85.86,0,-2,4.28,17.5,8.36,-3.5,77,74.2,15,15,637,15,478,15,0.2,12
FB3,MC3,2023-11-17T08:15:00Z,0.999,17.7,85.88,0,-2,3.73,17.5,7.37,-3.5,74,69.8,15,15,582,15,478,15,0,0
FB3,MC3,2023-11-17T08:30:00Z,1,17.7,85.9,0,-2.1,3.23,17.6,7.2,-3.5,78,84.8,15,15,524,15,475,15,0,0
FB3,MC3,2023-11-17T08:45:00Z,1,17.8,85.91,0,-2.1,3.21,17.6,7.52,-3.4,77,90.1,15,15,482,15,474,15,0,0
FB3,MC3,2023-11-17T09:00:00Z,1,17.8,85.92,0,-2.1,2.96,17.7,6.55,-3.5,76,77.1,15,15,470,15,473,15,0,0
FB3,MC3,2023-11-17T09:15:00Z,1.001,17.9,85.92,0,-2.2,2.67,17.8,5.61,-3.5,73,112.2,15,15,466,15,469,15,0,0
FB3,MC3,2023-11-17T09:30:00Z,1,17.9,85.92,0,-2.2,2.73,17.9,6.18,-3.5,72,144.3,15,15,464,15,467,15,0,0
FB3,MC3,2023-11-17T09:45:00Z,1,18,85.92,0,-2.1,3.29,18.1,6.18,-3.5,74,175.8,15,15,464,15,466,15,0,0
FB3,MC3,2023-11-17T10:00:00Z,0.994,18.3,85.91,0.01,-2.1,3.49,18.4,7.04,-3.5,76,237.9,15,15,462,15,463,15,0,0
FB3,MC3,2023-11-17T10:15:00Z,0.976,18.7,85.91,0.05,-2.3,2.64,18.9,5.83,-3.4,71,268.8,9,15,460,15,462,15,0,0
FB3,MC3,2023-11-17T10:30:00Z,0.961,19.1,85.9,0.09,-2.2,2.2,19.2,5.8,-3.3,82,215.3,8,15,460,15,462,15,0,0
FB3,MC3,2023-11-17T10:45:00Z,0.959,19.1,85.9,0.09,-2.3,1.73,19.2,5.5,-3.4,76,195.7,9,15,459,15,461,15,0,0
FB3,MC3,2023-11-17T11:00:00Z,0.948,19.2,85.88,0.12,-2.3,2.14,19.3,5.65,-3.4,75,211.9,0,15,459,15,461,13,0,0
FB3,MC3,2023-11-17T11:15:00Z,0.961,18.9,85.86,0.09,-2.3,1.54,19.1,5.12,-3.4,58,98.9,13,15,464,15,468,15,0,0
FB3,MC3,2023-11-17T11:30:00Z,0.982,18.6,85.84,0.04,-2.3,1.61,18.8,3.85,-3.4,71,117.6,15,15,463,15,467,15,0,0
FB3,MC3,2023-11-17T11:45:00Z,0.979,18.6,85.83,0.04,-2.2,2.05,18.8,5.04,-3.4,75,159.9,11,15,459,15,461,15,0,0
FB3,MC3,2023-11-17T12:00:00Z,0.961,19.3,85.8,0.09,-2.3,1.53,19.5,3.74,-3.4,75,255.8,0,15,457,15,460,11,0,0
FB3,MC3,2023-11-17T12:15:00Z,0.945,19.6,85.78,0.13,-2.3,1.84,19.8,4.45,-3.4,95,177.8,0,15,457,15,460,12,0,0
FB3,MC3,2023-11-17T12:30:00Z,0.924,20.3,85.76,0.18,-2.3,1.08,20.6,2.97,-3.3,125,217.3,0,15,457,15,459,0,0,0
FB3,MC3,2023-11-17T12:45:00Z,0.91,20.3,85.74,0.21,-2.3,0.96,21,2.43,-3.4,115,229.4,0,15,455,15,457,0,0,0
FB3,MC3,2023-11-17T13:00:00Z,0.92,20.6,85.72,0.19,-2.4,1.9,20.6,3.93,-3.4,84,173.4,0,15,454,15,460,2,0,0
FB3,MC3,2023-11-17T13:15:00Z,0.929,20.1,85.71,0.17,-2.4,1.54,20.4,3.75,-3.4,93,130.6,0,15,456,15,460,9,0,0
FB3,MC3,2023-11-17T13:30:00Z,0.905,20.4,85.7,0.23,-2.4,1.31,20.9,3,-3.4,92,128.2,0,15,455,15,458,0,0,0
FB3,MC3,2023-11-17T13:45:00Z,0.882,20.8,85.67,0.29,-2.3,2.08,21,3.56,-3.3,85,163,0,15,454,15,457,0,0,0
FB3,MC3,2023-11-17T14:00:00Z,0.901,20.7,85.68,0.24,-2.4,1.47,21.1,3.31,-3.4,90,115.4,0,15,457,15,459,0,0,0
FB3,MC3,2023-11-17T14:15:00Z,0.92,20.3,85.68,0.19,-2.4,1.35,20.6,2.85,-3.4,86,72.7,0,15,458,15,461,5,0,0
FB3,MC3,2023-11-17T14:30:00Z,0.935,20.1,85.67,0.15,-2.3,1.35,20.3,3.23,-3.4,85,59.9,0,15,459,15,462,15,0,0
FB3,MC3,2023-11-17T14:45:00Z,0.957,19.8,85.68,0.1,-2.3,1.23,20,2.79,-3.4,96,44.3,13,15,464,15,469,15,0,0
FB3,MC3,2023-11-17T15:00:00Z,0.975,19.5,85.68,0.06,-2.2,0.87,19.6,2.99,-3.4,91,50,15,15,462,15,466,15,0,0
FB3,MC3,2023-11-17T15:15:00Z,0.976,19.6,85.69,0.05,-2.3,0.81,19.7,2.37,-3.4,107,63.2,15,15,462,15,465,15,0,0
FB3,MC3,2023-11-17T15:30:00Z,0.97,19.5,85.7,0.07,-2.3,1.12,19.6,3.02,-3.5,79,57.3,15,15,462,15,465,15,0,0
FB3,MC3,2023-11-17T15:45:00Z,0.971,19.6,85.7,0.07,-2.3,0.71,19.7,1.78,-3.5,135,53.6,15,15,462,15,466,15,0,0
FB3,MC3,2023-11-17T16:00:00Z,0.978,19.5,85.71,0.05,-2.3,0.68,19.7,1.29,-3.5,197,20.1,15,15,508,15,510,15,0,0
FB3,MC3,2023-11-17T16:15:00Z,0.988,19.2,85.71,0.03,-2.4,0.66,19.2,1.97,-3.4,118,7.3,15,15,489,15,498,15,0,0
FB3,MC3,2023-11-17T16:30:00Z,0.998,18.8,85.72,0,-2.3,0.58,19,2.34,-3.4,102,0,15,15,879,15,919,15,0,0
FB3,MC3,2023-11-17T16:45:00Z,1,18.7,85.73,0,-2.3,0.47,19,1.04,-3.5,178,0,15,15,781,15,860,15,0.2,12
FB3,MC3,2023-11-17T17:00:00Z,1,18.5,85.75,0,-2.2,0.31,18.7,0.87,-3.4,251,0,15,15,887,15,875,15,0.4,12
FB3,MC3,2023-11-17T17:15:00Z,1,18.3,85.76,0,-2.3,0.58,18.5,1.33,-3.4,234,0,15,15,906,15,843,15,0.4,12
FB3,MC3,2023-11-17T17:30:00Z,1,18,85.77,0,-2.3,0.64,18.2,1.19,-3.4,234,0,15,15,773,15,829,15,0.2,12
FB3,MC3,2023-11-17T17:45:00Z,0.999,17.9,85.79,0,-2.2,0.09,18.2,0.28,-3.4,132,0,15,15,730,15,795,15,0,0
FB3,MC3,2023-11-17T18:00:00Z,1,17.9,85.79,0,-2.3,0.26,18.1,0.83,-3.5,171,0,15,15,715,15,759,15,0,0
FB3,MC3,2023-11-17T18:15:00Z,1,17.9,85.8,0,-2.3,0.4,18,0.69,-3.5,216,0,15,15,708,15,723,15,0,0
FB3,MC3,2023-11-17T18:30:00Z,1,18,85.82,0,-2.2,0.15,18.1,0.73,-3.5,186,0,15,15,707,15,707,15,0,0
FB3,MC3,2023-11-17T18:45:00Z,1.001,18.2,85.83,0,-2.3,0.19,18.1,0.55,-3.5,203,0,15,15,709,15,674,15,0.2,12
FB3,MC3,2023-11-17T19:00:00Z,1,18.2,85.84,0,-2.2,0.32,18.1,0.89,-3.5,201,0,15,15,711,15,675,15,0,0
FB3,MC3,2023-11-17T19:15:00Z,0.998,18.2,85.85,0,-2.3,0.25,18.1,0.54,-3.4,217,0,15,15,700,15,628,15,0,0
FB3,MC3,2023-11-17T19:30:00Z,0.988,18.3,85.88,0.02,-2.2,0.34,18.1,0.62,-3.5,224,0,15,15,698,15,601,15,0,0
FB3,MC3,2023-11-17T19:45:00Z,0.984,18.4,85.9,0.03,-2.2,0.38,18.1,0.71,-3.4,230,0,15,15,686,15,552,15,0,0
FB3,MC3,2023-11-17T20:00:00Z,0.977,18.3,85.91,0.05,-2.2,0.79,18,1.6,-3.5,227,0,15,15,687,15,543,15,0,0
FB3,MC3,2023-11-17T20:15:00Z,0.988,18,85.92,0.02,-2.2,0.8,18,1.32,-3.5,231,0,15,15,676,15,536,15,0,0
FB3,MC3,2023-11-17T20:30:00Z,0.988,18.1,85.92,0.02,-2.2,0.81,18,1.56,-3.5,228,0,15,15,649,15,515,15,0,0
FB3,MC3,2023-11-17T20:45:00Z,0.971,18.3,85.92,0.06,-2.2,0.75,18,1.45,-3.5,231,0,15,15,613,15,496,15,0,0
FB3,MC3,2023-11-17T21:00:00Z,0.968,18.4,85.93,0.07,-2.2,0.71,18.2,1.16,-3.5,220,0,15,15,563,15,472,15,0,0
FB3,MC3,2023-11-17T21:15:00Z,0.933,19.1,85.94,0.15,-2.2,0.4,18.3,1.09,-3.4,225,0,15,15,468,15,463,15,0,0
FB3,MC3,2023-11-17T21:30:00Z,0.914,19.6,85.94,0.2,-2.2,0.49,18.7,1.49,-3.4,116,0,15,15,463,15,466,15,0,0
FB3,MC3,2023-11-17T21:45:00Z,0.926,19.2,85.94,0.16,-2.2,0.27,18.5,0.83,-3.4,217,0,15,15,463,15,465,15,0,0
FB3,MC3,2023-11-17T22:00:00Z,0.931,19,85.94,0.15,-2.3,0.33,18.4,0.71,-3.4,215,0,15,15,464,15,466,15,0,0
FB3,MC3,2023-11-17T22:15:00Z,0.937,19,85.94,0.14,-2.2,0.75,18.9,1.54,-3.4,77,0,15,15,463,15,465,15,0,0
FB3,MC3,2023-11-17T22:30:00Z,0.944,18.9,85.94,0.12,-2.3,0.46,18.8,1.41,-3.4,88,0,15,15,465,15,468,15,0,0
FB3,MC3,2023-11-17T22:45:00Z,0.952,18.7,85.94,0.1,-2.3,0.15,18.5,0.47,-3.4,222,0,15,15,465,15,469,15,0,0
FB3,MC3,2023-11-17T23:00:00Z,0.957,18.6,85.94,0.09,-2.2,0.23,18.4,0.62,-3.4,219,0,15,15,466,15,470,15,0,0
FB3,MC3,2023-11-17T23:15:00Z,0.96,18.6,85.93,0.09,-2.3,0.18,18.4,0.46,-3.5,204,0,15,15,464,15,468,15,0,0
FB3,MC3,2023-11-17T23:30:00Z,0.953,18.8,85.91,0.1,-2.2,0.16,18.4,0.46,-3.4,177,0,15,15,464,15,468,15,0,0
FB3,MC3,2023-11-17T23:45:00Z,0.958,18.6,85.91,0.09,-2.3,0.37,18.3,0.96,-3.5,186,0,15,15,467,15,471,15,0,0
FB3,MC3,2023-11-18T00:00:00Z,0.965,18.5,85.9,0.07,-2.3,0.51,18.6,0.71,-3.5,80,0,15,15,467,15,469,15,0,0
FB3,MC3,2023-11-18T00:15:00Z,0.968,18.5,85.88,0.07,-2.2,0.67,18.7,1.01,-3.5,77,0,15,15,468,15,471,15,0,0
FB3,MC3,2023-11-18T00:30:00Z,0.973,18.4,85.87,0.06,-2.3,0.74,18.6,1.05,-3.5,76,0,15,15,469,15,474,15,0,0
FB3,MC3,2023-11-18T00:45:00Z,0.973,18.4,85.86,0.06,-2.2,0.93,18.5,1.24,-3.4,78,0,15,15,468,15,472,15,0,0
FB3,MC3,2023-11-18T01:00:00Z,0.973,18.4,85.84,0.06,-2.3,0.58,18.5,0.93,-3.5,73,0,15,15,469,15,474,15,0,0
FB3,MC3,2023-11-18T01:15:00Z,0.976,18.3,85.84,0.05,-2.2,0.71,18.4,1.12,-3.5,75,0,15,15,468,15,472,15,0,0
FB3,MC3,2023-11-18T01:30:00Z,0.976,18.4,85.83,0.05,-2.3,1.15,18.5,1.4,-3.4,77,0,15,15,468,15,473,15,0,0
FB3,MC3,2023-11-18T01:45:00Z,0.977,18.4,85.82,0.05,-2.3,0.55,18.5,1.09,-3.5,71,0,15,15,469,15,474,15,0,0
FB3,MC3,2023-11-18T02:00:00Z,0.979,18.3,85.81,0.04,-2.2,0.62,18.4,1.01,-3.4,71,0,15,15,469,15,473,15,0,0
FB3,MC3,2023-11-18T02:15:00Z,0.98,18.3,85.8,0.04,-2.3,0.22,18.4,0.52,-3.5,321,0,15,15,468,15,474,15,0,0
FB3,MC3,2023-11-18T02:30:00Z,0.983,18.2,85.79,0.04,-2.2,0.2,18.4,0.87,-3.5,38,0,15,15,468,15,474,15,0,0
FB3,MC3,2023-11-18T02:45:00Z,0.979,18.4,85.76,0.04,-2.2,1.05,18.4,1.56,-3.5,81,0,15,15,468,15,473,15,0,0
FB3,MC3,2023-11-18T03:00:00Z,0.974,18.4,85.76,0.06,-2.2,0.55,18.4,1.66,-3.4,79,0,15,15,470,15,477,15,0,0
FB3,MC3,2023-11-18T03:15:00Z,0.975,18.3,85.76,0.05,-2.2,0.79,18.4,1.54,-3.4,80,0,15,15,468,15,473,15,0,0
FB3,MC3,2023-11-18T03:30:00Z,0.969,18.4,85.76,0.07,-2.3,0.62,18.5,1.14,-3.5,77,0,15,15,469,15,474,15,0,0
FB3,MC3,2023-11-18T03:45:00Z,0.972,18.2,85.77,0.06,-2.2,0.49,18.2,1.28,-3.5,204,0,15,15,470,15,479,15,0,0
FB3,MC3,2023-11-18T04:00:00Z,0.982,18,85.79,0.04,-2.2,0.3,18.1,0.65,-3.5,211,0,15,15,472,15,480,15,0,0
FB3,MC3,2023-11-18T04:15:00Z,0.984,17.9,85.8,0.03,-2.2,0.58,17.9,1.31,-3.5,219,0,15,15,472,15,483,15,0,0
FB3,MC3,2023-11-18T04:30:00Z,0.99,17.8,85.8,0.02,-2.2,0.8,17.8,1.3,-3.5,216,0,15,15,475,15,488,15,0,0
FB3,MC3,2023-11-18T04:45:00Z,0.994,17.6,85.82,0.01,-2.2,0.94,17.7,1.74,-3.5,220,0,15,15,471,15,484,15,0,0
FB3,MC3,2023-11-18T05:00:00Z,0.997,17.8,85.84,0.01,-2.2,0.51,17.8,1.11,-3.4,212,0,15,15,473,15,484,15,0,0
FB3,MC3,2023-11-18T05:15:00Z,1,17.8,85.84,0,-2.2,0.52,17.8,1.01,-3.5,205,0,15,15,475,15,486,15,0,0
FB3,MC3,2023-11-18T05:30:00Z,1,17.7,85.85,0,-2.2,0.66,17.8,1.05,-3.5,210,0,15,15,477,15,489,15,0,0
FB3,MC3,2023-11-18T05:45:00Z,1,17.7,85.85,0,-2.3,0.83,17.8,1.27,-3.5,219,0,15,15,476,15,488,15,0,0
FB3,MC3,2023-11-18T06:00:00Z,1,17.7,85.86,0,-2.2,0.68,17.8,1.26,-3.4,209,6.4,15,15,476,15,487,15,0,0
FB3,MC3,2023-11-18T06:15:00Z,1.001,17.9,85.88,0,-2.2,0.65,17.9,0.89,-3.5,210,13.5,15,15,471,15,481,15,0,0
FB3,MC3,2023-11-18T06:30:00Z,1,18,85.88,0,-2.2,0.45,18.1,1.21,-3.5,186,23.4,15,15,468,15,473,15,0,0
FB3,MC3,2023-11-18T06:45:00Z,0.997,18.3,85.89,0.01,-2.2,0.31,18.3,1.23,-3.5,186,38.1,15,15,467,15,470,15,0,0
FB3,MC3,2023-11-18T07:00:00Z,0.991,18.5,85.92,0.02,-2.3,0.22,18.5,0.56,-3.4,142,40.3,15,15,464,15,467,15,0,0
FB3,MC3,2023-11-18T07:15:00Z,0.972,18.8,85.93,0.06,-2.3,0.17,18.8,0.4,-3.4,97,46.3,15,15,462,15,465,15,0,0
FB3,MC3,2023-11-18T07:30:00Z,0.969,19.3,85.95,0.07,-2.2,0.23,19.3,0.53,-3.4,35,63.9,15,15,463,15,465,15,0,0
FB3,MC3,2023-11-18T07:45:00Z,0.976,19.4,85.96,0.05,-2.3,0.41,19.3,1.06,-3.5,31,73.6,15,15,463,15,464,15,0,0
FB3,MC3,2023-11-18T08:00:00Z,0.977,19.4,85.97,0.05,-2.3,0.42,19.6,0.91,-3.4,351,84,15,15,463,15,463,15,0,0
FB3,MC3,2023-11-18T08:15:00Z,0.968,19.8,85.98,0.07,-2.3,0.64,19.9,1.59,-3.4,83,87.9,9,15,457,15,456,5,0,0
FB3,MC3,2023-11-18T08:30:00Z,0.943,20.5,85.98,0.14,-2.3,1.05,20.7,1.58,-3.3,224,125.2,0,15,459,15,458,0,0,0
FB3,MC3,2023-11-18T08:45:00Z,0.949,20.4,85.99,0.12,-2.3,0.82,20.6,1.45,-3.3,208,115.4,5,15,460,15,460,4,0,0
FB3,MC3,2023-11-18T09:00:00Z,0.962,20,86,0.09,-2.4,0.77,20.1,1.85,-3.3,152,103.3,15,15,462,15,466,15,0,0
FB3,MC3,2023-11-18T09:15:00Z,0.977,19.6,86,0.05,-2.3,0.9,19.8,3.38,-3.5,111,210.9,10,15,461,15,462,12,0,0
FB3,MC3,2023-11-18T09:30:00Z,0.981,19.8,86.01,0.04,-2.3,0.79,20,1.43,-3.4,205,64.5,15,15,465,15,467,15,0,0
FB3,MC3,2023-11-18T09:45:00Z,0.986,19.3,86.01,0.03,-2.3,0.76,19.6,1.38,-3.4,194,51.8,15,15,784,15,872,15,0,0
FB3,MC3,2023-11-18T10:00:00Z,0.995,19.4,86,0.01,-2.3,0.53,19.6,1.02,-3.4,192,93.8,15,15,728,15,833,15,0,0
FB3,MC3,2023-11-18T10:15:00Z,0.997,19.5,85.98,0.01,-2.3,0.58,19.7,1.15,-3.4,180,122.5,15,15,680,15,669,15,0,0
FB3,MC3,2023-11-18T10:30:00Z,0.999,19.8,85.97,0,-2.4,1.01,20.2,2.21,-3.4,218,121,15,15,668,15,522,15,0,0
FB3,MC3,2023-11-18T10:45:00Z,1,20,85.95,0,-2.3,0.91,20.4,1.72,-3.4,224,163.1,15,15,640,15,468,15,0,0
FB3,MC3,2023-11-18T11:00:00Z,0.997,19.8,85.93,0.01,-2.3,0.77,20.1,1.43,-3.4,206,79.7,15,15,610,15,469,15,0,0
FB3,MC3,2023-11-18T11:15:00Z,0.997,19.6,85.91,0.01,-2.3,0.92,19.9,1.81,-3.4,159,103.5,15,15,550,15,487,15,0,0
FB3,MC3,2023-11-18T11:30:00Z,0.999,19.8,85.89,0,-2.3,0.66,20.1,1.69,-3.4,172,128.5,15,15,706,15,811,15,0,0
FB3,MC3,2023-11-18T11:45:00Z,0.999,19.9,85.87,0,-2.3,0.7,20.2,1.34,-3.4,177,123.6,15,15,677,15,745,15,0,0
FB3,MC3,2023-11-18T12:00:00Z,1.001,20.2,85.84,0,-2.4,0.72,20.5,1.51,-3.4,217,63.2,15,15,675,15,652,15,0,0
FB3,MC3,2023-11-18T12:15:00Z,0.995,19.6,85.82,0.01,-2.3,0.89,19.7,2.9,-3.4,137,33.7,15,15,717,15,761,15,0,0
FB3,MC3,2023-11-18T12:30:00Z,0.999,19,85.8,0,-2.2,1.48,19.2,2.79,-3.4,82,63,15,15,765,15,887,15,0,0
FB3,MC3,2023-11-18T12:45:00Z,1,19,85.78,0,-2.3,0.58,19.2,1.61,-3.4,142,30.9,15,15,747,15,873,15,0,0
FB3,MC3,2023-11-18T13:00:00Z,1.001,18.9,85.76,0,-2.3,0.64,19.1,2.23,-3.5,61,34.4,15,15,846,15,902,15,0.2,12
FB3,MC3,2023-11-18T13:15:00Z,1,18.8,85.74,0,-2.3,0.99,19,2.63,-3.5,44,57.5,15,15,740,15,825,15,0.2,12
FB3,MC3,2023-11-18T13:30:00Z,1.001,19,85.72,0,-2.3,0.79,19.2,2.01,-3.4,356,46.5,15,15,720,15,801,15,0,0
FB3,MC3,2023-11-18T13:45:00Z,1,18.9,85.71,0,-2.3,1.01,19,2.36,-3.5,55,25.6,15,15,1028,15,1001,15,0.4,12
FB3,MC3,2023-11-18T14:00:00Z,0.999,18.8,85.7,0,-2.3,0.78,19,1.78,-3.4,54,27.6,15,15,958,15,947,15,2,24
FB3,MC3,2023-11-18T14:15:00Z,1,18.8,85.69,0,-2.3,0.87,18.9,2.21,-3.4,68,33.3,15,15,1072,15,1023,15,5.2,36
FB3,MC3,2023-11-18T14:30:00Z,1,18.9,85.68,0,-2.3,0.24,19,0.76,-3.3,39,32.6,15,15,959,15,1017,15,6.2,36
FB3,MC3,2023-11-18T14:45:00Z,1,18.9,85.69,0,-2.3,0.22,19,0.84,-3.4,235,37.2,15,15,1010,15,961,15,9.4,72
FB3,MC3,2023-11-18T15:00:00Z,1,18.7,85.69,0,-2.3,0.38,18.8,1.3,-3.4,225,31.5,15,15,992,15,952,15,2.8,24
FB3,MC3,2023-11-18T15:15:00Z,1,18.5,85.68,0,-2.3,0.7,18.6,1.63,-3.3,221,32.6,15,15,884,15,891,15,2.6,24
FB3,MC3,2023-11-18T15:30:00Z,1,18.4,85.68,0,-2.3,1,18.5,2.69,-3.4,228,29.5,15,15,770,15,804,15,0.4,12
FB3,MC3,2023-11-18T15:45:00Z,0.999,18.4,85.68,0,-2.3,0.77,18.4,1.36,-3.4,218,26.2,15,15,754,15,742,15,0.6,12
FB3,MC3,2023-11-18T16:00:00Z,0.999,18.4,85.7,0,-2.3,0.87,18.4,1.54,-3.4,224,16.5,15,15,787,15,722,15,0.2,12
FB3,MC3,2023-11-18T16:15:00Z,0.999,18.5,85.73,0,-2.3,0.65,18.5,1.45,-3.5,210,11.4,15,15,755,15,717,15,0.2,12
FB3,MC3,2023-11-18T16:30:00Z,0.999,18.5,85.74,0,-2.3,0.72,18.6,1.45,-3.4,230,3.7,15,15,750,15,715,15,0,0
FB3,MC3,2023-11-18T16:45:00Z,1.001,18.6,85.75,0,-2.2,0.74,18.6,1.65,-3.4,228,0,15,15,1044,15,1020,15,2.4,48
FB3,MC3,2023-11-18T17:00:00Z,1,18.4,85.77,0,-2.3,1.35,18.5,2.25,-3.4,235,0,15,15,1065,15,998,15,23.2,180
FB3,MC3,2023-11-18T17:15:00Z,1.001,18.3,85.78,0,-2.3,1.28,18.4,2.13,-3.4,232,0,15,15,989,15,946,15,15,144
FB3,MC3,2023-11-18T17:30:00Z,0.999,18.3,85.8,0,-2.3,1.06,18.4,2.03,-3.4,229,0,15,15,980,15,988,15,9,72
FB3,MC3,2023-11-18T17:45:00Z,1,18.3,85.81,0,-2.3,0.82,18.4,2.04,-3.4,212,0,15,15,927,15,948,15,3.2,36
FB3,MC3,2023-11-18T18:00:00Z,1,18.3,85.84,0,-2.3,0.53,18.3,1.11,-3.5,224,0,15,15,952,15,970,15,1.6,12
FB3,MC3,2023-11-18T18:15:00Z,1,17.9,85.84,0,-2.2,0.78,17.9,2.73,-3.4,203,0,15,15,862,15,941,15,2.2,12
FB3,MC3,2023-11-18T18:30:00Z,1.001,17.6,85.85,0,-2.2,0.72,17.6,1.71,-3.5,118,0,15,15,856,15,899,15,0.6,12
FB3,MC3,2023-11-18T18:45:00Z,1,17.4,85.87,0,-2.2,0.42,17.4,0.76,-3.5,153,0,15,15,776,15,837,15,0.2,12
FB3,MC3,2023-11-18T19:00:00Z,0.999,17.4,85.88,0,-2.2,0.44,17.3,1.2,-3.5,96,0,15,15,756,15,761,15,0.2,12
FB3,MC3,2023-11-18T19:15:00Z,1,17.4,85.88,0,-2.2,0.49,17.3,1.3,-3.5,113,0,15,15,745,15,728,15,0.2,12
FB3,MC3,2023-11-18T19:30:00Z,1,17.4,85.91,0,-2.2,0.44,17.4,1.19,-3.5,113,0,15,15,757,15,764,15,0,0
FB3,MC3,2023-11-18T19:45:00Z,1,17.4,85.95,0,-2.2,0.66,17.4,1.05,-3.4,219,0,15,15,1015,15,978,15,0.2,12
FB3,MC3,2023-11-18T20:00:00Z,1,17.5,85.97,0,-2.3,0.85,17.5,1.67,-3.5,215,0,15,15,865,15,905,15,2,36
