Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_ATM22_temp,Port2_Gust_speed,Port2_ATM22_Xaxis,Port2_Wind_direction,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H,Port5_ECRN-100_Precipitation,Port5_ECRN-100_Precip_max
FB3,MC3,2023-05-31T18:45:00Z,0.971,17.3,85.81,0.06,-2.2,1.47,17.4,5.1,-4,216,0,0,15,452,15,452,0,NA,NA
FB3,MC3,2023-05-31T19:00:00Z,0.969,17.4,85.84,0.06,-2.2,1.21,17.5,4.68,-4.1,216,0,0,15,452,15,452,0,NA,NA
FB3,MC3,2023-05-31T19:15:00Z,0.963,17.4,85.87,0.07,-2.2,1,17.5,3.36,-4.1,222,0,0,15,452,15,452,0,NA,NA
FB3,MC3,2023-05-31T19:30:00Z,0.965,17.5,85.88,0.07,-2.2,0.85,17.6,2.6,-4.1,214,0,0,15,452,15,452,0,NA,NA
FB3,MC3,2023-05-31T19:45:00Z,0.952,17.6,85.9,0.1,-2.2,0.94,17.7,4.47,-4,208,0,0,15,452,15,452,0,NA,NA
FB3,MC3,2023-05-31T20:00:00Z,0.919,17.9,85.92,0.17,-2.2,0.71,17.9,2.78,-4,227,0,0,15,452,15,451,0,NA,NA
FB3,MC3,2023-05-31T20:15:00Z,0.878,18.2,85.93,0.25,-2.3,1.03,18.2,3.59,-4,219,0,0,15,453,15,451,0,NA,NA
FB3,MC3,2023-05-31T20:30:00Z,0.895,18.1,85.94,0.22,-2.2,1.22,18.2,3.95,-4.1,213,0,0,15,452,15,451,0,NA,NA
FB3,MC3,2023-05-31T20:45:00Z,0.912,18,85.95,0.18,-2.2,1.17,18.1,3.22,-4.1,213,0,0,15,455,15,452,0,NA,NA
FB3,MC3,2023-05-31T21:00:00Z,0.936,17.8,85.95,0.13,-2.2,1.29,17.9,4.07,-4,215,0,0,15,455,15,452,0,NA,NA
FB3,MC3,2023-05-31T21:15:00Z,0.944,17.8,85.95,0.11,-2.2,1.16,17.9,3.18,-4.1,218,0,6,15,457,15,452,0,NA,NA
FB3,MC3,2023-05-31T21:30:00Z,0.955,17.7,85.96,0.09,-2.3,1.15,17.8,3.11,-4,219,0,0,15,453,15,452,0,NA,NA
FB3,MC3,2023-05-31T21:45:00Z,0.966,17.8,85.97,0.07,-2.2,0.73,17.9,2.11,-4,223,0,2,15,490,15,458,0,NA,NA
FB3,MC3,2023-05-31T22:00:00Z,0.959,17.8,85.97,0.08,-2.2,0.83,17.9,2.65,-4,225,0,15,15,698,15,482,3,NA,NA
FB3,MC3,2023-05-31T22:15:00Z,0.974,17.5,85.97,0.05,-2.2,0.97,17.7,2.14,-4.1,223,0,15,15,626,15,560,15,NA,NA
FB3,MC3,2023-05-31T22:30:00Z,0.986,17.7,85.97,0.03,-2.3,1.69,17.7,4.75,-4.1,226,0,15,15,619,15,528,15,NA,NA
FB3,MC3,2023-05-31T22:45:00Z,0.984,17.6,85.97,0.03,-2.2,0.62,17.7,1.86,-4,205,0,15,15,816,15,659,15,NA,NA
FB3,MC3,2023-05-31T23:00:00Z,0.996,17.4,85.96,0.01,-2.2,0.73,17.4,2.2,-4.1,209,0,15,15,652,15,546,15,NA,NA
FB3,MC3,2023-05-31T23:15:00Z,1,17.6,85.96,0,-2.2,0.86,17.5,2.59,-4.1,218,0,15,15,768,15,818,15,NA,NA
FB3,MC3,2023-05-31T23:30:00Z,0.999,17.7,85.95,0,-2.3,1.51,17.6,4.19,-4,228,0,15,15,634,15,563,15,NA,NA
FB3,MC3,2023-05-31T23:45:00Z,1,17.7,85.93,0,-2.3,1.87,17.6,3.89,-4,229,0,15,15,662,15,581,15,NA,NA
FB3,MC3,2023-06-01T00:00:00Z,1.001,17.6,85.93,0,-2.3,2.09,17.5,3.47,-4,231,0,15,15,644,15,525,15,NA,NA
FB3,MC3,2023-06-01T00:15:00Z,1,17.5,85.91,0,-2.3,2.94,17.5,4.93,-4,232,0,15,15,594,15,590,15,NA,NA
FB3,MC3,2023-06-01T00:30:00Z,1.001,17.5,85.88,0,-2.2,2.94,17.5,5.44,-4.1,231,0,15,15,625,15,525,15,NA,NA
FB3,MC3,2023-06-01T00:45:00Z,1,17.4,85.86,0,-2.3,3.02,17.4,5.68,-4,230,0,15,15,628,15,534,15,NA,NA
FB3,MC3,2023-06-01T01:00:00Z,1,17.6,85.86,0,-2.3,2.34,17.6,5.64,-4,231,0,15,15,639,15,525,15,NA,NA
FB3,MC3,2023-06-01T01:15:00Z,1,17.4,85.82,0,-2.3,2.31,17.5,4.59,-4,228,0,15,15,630,15,536,15,NA,NA
FB3,MC3,2023-06-01T01:30:00Z,1,17.4,85.79,0,-2.3,2.45,17.4,4.15,-4,227,0,15,15,612,15,526,15,NA,NA
FB3,MC3,2023-06-01T01:45:00Z,0.999,17.2,85.75,0,-2.2,2.53,17.2,4.19,-4.1,226,0,15,15,615,15,500,15,NA,NA
FB3,MC3,2023-06-01T02:00:00Z,1,17.2,85.74,0,-2.2,2.45,17.2,4.07,-4.1,225,0,15,15,601,15,483,15,NA,NA
FB3,MC3,2023-06-01T02:15:00Z,1,17.2,85.74,0,-2.2,2.09,17.2,4.59,-4.2,224,0,15,15,587,15,474,15,NA,NA
FB3,MC3,2023-06-01T02:30:00Z,1,17.1,85.72,0,-2.2,2.08,17,4.19,-4.1,222,0,15,15,711,15,475,15,NA,NA
FB3,MC3,2023-06-01T02:45:00Z,1,17,85.72,0,-2.2,2.07,16.9,3.93,-4.1,221,0,15,15,682,15,524,15,NA,NA
FB3,MC3,2023-06-01T03:00:00Z,1,17,85.7,0,-2.2,2.26,16.9,3.76,-4,220,0,15,15,627,15,531,15,NA,NA
FB3,MC3,2023-06-01T03:15:00Z,1.001,16.9,85.69,0,-2.2,2.3,16.8,3.83,-4.1,219,0,15,15,612,15,506,15,NA,NA
FB3,MC3,2023-06-01T03:30:00Z,1,17,85.69,0,-2.2,2.39,16.9,5.02,-4,219,0,15,15,615,15,487,15,NA,NA
FB3,MC3,2023-06-01T03:45:00Z,0.999,17.2,85.69,0,-2.3,2.51,17,4.41,-4.1,218,0,15,15,597,15,486,15,NA,NA
FB3,MC3,2023-06-01T04:00:00Z,1.001,17.2,85.69,0,-2.2,2.35,17,4.19,-4,218,0,15,15,583,15,504,15,NA,NA
FB3,MC3,2023-06-01T04:15:00Z,0.999,17.3,85.7,0,-2.1,2.12,17.1,3.93,-4,218,0,15,15,574,15,482,15,NA,NA
FB3,MC3,2023-06-01T04:30:00Z,1,17.6,85.71,0,-2.3,1.74,17.2,3.15,-4.1,219,0,15,15,570,15,473,15,NA,NA
FB3,MC3,2023-06-01T04:45:00Z,0.946,18.2,85.71,0.11,-2.3,2.52,16.9,4.01,-4.1,223,0,15,15,554,15,468,15,NA,NA
FB3,MC3,2023-06-01T05:00:00Z,0.877,18.9,85.73,0.27,-2.2,2.61,17.3,4.1,-4,227,0,15,15,529,15,464,15,NA,NA
FB3,MC3,2023-06-01T05:15:00Z,0.845,19.2,85.75,0.35,-2.3,2.39,18.7,4.16,-4,232,0,15,15,477,15,459,12,NA,NA
FB3,MC3,2023-06-01T05:30:00Z,0.797,19.7,85.77,0.47,-2.3,2.79,19.3,5.52,-3.9,222,0,3,15,452,15,452,0,NA,NA
FB3,MC3,2023-06-01T05:45:00Z,0.795,19.7,85.78,0.47,-2.3,2.98,19.4,4.7,-3.9,221,5.3,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T06:00:00Z,0.801,19.7,85.81,0.46,-2.3,3.21,19.4,4.7,-3.9,223,12.8,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T06:15:00Z,0.813,19.5,85.83,0.42,-2.4,2.9,19.3,5.05,-4,224,19.6,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T06:30:00Z,0.835,19.3,85.85,0.37,-2.3,2.74,19.1,4.37,-4,222,21.4,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T06:45:00Z,0.838,19.2,85.86,0.36,-2.3,2.74,19.1,4.43,-4,222,26.6,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T07:00:00Z,0.846,19.2,85.88,0.34,-2.3,2.75,19.2,4.58,-4,221,35.5,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T07:15:00Z,0.86,19.1,85.9,0.31,-2.3,2.64,19.2,4.45,-4.1,220,53.8,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T07:30:00Z,0.875,19,85.91,0.27,-2.3,2.53,19.2,4.27,-4,221,96.5,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T07:45:00Z,0.893,19,85.93,0.23,-2.3,2.4,19.2,3.83,-4,220,111.3,0,15,454,15,451,0,NA,NA
FB3,MC3,2023-06-01T08:00:00Z,0.894,18.9,85.94,0.23,-2.3,2.5,19.2,3.71,-4,221,141.7,0,15,453,15,451,0,NA,NA
FB3,MC3,2023-06-01T08:15:00Z,0.901,19,85.95,0.22,-2.3,2.42,19.3,4.02,-4.1,223,156.7,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T08:30:00Z,0.904,19,85.97,0.21,-2.3,2.09,19.4,4.06,-4,221,173,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T08:45:00Z,0.903,19.3,85.98,0.22,-2.3,1.53,19.8,2.5,-4,226,155.6,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-01T09:00:00Z,0.887,19.6,86,0.26,-2.3,1.6,20,2.9,-4,227,215,0,15,451,15,450,0,NA,NA
FB3,MC3,2023-06-01T09:15:00Z,0.885,19.6,85.99,0.26,-2.3,1.85,20.2,3.61,-4,228,245,0,15,451,15,450,0,NA,NA
FB3,MC3,2023-06-01T09:30:00Z,0.882,20.4,85.98,0.28,-2.4,0.93,20.9,2.49,-4,220,292.8,0,15,450,5,450,0,NA,NA
FB3,MC3,2023-06-01T09:45:00Z,0.862,20.2,85.97,0.32,-2.4,1.67,20.7,3.42,-4,234,271.7,0,15,450,1,450,0,NA,NA
FB3,MC3,2023-06-01T10:00:00Z,0.875,20.5,85.96,0.3,-2.4,1.18,21.2,3.78,-3.9,228,255.1,0,15,450,1,449,0,NA,NA
FB3,MC3,2023-06-01T10:15:00Z,0.867,20.8,85.96,0.33,-2.4,1.13,21.4,3.49,-4,231,245.4,0,15,450,2,449,0,NA,NA
FB3,MC3,2023-06-01T10:30:00Z,0.865,21.2,85.95,0.34,-2.3,0.63,21.8,2.47,-3.9,235,181.1,0,11,450,3,450,0,NA,NA
FB3,MC3,2023-06-01T10:45:00Z,0.873,20.8,85.94,0.31,-2.4,1.24,21.6,2.77,-3.9,236,208.9,0,15,450,8,449,0,NA,NA
FB3,MC3,2023-06-01T11:00:00Z,0.867,21,85.93,0.33,-2.5,1.44,21.7,3.43,-3.9,241,189.9,0,12,450,5,450,0,NA,NA
FB3,MC3,2023-06-01T11:15:00Z,0.832,21.6,85.91,0.43,-2.4,1.56,22.4,4.01,-3.9,238,260.7,0,2,449,2,449,0,NA,NA
FB3,MC3,2023-06-01T11:30:00Z,0.823,22.2,85.9,0.47,-2.5,1.33,22.9,3.51,-3.9,230,459.8,0,0,449,0,449,0,NA,NA
FB3,MC3,2023-06-01T11:45:00Z,0.833,22,85.9,0.44,-2.5,0.83,22.5,2.16,-3.8,230,116.3,0,1,450,1,450,0,NA,NA
FB3,MC3,2023-06-01T12:00:00Z,0.859,21.4,85.88,0.36,-2.5,0.85,22.2,2.34,-3.9,234,225.2,0,7,450,8,450,0,NA,NA
FB3,MC3,2023-06-01T12:15:00Z,0.838,22,85.86,0.43,-2.4,1.24,22.8,5.14,-3.9,225,280.2,0,1,449,1,449,0,NA,NA
FB3,MC3,2023-06-01T12:30:00Z,0.835,22.2,85.84,0.44,-2.5,1.07,23,2.53,-3.9,219,192.8,0,0,449,0,449,0,NA,NA
FB3,MC3,2023-06-01T12:45:00Z,0.848,21.8,85.83,0.4,-2.5,0.84,22.5,2.69,-3.9,230,88.6,0,4,450,0,450,0,NA,NA
FB3,MC3,2023-06-01T13:00:00Z,0.878,21.3,85.81,0.31,-2.5,1.33,22,4.61,-3.9,236,177.6,0,15,450,13,450,0,NA,NA
FB3,MC3,2023-06-01T13:15:00Z,0.871,21.4,85.8,0.33,-2.5,1.13,22.2,3.02,-3.9,233,129.3,0,10,450,5,450,0,NA,NA
FB3,MC3,2023-06-01T13:30:00Z,0.886,21.2,85.81,0.29,-2.5,1.25,21.8,3.52,-3.9,236,121.8,0,15,450,15,450,0,NA,NA
FB3,MC3,2023-06-01T13:45:00Z,0.893,21.3,85.78,0.27,-2.5,1.74,22,6.04,-3.9,233,206.2,0,15,450,15,450,0,NA,NA
FB3,MC3,2023-06-01T14:00:00Z,0.918,20.7,85.77,0.2,-2.5,1.57,21.2,4.79,-3.9,237,58.6,7,15,665,15,463,2,NA,NA
FB3,MC3,2023-06-01T14:15:00Z,0.957,19.7,85.78,0.1,-2.4,2.19,20.1,4.29,-3.9,232,34.4,15,15,743,15,563,15,NA,NA
FB3,MC3,2023-06-01T14:30:00Z,0.981,19.3,85.77,0.04,-2.4,2.47,19.5,4.79,-3.9,226,25.1,15,15,680,15,541,15,NA,NA
FB3,MC3,2023-06-01T14:45:00Z,0.989,19,85.74,0.02,-2.3,2.32,19.3,6.49,-3.9,220,89,15,15,583,15,489,15,NA,NA
FB3,MC3,2023-06-01T15:00:00Z,0.991,19.3,85.71,0.02,-2.3,1.92,19.6,4.04,-4,219,128.7,15,15,515,15,483,15,NA,NA
FB3,MC3,2023-06-01T15:15:00Z,0.983,19.7,85.72,0.04,-2.4,2.07,20,4.13,-4.1,223,139.3,15,15,478,15,468,15,NA,NA
FB3,MC3,2023-06-01T15:30:00Z,0.979,19.8,85.72,0.05,-2.3,1.85,20,3.17,-4,220,100.9,15,15,473,15,457,10,NA,NA
FB3,MC3,2023-06-01T15:45:00Z,0.973,19.6,85.72,0.06,-2.4,2.02,19.8,3.25,-4,220,73.1,15,15,471,15,453,0,NA,NA
FB3,MC3,2023-06-01T16:00:00Z,0.967,19.5,85.72,0.08,-2.4,1.84,19.6,4.11,-4,226,69,15,15,473,15,453,0,NA,NA
FB3,MC3,2023-06-01T16:15:00Z,0.973,19.3,85.72,0.06,-2.3,1.66,19.4,5.85,-4,220,37.9,15,15,727,15,562,11,NA,NA
FB3,MC3,2023-06-01T16:30:00Z,0.99,18.8,85.72,0.02,-2.3,1.62,18.9,3.68,-4.1,215,22.9,15,15,605,15,543,15,NA,NA
FB3,MC3,2023-06-01T16:45:00Z,0.998,18.5,85.71,0,-2.3,2.01,18.6,3.83,-4,215,30.4,15,15,539,15,500,15,NA,NA
FB3,MC3,2023-06-01T17:00:00Z,1,18.6,85.7,0,-2.2,1.41,18.7,3.45,-4.1,213,33.3,15,15,549,15,481,15,NA,NA
FB3,MC3,2023-06-01T17:15:00Z,1,18.7,85.69,0,-2.3,1.43,18.8,3.65,-4,216,20.3,15,15,513,15,473,15,NA,NA
FB3,MC3,2023-06-01T17:30:00Z,1.001,18.7,85.7,0,-2.2,1.12,18.7,2.66,-4,221,12.3,15,15,506,15,472,15,NA,NA
FB3,MC3,2023-06-01T17:45:00Z,1,18.7,85.74,0,-2.3,0.99,18.8,3.53,-4,225,5.3,15,15,485,15,470,15,NA,NA
FB3,MC3,2023-06-01T18:00:00Z,1,18.7,85.76,0,-2.3,0.89,18.7,2.4,-4,218,0,15,15,475,15,469,15,NA,NA
FB3,MC3,2023-06-01T18:15:00Z,1.001,18.4,85.76,0,-2.3,1.06,18.5,3.29,-4,217,0,15,15,477,15,470,15,NA,NA
FB3,MC3,2023-06-01T18:30:00Z,1,18.4,85.76,0,-2.3,1.75,18.4,4.53,-4,226,0,15,15,488,15,471,15,NA,NA
FB3,MC3,2023-06-01T18:45:00Z,1,18.4,85.78,0,-2.2,1.9,18.4,5.3,-3.9,224,0,15,15,481,15,481,15,NA,NA
FB3,MC3,2023-06-01T19:00:00Z,1,18.4,85.81,0,-2.3,1.69,18.4,3.83,-3.9,221,0,15,15,516,15,482,15,NA,NA
FB3,MC3,2023-06-01T19:15:00Z,1,18.2,85.84,0,-2.3,1.59,18.3,3.25,-4,226,0,15,15,516,15,486,15,NA,NA
FB3,MC3,2023-06-01T19:30:00Z,1,18.3,85.84,0,-2.3,2.07,18.3,5.12,-4.1,228,0,15,15,531,15,491,15,NA,NA
FB3,MC3,2023-06-01T19:45:00Z,0.999,18.4,85.85,0,-2.3,2.18,18.5,4.57,-4,231,0,15,15,577,15,521,15,NA,NA
FB3,MC3,2023-06-01T20:00:00Z,1,18.5,85.86,0,-2.3,2.02,18.6,4.78,-4,230,0,15,15,672,15,532,15,NA,NA
FB3,MC3,2023-06-01T20:15:00Z,0.999,18.5,85.86,0,-2.3,1.84,18.5,3.79,-4,228,0,15,15,689,15,551,15,NA,NA
FB3,MC3,2023-06-01T20:30:00Z,0.999,18.4,85.88,0,-2.4,2.25,18.4,4.28,-4,230,0,15,15,592,15,541,15,NA,NA
FB3,MC3,2023-06-01T20:45:00Z,1,18.4,85.9,0,-2.3,1.98,18.5,4.27,-4,229,0,15,15,623,15,555,15,NA,NA
FB3,MC3,2023-06-01T21:00:00Z,1,18.4,85.9,0,-2.3,1.87,18.4,3.82,-4,229,0,15,15,613,15,553,15,NA,NA
FB3,MC3,2023-06-01T21:15:00Z,1,18.4,85.89,0,-2.3,2.47,18.4,4.93,-4,232,0,15,15,670,15,578,15,NA,NA
FB3,MC3,2023-06-01T21:30:00Z,1,18.5,85.91,0,-2.3,2.39,18.5,4.36,-4,235,0,15,15,636,15,549,15,NA,NA
FB3,MC3,2023-06-01T21:45:00Z,1,18.3,85.93,0,-2.2,2.25,18.3,5.11,-4,233,0,15,15,740,15,594,15,NA,NA
FB3,MC3,2023-06-01T22:00:00Z,1,18.2,85.93,0,-2.5,2.33,18.2,5.15,-4,232,0,15,15,644,15,547,15,NA,NA
FB3,MC3,2023-06-01T22:15:00Z,1,18,85.94,0,-2.3,2.96,18.1,5.31,-4,230,0,15,15,615,15,538,15,NA,NA
FB3,MC3,2023-06-01T22:30:00Z,1.001,18,85.94,0,-2.3,2.88,18.1,6.09,-4,230,0,15,15,676,15,560,15,NA,NA
FB3,MC3,2023-06-01T22:45:00Z,1.001,18.1,85.92,0,-2.3,2.96,18.1,4.62,-4.1,231,0,15,15,647,15,569,15,NA,NA
FB3,MC3,2023-06-01T23:00:00Z,0.999,18.2,85.91,0,-2.4,2.97,18.2,5.52,-4.1,233,0,15,15,680,15,562,15,NA,NA
FB3,MC3,2023-06-01T23:15:00Z,1.001,18.2,85.91,0,-2.4,3.02,18.2,4.72,-4,232,0,15,15,669,15,569,15,NA,NA
FB3,MC3,2023-06-01T23:30:00Z,1,17.9,85.89,0,-2.3,2.9,18,4.95,-4,229,0,15,15,626,15,521,15,NA,NA
FB3,MC3,2023-06-01T23:45:00Z,1,17.8,85.88,0,-2.2,2.78,17.8,5.84,-4,229,0,15,15,646,15,520,15,NA,NA
FB3,MC3,2023-06-02T00:00:00Z,1.001,17.6,85.88,0,-2.3,2.68,17.6,5.65,-4.1,226,0,15,15,629,15,514,15,NA,NA
FB3,MC3,2023-06-02T00:15:00Z,1.001,17.8,85.88,0,-2.2,2.69,17.8,5,-4,229,0,15,15,629,15,526,15,NA,NA
FB3,MC3,2023-06-02T00:30:00Z,1,17.9,85.86,0,-2.2,2.34,17.9,4.62,-4,226,0,15,15,622,15,526,15,NA,NA
FB3,MC3,2023-06-02T00:45:00Z,1,18,85.84,0,-2.3,2.54,18,4.31,-4,228,0,15,15,632,15,530,15,NA,NA
FB3,MC3,2023-06-02T01:00:00Z,1,18,85.82,0,-2.2,2.3,18,3.46,-4,226,0,15,15,619,15,520,15,NA,NA
FB3,MC3,2023-06-02T01:15:00Z,0.999,17.9,85.79,0,-2.3,2.42,17.9,4.68,-3.9,222,0,15,15,632,15,518,15,NA,NA
FB3,MC3,2023-06-02T01:30:00Z,1,17.9,85.75,0,-2.3,2.32,18,4.4,-3.9,223,0,15,15,596,15,524,15,NA,NA
FB3,MC3,2023-06-02T01:45:00Z,0.999,18,85.74,0,-2.3,2.46,18,4.58,-4,223,0,15,15,610,15,512,15,NA,NA
FB3,MC3,2023-06-02T02:00:00Z,1,17.9,85.73,0,-2.2,2.38,18,4.21,-4,221,0,15,15,606,15,510,15,NA,NA
FB3,MC3,2023-06-02T02:15:00Z,1,17.8,85.71,0,-2.2,2.57,17.9,3.93,-3.9,222,0,15,15,596,15,498,15,NA,NA
FB3,MC3,2023-06-02T02:30:00Z,1,17.8,85.71,0,-2.2,2.16,17.9,3.79,-4.1,220,0,15,15,590,15,506,15,NA,NA
FB3,MC3,2023-06-02T02:45:00Z,1,17.8,85.71,0,-2.3,1.94,17.9,3.04,-4,220,0,15,15,586,15,492,15,NA,NA
FB3,MC3,2023-06-02T03:00:00Z,0.999,17.7,85.7,0,-2.2,1.97,17.8,4.48,-4,218,0,15,15,581,15,481,15,NA,NA
FB3,MC3,2023-06-02T03:15:00Z,1,17.6,85.69,0,-2.3,1.94,17.7,3.22,-4.1,218,0,15,15,571,15,467,15,NA,NA
FB3,MC3,2023-06-02T03:30:00Z,1,17.6,85.69,0,-2.2,1.84,17.6,4.53,-4,217,0,15,15,561,15,477,15,NA,NA
FB3,MC3,2023-06-02T03:45:00Z,1,17.5,85.69,0,-2.2,1.74,17.6,2.72,-4,214,0,15,15,565,15,462,15,NA,NA
FB3,MC3,2023-06-02T04:00:00Z,0.999,17.5,85.7,0,-2.2,1.57,17.5,3.47,-4.1,212,0,15,15,561,15,461,15,NA,NA
FB3,MC3,2023-06-02T04:15:00Z,1,17.4,85.7,0,-2.2,1.68,17.4,3.19,-4.1,216,0,15,15,561,15,458,2,NA,NA
FB3,MC3,2023-06-02T04:30:00Z,1,17.5,85.69,0,-2.3,1.98,17.4,3.59,-4.1,215,0,15,15,550,15,457,0,NA,NA
FB3,MC3,2023-06-02T04:45:00Z,1,17.5,85.69,0,-2.2,1.76,17.4,2.99,-4,215,0,15,15,540,15,456,0,NA,NA
FB3,MC3,2023-06-02T05:00:00Z,0.999,17.7,85.71,0,-2.2,1.96,17.5,3.72,-4,216,0,15,15,553,15,456,0,NA,NA
FB3,MC3,2023-06-02T05:15:00Z,1.001,17.8,85.72,0,-2.3,1.99,17.6,3.02,-4,216,0,15,15,540,15,456,0,NA,NA
FB3,MC3,2023-06-02T05:30:00Z,1,17.9,85.72,0,-2.3,1.98,17.6,3.08,-4.1,216,0,15,15,531,15,456,0,NA,NA
FB3,MC3,2023-06-02T05:45:00Z,0.999,18,85.74,0,-2.3,1.77,17.7,3.34,-4.1,217,6.4,15,15,520,15,456,0,NA,NA
FB3,MC3,2023-06-02T06:00:00Z,1,18,85.76,0,-2.2,1.97,17.8,3.62,-4,220,12.6,15,15,509,15,455,0,NA,NA
FB3,MC3,2023-06-02T06:15:00Z,1.001,17.9,85.78,0,-2.2,2.11,17.9,3.35,-4,219,20.3,15,15,498,15,456,0,NA,NA
FB3,MC3,2023-06-02T06:30:00Z,1.001,17.9,85.8,0,-2.3,1.79,18,3.43,-4,221,24.9,15,15,492,15,456,0,NA,NA
FB3,MC3,2023-06-02T06:45:00Z,1.001,18,85.82,0,-2.2,2.07,18,3.73,-4,223,18.9,15,15,483,15,456,0,NA,NA
FB3,MC3,2023-06-02T07:00:00Z,1,17.9,85.83,0,-2.2,1.79,18,2.81,-4,226,12.8,15,15,690,15,476,10,NA,NA
FB3,MC3,2023-06-02T07:15:00Z,1,17.8,85.84,0,-2.2,1.85,17.8,3.19,-4,226,9.5,15,15,783,15,550,15,NA,NA
FB3,MC3,2023-06-02T07:30:00Z,1,17.6,85.84,0,-2.2,1.52,17.7,2.81,-4,232,7.9,15,15,740,15,549,15,NA,NA
FB3,MC3,2023-06-02T07:45:00Z,0.999,17.6,85.85,0,-2.2,1.69,17.7,2.85,-4,232,8.4,15,15,787,15,591,15,NA,NA
FB3,MC3,2023-06-02T08:00:00Z,1,17.8,85.84,0,-2.2,1.79,17.9,2.86,-4,234,11.2,15,15,742,15,532,15,NA,NA
FB3,MC3,2023-06-02T08:15:00Z,0.996,18,85.85,0.01,-2.2,1.83,18,3.06,-4.1,234,14.1,15,15,723,15,515,15,NA,NA
FB3,MC3,2023-06-02T08:30:00Z,0.994,18.2,85.86,0.01,-2.2,1.41,18.2,3.41,-3.9,235,17.2,15,15,680,15,528,15,NA,NA
FB3,MC3,2023-06-02T08:45:00Z,0.993,18.3,85.87,0.02,-2.3,1.24,18.3,3.1,-4,226,22,15,15,725,15,499,15,NA,NA
FB3,MC3,2023-06-02T09:00:00Z,0.994,18.3,85.88,0.01,-2.3,1.54,18.4,2.42,-4.1,231,26.9,15,15,726,15,498,15,NA,NA
FB3,MC3,2023-06-02T09:15:00Z,0.996,18.4,85.87,0.01,-2.2,1.09,18.4,3.25,-4,227,36.3,15,15,657,15,510,15,NA,NA
FB3,MC3,2023-06-02T09:30:00Z,0.994,18.4,85.85,0.01,-2.2,0.78,18.6,1.93,-4,223,51.3,15,15,649,15,531,15,NA,NA
FB3,MC3,2023-06-02T09:45:00Z,0.99,18.7,85.83,0.02,-2.3,0.58,18.8,1.61,-4,218,81.3,15,15,586,15,512,15,NA,NA
FB3,MC3,2023-06-02T10:00:00Z,0.972,19.1,85.81,0.06,-2.3,0.7,19.2,2.06,-4,222,95.2,15,15,567,15,479,15,NA,NA
FB3,MC3,2023-06-02T10:15:00Z,0.953,19.4,85.81,0.11,-2.2,1.43,19.4,2.84,-4,223,102.4,15,15,557,15,465,15,NA,NA
FB3,MC3,2023-06-02T10:30:00Z,0.955,19.4,85.8,0.1,-2.3,1.93,19.6,3.93,-4,218,127.4,15,15,548,15,457,7,NA,NA
FB3,MC3,2023-06-02T10:45:00Z,0.967,19.3,85.81,0.07,-2.3,2.21,19.7,4.06,-4,219,166.6,15,15,542,15,455,0,NA,NA
FB3,MC3,2023-06-02T11:00:00Z,0.979,19.3,85.81,0.05,-2.4,2.29,19.7,4.67,-3.9,220,177.2,15,15,535,15,454,0,NA,NA
FB3,MC3,2023-06-02T11:15:00Z,0.974,19.7,85.8,0.06,-2.3,1.98,20.1,3.67,-4,221,219.7,15,15,525,15,454,0,NA,NA
FB3,MC3,2023-06-02T11:30:00Z,0.95,20.2,85.8,0.12,-2.4,1.96,20.6,4.18,-4,228,265,15,15,513,15,453,0,NA,NA
FB3,MC3,2023-06-02T11:45:00Z,0.931,20.5,85.79,0.17,-2.4,1.67,21,3.65,-3.9,226,268.6,15,15,497,15,452,0,NA,NA
FB3,MC3,2023-06-02T12:00:00Z,0.908,20.6,85.77,0.22,-2.4,1.79,21,4.43,-3.9,226,263.9,15,15,471,15,452,0,NA,NA
FB3,MC3,2023-06-02T12:15:00Z,0.911,20.8,85.74,0.22,-2.4,1.15,21.3,3.16,-3.9,216,231.1,7,15,452,15,452,0,NA,NA
FB3,MC3,2023-06-02T12:30:00Z,0.912,21.1,85.73,0.22,-2.3,0.88,21.7,3.69,-3.9,218,271,0,15,451,15,451,0,NA,NA
FB3,MC3,2023-06-02T12:45:00Z,0.924,20.4,85.73,0.18,-2.4,1.95,21,3.81,-3.9,228,216.6,0,15,452,15,452,0,NA,NA
FB3,MC3,2023-06-02T13:00:00Z,0.927,20.8,85.71,0.18,-2.4,1.04,21.6,3.65,-3.9,227,280.7,0,15,451,15,451,0,NA,NA
