Tree,MC,Timestamp,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
FB8,MC1,2023-05-31T18:45:00Z,17.6,0.05,86.2,0.973,86.22,17.6,0.11,0.947,0,0,455,0,15,0,15,453
FB8,MC1,2023-05-31T19:00:00Z,17.6,0.05,86.23,0.974,86.25,17.6,0.1,0.95,0,0,455,0,15,0,15,453
FB8,MC1,2023-05-31T19:15:00Z,17.6,0.06,86.26,0.972,86.27,17.6,0.1,0.948,0,0,455,0,15,0,15,453
FB8,MC1,2023-05-31T19:30:00Z,17.6,0.05,86.27,0.975,86.29,17.6,0.1,0.95,0,0,455,0,15,0,15,453
FB8,MC1,2023-05-31T19:45:00Z,17.7,0.07,86.29,0.967,86.31,17.6,0.11,0.945,0,0,454,0,15,0,15,453
FB8,MC1,2023-05-31T20:00:00Z,17.7,0.11,86.31,0.947,86.33,17.7,0.14,0.931,0,0,454,0,15,0,15,453
FB8,MC1,2023-05-31T20:15:00Z,17.9,0.17,86.32,0.916,86.34,17.7,0.19,0.907,0,0,454,0,15,0,15,452
FB8,MC1,2023-05-31T20:30:00Z,18,0.17,86.33,0.917,86.35,17.9,0.2,0.904,0,0,453,0,15,0,15,453
FB8,MC1,2023-05-31T20:45:00Z,18,0.15,86.34,0.928,86.36,18,0.18,0.912,0,0,455,0,15,0,15,453
FB8,MC1,2023-05-31T21:00:00Z,18,0.12,86.34,0.943,86.36,17.9,0.16,0.923,0,0,454,0,15,0,15,453
FB8,MC1,2023-05-31T21:15:00Z,17.9,0.09,86.34,0.957,86.36,17.9,0.13,0.934,0,0,456,0,15,0,15,453
FB8,MC1,2023-05-31T21:30:00Z,17.8,0.07,86.35,0.966,86.37,17.9,0.12,0.941,0,0,455,0,15,0,15,453
FB8,MC1,2023-05-31T21:45:00Z,17.9,0.05,86.37,0.974,86.38,17.8,0.11,0.948,0,0,458,0,15,0,15,453
FB8,MC1,2023-05-31T22:00:00Z,17.9,0.05,86.36,0.975,86.38,17.8,0.1,0.951,0,0,513,15,15,0,15,453
FB8,MC1,2023-05-31T22:15:00Z,17.7,0.03,86.36,0.984,86.38,17.8,0.09,0.955,0,0,614,15,15,0,15,456
FB8,MC1,2023-05-31T22:30:00Z,17.7,0.01,86.36,0.994,86.38,17.8,0.07,0.967,0,0,574,15,15,0,15,454
FB8,MC1,2023-05-31T22:45:00Z,17.7,0.01,86.36,0.997,86.38,17.8,0.06,0.972,0,0,791,15,15,11,15,544
FB8,MC1,2023-05-31T23:00:00Z,17.6,0,86.35,0.999,86.37,17.7,0.05,0.976,0,0,658,15,15,15,15,602
FB8,MC1,2023-05-31T23:15:00Z,17.6,0,86.35,1,86.37,17.6,0.04,0.982,0,0,767,15,15,15,15,658
FB8,MC1,2023-05-31T23:30:00Z,17.7,0,86.34,0.999,86.36,17.7,0.02,0.988,0,0,693,15,15,15,15,707
FB8,MC1,2023-05-31T23:45:00Z,17.8,0,86.32,1,86.34,17.8,0.02,0.992,0,0,677,15,15,15,15,683
FB8,MC1,2023-06-01T00:00:00Z,17.7,0,86.32,1,86.34,17.7,0.01,0.995,0,0,618,15,15,15,15,638
FB8,MC1,2023-06-01T00:15:00Z,17.6,0,86.3,0.999,86.32,17.7,0.01,0.995,0,0,615,15,15,15,15,632
FB8,MC1,2023-06-01T00:30:00Z,17.6,0,86.27,1,86.29,17.7,0,0.998,0,0,590,15,15,15,15,636
FB8,MC1,2023-06-01T00:45:00Z,17.5,0,86.25,0.999,86.27,17.5,0,0.999,0,0,608,15,15,15,15,614
FB8,MC1,2023-06-01T01:00:00Z,17.7,0,86.25,1,86.26,17.7,0,1,0,0,595,15,15,15,15,590
FB8,MC1,2023-06-01T01:15:00Z,17.7,0,86.21,0.999,86.23,17.7,0,1,0,0,594,15,15,15,15,591
FB8,MC1,2023-06-01T01:30:00Z,17.6,0,86.18,1,86.2,17.6,0,1,0,0,580,15,15,15,15,590
FB8,MC1,2023-06-01T01:45:00Z,17.4,0,86.14,1,86.16,17.5,0,1,0,0,601,15,15,15,15,589
FB8,MC1,2023-06-01T02:00:00Z,17.4,0,86.13,1,86.15,17.4,0,1,0,0,578,15,15,15,15,588
FB8,MC1,2023-06-01T02:15:00Z,17.3,0,86.12,0.999,86.15,17.3,0,1,0,0,581,15,15,15,15,586
FB8,MC1,2023-06-01T02:30:00Z,17.3,0,86.11,1,86.13,17.3,0,1,0,0,622,15,15,15,15,584
FB8,MC1,2023-06-01T02:45:00Z,17.1,0,86.11,1.001,86.13,17.2,0,0.998,0,0,620,15,15,15,15,591
FB8,MC1,2023-06-01T03:00:00Z,17.1,0,86.09,1,86.11,17.1,0,0.999,0,0,606,15,15,15,15,591
FB8,MC1,2023-06-01T03:15:00Z,17,0,86.08,1.001,86.1,17,0,1,0,0,591,15,15,15,15,593
FB8,MC1,2023-06-01T03:30:00Z,17,0,86.07,1,86.1,17,0,1,0,0,576,15,15,15,15,589
FB8,MC1,2023-06-01T03:45:00Z,17.2,0,86.08,1,86.1,17.1,0,1,0,0,572,15,15,15,15,588
FB8,MC1,2023-06-01T04:00:00Z,17.2,0,86.08,1,86.1,17.2,0,1,0,0,569,15,15,15,15,585
FB8,MC1,2023-06-01T04:15:00Z,17.3,0,86.09,1,86.11,17.2,0,1,0,0,581,15,15,15,15,584
FB8,MC1,2023-06-01T04:30:00Z,17.3,0,86.1,1,86.12,17.2,0,1,0,0,598,15,15,15,15,582
FB8,MC1,2023-06-01T04:45:00Z,17.4,0,86.1,1,86.13,17.2,0,0.999,0,0,559,15,15,15,15,574
FB8,MC1,2023-06-01T05:00:00Z,17.7,0.02,86.12,0.992,86.14,17.2,0,1,0,0,547,15,15,15,15,565
FB8,MC1,2023-06-01T05:15:00Z,17.8,0.09,86.13,0.954,86.16,17.3,0.05,0.976,0,0,529,15,15,15,15,554
FB8,MC1,2023-06-01T05:30:00Z,18,0.16,86.15,0.923,86.18,17.4,0.12,0.938,0,0,526,15,15,15,15,546
FB8,MC1,2023-06-01T05:45:00Z,18.3,0.2,86.17,0.905,86.19,17.6,0.16,0.92,1.1,0,518,15,15,15,15,539
FB8,MC1,2023-06-01T06:00:00Z,18.2,0.2,86.19,0.904,86.21,17.7,0.17,0.915,8.1,0,500,15,15,15,15,530
FB8,MC1,2023-06-01T06:15:00Z,18.4,0.22,86.21,0.898,86.24,17.9,0.19,0.908,12.8,5.7,473,15,15,15,15,521
FB8,MC1,2023-06-01T06:30:00Z,18.4,0.19,86.24,0.911,86.26,18,0.18,0.911,14.3,6.6,458,12,15,15,15,513
FB8,MC1,2023-06-01T06:45:00Z,18.4,0.19,86.25,0.909,86.27,18,0.19,0.909,18.1,8.2,454,0,15,15,15,505
FB8,MC1,2023-06-01T07:00:00Z,18.6,0.2,86.26,0.907,86.29,18.2,0.19,0.908,24.7,10.8,454,0,15,15,15,496
FB8,MC1,2023-06-01T07:15:00Z,18.8,0.2,86.28,0.906,86.3,18.3,0.19,0.911,41.2,15.6,454,0,15,15,15,488
FB8,MC1,2023-06-01T07:30:00Z,19,0.2,86.29,0.911,86.32,18.5,0.18,0.915,72.5,21.6,453,0,15,15,15,477
FB8,MC1,2023-06-01T07:45:00Z,19.4,0.21,86.31,0.905,86.34,18.8,0.19,0.914,88.3,24.5,453,0,15,15,15,464
FB8,MC1,2023-06-01T08:00:00Z,19.8,0.23,86.33,0.902,86.35,19.1,0.19,0.912,119.4,29.8,453,0,15,4,15,454
FB8,MC1,2023-06-01T08:15:00Z,20.2,0.26,86.33,0.888,86.36,19.3,0.21,0.906,108.2,24.9,452,0,15,0,15,453
FB8,MC1,2023-06-01T08:30:00Z,20.2,0.25,86.36,0.894,86.38,19.4,0.2,0.91,118.1,28,452,0,15,0,15,453
FB8,MC1,2023-06-01T08:45:00Z,20.6,0.26,86.37,0.891,86.39,19.7,0.21,0.91,123.4,27.8,452,0,15,0,15,453
FB8,MC1,2023-06-01T09:00:00Z,20.8,0.28,86.38,0.884,86.4,20,0.24,0.897,154,33.7,452,0,15,0,15,453
FB8,MC1,2023-06-01T09:15:00Z,21.2,0.33,86.37,0.869,86.4,20.4,0.26,0.892,146.3,39.7,451,0,15,0,15,452
FB8,MC1,2023-06-01T09:30:00Z,21.6,0.34,86.36,0.869,86.39,20.8,0.29,0.88,172.1,53.8,451,0,15,0,15,452
FB8,MC1,2023-06-01T09:45:00Z,22,0.41,86.36,0.844,86.38,21.2,0.34,0.866,159.1,58.2,451,0,15,0,15,451
FB8,MC1,2023-06-01T10:00:00Z,22.2,0.41,86.34,0.846,86.37,21.6,0.38,0.854,226.3,55.5,450,0,15,0,15,451
FB8,MC1,2023-06-01T10:15:00Z,22.6,0.46,86.34,0.83,86.37,22,0.42,0.842,149.6,48,450,0,14,0,15,451
FB8,MC1,2023-06-01T10:30:00Z,22.5,0.44,86.34,0.838,86.36,22,0.41,0.844,134.6,43.8,450,0,15,0,15,451
FB8,MC1,2023-06-01T10:45:00Z,22.5,0.4,86.32,0.853,86.35,22.1,0.4,0.849,142.3,52.6,450,0,15,0,15,451
FB8,MC1,2023-06-01T11:00:00Z,22.9,0.47,86.32,0.83,86.34,22.6,0.46,0.831,138.1,56.2,450,0,11,0,15,451
FB8,MC1,2023-06-01T11:15:00Z,23.5,0.58,86.3,0.801,86.32,23.1,0.57,0.8,168.6,63.9,449,0,1,0,12,450
FB8,MC1,2023-06-01T11:30:00Z,23.4,0.59,86.29,0.795,86.31,22.4,0.51,0.813,125.1,46.7,450,0,5,0,14,451
FB8,MC1,2023-06-01T11:45:00Z,22.6,0.44,86.29,0.841,86.31,21.7,0.37,0.856,73.8,27.6,451,0,15,0,15,451
FB8,MC1,2023-06-01T12:00:00Z,22,0.31,86.27,0.882,86.29,21.5,0.31,0.877,101.1,41.7,451,0,15,0,15,451
FB8,MC1,2023-06-01T12:15:00Z,22.6,0.37,86.25,0.865,86.27,22.3,0.39,0.857,119,47.4,450,0,15,0,15,451
FB8,MC1,2023-06-01T12:30:00Z,22.7,0.35,86.23,0.872,86.25,22.2,0.34,0.871,137.9,54.6,451,0,15,0,15,451
FB8,MC1,2023-06-01T12:45:00Z,22.6,0.3,86.22,0.889,86.24,22,0.3,0.886,64.6,32.4,451,0,15,0,15,451
FB8,MC1,2023-06-01T13:00:00Z,22.3,0.34,86.19,0.874,86.21,22.2,0.36,0.866,98.5,41.4,451,0,15,0,15,451
FB8,MC1,2023-06-01T13:15:00Z,22.6,0.39,86.18,0.857,86.2,22.6,0.42,0.848,92.7,36.6,450,0,15,0,15,451
FB8,MC1,2023-06-01T13:30:00Z,22.2,0.38,86.19,0.86,86.21,22.4,0.41,0.848,78.7,35.7,451,0,15,0,15,451
FB8,MC1,2023-06-01T13:45:00Z,22.4,0.32,86.17,0.882,86.19,22.4,0.37,0.864,129.6,58,450,0,15,0,15,450
FB8,MC1,2023-06-01T14:00:00Z,22.2,0.32,86.16,0.882,86.18,22.5,0.38,0.859,40.3,15.9,520,5,15,0,15,454
FB8,MC1,2023-06-01T14:15:00Z,20.7,0.17,86.17,0.932,86.18,21.2,0.27,0.893,21.8,7.7,674,15,15,8,15,468
FB8,MC1,2023-06-01T14:30:00Z,19.8,0.07,86.16,0.971,86.18,20.2,0.16,0.931,16.7,7.3,676,15,15,15,15,524
FB8,MC1,2023-06-01T14:45:00Z,19.5,0.03,86.13,0.988,86.14,19.8,0.11,0.951,59.1,31.1,593,15,15,15,15,521
FB8,MC1,2023-06-01T15:00:00Z,19.7,0.02,86.09,0.992,86.11,20,0.1,0.958,92.3,41.7,552,15,15,15,15,494
FB8,MC1,2023-06-01T15:15:00Z,20.1,0.03,86.11,0.989,86.13,20.4,0.11,0.954,92.8,43,538,15,15,15,15,478
FB8,MC1,2023-06-01T15:30:00Z,20.4,0.04,86.11,0.983,86.12,20.8,0.13,0.947,68.5,31.1,537,15,15,15,15,471
FB8,MC1,2023-06-01T15:45:00Z,20.2,0.07,86.11,0.972,86.13,20.6,0.16,0.933,54,26,535,15,15,15,15,466
FB8,MC1,2023-06-01T16:00:00Z,20.1,0.06,86.11,0.974,86.13,20.3,0.15,0.939,46.7,20.1,533,15,15,15,15,461
FB8,MC1,2023-06-01T16:15:00Z,20,0.06,86.11,0.976,86.12,20.2,0.12,0.948,31.3,12.1,673,15,15,12,15,510
FB8,MC1,2023-06-01T16:30:00Z,19.4,0.04,86.11,0.983,86.13,19.7,0.11,0.952,14.1,4.4,628,15,15,15,15,562
FB8,MC1,2023-06-01T16:45:00Z,18.9,0.01,86.1,0.995,86.12,19.2,0.09,0.961,19.2,7.5,729,15,15,15,15,555
FB8,MC1,2023-06-01T17:00:00Z,18.8,0,86.08,0.999,86.1,19,0.06,0.971,23.3,11.7,585,15,15,15,15,551
FB8,MC1,2023-06-01T17:15:00Z,18.9,0,86.07,1.001,86.1,19,0.05,0.979,13.9,6,576,15,15,15,15,546
FB8,MC1,2023-06-01T17:30:00Z,18.8,0,86.09,0.999,86.11,18.9,0.04,0.982,8.2,0.4,568,15,15,15,15,539
FB8,MC1,2023-06-01T17:45:00Z,18.9,0,86.13,0.999,86.15,18.9,0.03,0.985,1.8,0,565,15,15,15,15,536
FB8,MC1,2023-06-01T18:00:00Z,18.8,0,86.15,0.999,86.17,18.9,0.02,0.989,0,0,565,15,15,15,15,533
FB8,MC1,2023-06-01T18:15:00Z,18.7,0,86.15,1,86.17,18.8,0.02,0.991,0,0,560,15,15,15,15,530
FB8,MC1,2023-06-01T18:30:00Z,18.5,0,86.15,0.999,86.17,18.6,0.02,0.992,0,0,560,15,15,15,15,528
FB8,MC1,2023-06-01T18:45:00Z,18.6,0,86.16,1,86.18,18.6,0.01,0.994,0,0,570,15,15,15,15,526
FB8,MC1,2023-06-01T19:00:00Z,18.5,0,86.19,1.001,86.21,18.6,0.01,0.996,0,0,561,15,15,15,15,525
FB8,MC1,2023-06-01T19:15:00Z,18.4,0,86.22,0.999,86.24,18.4,0,0.998,0,0,560,15,15,15,15,523
FB8,MC1,2023-06-01T19:30:00Z,18.4,0,86.23,1,86.25,18.4,0,0.999,0,0,564,15,15,15,15,520
FB8,MC1,2023-06-01T19:45:00Z,18.6,0,86.23,0.999,86.25,18.5,0,1,0,0,568,15,15,15,15,518
FB8,MC1,2023-06-01T20:00:00Z,18.7,0,86.24,1,86.27,18.7,0,1,0,0,576,15,15,15,15,517
FB8,MC1,2023-06-01T20:15:00Z,18.6,0,86.24,1,86.27,18.7,0,1.001,0,0,601,15,15,15,15,516
FB8,MC1,2023-06-01T20:30:00Z,18.6,0,86.27,1,86.29,18.6,0,1.001,0,0,582,15,15,15,15,518
FB8,MC1,2023-06-01T20:45:00Z,18.6,0,86.29,0.999,86.31,18.6,0,1,0,0,621,15,15,15,15,519
FB8,MC1,2023-06-01T21:00:00Z,18.6,0,86.29,1,86.31,18.6,0,1,0,0,617,15,15,15,15,520
FB8,MC1,2023-06-01T21:15:00Z,18.5,0,86.28,0.999,86.31,18.5,0,1,0,0,612,15,15,15,15,520
FB8,MC1,2023-06-01T21:30:00Z,18.7,0,86.3,1,86.32,18.7,0,1,0,0,653,15,15,15,15,530
FB8,MC1,2023-06-01T21:45:00Z,18.5,0,86.31,1,86.33,18.5,0,1,0,0,684,15,15,15,15,619
FB8,MC1,2023-06-01T22:00:00Z,18.4,0,86.31,1,86.34,18.4,0,1.001,0,0,678,15,15,15,15,617
FB8,MC1,2023-06-01T22:15:00Z,18.2,0,86.33,1.001,86.35,18.2,0,1,0,0,598,15,15,15,15,629
FB8,MC1,2023-06-01T22:30:00Z,18.2,0,86.33,1,86.35,18.2,0,1,0,0,600,15,15,15,15,640
FB8,MC1,2023-06-01T22:45:00Z,18.2,0,86.31,1,86.33,18.3,0,0.999,0,0,600,15,15,15,15,646
FB8,MC1,2023-06-01T23:00:00Z,18.3,0,86.3,1,86.32,18.3,0,1,0,0,616,15,15,15,15,643
FB8,MC1,2023-06-01T23:15:00Z,18.3,0,86.29,1,86.31,18.3,0,1.001,0,0,603,15,15,15,15,642
FB8,MC1,2023-06-01T23:30:00Z,18.2,0,86.27,1,86.3,18.2,0,1.001,0,0,583,15,15,15,15,622
FB8,MC1,2023-06-01T23:45:00Z,18,0,86.26,1,86.29,18,0,0.999,0,0,578,15,15,15,15,625
FB8,MC1,2023-06-02T00:00:00Z,17.8,0,86.26,0.999,86.29,17.8,0,1.001,0,0,572,15,15,15,15,619
FB8,MC1,2023-06-02T00:15:00Z,17.9,0,86.26,1.001,86.28,17.9,0,1,0,0,580,15,15,15,15,618
FB8,MC1,2023-06-02T00:30:00Z,18,0,86.24,1,86.27,18,0,1,0,0,570,15,15,15,15,617
FB8,MC1,2023-06-02T00:45:00Z,18.1,0,86.22,1,86.25,18.1,0,1,0,0,605,15,15,15,15,618
FB8,MC1,2023-06-02T01:00:00Z,18.1,0,86.21,1.001,86.23,18.2,0,1,0,0,567,15,15,15,15,619
FB8,MC1,2023-06-02T01:15:00Z,18,0,86.17,1,86.19,18.1,0,1,0,0,563,15,15,15,15,619
FB8,MC1,2023-06-02T01:30:00Z,18,0,86.14,1,86.16,18,0,1,0,0,569,15,15,15,15,619
FB8,MC1,2023-06-02T01:45:00Z,18,0,86.13,1,86.16,18.1,0,0.999,0,0,564,15,15,15,15,620
FB8,MC1,2023-06-02T02:00:00Z,18,0,86.11,1,86.14,18,0,1,0,0,569,15,15,15,15,620
FB8,MC1,2023-06-02T02:15:00Z,18,0,86.09,0.999,86.12,18,0,0.999,0,0,566,15,15,15,15,620
FB8,MC1,2023-06-02T02:30:00Z,18,0,86.09,0.999,86.12,18,0,1,0,0,563,15,15,15,15,620
FB8,MC1,2023-06-02T02:45:00Z,18,0,86.09,1,86.11,18,0,1,0,0,571,15,15,15,15,619
FB8,MC1,2023-06-02T03:00:00Z,17.9,0,86.08,1,86.11,17.9,0,1.001,0,0,567,15,15,15,15,619
FB8,MC1,2023-06-02T03:15:00Z,17.8,0,86.07,1.001,86.1,17.8,0,1.001,0,0,560,15,15,15,15,618
FB8,MC1,2023-06-02T03:30:00Z,17.8,0,86.07,0.999,86.1,17.8,0,1,0,0,568,15,15,15,15,618
FB8,MC1,2023-06-02T03:45:00Z,17.7,0,86.07,0.999,86.1,17.7,0,0.999,0,0,551,15,15,15,15,613
FB8,MC1,2023-06-02T04:00:00Z,17.6,0,86.07,1,86.1,17.6,0,1,0,0,580,15,15,15,15,609
FB8,MC1,2023-06-02T04:15:00Z,17.6,0,86.09,0.999,86.11,17.6,0,1,0,0,554,15,15,15,15,605
FB8,MC1,2023-06-02T04:30:00Z,17.6,0,86.08,1,86.11,17.6,0,1.001,0,0,548,15,15,15,15,601
FB8,MC1,2023-06-02T04:45:00Z,17.7,0,86.08,0.999,86.11,17.6,0,0.999,0,0,549,15,15,15,15,598
FB8,MC1,2023-06-02T05:00:00Z,17.8,0,86.1,1.001,86.12,17.6,0,1,0,0,552,15,15,15,15,594
FB8,MC1,2023-06-02T05:15:00Z,17.9,0,86.1,1,86.13,17.7,0,1,0,0,548,15,15,15,15,591
FB8,MC1,2023-06-02T05:30:00Z,17.9,0,86.11,1.001,86.14,17.7,0,1,0,0,547,15,15,15,15,589
FB8,MC1,2023-06-02T05:45:00Z,17.9,0,86.13,1,86.15,17.7,0,1.001,2.6,0,550,15,15,15,15,587
FB8,MC1,2023-06-02T06:00:00Z,17.9,0,86.15,1,86.18,17.8,0,1,8.4,0.4,544,15,15,15,15,584
FB8,MC1,2023-06-02T06:15:00Z,17.9,0,86.17,1.001,86.19,17.8,0,0.999,13.5,5.7,539,15,15,15,15,579
FB8,MC1,2023-06-02T06:30:00Z,18.1,0,86.19,1,86.22,17.9,0,1,17,6.6,536,15,15,15,15,575
FB8,MC1,2023-06-02T06:45:00Z,18.1,0,86.21,0.999,86.23,18,0,1,13.2,4.6,531,15,15,15,15,571
FB8,MC1,2023-06-02T07:00:00Z,18,0,86.21,1,86.24,17.9,0,1,9.3,0,588,15,15,15,15,569
FB8,MC1,2023-06-02T07:15:00Z,17.9,0,86.22,1.001,86.25,17.8,0,1,7,0,676,15,15,15,15,569
FB8,MC1,2023-06-02T07:30:00Z,17.8,0,86.23,1,86.26,17.7,0,1,5.7,0,655,15,15,15,15,584
FB8,MC1,2023-06-02T07:45:00Z,17.6,0,86.23,1,86.26,17.6,0,1,6,0,666,15,15,15,15,626
FB8,MC1,2023-06-02T08:00:00Z,17.7,0,86.23,1.001,86.26,17.6,0,1.001,7.7,0,665,15,15,15,15,614
FB8,MC1,2023-06-02T08:15:00Z,17.8,0,86.24,1,86.27,17.7,0,1,9.7,0,630,15,15,15,15,609
FB8,MC1,2023-06-02T08:30:00Z,17.9,0,86.25,1,86.28,17.9,0,0.999,11.9,3.7,650,15,15,15,15,610
FB8,MC1,2023-06-02T08:45:00Z,18.1,0,86.25,1,86.28,18.1,0,1,15,6.4,625,15,15,15,15,588
FB8,MC1,2023-06-02T09:00:00Z,18.2,0,86.26,1,86.29,18.2,0,0.999,18.7,8.1,659,15,15,15,15,587
FB8,MC1,2023-06-02T09:15:00Z,18.4,0,86.25,1,86.28,18.3,0,1,24.9,10.6,609,15,15,15,15,594
FB8,MC1,2023-06-02T09:30:00Z,18.5,0,86.23,0.999,86.26,18.4,0,0.999,34.8,14.8,596,15,15,15,15,590
FB8,MC1,2023-06-02T09:45:00Z,18.7,0,86.22,1,86.25,18.6,0,1,53.6,20.7,610,15,15,15,15,583
FB8,MC1,2023-06-02T10:00:00Z,18.9,0,86.2,1,86.23,18.9,0,1,64.1,23.3,590,15,15,15,15,570
FB8,MC1,2023-06-02T10:15:00Z,19.2,0,86.19,1.001,86.22,19,0,1,69.2,26.4,568,15,15,15,15,558
FB8,MC1,2023-06-02T10:30:00Z,19.3,0,86.18,0.999,86.21,19.2,0,0.998,85.3,33.5,552,15,15,15,15,549
FB8,MC1,2023-06-02T10:45:00Z,19.7,0.02,86.19,0.993,86.22,19.6,0.03,0.988,112.6,41.7,552,15,15,15,15,545
FB8,MC1,2023-06-02T11:00:00Z,19.9,0.04,86.2,0.984,86.22,19.8,0.05,0.976,119.9,43.9,536,15,15,15,15,543
FB8,MC1,2023-06-02T11:15:00Z,20.3,0.04,86.19,0.984,86.22,20.2,0.07,0.972,138.8,50.7,527,15,15,15,15,539
FB8,MC1,2023-06-02T11:30:00Z,20.9,0.07,86.18,0.972,86.21,20.7,0.1,0.958,147,52.2,523,15,15,15,15,534
FB8,MC1,2023-06-02T11:45:00Z,21.3,0.12,86.17,0.951,86.2,21,0.15,0.94,158.4,56.2,516,15,15,15,15,526
FB8,MC1,2023-06-02T12:00:00Z,21.4,0.18,86.15,0.929,86.18,21.2,0.2,0.92,159.9,59.9,497,15,15,15,15,516
FB8,MC1,2023-06-02T12:15:00Z,21.3,0.19,86.12,0.925,86.15,21.2,0.22,0.913,152.3,57.3,465,15,15,15,15,505
FB8,MC1,2023-06-02T12:30:00Z,21.5,0.18,86.11,0.928,86.14,21.3,0.21,0.916,142.6,59.5,454,3,15,15,15,492
FB8,MC1,2023-06-02T12:45:00Z,21.5,0.2,86.11,0.924,86.14,21.3,0.22,0.912,134.4,58,454,0,15,15,15,478
FB8,MC1,2023-06-02T13:00:00Z,21.6,0.18,86.09,0.928,86.12,21.4,0.22,0.914,146.7,74,453,0,15,12,15,456
FB8,MC1,2023-06-02T13:15:00Z,21.9,0.23,86.08,0.914,86.1,21.8,0.25,0.905,135.1,61.5,453,0,15,0,15,452
FB8,MC1,2023-06-02T13:30:00Z,21.2,0.21,86.06,0.918,86.09,21.3,0.25,0.903,81.5,41.6,455,0,15,0,15,452
FB8,MC1,2023-06-02T13:45:00Z,20.4,0.15,86.05,0.939,86.07,20.5,0.19,0.919,77.3,36.4,454,0,15,0,15,453
FB8,MC1,2023-06-02T14:00:00Z,20.1,0.13,86.03,0.946,86.06,20.1,0.16,0.931,83.7,39.4,454,0,15,0,15,453
FB8,MC1,2023-06-02T14:15:00Z,20.4,0.14,86.02,0.94,86.04,20.2,0.17,0.93,94.3,44.7,453,0,15,0,15,453
FB8,MC1,2023-06-02T14:30:00Z,20.8,0.19,86.01,0.925,86.03,20.6,0.2,0.919,100.3,52.6,453,0,15,0,15,452
FB8,MC1,2023-06-02T14:45:00Z,21.4,0.24,85.98,0.905,86.01,21.2,0.25,0.902,106.2,57.5,453,0,15,0,15,452
FB8,MC1,2023-06-02T15:00:00Z,22.5,0.29,85.96,0.894,85.99,22,0.3,0.887,154,53.3,452,0,15,0,15,452
FB8,MC1,2023-06-02T15:15:00Z,23.4,0.41,85.94,0.856,85.97,22.7,0.39,0.858,78.9,72.3,452,0,15,0,15,451
FB8,MC1,2023-06-02T15:30:00Z,23.2,0.49,85.94,0.825,85.97,22.8,0.45,0.836,61.9,51.3,452,0,15,0,15,451
FB8,MC1,2023-06-02T15:45:00Z,22.9,0.49,85.94,0.823,85.97,22.4,0.43,0.843,201.6,50.2,451,0,15,0,15,451
FB8,MC1,2023-06-02T16:00:00Z,22.8,0.51,85.95,0.816,85.98,22.4,0.44,0.838,59.5,57.3,450,0,15,0,15,451
FB8,MC1,2023-06-02T16:15:00Z,22.5,0.42,85.96,0.846,85.98,22.1,0.38,0.857,192.1,39,451,0,15,0,15,452
FB8,MC1,2023-06-02T16:30:00Z,22,0.36,85.97,0.863,85.99,22,0.38,0.858,127.8,28.9,451,0,15,0,15,452
FB8,MC1,2023-06-02T16:45:00Z,21.2,0.25,85.98,0.899,86,21.3,0.29,0.884,51.6,21.4,453,0,15,0,15,452
FB8,MC1,2023-06-02T17:00:00Z,20.6,0.17,85.98,0.93,86,21,0.23,0.907,94.1,37.5,453,0,15,0,15,451
FB8,MC1,2023-06-02T17:15:00Z,20.8,0.19,85.99,0.925,86,22.9,0.4,0.857,41.6,122.3,452,0,15,0,3,447
FB8,MC1,2023-06-02T17:30:00Z,20.9,0.25,85.99,0.899,86,23.8,0.58,0.802,32.4,130,452,0,15,0,0,447
FB8,MC1,2023-06-02T17:45:00Z,20.6,0.26,86.01,0.892,86.03,22.5,0.5,0.816,12.3,20.5,453,0,15,0,5,451
FB8,MC1,2023-06-02T18:00:00Z,19.9,0.2,86.02,0.912,86.05,20.4,0.3,0.873,3.5,0.4,454,0,15,0,15,452
FB8,MC1,2023-06-02T18:15:00Z,19.5,0.17,86.04,0.925,86.07,19.4,0.22,0.904,0,0,454,0,15,0,15,453
FB8,MC1,2023-06-02T18:30:00Z,19.2,0.16,86.05,0.928,86.07,19,0.19,0.912,0,0,454,0,15,0,15,453
FB8,MC1,2023-06-02T18:45:00Z,18.9,0.17,86.07,0.921,86.1,18.6,0.19,0.913,0,0,454,0,15,0,15,453
FB8,MC1,2023-06-02T19:00:00Z,18.7,0.18,86.09,0.917,86.11,18.4,0.19,0.909,0,0,454,0,15,0,15,453
FB8,MC1,2023-06-02T19:15:00Z,18.6,0.2,86.11,0.905,86.14,18.2,0.2,0.903,0,0,453,0,15,0,15,453
FB8,MC1,2023-06-02T19:30:00Z,18.8,0.23,86.12,0.895,86.14,18.2,0.19,0.908,0,0,453,0,15,0,15,453
FB8,MC1,2023-06-02T19:45:00Z,18.7,0.2,86.11,0.905,86.13,18.1,0.18,0.911,0,0,453,0,15,0,15,453
FB8,MC1,2023-06-02T20:00:00Z,18.6,0.21,86.11,0.904,86.13,18.2,0.19,0.909,0,0,453,0,15,0,15,453
FB8,MC1,2023-06-02T20:15:00Z,18.7,0.21,86.11,0.905,86.14,18.3,0.2,0.906,0,0,453,0,15,0,15,453
