Tree,MC,Timestamp,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
FB8,MC1,2023-08-17T22:45:00Z,18.4,0,86.3,1,86.34,18.4,0,1.002,0,0,692,15,15,15,15,477
FB8,MC1,2023-08-17T23:00:00Z,18.4,0,86.29,1,86.33,18.4,0,1,0,0,638,15,15,15,15,477
FB8,MC1,2023-08-17T23:15:00Z,18.2,0,86.29,1,86.33,18.3,0,0.999,0,0,612,15,15,15,15,475
FB8,MC1,2023-08-17T23:30:00Z,18.2,0,86.28,1,86.32,18.2,0,0.999,0,0,594,15,15,15,15,472
FB8,MC1,2023-08-17T23:45:00Z,18.1,0,86.27,1.001,86.31,18,0,1,0,0,574,15,15,15,15,468
FB8,MC1,2023-08-18T00:00:00Z,18.2,0,86.26,1,86.3,18.1,0,0.999,0,0,556,15,15,15,15,463
FB8,MC1,2023-08-18T00:15:00Z,18.4,0,86.24,1,86.28,18.1,0,1,0,0,542,15,15,8,15,459
FB8,MC1,2023-08-18T00:30:00Z,18.4,0,86.23,1,86.27,18.3,0,0.999,0,0,540,15,15,0,15,458
FB8,MC1,2023-08-18T00:45:00Z,18.3,0,86.21,1.001,86.25,18.3,0,1.001,0,0,542,15,15,0,15,458
FB8,MC1,2023-08-18T01:00:00Z,18.3,0,86.18,1,86.21,18.3,0,1.001,0,0,540,15,15,0,15,458
FB8,MC1,2023-08-18T01:15:00Z,18.4,0,86.18,1,86.22,18.4,0,1,0,0,544,15,15,0,15,458
FB8,MC1,2023-08-18T01:30:00Z,18.5,0,86.18,1,86.22,18.4,0,1,0,0,539,15,15,0,15,458
FB8,MC1,2023-08-18T01:45:00Z,18.4,0,86.17,0.999,86.21,18.5,0,1.001,0,0,532,15,15,0,15,458
FB8,MC1,2023-08-18T02:00:00Z,18.5,0,86.15,1,86.18,18.5,0,0.998,0,0,520,15,15,0,15,458
FB8,MC1,2023-08-18T02:15:00Z,18.5,0,86.15,1,86.19,18.4,0.02,0.99,0,0,518,15,15,0,15,458
FB8,MC1,2023-08-18T02:30:00Z,18.4,0,86.16,1.001,86.2,18.4,0.02,0.992,0,0,519,15,15,0,15,458
FB8,MC1,2023-08-18T02:45:00Z,18.4,0,86.15,1,86.18,18.4,0.01,0.996,0,0,518,15,15,0,15,458
FB8,MC1,2023-08-18T03:00:00Z,18.4,0,86.15,1.001,86.18,18.4,0.01,0.997,0,0,519,15,15,0,15,458
FB8,MC1,2023-08-18T03:15:00Z,18.3,0,86.14,1.001,86.18,18.3,0,0.999,0,0,521,15,15,0,15,458
FB8,MC1,2023-08-18T03:30:00Z,18.1,0,86.12,0.999,86.16,18.2,0,0.999,0,0,516,15,15,0,15,458
FB8,MC1,2023-08-18T03:45:00Z,18.1,0,86.14,1,86.17,18.1,0.02,0.992,0,0,510,15,15,0,15,458
FB8,MC1,2023-08-18T04:00:00Z,18.1,0,86.12,1,86.16,18.1,0.03,0.987,0,0,506,15,15,0,15,458
FB8,MC1,2023-08-18T04:15:00Z,18.1,0,86.12,1,86.16,18.1,0.03,0.988,0,0,502,15,15,0,15,458
FB8,MC1,2023-08-18T04:30:00Z,17.9,0,86.12,1,86.15,18,0.01,0.993,0,0,498,15,15,0,15,458
FB8,MC1,2023-08-18T04:45:00Z,17.8,0,86.13,1,86.17,17.8,0,1,0,0,495,15,15,0,15,458
FB8,MC1,2023-08-18T05:00:00Z,17.7,0,86.14,1,86.18,17.7,0,1,0,0,492,15,15,0,15,458
FB8,MC1,2023-08-18T05:15:00Z,17.6,0,86.15,1,86.19,17.6,0,1,0,0,488,15,15,0,15,458
FB8,MC1,2023-08-18T05:30:00Z,17.7,0,86.16,1,86.19,17.7,0,1,0,0,480,15,15,0,15,458
FB8,MC1,2023-08-18T05:45:00Z,17.8,0,86.16,1,86.2,17.8,0,0.998,0,0,472,15,15,0,15,458
FB8,MC1,2023-08-18T06:00:00Z,17.8,0,86.18,1,86.21,17.8,0,0.998,0,0,473,15,15,0,15,458
FB8,MC1,2023-08-18T06:15:00Z,17.7,0,86.17,1,86.2,17.8,0,1,6.4,0,469,15,15,0,15,458
FB8,MC1,2023-08-18T06:30:00Z,17.8,0,86.18,1,86.22,17.8,0,1,9,0,466,15,15,0,15,458
FB8,MC1,2023-08-18T06:45:00Z,17.8,0,86.21,1,86.25,17.9,0,1,11.4,1.3,480,15,15,0,15,458
FB8,MC1,2023-08-18T07:00:00Z,17.8,0,86.21,1.001,86.25,17.9,0,1.001,16.5,6.2,479,15,15,0,15,458
FB8,MC1,2023-08-18T07:15:00Z,17.9,0,86.23,1,86.27,17.9,0,1,18.5,7.1,476,15,15,0,15,458
FB8,MC1,2023-08-18T07:30:00Z,17.9,0,86.24,1.001,86.28,17.9,0,1,32.8,11.4,469,15,15,0,15,458
FB8,MC1,2023-08-18T07:45:00Z,18,0,86.25,1.001,86.28,18,0,0.999,36.6,12.6,463,15,15,0,15,458
FB8,MC1,2023-08-18T08:00:00Z,18.1,0,86.24,1,86.28,18.1,0,1,51.5,17.6,460,15,15,0,15,457
FB8,MC1,2023-08-18T08:15:00Z,18.2,0,86.26,1,86.29,18.3,0,1,46.3,16.3,463,8,15,0,15,457
FB8,MC1,2023-08-18T08:30:00Z,18.4,0,86.27,1,86.3,18.4,0,1,45.6,16.3,460,13,15,0,15,457
FB8,MC1,2023-08-18T08:45:00Z,18.5,0,86.27,0.999,86.31,18.5,0.01,0.997,54.6,19.4,459,0,15,0,15,457
FB8,MC1,2023-08-18T09:00:00Z,18.7,0,86.28,0.999,86.31,18.7,0.03,0.987,74.3,25.8,458,0,15,0,15,457
FB8,MC1,2023-08-18T09:15:00Z,19.1,0.02,86.29,0.99,86.33,19,0.06,0.973,81.7,28.2,457,0,15,0,15,456
FB8,MC1,2023-08-18T09:30:00Z,19.1,0.02,86.29,0.992,86.33,19,0.05,0.977,72.7,24.9,458,0,15,0,15,457
FB8,MC1,2023-08-18T09:45:00Z,18.8,0,86.29,0.999,86.33,18.8,0.03,0.986,71.4,25.3,458,0,15,0,15,457
FB8,MC1,2023-08-18T10:00:00Z,19.1,0.01,86.29,0.994,86.32,19.1,0.05,0.978,108,35.7,456,0,15,0,15,456
FB8,MC1,2023-08-18T10:15:00Z,19.3,0.04,86.3,0.98,86.33,19.3,0.08,0.962,89,30,457,0,15,0,15,456
FB8,MC1,2023-08-18T10:30:00Z,19.1,0.03,86.3,0.987,86.33,19.1,0.07,0.968,46,15.9,460,1,15,0,15,457
FB8,MC1,2023-08-18T10:45:00Z,18.9,0,86.28,0.999,86.32,19,0.03,0.985,74.3,26.6,458,2,15,0,15,456
FB8,MC1,2023-08-18T11:00:00Z,19.3,0.02,86.26,0.989,86.3,19.3,0.07,0.97,100.9,35,457,0,15,0,15,456
FB8,MC1,2023-08-18T11:15:00Z,19.3,0.03,86.26,0.988,86.3,19.3,0.07,0.971,79.8,27.1,458,0,15,0,15,456
FB8,MC1,2023-08-18T11:30:00Z,19,0,86.24,0.998,86.28,19,0.04,0.983,66.5,23.6,460,0,15,0,15,457
FB8,MC1,2023-08-18T11:45:00Z,18.8,0,86.22,1,86.25,18.8,0,0.998,76.7,26.4,465,15,15,0,15,457
FB8,MC1,2023-08-18T12:00:00Z,18.8,0,86.21,0.999,86.24,18.8,0,1,89,31.7,459,10,15,0,15,457
FB8,MC1,2023-08-18T12:15:00Z,18.8,0,86.21,1.001,86.25,18.9,0,1,74.3,26.2,463,12,15,0,15,457
FB8,MC1,2023-08-18T12:30:00Z,18.9,0,86.21,1,86.25,18.9,0,1,85.7,29.1,458,8,15,0,15,457
FB8,MC1,2023-08-18T12:45:00Z,19.1,0,86.2,0.999,86.24,19.1,0,0.998,44.7,16.7,477,10,15,0,15,459
FB8,MC1,2023-08-18T13:00:00Z,18.9,0,86.17,1.001,86.21,18.9,0,1,74.3,26.7,460,15,15,0,15,457
FB8,MC1,2023-08-18T13:15:00Z,19,0,86.13,1,86.17,19,0.01,0.996,71.2,27.6,459,14,15,0,15,456
FB8,MC1,2023-08-18T13:30:00Z,19.2,0,86.11,0.998,86.15,19.2,0.04,0.983,126.2,45.6,457,2,15,0,15,456
FB8,MC1,2023-08-18T13:45:00Z,19.7,0.03,86.12,0.986,86.16,19.7,0.07,0.97,127.4,45,456,0,15,0,15,455
FB8,MC1,2023-08-18T14:00:00Z,19.9,0.06,86.13,0.972,86.17,19.9,0.11,0.954,97.4,35.2,456,0,15,0,15,455
FB8,MC1,2023-08-18T14:15:00Z,19.6,0.04,86.12,0.982,86.16,19.5,0.08,0.966,62.8,23.1,457,0,15,0,15,456
FB8,MC1,2023-08-18T14:30:00Z,19.1,0.02,86.1,0.993,86.14,19.1,0.04,0.98,41,15,459,0,15,0,15,457
FB8,MC1,2023-08-18T14:45:00Z,18.8,0,86.12,1.001,86.15,18.8,0.01,0.997,33.7,12.6,459,0,15,0,15,457
FB8,MC1,2023-08-18T15:00:00Z,18.8,0,86.13,0.999,86.17,18.8,0,1,35.3,13,459,0,15,0,15,457
FB8,MC1,2023-08-18T15:15:00Z,18.6,0,86.11,1,86.15,18.6,0,0.999,22.2,8.2,461,14,15,0,15,457
FB8,MC1,2023-08-18T15:30:00Z,18.4,0,86.11,0.999,86.14,18.4,0,1.001,23.6,8.6,460,15,15,0,15,457
FB8,MC1,2023-08-18T15:45:00Z,18.4,0,86.11,0.999,86.15,18.4,0,1,23.1,8.8,462,15,15,0,15,458
FB8,MC1,2023-08-18T16:00:00Z,18.5,0,86.11,1,86.15,18.5,0,1,28.4,11.2,466,15,15,0,15,457
FB8,MC1,2023-08-18T16:15:00Z,18.5,0,86.12,1,86.15,18.5,0,1,19,7.3,480,15,15,0,15,459
FB8,MC1,2023-08-18T16:30:00Z,18.5,0,86.11,0.999,86.15,18.5,0,1.001,19,7,480,15,15,0,15,458
FB8,MC1,2023-08-18T16:45:00Z,18.5,0,86.1,0.999,86.14,18.5,0,1,12.8,2.6,478,15,15,0,15,458
FB8,MC1,2023-08-18T17:00:00Z,18.6,0,86.09,1,86.13,18.6,0,1.001,2.4,0,570,15,15,9,15,467
FB8,MC1,2023-08-18T17:15:00Z,18.6,0,86.1,1,86.14,18.6,0,1,3.5,0,643,15,15,15,15,487
FB8,MC1,2023-08-18T17:30:00Z,18.6,0,86.09,0.999,86.13,18.6,0,1,2.6,0,636,15,15,15,15,527
FB8,MC1,2023-08-18T17:45:00Z,18.6,0,86.08,1,86.12,18.6,0,1.001,0,0,604,15,15,15,15,567
FB8,MC1,2023-08-18T18:00:00Z,18.4,0,86.06,1,86.1,18.4,0,1.001,0,0,595,15,15,15,15,577
FB8,MC1,2023-08-18T18:15:00Z,18.3,0,86.05,1.001,86.09,18.3,0,1,0,0,596,15,15,15,15,546
FB8,MC1,2023-08-18T18:30:00Z,18.2,0,86.05,1,86.09,18.2,0,0.999,0,0,601,15,15,15,15,549
FB8,MC1,2023-08-18T18:45:00Z,18.2,0,86.06,0.999,86.1,18.2,0,1.001,0,0,601,15,15,15,15,558
FB8,MC1,2023-08-18T19:00:00Z,18,0,86.08,1,86.12,18,0,1,0,0,579,15,15,15,15,548
FB8,MC1,2023-08-18T19:15:00Z,17.8,0,86.09,1.001,86.13,17.8,0,1,0,0,566,15,15,15,15,536
FB8,MC1,2023-08-18T19:30:00Z,17.9,0,86.11,1.001,86.15,17.9,0,1,0,0,584,15,15,15,15,546
FB8,MC1,2023-08-18T19:45:00Z,18,0,86.13,1,86.17,18,0,1,0,0,655,15,15,15,15,550
FB8,MC1,2023-08-18T20:00:00Z,18.2,0,86.16,0.999,86.2,18.2,0,0.999,0,0,643,15,15,15,15,568
FB8,MC1,2023-08-18T20:15:00Z,18.2,0,86.18,1,86.22,18.2,0,0.999,0,0,691,15,15,15,15,591
FB8,MC1,2023-08-18T20:30:00Z,18.1,0,86.19,1,86.23,18.1,0,1,0,0,650,15,15,15,15,567
FB8,MC1,2023-08-18T20:45:00Z,18.2,0,86.21,1,86.25,18.1,0,1,0,0,829,15,15,15,15,613
FB8,MC1,2023-08-18T21:00:00Z,18.2,0,86.24,1,86.27,18.2,0,0.999,0,0,715,15,15,15,15,562
FB8,MC1,2023-08-18T21:15:00Z,18.2,0,86.25,1,86.29,18.2,0,0.999,0,0,688,15,15,15,15,563
FB8,MC1,2023-08-18T21:30:00Z,18.1,0,86.26,1,86.3,18.1,0,1,0,0,607,15,15,15,15,543
FB8,MC1,2023-08-18T21:45:00Z,18,0,86.28,1,86.32,18,0,1,0,0,594,15,15,15,15,534
FB8,MC1,2023-08-18T22:00:00Z,17.8,0,86.28,1,86.32,17.9,0,1,0,0,582,15,15,15,15,531
FB8,MC1,2023-08-18T22:15:00Z,17.9,0,86.28,1,86.32,18,0,0.999,0,0,579,15,15,15,15,534
FB8,MC1,2023-08-18T22:30:00Z,18,0,86.27,1,86.31,18,0,1.001,0,0,637,15,15,15,15,539
FB8,MC1,2023-08-18T22:45:00Z,18.2,0,86.27,1.001,86.32,18.2,0,0.999,0,0,832,15,15,15,15,577
FB8,MC1,2023-08-18T23:00:00Z,18.2,0,86.28,1,86.32,18.2,0,1,0,0,642,15,15,15,15,547
FB8,MC1,2023-08-18T23:15:00Z,18.3,0,86.25,0.999,86.29,18.2,0,1,0,0,625,15,15,15,15,553
FB8,MC1,2023-08-18T23:30:00Z,18.2,0,86.24,1,86.28,18.2,0,1,0,0,610,15,15,15,15,546
FB8,MC1,2023-08-18T23:45:00Z,18.2,0,86.22,0.999,86.26,18.2,0,1,0,0,638,15,15,15,15,562
FB8,MC1,2023-08-19T00:00:00Z,18.1,0,86.19,1,86.23,18.2,0,0.999,0,0,708,15,15,15,15,552
FB8,MC1,2023-08-19T00:15:00Z,18.1,0,86.16,0.999,86.2,18.1,0,1,0,0,677,15,15,15,15,543
FB8,MC1,2023-08-19T00:30:00Z,18,0,86.16,1.001,86.2,18,0,1,0,0,615,15,15,15,15,543
FB8,MC1,2023-08-19T00:45:00Z,18.1,0,86.14,1,86.19,18.1,0,1,0,0,807,15,15,15,15,578
FB8,MC1,2023-08-19T01:00:00Z,18.2,0,86.11,1.001,86.15,18.2,0,0.999,0,0,749,15,15,15,15,584
FB8,MC1,2023-08-19T01:15:00Z,18.3,0,86.09,1,86.13,18.3,0,0.999,0,0,679,15,15,15,15,562
FB8,MC1,2023-08-19T01:30:00Z,18.2,0,86.07,1.001,86.12,18.2,0,0.999,0,0,641,15,15,15,15,556
FB8,MC1,2023-08-19T01:45:00Z,17.9,0,86.06,1.001,86.1,18,0,1,0,0,612,15,15,15,15,551
FB8,MC1,2023-08-19T02:00:00Z,17.9,0,86.05,1,86.09,17.9,0,0.999,0,0,613,15,15,15,15,534
FB8,MC1,2023-08-19T02:15:00Z,17.7,0,86.05,1,86.09,17.8,0,1,0,0,588,15,15,15,15,524
FB8,MC1,2023-08-19T02:30:00Z,17.7,0,86.05,0.999,86.09,17.7,0,1,0,0,602,15,15,15,15,538
FB8,MC1,2023-08-19T02:45:00Z,17.8,0,86.06,0.998,86.1,17.7,0,1,0,0,582,15,15,15,15,529
FB8,MC1,2023-08-19T03:00:00Z,17.6,0,86.05,1,86.09,17.7,0,1,0,0,593,15,15,15,15,528
FB8,MC1,2023-08-19T03:15:00Z,17.4,0,86.04,1,86.08,17.4,0,1,0,0,570,15,15,15,15,516
FB8,MC1,2023-08-19T03:30:00Z,17.4,0,86.04,1,86.08,17.4,0,1.001,0,0,552,15,15,15,15,511
FB8,MC1,2023-08-19T03:45:00Z,17.4,0,86.02,1,86.06,17.4,0,1.001,0,0,547,15,15,15,15,509
FB8,MC1,2023-08-19T04:00:00Z,17.4,0,86.03,0.999,86.07,17.4,0,0.999,0,0,545,15,15,15,15,507
FB8,MC1,2023-08-19T04:15:00Z,17.4,0,86.03,1,86.07,17.4,0,1,0,0,540,15,15,15,15,506
FB8,MC1,2023-08-19T04:30:00Z,17.4,0,86.03,0.999,86.07,17.4,0,0.999,0,0,537,15,15,15,15,505
FB8,MC1,2023-08-19T04:45:00Z,17.4,0,86.02,1.001,86.07,17.4,0,1,0,0,558,15,15,15,15,512
FB8,MC1,2023-08-19T05:00:00Z,17.5,0,86.03,1.001,86.08,17.5,0,1,0,0,621,15,15,15,15,514
FB8,MC1,2023-08-19T05:15:00Z,17.6,0,86.04,0.999,86.08,17.6,0,1,0,0,617,15,15,15,15,515
FB8,MC1,2023-08-19T05:30:00Z,17.6,0,86.05,1.001,86.09,17.6,0,0.999,0,0,646,15,15,15,15,515
FB8,MC1,2023-08-19T05:45:00Z,17.6,0,86.06,1.001,86.1,17.6,0,1,0,0,606,15,15,15,15,512
FB8,MC1,2023-08-19T06:00:00Z,17.6,0,86.06,0.999,86.1,17.6,0,1.001,4.8,0,594,15,15,15,15,509
FB8,MC1,2023-08-19T06:15:00Z,17.6,0,86.06,1,86.1,17.6,0,1,6.2,0,591,15,15,15,15,507
FB8,MC1,2023-08-19T06:30:00Z,17.6,0,86.06,1,86.11,17.7,0,1,10.1,0.4,626,15,15,15,15,514
FB8,MC1,2023-08-19T06:45:00Z,17.7,0,86.08,0.999,86.13,17.7,0,1,9.9,0.4,617,15,15,15,15,515
FB8,MC1,2023-08-19T07:00:00Z,17.8,0,86.11,0.999,86.15,17.8,0,1,19,7,659,15,15,15,15,512
FB8,MC1,2023-08-19T07:15:00Z,17.8,0,86.13,1,86.17,17.8,0,1,28.9,10.4,649,15,15,15,15,511
FB8,MC1,2023-08-19T07:30:00Z,18,0,86.15,1,86.19,18,0,0.999,58.4,20.1,627,15,15,15,15,506
FB8,MC1,2023-08-19T07:45:00Z,17.9,0,86.16,1,86.2,17.9,0,1,67.9,22.9,585,15,15,15,15,498
FB8,MC1,2023-08-19T08:00:00Z,17.9,0,86.18,1,86.22,17.9,0,0.999,63,22.3,564,15,15,15,15,495
FB8,MC1,2023-08-19T08:15:00Z,18.1,0,86.18,1,86.22,18.1,0,1,119.6,35.3,547,15,15,15,15,491
FB8,MC1,2023-08-19T08:30:00Z,18.1,0,86.18,1,86.21,18.1,0,0.999,85.5,25.5,530,15,15,15,15,491
FB8,MC1,2023-08-19T08:45:00Z,17.9,0,86.18,1,86.22,17.9,0,1,245.4,34.1,528,15,15,15,15,487
FB8,MC1,2023-08-19T09:00:00Z,18.2,0,86.2,1,86.24,17.9,0,1.001,597.7,43.6,459,14,15,15,15,477
FB8,MC1,2023-08-19T09:15:00Z,19.1,0,86.21,1,86.25,18.5,0,0.999,518.9,45.8,455,0,15,15,15,469
FB8,MC1,2023-08-19T09:30:00Z,19.1,0,86.22,1.001,86.26,18.8,0,1,241.9,52.9,455,0,15,15,15,461
FB8,MC1,2023-08-19T09:45:00Z,19.2,0,86.22,0.999,86.26,19,0,0.998,204.9,54.6,455,0,15,1,15,457
FB8,MC1,2023-08-19T10:00:00Z,19.6,0.01,86.22,0.995,86.26,19.3,0.02,0.991,179.8,52.9,455,0,15,0,15,457
FB8,MC1,2023-08-19T10:15:00Z,19.7,0.05,86.21,0.98,86.25,19.6,0.07,0.97,152.3,48.7,455,0,15,0,15,456
FB8,MC1,2023-08-19T10:30:00Z,19.9,0.08,86.19,0.966,86.24,19.7,0.11,0.953,249.9,54,454,0,15,0,15,456
FB8,MC1,2023-08-19T10:45:00Z,20.3,0.1,86.19,0.959,86.23,20.1,0.12,0.949,193,59.9,454,0,15,0,15,456
FB8,MC1,2023-08-19T11:00:00Z,20.5,0.11,86.19,0.953,86.23,20.2,0.14,0.943,156.4,52.2,454,0,15,0,15,456
FB8,MC1,2023-08-19T11:15:00Z,20.7,0.12,86.19,0.952,86.23,20.6,0.14,0.941,134.2,44.7,454,0,15,0,15,456
FB8,MC1,2023-08-19T11:30:00Z,20.6,0.11,86.18,0.955,86.22,20.4,0.14,0.942,148.3,46.3,454,0,15,0,15,456
FB8,MC1,2023-08-19T11:45:00Z,20.5,0.08,86.17,0.966,86.21,20.3,0.11,0.952,147.6,48,456,0,15,0,15,457
FB8,MC1,2023-08-19T12:00:00Z,20.5,0.06,86.14,0.974,86.18,20.4,0.1,0.958,162.6,52.6,455,0,15,0,15,456
FB8,MC1,2023-08-19T12:15:00Z,20.1,0.06,86.12,0.976,86.16,20,0.09,0.96,122.5,41.9,455,0,15,0,15,456
FB8,MC1,2023-08-19T12:30:00Z,19.8,0.03,86.09,0.986,86.13,19.8,0.06,0.973,86.4,29.1,565,6,15,4,15,471
FB8,MC1,2023-08-19T12:45:00Z,19.1,0,86.07,1.001,86.11,19.1,0,0.998,77.3,28,781,15,15,15,15,488
FB8,MC1,2023-08-19T13:00:00Z,19.2,0,86.04,1,86.08,19.1,0,1,88.1,30.4,608,15,15,15,15,506
FB8,MC1,2023-08-19T13:15:00Z,19.1,0,86.03,1,86.06,19.1,0,1,46.7,17,765,15,15,15,15,544
FB8,MC1,2023-08-19T13:30:00Z,19,0,86.03,0.999,86.06,19,0,1,37.7,13.7,625,15,15,15,15,607
FB8,MC1,2023-08-19T13:45:00Z,18.8,0,86.02,1.001,86.06,18.9,0,1,64.6,23.4,565,15,15,15,15,592
FB8,MC1,2023-08-19T14:00:00Z,19,0,86.02,1,86.05,19,0,1,93.6,35.3,533,15,15,15,15,575
FB8,MC1,2023-08-19T14:15:00Z,19,0,86,1.001,86.04,19.1,0,1,64.6,23.6,567,15,15,15,15,562
FB8,MC1,2023-08-19T14:30:00Z,18.8,0,85.99,1,86.03,18.8,0,1,43.4,15.7,610,15,15,15,15,544
FB8,MC1,2023-08-19T14:45:00Z,18.8,0,85.97,1,86.01,18.8,0,1,53.3,20,811,15,15,15,15,559
FB8,MC1,2023-08-19T15:00:00Z,18.7,0,85.96,0.999,86,18.7,0,1,52.7,18.5,696,15,15,15,15,576
FB8,MC1,2023-08-19T15:15:00Z,18.8,0,85.97,0.999,86,18.7,0,1,47.4,17,607,15,15,15,15,549
FB8,MC1,2023-08-19T15:30:00Z,18.7,0,85.96,1,86,18.7,0,0.999,31.9,12.5,579,15,15,15,15,546
FB8,MC1,2023-08-19T15:45:00Z,18.7,0,85.96,1,86,18.8,0,1,50.5,19.8,558,15,15,15,15,533
FB8,MC1,2023-08-19T16:00:00Z,18.8,0,85.97,1,86.01,18.7,0,1,37.5,13.4,549,15,15,15,15,532
FB8,MC1,2023-08-19T16:15:00Z,18.7,0,86,0.999,86.04,18.7,0,1.001,20.1,6,549,15,15,15,15,518
FB8,MC1,2023-08-19T16:30:00Z,18.6,0,86.01,1,86.05,18.5,0,1,8.4,0,582,15,15,15,15,520
FB8,MC1,2023-08-19T16:45:00Z,18.5,0,86,0.999,86.04,18.5,0,1,13.4,3.7,580,15,15,15,15,522
FB8,MC1,2023-08-19T17:00:00Z,18.3,0,86,1,86.04,18.3,0,1.001,11.9,1.8,570,15,15,15,15,517
FB8,MC1,2023-08-19T17:15:00Z,18.2,0,86.01,1,86.05,18.2,0,1,6.2,0.4,576,15,15,15,15,516
FB8,MC1,2023-08-19T17:30:00Z,18.3,0,86.03,1,86.07,18.3,0,1,0,0,579,15,15,15,15,511
FB8,MC1,2023-08-19T17:45:00Z,18.2,0,86.03,1,86.07,18.3,0,1,0,0,720,15,15,15,15,512
FB8,MC1,2023-08-19T18:00:00Z,18.3,0,86.05,1,86.09,18.3,0,1,0,0,640,15,15,15,15,522
FB8,MC1,2023-08-19T18:15:00Z,18.3,0,86.05,1,86.09,18.3,0,1.001,0,0,597,15,15,15,15,525
FB8,MC1,2023-08-19T18:30:00Z,18.3,0,86.05,1.001,86.09,18.3,0,1,0,0,589,15,15,15,15,527
FB8,MC1,2023-08-19T18:45:00Z,18.3,0,86.07,1.001,86.11,18.3,0,0.999,0,0,583,15,15,15,15,529
FB8,MC1,2023-08-19T19:00:00Z,18.3,0,86.07,1,86.11,18.3,0,1,0,0,579,15,15,15,15,529
FB8,MC1,2023-08-19T19:15:00Z,18.3,0,86.08,1,86.12,18.3,0,0.999,0,0,574,15,15,15,15,529
FB8,MC1,2023-08-19T19:30:00Z,18.2,0,86.08,1,86.13,18.2,0,1,0,0,566,15,15,15,15,529
FB8,MC1,2023-08-19T19:45:00Z,18.1,0,86.11,1,86.15,18.1,0,1,0,0,565,15,15,15,15,525
FB8,MC1,2023-08-19T20:00:00Z,17.8,0,86.12,1,86.16,17.8,0,1,0,0,544,15,15,15,15,519
FB8,MC1,2023-08-19T20:15:00Z,17.6,0,86.11,1,86.15,17.6,0,1.001,0,0,530,15,15,15,15,510
FB8,MC1,2023-08-19T20:30:00Z,17.6,0,86.13,0.999,86.17,17.6,0,1,0,0,524,15,15,15,15,506
FB8,MC1,2023-08-19T20:45:00Z,17.5,0,86.15,1.001,86.19,17.5,0,1.001,0,0,521,15,15,15,15,503
FB8,MC1,2023-08-19T21:00:00Z,17.6,0,86.14,1,86.18,17.6,0,1,0,0,511,15,15,15,15,502
FB8,MC1,2023-08-19T21:15:00Z,17.6,0,86.15,1,86.19,17.6,0,1.001,0,0,506,15,15,15,15,501
FB8,MC1,2023-08-19T21:30:00Z,17.7,0,86.15,1,86.19,17.6,0,1.001,0,0,496,15,15,15,15,499
FB8,MC1,2023-08-19T21:45:00Z,17.8,0,86.16,0.999,86.2,17.8,0,1,0,0,476,15,15,15,15,496
FB8,MC1,2023-08-19T22:00:00Z,17.8,0,86.17,1.001,86.21,17.8,0,1,0,0,466,15,15,15,15,494
FB8,MC1,2023-08-19T22:15:00Z,17.6,0,86.16,1,86.2,17.6,0,1,0,0,464,15,15,15,15,493
FB8,MC1,2023-08-19T22:30:00Z,17.7,0,86.14,1,86.18,17.6,0,1,0,0,461,15,15,15,15,491
FB8,MC1,2023-08-19T22:45:00Z,17.7,0,86.14,0.999,86.18,17.6,0,1.001,0,0,462,15,15,15,15,492
FB8,MC1,2023-08-19T23:00:00Z,17.5,0,86.14,0.999,86.17,17.6,0,1,0,0,463,15,15,15,15,491
FB8,MC1,2023-08-19T23:15:00Z,17.5,0,86.14,1,86.18,17.5,0,1.001,0,0,462,15,15,15,15,490
FB8,MC1,2023-08-19T23:30:00Z,17.5,0,86.15,1.001,86.18,17.5,0,1,0,0,461,15,15,15,15,489
FB8,MC1,2023-08-19T23:45:00Z,17.5,0,86.14,1,86.18,17.4,0,1.001,0,0,461,15,15,15,15,487
FB8,MC1,2023-08-20T00:00:00Z,17.4,0,86.13,1,86.17,17.5,0,0.999,0,0,460,15,15,15,15,486
FB8,MC1,2023-08-20T00:15:00Z,17.6,0,86.11,1,86.15,17.5,0,0.999,0,0,460,8,15,15,15,483
FB8,MC1,2023-08-20T00:30:00Z,17.7,0,86.09,1,86.13,17.6,0.02,0.991,0,0,459,0,15,15,15,480
FB8,MC1,2023-08-20T00:45:00Z,17.7,0.01,86.06,0.996,86.1,17.7,0.04,0.982,0,0,460,0,15,15,15,476
FB8,MC1,2023-08-20T01:00:00Z,17.5,0,86.04,0.999,86.08,17.5,0.02,0.988,0,0,461,9,15,15,15,473
FB8,MC1,2023-08-20T01:15:00Z,17.4,0,86.03,1,86.07,17.4,0,0.999,0,0,460,15,15,15,15,470
FB8,MC1,2023-08-20T01:30:00Z,17.5,0,86.01,0.999,86.05,17.5,0,1,0,0,462,15,15,15,15,468
FB8,MC1,2023-08-20T01:45:00Z,17.5,0,85.99,0.999,86.03,17.5,0,0.999,0,0,462,14,15,15,15,464
FB8,MC1,2023-08-20T02:00:00Z,17.4,0,85.97,1,86.01,17.4,0,0.999,0,0,480,15,15,15,15,465
FB8,MC1,2023-08-20T02:15:00Z,17.4,0,85.97,1,86.01,17.4,0,1.001,0,0,479,15,15,15,15,464
