Tree,MC,Timestamp,Port1_LW_minutes,Port1_LW_minutes_H,Port1_LWS_Count,Port2_Solar,Port2_Precipitation,Port2_Lightning_count,Port2_Lightning_distance,Port2_Wind_direction,Port2_Wind_speed,Port2_Gust_speed,Port2_Temp,Port2_RH,Port2_Atmos_pressure,Port2_ATM22_Xaxis,Port2_ATM22_Yaxis,Port2_Precip_max,Port2_ATM41_SensorTemp,Port7_Drop1,Port7_Drop2,Port8_Drop3,Port8_Drop4
FBP1,ATM41,2023-04-18T08:15:00Z,0,0,450,521.9,0,0,0,294,1.5,4.61,19,0.766,86.05,1.4,0,0,22.5,100,8114,85.9,20.6
FBP1,ATM41,2023-04-18T08:30:00Z,0,0,449,584.5,0,0,0,252,1.31,3.73,19.9,0.741,86.05,1.4,0.1,0,23.2,100,8110,85.9,21.4
FBP1,ATM41,2023-04-18T08:45:00Z,0,0,448,654.5,0,0,0,268,1.62,5.66,20.2,0.733,86.05,1.4,0,0,23.8,100,8109,85.9,22.2
FBP1,ATM41,2023-04-18T09:00:00Z,0,0,448,681.1,0,0,0,258,1.85,5.23,20.5,0.699,86.06,1.4,0,0,24.1,100,8112,85.9,22.7
FBP1,ATM41,2023-04-18T09:15:00Z,0,0,448,728.9,0,0,0,267,1.73,5.53,20.8,0.672,86.05,1.4,0.1,0,24.1,100,8111,85.9,23
FBP1,ATM41,2023-04-18T09:30:00Z,0,0,447,788.1,0,0,0,292,1.38,3.92,21.4,0.676,86.06,1.5,0,0,24.6,100,8108,85.9,23.6
FBP1,ATM41,2023-04-18T09:45:00Z,0,0,446,819.5,0,0,0,230,1.64,8.33,21.7,0.645,86.05,1.4,0.1,0,24.9,100,8109,85.89,24
FBP1,ATM41,2023-04-18T10:00:00Z,0,0,447,855,0,0,0,272,1.63,3.89,21.8,0.623,86.06,1.4,0.1,0,24.9,100,8110,85.9,24
FBP1,ATM41,2023-04-18T10:15:00Z,0,0,447,886.4,0,0,0,255,1.53,5.15,22.3,0.62,86.05,1.4,0,0,25.1,100,8114,85.89,24.3
FBP1,ATM41,2023-04-18T10:30:00Z,0,0,446,909.4,0,0,0,261,1.56,4.86,22.1,0.642,86.05,1.4,0,0,25.1,100,8111,85.88,24.5
FBP1,ATM41,2023-04-18T10:45:00Z,0,0,446,925.9,0,0,0,295,1.56,7.93,22.3,0.652,86.05,1.4,0.1,0,25,100,8112,85.87,24.7
FBP1,ATM41,2023-04-18T11:00:00Z,0,0,447,947.7,0,0,0,264,1.48,5.7,22.5,0.658,86.05,1.4,0,0,25,100,8115,85.87,24.7
FBP1,ATM41,2023-04-18T11:15:00Z,0,0,447,953.2,0,0,0,286,1.54,4.19,22.7,0.669,86.05,1.4,0,0,25.1,100,8113,85.87,24.8
FBP1,ATM41,2023-04-18T11:30:00Z,0,0,447,948.9,0,0,0,215,1.38,3.85,22.5,0.69,86.04,1.4,0.1,0,24.7,100,8113,85.86,24.5
FBP1,ATM41,2023-04-18T11:45:00Z,0,0,447,954,0,0,0,303,1.59,5.74,22.2,0.741,86.03,1.5,0,0,24.6,100,8121,85.86,24.5
FBP1,ATM41,2023-04-18T12:00:00Z,0,0,445,969.5,0,0,0,222,1.44,3.89,22.5,0.751,86.01,1.4,0,0,24.6,100,8134,85.83,24.9
FBP1,ATM41,2023-04-18T12:15:00Z,0,0,445,949.9,0,0,0,226,1.25,4.15,22.9,0.745,85.98,1.4,0,0,24.9,100,8144,85.8,25.6
FBP1,ATM41,2023-04-18T12:30:00Z,0,0,444,942.4,0,0,0,196,1.45,6.14,23.5,0.741,85.95,1.4,0,0,25.4,100,8157,85.77,26.4
FBP1,ATM41,2023-04-18T12:45:00Z,0,0,444,936.5,0,0,0,225,1.27,3.31,23.4,0.731,85.93,1.4,0,0,25.8,100,8168,85.76,27.1
FBP1,ATM41,2023-04-18T13:00:00Z,0,0,445,905.8,0,0,0,272,1.39,5.11,22.9,0.738,85.93,1.4,0,0,25.9,100,8180,85.75,27.5
FBP1,ATM41,2023-04-18T13:15:00Z,0,0,445,886.7,0,0,0,272,1.25,3.33,23.1,0.739,85.92,1.4,0.1,0,25.8,100,8185,85.75,27.7
FBP1,ATM41,2023-04-18T13:30:00Z,0,0,445,779.3,0,0,0,287,1.15,3.91,23.2,0.745,85.91,1.5,0,0,26,100,8196,85.73,28.2
FBP1,ATM41,2023-04-18T13:45:00Z,0,0,445,847.5,0,0,0,225,1.12,2.96,23.5,0.751,85.89,1.4,0,0,26.4,100,8203,85.71,28.8
FBP1,ATM41,2023-04-18T14:00:00Z,0,0,446,784.2,0,0,0,229,1.26,5.77,23.3,0.761,85.87,1.4,0,0,26.9,100,8210,85.7,29.6
FBP1,ATM41,2023-04-18T14:15:00Z,0,0,445,770.8,0,0,0,203,1.02,2.83,23.5,0.739,85.86,1.5,0,0,26.9,100,8216,85.69,29.8
FBP1,ATM41,2023-04-18T14:30:00Z,0,0,446,666.1,0,0,0,235,1.14,3.42,23.4,0.761,85.85,1.5,-0.1,0,27.2,100,8219,85.68,30.3
FBP1,ATM41,2023-04-18T14:45:00Z,0,0,446,593.9,0,0,0,172,1.24,4.63,22.9,0.761,85.85,1.4,0,0,26.9,100,8220,85.68,30.1
FBP1,ATM41,2023-04-18T15:00:00Z,0,0,446,500.9,0,0,0,227,1.22,2.75,22.5,0.76,85.86,1.4,0,0,26.1,100,8220,85.68,29.3
FBP1,ATM41,2023-04-18T15:15:00Z,0,0,447,369.3,0,0,0,248,1.14,4.68,21.8,0.79,85.86,1.4,0,0,25.4,100,8222,85.68,28.6
FBP1,ATM41,2023-04-18T15:30:00Z,0,0,448,370.7,0,0,0,255,1.33,4,21.6,0.797,85.85,1.4,0.1,0,24.7,100,8222,85.67,27.7
FBP1,ATM41,2023-04-18T15:45:00Z,0,0,448,336.9,0,0,0,256,0.95,2.58,21.6,0.797,85.85,1.4,0,0,24.3,100,8220,85.67,27.2
FBP1,ATM41,2023-04-18T16:00:00Z,0,0,449,247.3,0,0,0,212,0.98,3.13,21.3,0.814,85.86,1.4,0,0,24.1,100,8219,85.67,26.7
FBP1,ATM41,2023-04-18T16:15:00Z,0,0,449,191.8,0,0,0,186,1.27,4.3,20.7,0.831,85.87,1.4,0,0,23.3,100,8219,85.68,25.7
FBP1,ATM41,2023-04-18T16:30:00Z,13,0,451,104.3,0,0,0,230,1.12,3.22,20,0.85,85.88,1.4,0.1,0,22.2,100,8217,85.69,24.3
FBP1,ATM41,2023-04-18T16:45:00Z,15,0,451,110.2,0,0,0,273,1.05,2.52,19.7,0.849,85.9,1.4,0,0,21.2,100,8213,85.71,23.1
FBP1,ATM41,2023-04-18T17:00:00Z,15,0,453,53.7,0,0,0,266,1.15,2.87,19,0.874,85.92,1.4,0.1,0,20.4,100,8206,85.73,22.1
FBP1,ATM41,2023-04-18T17:15:00Z,15,0,456,34.7,0,0,0,282,1.17,3.35,18.5,0.879,85.92,1.3,0.1,0,19.4,100,8203,85.73,20.7
FBP1,ATM41,2023-04-18T17:30:00Z,15,0,457,22.1,0,0,0,262,1.06,3.07,17.9,0.895,85.93,1.3,0,0,18.5,100,8200,85.75,19.6
FBP1,ATM41,2023-04-18T17:45:00Z,15,0,458,7.9,0,0,0,230,0.84,2.01,17.7,0.904,85.95,1.4,0.1,0,17.8,100,8197,85.76,18.8
FBP1,ATM41,2023-04-18T18:00:00Z,15,11,461,1.7,0,0,0,244,0.83,3.34,17.4,0.922,85.97,1.3,0.1,0,17.4,100,8192,85.78,18.1
FBP1,ATM41,2023-04-18T18:15:00Z,15,11,463,0.1,0,0,0,279,0.68,2.47,17.2,0.933,85.97,1.3,0.1,0,17.1,100,8194,85.79,17.7
FBP1,ATM41,2023-04-18T18:30:00Z,15,15,463,0,0,0,0,225,0.65,2.04,17.1,0.942,85.98,1.3,0.1,0,16.9,100,8190,85.8,17.3
FBP1,ATM41,2023-04-18T18:45:00Z,15,15,463,0,0,0,0,243,0.88,2.88,17.2,0.946,85.98,1.4,0.1,0,16.8,100,8191,85.8,17.1
FBP1,ATM41,2023-04-18T19:00:00Z,15,15,465,0,0,0,0,213,0.61,2.3,17.1,0.956,85.99,1.4,0.1,0,16.8,100,8187,85.82,17
FBP1,ATM41,2023-04-18T19:15:00Z,15,15,473,0,0,0,0,241,0.8,1.95,16.9,0.962,86.01,1.3,0,0,16.7,100,8187,85.83,16.8
FBP1,ATM41,2023-04-18T19:30:00Z,15,15,477,0,0,0,0,255,0.64,1.95,16.8,0.961,86.03,1.3,0.1,0,16.5,100,8185,85.86,16.5
FBP1,ATM41,2023-04-18T19:45:00Z,15,15,470,0,0,0,0,271,0.74,2.43,16.9,0.962,86.04,1.3,0.1,0,16.5,100,8184,85.87,16.5
FBP1,ATM41,2023-04-18T20:00:00Z,15,15,474,0,0,0,0,232,0.77,2.45,16.8,0.97,86.06,1.3,0.1,0,16.5,100,8181,85.89,16.4
FBP1,ATM41,2023-04-18T20:15:00Z,15,15,494,0,0,0,0,275,0.61,2.5,16.6,0.974,86.07,1.3,0.1,0,16.3,100,8178,85.9,16.2
FBP1,ATM41,2023-04-18T20:30:00Z,15,15,523,0,0,0,0,265,0.75,1.99,16.2,0.977,86.08,1.3,0.1,0,16,100,8179,85.91,15.8
FBP1,ATM41,2023-04-18T20:45:00Z,15,15,551,0,0,0,0,297,0.74,2.44,15.9,0.97,86.08,1.3,0.1,0,15.6,100,8177,85.91,15.5
FBP1,ATM41,2023-04-18T21:00:00Z,15,15,571,0,0,0,0,292,0.79,2.83,15.7,0.958,86.09,1.3,0.1,0,15.3,100,8176,85.91,15.1
FBP1,ATM41,2023-04-18T21:15:00Z,15,15,583,0,0,0,0,286,0.85,2.51,15.6,0.943,86.09,1.4,0.1,0,15,100,8175,85.92,14.7
FBP1,ATM41,2023-04-18T21:30:00Z,15,15,587,0,0,0,0,281,0.8,2.15,15.5,0.93,86.09,1.3,0.1,0,14.9,100,8173,85.92,14.5
FBP1,ATM41,2023-04-18T21:45:00Z,15,15,589,0,0,0,0,277,0.84,2.38,15.3,0.929,86.08,1.3,0.1,0,14.7,100,8172,85.91,14.2
FBP1,ATM41,2023-04-18T22:00:00Z,15,15,587,0,0,0,0,300,0.9,2.46,15.2,0.925,86.08,1.3,0.1,0,14.5,100,8169,85.91,14
FBP1,ATM41,2023-04-18T22:15:00Z,15,15,585,0,0,0,0,303,0.78,3.12,15.1,0.922,86.08,1.4,0.1,0,14.4,100,8170,85.91,13.9
FBP1,ATM41,2023-04-18T22:30:00Z,15,15,573,0,0,0,0,285,0.97,3.04,15.1,0.913,86.07,1.3,0.1,0,14.3,100,8168,85.9,13.7
FBP1,ATM41,2023-04-18T22:45:00Z,15,15,556,0,0,0,0,292,1.05,4.37,15.1,0.912,86.05,1.3,0.1,0,14.3,100,8168,85.88,13.7
FBP1,ATM41,2023-04-18T23:00:00Z,15,15,552,0,0,0,0,333,0.88,1.92,15,0.916,86.05,1.3,0.1,0,14.2,100,8169,85.88,13.6
FBP1,ATM41,2023-04-18T23:15:00Z,15,15,550,0,0,0,0,296,0.74,2.91,14.9,0.914,86.04,1.3,0.1,0,14.1,100,8165,85.87,13.4
FBP1,ATM41,2023-04-18T23:30:00Z,15,15,533,0,0,0,0,274,0.9,2.06,15.2,0.9,86.03,1.3,0.1,0,14.1,100,8164,85.86,13.4
FBP1,ATM41,2023-04-18T23:45:00Z,15,15,527,0,0.017,0,0,277,0.84,2.73,15.1,0.912,86.02,1.3,0.1,1,14.2,100,8164,85.85,13.4
FBP1,ATM41,2023-04-19T00:00:00Z,15,15,529,0,0,0,0,280,0.83,2.02,15,0.921,86.01,1.4,0.1,0,14.1,100,8162,85.84,13.4
FBP1,ATM41,2023-04-19T00:15:00Z,15,15,528,0,0,0,0,268,0.78,2.59,14.9,0.918,86,1.3,0.1,0,14.1,100,8138,85.83,13.6
FBP1,ATM41,2023-04-19T00:30:00Z,15,15,530,0,0.017,0,0,248,0.72,2.73,14.8,0.918,85.98,1.3,0.1,1,14,100,8150,85.81,13.4
FBP1,ATM41,2023-04-19T00:45:00Z,15,15,527,0,0,0,0,261,0.75,2.62,14.8,0.912,85.96,1.3,0.1,0,13.8,100,8150,85.79,13.2
FBP1,ATM41,2023-04-19T01:00:00Z,15,15,511,0,0.017,0,0,275,0.99,3.1,14.8,0.91,85.94,1.3,0.1,1,13.8,100,8150,85.77,13.2
FBP1,ATM41,2023-04-19T01:15:00Z,15,15,500,0,0,0,0,313,0.9,2.76,14.8,0.907,85.91,1.3,0.1,0,13.9,100,8147,85.74,13.2
FBP1,ATM41,2023-04-19T01:30:00Z,15,15,492,0,0.017,0,0,296,0.82,2.17,14.8,0.905,85.89,1.3,0.1,1,13.9,100,8147,85.73,13.2
FBP1,ATM41,2023-04-19T01:45:00Z,15,15,486,0,0,0,0,308,0.9,3.2,14.6,0.909,85.88,1.3,0.1,0,13.8,100,8149,85.71,13.1
FBP1,ATM41,2023-04-19T02:00:00Z,15,15,476,0,0,0,0,296,0.71,2.25,14.8,0.888,85.87,1.3,0.1,0,13.8,100,8147,85.7,13
FBP1,ATM41,2023-04-19T02:15:00Z,15,15,463,0,0.017,0,0,290,0.95,3.23,14.8,0.877,85.85,1.3,0.1,1,13.8,100,8146,85.68,13
FBP1,ATM41,2023-04-19T02:30:00Z,15,15,461,0,0,0,0,301,0.83,2.15,14.9,0.871,85.84,1.4,0,0,13.9,100,8146,85.67,13
FBP1,ATM41,2023-04-19T02:45:00Z,15,4,459,0,0,0,0,284,1.01,2.95,15,0.864,85.83,1.3,0.1,0,13.9,100,8143,85.67,13
FBP1,ATM41,2023-04-19T03:00:00Z,15,0,459,0,0,0,0,284,1.06,3.88,15,0.865,85.83,1.4,0.1,0,14,100,8142,85.66,13.1
FBP1,ATM41,2023-04-19T03:15:00Z,15,12,463,0,0,0,0,270,0.71,2.06,14.7,0.893,85.83,1.4,0.1,0,14,100,8142,85.67,13.1
FBP1,ATM41,2023-04-19T03:30:00Z,15,15,466,0,0,0,0,274,0.81,2.53,14.6,0.902,85.83,1.3,0.1,0,13.8,100,8143,85.66,12.9
FBP1,ATM41,2023-04-19T03:45:00Z,15,15,481,0,0,0,0,301,1.11,2.62,14.3,0.93,85.84,1.4,0.1,0,13.6,100,8140,85.67,12.9
FBP1,ATM41,2023-04-19T04:00:00Z,15,15,499,0,0.017,0,0,292,1.17,4.35,14.6,0.939,85.84,1.4,0.1,1,13.7,100,8140,85.68,13.1
FBP1,ATM41,2023-04-19T04:15:00Z,15,15,519,0,0,0,0,310,1.17,3.38,14.8,0.95,85.86,1.3,0.1,0,13.9,100,8140,85.69,13.4
FBP1,ATM41,2023-04-19T04:30:00Z,15,15,528,0,0.017,0,0,288,1.14,3.53,15,0.957,85.87,1.3,0.1,1,14.2,100,8140,85.71,13.7
FBP1,ATM41,2023-04-19T04:45:00Z,15,15,556,0,0,0,0,294,1.01,2.61,14.9,0.972,85.89,1.4,0.1,0,14.3,100,8139,85.72,13.8
FBP1,ATM41,2023-04-19T05:00:00Z,15,15,577,0,0.017,0,0,300,1,2.21,15,0.972,85.9,1.3,0.1,1,14.3,100,8138,85.73,14
FBP1,ATM41,2023-04-19T05:15:00Z,15,15,586,0,0,0,0,276,1,3.11,15.2,0.962,85.9,1.3,0.1,0,14.4,100,8137,85.74,14.1
FBP1,ATM41,2023-04-19T05:30:00Z,15,15,593,1,0,0,0,267,0.95,2.67,15.4,0.965,85.92,1.4,0.1,0,14.7,100,8137,85.75,14.3
FBP1,ATM41,2023-04-19T05:45:00Z,15,15,611,11.5,0.017,0,0,293,1.07,2.84,15.4,0.976,85.91,1.4,0.1,1,14.8,100,8138,85.75,14.4
FBP1,ATM41,2023-04-19T06:00:00Z,15,15,614,21.6,0,0,0,266,0.97,3.13,15.5,0.975,85.92,1.4,0,0,14.9,100,8135,85.76,14.5
FBP1,ATM41,2023-04-19T06:15:00Z,15,15,598,33.5,0.017,0,0,275,0.86,2.4,15.6,0.978,85.94,1.4,0.1,1,15.1,100,8134,85.78,14.8
FBP1,ATM41,2023-04-19T06:30:00Z,15,15,572,43.9,0,0,0,228,1.05,2.74,16,0.982,85.96,1.3,0.1,0,15.5,100,8133,85.8,15.2
FBP1,ATM41,2023-04-19T06:45:00Z,15,15,538,65.3,0,0,0,274,1.21,4.02,16,0.996,85.98,1.3,0.1,0,15.9,100,8134,85.83,15.5
FBP1,ATM41,2023-04-19T07:00:00Z,15,15,546,72.2,0,0,0,208,1.13,2.66,16.2,0.997,86,1.4,0.1,0,16.2,100,8132,85.84,15.7
FBP1,ATM41,2023-04-19T07:15:00Z,15,15,564,79.7,0.017,0,0,252,1.08,2.84,16.2,1.001,86.02,1.4,0.1,1,16.4,100,8133,85.87,16.1
FBP1,ATM41,2023-04-19T07:30:00Z,15,15,582,117.1,0.017,0,0,257,1.31,3.84,16.2,0.997,86.05,1.3,0.1,1,16.6,100,8133,85.89,16.3
FBP1,ATM41,2023-04-19T07:45:00Z,15,15,504,180.3,0,0,0,270,1.07,5.18,16.4,1,86.06,1.4,0.1,0,17.1,100,8134,85.92,16.6
FBP1,ATM41,2023-04-19T08:00:00Z,15,10,455,244.6,0,0,0,238,1.06,3.11,16.8,0.997,86.08,1.4,0.1,0,17.7,100,8134,85.94,17.2
FBP1,ATM41,2023-04-19T08:15:00Z,15,0,454,279.2,0,0,0,245,1.12,3.57,17.3,0.995,86.09,1.4,0.1,0,18.7,100,8135,85.95,18.1
FBP1,ATM41,2023-04-19T08:30:00Z,15,0,452,484.3,0,0,0,252,1.28,4.37,18,0.991,86.09,1.4,0.1,0,19.7,100,8128,85.96,19.1
FBP1,ATM41,2023-04-19T08:45:00Z,15,0,451,613.8,0,0,0,226,1.39,4.46,19.1,0.965,86.09,1.3,0.2,0,21.6,100,8130,85.96,20.3
FBP1,ATM41,2023-04-19T09:00:00Z,14,0,451,665.7,0,0,0,234,1.32,6.6,19.7,0.941,86.1,1.4,0,0,22.9,100,8131,85.97,21.5
FBP1,ATM41,2023-04-19T09:15:00Z,14,0,451,684,0,0,0,246,1.31,4.65,20.1,0.919,86.12,1.3,0.1,0,23.6,100,8131,85.98,22.2
FBP1,ATM41,2023-04-19T09:30:00Z,7,0,449,735.3,0,0,0,233,1.44,4.08,20.7,0.883,86.11,1.4,0.1,0,24,100,8134,85.98,22.7
FBP1,ATM41,2023-04-19T09:45:00Z,4,0,449,798,0,0,0,216,1.35,3.01,20.8,0.862,86.11,1.4,0,0,24.2,100,8131,85.97,23.2
FBP1,ATM41,2023-04-19T10:00:00Z,0,0,449,805.7,0,0,0,217,1.57,4.2,21.3,0.843,86.12,1.5,0.1,0,24.5,100,8131,85.97,23.6
FBP1,ATM41,2023-04-19T10:15:00Z,0,0,448,888.6,0,0,0,228,1.37,3.91,21.7,0.833,86.12,1.4,0.1,0,24.8,100,8134,85.98,24.1
FBP1,ATM41,2023-04-19T10:30:00Z,0,0,448,840.3,0,0,0,228,1.23,3.81,22,0.832,86.13,1.4,0,0,25.1,100,8137,85.98,24.6
FBP1,ATM41,2023-04-19T10:45:00Z,0,0,448,933.2,0,0,0,235,1.43,3.64,22.1,0.832,86.12,1.4,0,0,25.3,100,8136,85.96,25.1
FBP1,ATM41,2023-04-19T11:00:00Z,0,0,448,829.9,0,0,0,229,1.48,4.58,22.2,0.829,86.1,1.4,0,0,25.3,100,8140,85.95,25.2
FBP1,ATM41,2023-04-19T11:15:00Z,0,0,448,944.7,0,0,0,272,1.76,5.04,21.9,0.836,86.09,1.5,0,0,24.9,100,8139,85.93,25
FBP1,ATM41,2023-04-19T11:30:00Z,0,0,449,912.8,0,0,0,261,1.47,3.81,22.1,0.822,86.07,1.4,0.1,0,24.7,100,8138,85.91,24.9
FBP1,ATM41,2023-04-19T11:45:00Z,0,0,448,957.9,0,0,0,297,1.4,4.62,22.2,0.831,86.07,1.4,0.1,0,24.8,100,8146,85.91,25.2
FBP1,ATM41,2023-04-19T12:00:00Z,0,0,447,960.2,0,0,0,230,1.62,6.84,22.4,0.827,86.05,1.5,0.1,0,24.8,100,8159,85.89,25.5
FBP1,ATM41,2023-04-19T12:15:00Z,0,0,446,970.6,0,0,0,229,1.55,4.69,23.1,0.798,86.04,1.4,0,0,24.9,100,8168,85.87,25.9
FBP1,ATM41,2023-04-19T12:30:00Z,0,0,446,966.9,0,0,0,223,1.55,4.51,22.9,0.816,86.02,1.5,0.1,0,25.5,100,8180,85.85,26.7
FBP1,ATM41,2023-04-19T12:45:00Z,0,0,446,921.3,0,0,0,251,1.41,4.61,22.8,0.824,86,1.4,0,0,25.7,100,8187,85.84,27.2
FBP1,ATM41,2023-04-19T13:00:00Z,0,0,447,881.9,0,0,0,206,1.37,3.21,23.4,0.808,85.98,1.4,0,0,25.9,100,8198,85.82,27.6
FBP1,ATM41,2023-04-19T13:15:00Z,0,0,446,906,0,0,0,289,1.29,3.49,23.1,0.822,85.97,1.4,0,0,26.3,100,8206,85.8,28.3
FBP1,ATM41,2023-04-19T13:30:00Z,0,0,446,831.5,0,0,0,251,1.17,3.15,22.9,0.832,85.95,1.4,0,0,26.3,100,8212,85.79,28.7
FBP1,ATM41,2023-04-19T13:45:00Z,0,0,447,798.6,0,0,0,266,1.34,6.79,23,0.818,85.95,1.4,0,0,26.3,100,8220,85.78,28.8
FBP1,ATM41,2023-04-19T14:00:00Z,0,0,446,802.1,0,0,0,260,1.11,3.01,23.3,0.809,85.94,1.4,0,0,26.3,100,8225,85.78,29.2
FBP1,ATM41,2023-04-19T14:15:00Z,0,0,447,694.8,0,0,0,226,1.32,3.49,23.1,0.817,85.92,1.4,0,0,26.5,100,8230,85.76,29.5
FBP1,ATM41,2023-04-19T14:30:00Z,0,0,446,652.5,0,0,0,235,1.23,3.27,23.4,0.81,85.91,1.4,0,0,26.5,100,8235,85.75,29.6
FBP1,ATM41,2023-04-19T14:45:00Z,0,0,447,669.7,0,0,0,253,1.32,3.93,23.3,0.816,85.9,1.5,0,0,26.8,100,8239,85.74,30.1
FBP1,ATM41,2023-04-19T15:00:00Z,0,0,447,600.8,0,0,0,235,1.29,3.49,23.2,0.8,85.9,1.4,-0.1,0,26.5,100,8241,85.72,30
FBP1,ATM41,2023-04-19T15:15:00Z,0,0,447,533,0,0,0,276,1.14,3.13,23.1,0.809,85.89,1.4,0,0,26.5,100,8244,85.72,30.1
FBP1,ATM41,2023-04-19T15:30:00Z,0,0,448,427.3,0,0,0,221,1.09,2.46,23.2,0.808,85.88,1.4,0,0,26.3,100,8242,85.71,30
FBP1,ATM41,2023-04-19T15:45:00Z,0,0,448,434.1,0,0,0,253,1.01,3.5,22.7,0.82,85.87,1.4,-0.1,0,26.2,100,8243,85.7,29.8
FBP1,ATM41,2023-04-19T16:00:00Z,0,0,449,343.9,0,0,0,253,1.04,3.1,22.5,0.821,85.86,1.5,0,0,25.9,100,8241,85.69,29.6
FBP1,ATM41,2023-04-19T16:15:00Z,0,0,449,247.7,0,0,0,252,0.81,2.77,22,0.841,85.87,1.4,0,0,25.3,100,8243,85.7,28.9
FBP1,ATM41,2023-04-19T16:30:00Z,4,0,450,229.6,0,0,0,230,0.94,3.54,21.9,0.84,85.88,1.5,0,0,24.8,100,8238,85.7,28.2
FBP1,ATM41,2023-04-19T16:45:00Z,15,0,450,193.1,0,0,0,225,0.94,3.02,21.7,0.842,85.9,1.4,0,0,24.2,100,8238,85.72,27.5
FBP1,ATM41,2023-04-19T17:00:00Z,15,0,452,128.3,0,0,0,229,1.02,3.32,21.2,0.855,85.91,1.4,0,0,23.6,100,8235,85.73,26.8
FBP1,ATM41,2023-04-19T17:15:00Z,15,0,453,105.7,0,0,0,284,1.13,3.64,20.4,0.874,85.92,1.4,0,0,22.5,100,8230,85.74,25.1
FBP1,ATM41,2023-04-19T17:30:00Z,15,0,454,45.1,0,0,0,218,0.94,2.91,20,0.874,85.94,1.4,0,0,21.4,100,8228,85.76,23.8
FBP1,ATM41,2023-04-19T17:45:00Z,15,0,457,20.7,0,0,0,292,0.8,2.68,19.2,0.895,85.96,1.3,0.1,0,20.3,100,8222,85.78,22.7
FBP1,ATM41,2023-04-19T18:00:00Z,15,3,462,2.5,0,0,0,235,0.87,2.55,18.6,0.904,85.99,1.3,0.1,0,19.2,100,8218,85.8,21
FBP1,ATM41,2023-04-19T18:15:00Z,15,15,467,0,0,0,0,218,0.85,2.52,18,0.914,86.01,1.4,0.1,0,18.3,100,8215,85.83,19.6
FBP1,ATM41,2023-04-19T18:30:00Z,15,15,466,0,0,0,0,230,0.93,3.93,17.6,0.923,86.02,1.3,0.1,0,17.6,100,8210,85.85,18.7
FBP1,ATM41,2023-04-19T18:45:00Z,15,15,477,0,0,0,0,260,0.94,3.33,17.3,0.932,86.04,1.3,0.1,0,17.2,100,8211,85.86,17.9
FBP1,ATM41,2023-04-19T19:00:00Z,15,15,493,0,0,0,0,321,0.95,2.38,16.9,0.937,86.05,1.3,0.1,0,16.7,100,8206,85.87,17.1
FBP1,ATM41,2023-04-19T19:15:00Z,15,15,510,0,0,0,0,285,1.01,2.37,16.7,0.94,86.06,1.3,0.1,0,16.3,100,8203,85.89,16.5
FBP1,ATM41,2023-04-19T19:30:00Z,15,15,530,0,0,0,0,291,0.87,2.91,16.5,0.939,86.07,1.4,0.1,0,16.1,100,8203,85.9,16.1
FBP1,ATM41,2023-04-19T19:45:00Z,15,15,557,0,0,0,0,263,0.77,2.9,16.4,0.943,86.09,1.4,0.1,0,15.9,100,8200,85.92,15.8
FBP1,ATM41,2023-04-19T20:00:00Z,15,15,588,0,0,0,0,266,0.74,2.39,16.3,0.951,86.1,1.3,0.1,0,15.7,100,8200,85.93,15.6
FBP1,ATM41,2023-04-19T20:15:00Z,15,15,606,0,0,0,0,182,0.96,3.53,16.5,0.944,86.11,1.3,0.1,0,15.6,100,8200,85.94,15.5
FBP1,ATM41,2023-04-19T20:30:00Z,15,15,625,0,0,0,0,285,0.99,3.07,16.3,0.954,86.11,1.3,0.1,0,15.7,100,8197,85.95,15.4
FBP1,ATM41,2023-04-19T20:45:00Z,15,15,636,0,0,0,0,250,0.72,1.94,16.3,0.948,86.14,1.3,0.1,0,15.6,100,8195,85.97,15.2
FBP1,ATM41,2023-04-19T21:00:00Z,15,15,645,0,0,0,0,302,0.67,1.58,16.1,0.949,86.15,1.3,0.1,0,15.4,100,8194,85.98,15
FBP1,ATM41,2023-04-19T21:15:00Z,15,15,656,0,0.017,0,0,299,0.63,2.62,16.1,0.947,86.16,1.4,0.1,1,15.4,100,8192,85.99,15
FBP1,ATM41,2023-04-19T21:30:00Z,15,15,670,0,0,0,0,276,0.73,2.68,15.9,0.955,86.17,1.4,0.1,0,15.2,100,8191,86,14.8
FBP1,ATM41,2023-04-19T21:45:00Z,15,15,684,0,0.017,0,0,300,0.64,2.4,15.8,0.961,86.18,1.3,0.1,1,15.1,100,8191,86.01,14.7
FBP1,ATM41,2023-04-19T22:00:00Z,15,15,695,0,0.017,0,0,290,0.66,2.2,15.7,0.961,86.18,1.3,0.1,1,15,100,8191,86.01,14.7
FBP1,ATM41,2023-04-19T22:15:00Z,15,15,692,0,0.017,0,0,235,0.72,1.75,15.7,0.96,86.18,1.4,0.1,1,15,100,8186,86.02,14.6
FBP1,ATM41,2023-04-19T22:30:00Z,15,15,679,0,0,0,0,267,1.02,3.36,15.8,0.961,86.19,1.3,0.1,0,15,100,8187,86.02,14.7
FBP1,ATM41,2023-04-19T22:45:00Z,15,15,675,0,0.017,0,0,261,0.87,3.09,15.6,0.974,86.17,1.3,0.1,1,15,100,8189,86,14.7
FBP1,ATM41,2023-04-19T23:00:00Z,15,15,669,0,0,0,0,270,0.72,2.18,15.5,0.975,86.17,1.3,0.1,0,14.9,100,8186,86,14.6
