Tree,MC,Timestamp,Port1_Solar,Port2_Solar,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_Temp,Port5_RH,Port5_Atmos_pressure,Port6_LW_minutes,Port6_LW_minutes_H,Port6_LWS_Count,Port7_Drop1,Port7_Drop2,Port8_Drop3,Port8_Drop4
ET1,MC2,2023-04-11T08:45:00Z,436,473.7,18.5,0.896,88.23,15,0,451,18.6,0.88,88.12,15,0,451,100,8465,88.04,20.5
ET1,MC2,2023-04-11T09:00:00Z,584.5,623.1,18.9,0.881,88.23,15,0,450,19.1,0.863,88.12,15,0,450,100,8492,88.04,20.7
ET1,MC2,2023-04-11T09:15:00Z,547.7,593.6,19.1,0.856,88.23,15,0,450,19.1,0.843,88.12,14,0,450,100,8509,88.04,21
ET1,MC2,2023-04-11T09:30:00Z,624.6,698.7,19.2,0.852,88.22,15,0,450,19.4,0.838,88.1,14,0,450,100,8537,88.02,21.2
ET1,MC2,2023-04-11T09:45:00Z,458.3,700.7,19.5,0.841,88.22,15,0,450,19.7,0.827,88.1,2,0,450,100,8540,88.02,21.6
ET1,MC2,2023-04-11T10:00:00Z,510.9,918.6,19.8,0.821,88.21,11,0,450,19.9,0.812,88.09,0,0,448,100,8570,88.02,21.9
ET1,MC2,2023-04-11T10:15:00Z,596.7,894.5,20.1,0.792,88.2,1,0,450,20.3,0.784,88.09,0,0,448,100,8588,88.01,22.3
ET1,MC2,2023-04-11T10:30:00Z,944.3,988.4,20.7,0.751,88.19,0,0,449,20.8,0.75,88.07,0,0,448,100,8595,88,22.6
ET1,MC2,2023-04-11T10:45:00Z,777.6,796.5,20.7,0.744,88.17,0,0,449,20.9,0.744,88.05,0,0,448,100,8598,87.98,22.8
ET1,MC2,2023-04-11T11:00:00Z,1043.9,1028.7,21.2,0.756,88.15,0,0,448,21.3,0.758,88.04,0,0,447,100,8611,87.96,23
ET1,MC2,2023-04-11T11:15:00Z,790.5,447.3,21,0.761,88.15,0,0,448,21.3,0.756,88.03,0,0,448,100,8611,87.96,23.1
ET1,MC2,2023-04-11T11:30:00Z,524.8,373.2,21,0.75,88.13,0,0,449,21.1,0.749,88.01,0,0,448,100,8608,87.93,22.9
ET1,MC2,2023-04-11T11:45:00Z,502.1,350.8,21.2,0.782,88.1,0,0,449,21.2,0.778,87.99,0,0,449,100,8599,87.91,22.6
ET1,MC2,2023-04-11T12:00:00Z,508.9,360.5,21.3,0.795,88.09,0,0,449,21.4,0.793,87.98,0,0,449,100,8593,87.9,22.6
ET1,MC2,2023-04-11T12:15:00Z,613.6,493.5,21.3,0.798,88.07,0,0,449,21.3,0.793,87.96,0,0,449,100,8586,87.89,22.4
ET1,MC2,2023-04-11T12:30:00Z,450.4,699.8,21.4,0.798,88.06,0,0,448,21.4,0.794,87.95,0,0,449,100,8581,87.88,22.3
ET1,MC2,2023-04-11T12:45:00Z,654.1,347.5,21.6,0.779,88.05,0,0,448,21.3,0.787,87.94,0,0,449,100,8575,87.87,22.2
ET1,MC2,2023-04-11T13:00:00Z,482.7,275.4,21.3,0.787,88.02,0,0,449,20.9,0.799,87.91,0,0,450,100,8567,87.86,22
ET1,MC2,2023-04-11T13:15:00Z,517.8,184.6,21.1,0.811,88.01,0,0,449,20.8,0.817,87.9,4,0,450,100,8567,87.83,21.8
ET1,MC2,2023-04-11T13:30:00Z,162,144.3,21.2,0.815,87.99,1,0,450,21.2,0.813,87.88,10,0,450,100,8561,87.8,21.8
ET1,MC2,2023-04-11T13:45:00Z,251.4,291.7,21.3,0.825,87.97,2,0,450,21.4,0.818,87.86,5,0,449,100,8553,87.78,21.8
ET1,MC2,2023-04-11T14:00:00Z,154.7,286,21.4,0.818,87.96,5,0,450,21.6,0.805,87.84,5,0,450,100,8552,87.77,21.9
ET1,MC2,2023-04-11T14:15:00Z,158.6,244.3,21.7,0.814,87.94,6,0,450,21.6,0.809,87.83,3,0,450,100,8547,87.75,22.1
ET1,MC2,2023-04-11T14:30:00Z,152.7,270.6,21.5,0.831,87.92,15,0,450,21.5,0.825,87.81,10,0,450,100,8543,87.74,22.2
ET1,MC2,2023-04-11T14:45:00Z,134,296.6,21.7,0.819,87.9,15,0,450,22,0.803,87.79,1,0,449,100,8539,87.72,22.4
ET1,MC2,2023-04-11T15:00:00Z,196.5,318.1,21.7,0.83,87.9,10,0,450,21.8,0.818,87.79,3,0,449,100,8532,87.71,22.6
ET1,MC2,2023-04-11T15:15:00Z,115.9,434.5,21.3,0.842,87.89,15,0,450,21.6,0.823,87.78,3,0,450,100,8530,87.7,22.4
ET1,MC2,2023-04-11T15:30:00Z,100,397.3,21.4,0.83,87.88,14,0,450,21.9,0.808,87.77,0,0,450,100,8523,87.69,22.4
ET1,MC2,2023-04-11T15:45:00Z,104,199.8,21.2,0.847,87.9,15,0,450,21.4,0.828,87.79,15,0,450,100,8520,87.7,22.2
ET1,MC2,2023-04-11T16:00:00Z,94.7,93.4,20.9,0.855,87.9,14,0,451,21.2,0.835,87.79,14,0,451,100,8517,87.7,21.9
ET1,MC2,2023-04-11T16:15:00Z,210.8,184.2,20.8,0.848,87.9,9,0,450,21.1,0.83,87.79,14,0,450,100,8510,87.71,21.7
ET1,MC2,2023-04-11T16:30:00Z,77.5,67.4,20.7,0.855,87.91,13,0,451,20.7,0.846,87.8,15,0,451,100,8509,87.73,21.5
ET1,MC2,2023-04-11T16:45:00Z,55.5,48.2,20.3,0.873,87.92,15,0,451,20.3,0.864,87.82,15,0,451,100,8503,87.73,21.2
ET1,MC2,2023-04-11T17:00:00Z,50.9,45.4,20.1,0.881,87.92,15,0,451,20.2,0.865,87.81,15,0,452,100,8500,87.73,20.9
ET1,MC2,2023-04-11T17:15:00Z,45,39,19.9,0.889,87.94,15,0,452,19.9,0.877,87.83,15,0,452,100,8495,87.75,20.6
ET1,MC2,2023-04-11T17:30:00Z,20.1,17.2,19.6,0.912,87.95,15,0,452,19.5,0.904,87.84,15,0,453,100,8492,87.76,20.3
ET1,MC2,2023-04-11T17:45:00Z,9.7,7.9,19.3,0.921,87.96,15,0,453,19.4,0.907,87.85,15,0,453,100,8491,87.77,20
ET1,MC2,2023-04-11T18:00:00Z,0,0,19.1,0.937,87.97,15,0,453,19.2,0.92,87.86,15,0,454,100,8485,87.78,19.8
ET1,MC2,2023-04-11T18:15:00Z,0,0,19,0.945,87.97,15,0,454,18.9,0.929,87.86,15,0,454,100,8482,87.78,19.5
ET1,MC2,2023-04-11T18:30:00Z,0,0,18.8,0.951,87.99,15,0,454,18.8,0.934,87.88,15,0,455,100,8477,87.8,19.3
ET1,MC2,2023-04-11T18:45:00Z,0,0,18.7,0.958,88.02,15,0,454,18.7,0.942,87.91,15,0,455,100,8474,87.83,19.1
ET1,MC2,2023-04-11T19:00:00Z,0,0,18.5,0.965,88.04,15,0,454,18.5,0.948,87.93,15,0,455,100,8473,87.85,19
ET1,MC2,2023-04-11T19:15:00Z,0,0,18.5,0.961,88.04,15,0,454,18.5,0.946,87.93,15,0,455,100,8470,87.85,18.9
ET1,MC2,2023-04-11T19:30:00Z,0,0,18.3,0.963,88.04,15,0,455,18.4,0.948,87.94,15,0,455,100,8469,87.86,18.7
ET1,MC2,2023-04-11T19:45:00Z,0,0,18.2,0.968,88.06,15,0,454,18.3,0.952,87.95,15,0,455,100,8465,87.87,18.6
ET1,MC2,2023-04-11T20:00:00Z,0,0,18.2,0.967,88.08,15,0,454,18.3,0.951,87.97,15,0,455,100,8463,87.89,18.5
ET1,MC2,2023-04-11T20:15:00Z,0,0,18.3,0.962,88.09,15,0,454,18.3,0.945,87.98,15,0,455,100,8463,87.91,18.5
ET1,MC2,2023-04-11T20:30:00Z,0,0,18.2,0.966,88.1,15,5,490,18.2,0.951,87.99,15,2,461,100,8461,87.91,18.5
ET1,MC2,2023-04-11T20:45:00Z,0,0,18.1,0.969,88.12,15,11,456,18.1,0.955,88.01,15,9,456,100,8457,87.93,18.3
ET1,MC2,2023-04-11T21:00:00Z,0,0,18,0.971,88.13,15,0,455,18,0.955,88.02,15,0,456,100,8456,87.95,18.2
ET1,MC2,2023-04-11T21:15:00Z,0,0,17.9,0.963,88.14,15,0,455,18.1,0.943,88.03,15,0,455,100,8453,87.96,18.1
ET1,MC2,2023-04-11T21:30:00Z,0,0,18,0.955,88.16,15,0,455,18,0.937,88.05,15,0,455,100,8450,87.97,18.1
ET1,MC2,2023-04-11T21:45:00Z,0,0,18,0.946,88.16,15,0,454,18.1,0.932,88.05,15,0,455,100,8447,87.97,18.1
ET1,MC2,2023-04-11T22:00:00Z,0,0,18.1,0.938,88.16,15,0,454,18.1,0.926,88.05,15,0,455,100,8447,87.98,18.1
ET1,MC2,2023-04-11T22:15:00Z,0,0,17.9,0.946,88.17,15,0,454,17.9,0.934,88.05,15,0,455,100,8444,87.98,18.1
ET1,MC2,2023-04-11T22:30:00Z,0,0,18,0.936,88.15,15,0,454,18,0.922,88.04,15,0,454,100,8444,87.97,18.1
ET1,MC2,2023-04-11T22:45:00Z,0,0,18.1,0.922,88.16,15,0,454,18.2,0.908,88.05,15,0,454,100,8441,87.97,18.1
ET1,MC2,2023-04-11T23:00:00Z,0,0,18,0.927,88.16,15,0,454,18,0.915,88.05,15,0,455,100,8441,87.97,18.1
ET1,MC2,2023-04-11T23:15:00Z,0,0,17.9,0.931,88.16,15,0,454,17.9,0.918,88.05,15,0,454,100,8437,87.97,18
ET1,MC2,2023-04-11T23:30:00Z,0,0,17.8,0.926,88.15,15,0,454,17.9,0.911,88.03,15,0,454,100,8435,87.96,18
ET1,MC2,2023-04-11T23:45:00Z,0,0,17.9,0.919,88.14,15,0,454,17.9,0.905,88.03,15,0,454,100,8433,87.95,17.9
ET1,MC2,2023-04-12T00:00:00Z,0,0,17.8,0.919,88.13,15,0,454,17.9,0.904,88.03,15,0,454,100,8434,87.95,17.9
ET1,MC2,2023-04-12T00:15:00Z,0,0,17.6,0.931,88.12,15,0,454,17.6,0.918,88.01,15,0,454,100,8396,87.93,18
ET1,MC2,2023-04-12T00:30:00Z,0,0,17.7,0.916,88.09,15,0,454,17.8,0.902,87.98,15,0,454,100,8415,87.9,17.9
ET1,MC2,2023-04-12T00:45:00Z,0,0,17.7,0.913,88.08,15,0,454,17.7,0.9,87.96,15,0,454,100,8412,87.89,17.8
ET1,MC2,2023-04-12T01:00:00Z,0,0,17.7,0.911,88.06,15,0,454,17.7,0.896,87.95,15,0,454,100,8411,87.88,17.7
ET1,MC2,2023-04-12T01:15:00Z,0,0,17.7,0.909,88.04,15,0,454,17.7,0.896,87.93,15,0,454,100,8411,87.86,17.7
ET1,MC2,2023-04-12T01:30:00Z,0,0,17.7,0.907,88.01,15,0,453,17.7,0.893,87.9,15,0,454,100,8409,87.82,17.7
ET1,MC2,2023-04-12T01:45:00Z,0,0,17.7,0.904,87.99,15,0,453,17.8,0.89,87.88,15,0,454,100,8409,87.81,17.7
ET1,MC2,2023-04-12T02:00:00Z,0,0,17.7,0.905,87.99,15,0,453,17.8,0.891,87.87,15,0,454,100,8406,87.8,17.7
ET1,MC2,2023-04-12T02:15:00Z,0,0,17.7,0.907,87.98,15,0,454,17.7,0.894,87.87,15,0,454,100,8406,87.79,17.7
ET1,MC2,2023-04-12T02:30:00Z,0,0,17.6,0.918,87.97,15,0,454,17.6,0.904,87.85,15,0,454,100,8404,87.78,17.7
ET1,MC2,2023-04-12T02:45:00Z,0,0,17.6,0.923,87.94,15,0,454,17.6,0.909,87.83,15,0,454,100,8403,87.76,17.6
ET1,MC2,2023-04-12T03:00:00Z,0,0,17.6,0.918,87.93,15,0,454,17.7,0.904,87.82,15,0,454,100,8404,87.74,17.6
ET1,MC2,2023-04-12T03:15:00Z,0,0,17.6,0.918,87.94,15,0,454,17.7,0.905,87.83,15,0,454,100,8400,87.76,17.6
ET1,MC2,2023-04-12T03:30:00Z,0,0,17.7,0.916,87.94,15,0,454,17.7,0.903,87.83,15,0,454,100,8399,87.75,17.6
ET1,MC2,2023-04-12T03:45:00Z,0,0,17.7,0.919,87.94,15,0,454,17.7,0.907,87.83,15,0,454,100,8403,87.76,17.7
ET1,MC2,2023-04-12T04:00:00Z,0,0,17.5,0.932,87.95,15,0,454,17.5,0.919,87.84,15,0,455,100,8398,87.76,17.6
ET1,MC2,2023-04-12T04:15:00Z,0,0,17.5,0.935,87.95,15,0,454,17.6,0.92,87.84,15,0,454,100,8394,87.76,17.5
ET1,MC2,2023-04-12T04:30:00Z,0,0,17.6,0.921,87.95,15,0,454,17.7,0.908,87.84,15,0,454,100,8395,87.76,17.6
ET1,MC2,2023-04-12T04:45:00Z,0,0,17.6,0.923,87.95,15,0,454,17.6,0.908,87.84,15,0,454,100,8391,87.76,17.6
ET1,MC2,2023-04-12T05:00:00Z,0,0,17.5,0.928,87.96,15,0,454,17.6,0.914,87.85,15,0,454,100,8392,87.77,17.6
ET1,MC2,2023-04-12T05:15:00Z,0,0,17.5,0.931,87.97,15,0,454,17.5,0.915,87.86,15,0,454,100,8390,87.79,17.6
ET1,MC2,2023-04-12T05:30:00Z,0,0,17.5,0.929,87.98,15,0,454,17.5,0.915,87.87,15,0,455,100,8390,87.8,17.5
ET1,MC2,2023-04-12T05:45:00Z,2.9,1.1,17.5,0.933,88,15,0,455,17.5,0.918,87.88,15,0,454,100,8387,87.81,17.5
ET1,MC2,2023-04-12T06:00:00Z,11.9,11.5,17.5,0.928,88.01,15,0,454,17.5,0.915,87.89,15,0,454,100,8387,87.82,17.6
ET1,MC2,2023-04-12T06:15:00Z,23.8,25.5,17.5,0.929,88.02,15,0,454,17.6,0.913,87.91,15,0,454,100,8387,87.84,17.6
ET1,MC2,2023-04-12T06:30:00Z,65.2,82.8,17.7,0.917,88.04,15,0,453,17.8,0.901,87.92,15,0,454,100,8396,87.85,17.8
ET1,MC2,2023-04-12T06:45:00Z,88.1,109.3,17.9,0.916,88.05,15,0,453,18,0.9,87.93,15,0,454,100,8398,87.87,18.2
ET1,MC2,2023-04-12T07:00:00Z,236.4,298.5,18.1,0.913,88.07,15,0,452,18.3,0.894,87.95,15,0,453,100,8423,87.88,18.7
ET1,MC2,2023-04-12T07:15:00Z,128.2,151.4,18.1,0.918,88.1,15,0,453,18.1,0.9,87.98,15,0,454,100,8422,87.9,19.4
ET1,MC2,2023-04-12T07:30:00Z,319.2,377.4,18,0.93,88.1,15,0,452,18.2,0.911,87.99,15,0,452,100,8453,87.91,19.3
ET1,MC2,2023-04-12T07:45:00Z,478.1,570.7,18.6,0.91,88.11,15,0,451,18.9,0.884,87.99,15,0,451,100,8474,87.92,20.2
ET1,MC2,2023-04-12T08:00:00Z,585.6,670.2,19,0.903,88.13,15,0,451,19.3,0.879,88.01,15,0,451,100,8502,87.94,21.2
ET1,MC2,2023-04-12T08:15:00Z,262.9,259.8,18.7,0.917,88.15,15,0,452,18.9,0.896,88.03,15,0,453,100,8496,87.95,21.3
ET1,MC2,2023-04-12T08:30:00Z,605.5,665.2,18.8,0.923,88.15,15,0,451,19.1,0.9,88.03,15,0,451,100,8528,87.95,20.9
ET1,MC2,2023-04-12T08:45:00Z,692.3,768.3,19.3,0.885,88.15,15,0,451,19.6,0.864,88.03,15,0,450,100,8507,87.96,21.8
ET1,MC2,2023-04-12T09:00:00Z,771.2,849.6,19.5,0.874,88.15,15,0,451,19.7,0.855,88.03,15,0,450,100,8558,87.95,22.5
ET1,MC2,2023-04-12T09:15:00Z,726.6,835.5,19.6,0.86,88.14,15,0,450,19.9,0.842,88.01,7,0,450,100,8581,87.94,22.6
ET1,MC2,2023-04-12T09:30:00Z,715,868.7,19.8,0.847,88.13,14,0,450,20.2,0.829,88.01,0,0,449,100,8597,87.93,22.9
ET1,MC2,2023-04-12T09:45:00Z,438.4,933.5,20.1,0.853,88.12,15,0,450,20.4,0.832,88,0,0,449,100,8611,87.93,23.2
ET1,MC2,2023-04-12T10:00:00Z,560.5,909.5,20.4,0.845,88.12,12,0,450,20.5,0.832,88,0,0,449,100,8629,87.93,23.3
ET1,MC2,2023-04-12T10:15:00Z,673.5,908.4,20.3,0.837,88.12,14,0,450,20.6,0.821,88,0,0,449,100,8633,87.93,23.4
ET1,MC2,2023-04-12T10:30:00Z,771.4,782.8,20.5,0.847,88.12,12,0,450,20.4,0.844,88,0,0,449,100,8633,87.92,23.3
ET1,MC2,2023-04-12T10:45:00Z,742.7,746.3,20.8,0.836,88.11,6,0,450,20.6,0.832,88,0,0,447,100,8637,87.93,23.2
ET1,MC2,2023-04-12T11:00:00Z,752,717.2,21.4,0.83,88.11,1,0,449,20.9,0.838,88,0,0,449,100,8638,87.92,23.5
ET1,MC2,2023-04-12T11:15:00Z,723.4,479.7,21,0.843,88.1,0,0,450,21.1,0.83,87.98,0,0,449,100,8634,87.91,23.5
ET1,MC2,2023-04-12T11:30:00Z,564.1,375,21.1,0.85,88.09,7,0,450,20.9,0.848,87.98,2,0,449,100,8628,87.9,23.3
ET1,MC2,2023-04-12T11:45:00Z,409.1,431.9,21.3,0.847,88.07,5,0,449,21.2,0.84,87.96,4,0,449,100,8619,87.88,23.1
ET1,MC2,2023-04-12T12:00:00Z,443.1,498.4,21.4,0.845,88.05,7,0,450,20.8,0.854,87.94,2,0,450,100,8612,87.87,23
ET1,MC2,2023-04-12T12:15:00Z,516.4,576.2,20.8,0.876,88.02,10,0,450,20.5,0.881,87.91,10,0,449,100,8608,87.84,22.3
ET1,MC2,2023-04-12T12:30:00Z,456.1,664.5,21.7,0.852,87.99,2,0,448,21.5,0.847,87.88,0,0,449,100,8599,87.81,22.5
ET1,MC2,2023-04-12T12:45:00Z,672,298.8,22.1,0.827,87.97,0,0,450,21.7,0.833,87.86,2,0,450,100,8593,87.79,22.6
ET1,MC2,2023-04-12T13:00:00Z,507.4,357.4,21.8,0.838,87.96,0,0,450,21.5,0.841,87.85,4,0,450,100,8591,87.78,22.6
ET1,MC2,2023-04-12T13:15:00Z,331.4,198.5,21.7,0.837,87.93,9,0,450,21.3,0.844,87.82,12,0,450,100,8621,87.77,22.1
ET1,MC2,2023-04-12T13:30:00Z,212.6,182.4,21.8,0.837,87.92,14,0,450,21.6,0.838,87.81,15,0,450,100,8611,87.73,22.3
ET1,MC2,2023-04-12T13:45:00Z,193.4,353.2,21.9,0.84,87.89,9,0,450,21.6,0.84,87.78,10,0,450,100,8602,87.71,22.5
ET1,MC2,2023-04-12T14:00:00Z,169.6,437.1,21.8,0.832,87.88,15,0,450,21.5,0.833,87.76,8,0,449,100,8595,87.7,22.4
ET1,MC2,2023-04-12T14:15:00Z,188.6,307.3,21.5,0.844,87.87,15,0,450,21.1,0.851,87.76,10,0,450,100,8588,87.7,22.3
ET1,MC2,2023-04-12T14:30:00Z,276.1,322.8,21.6,0.835,87.85,15,0,450,21.2,0.838,87.73,7,0,450,100,8583,87.67,22.5
ET1,MC2,2023-04-12T14:45:00Z,220.1,226.1,21.7,0.844,87.83,15,0,450,21.4,0.848,87.73,3,0,450,100,8577,87.65,22.7
ET1,MC2,2023-04-12T15:00:00Z,207.6,429.4,21.5,0.848,87.84,15,0,451,21,0.857,87.73,7,0,450,100,8573,87.66,22.7
ET1,MC2,2023-04-12T15:15:00Z,157.8,494.4,21.4,0.856,87.83,15,0,451,21.1,0.858,87.72,0,0,449,100,8568,87.65,22.8
ET1,MC2,2023-04-12T15:30:00Z,150,269.7,21.3,0.871,87.82,15,0,451,20.8,0.878,87.71,12,0,451,100,8563,87.65,22.5
ET1,MC2,2023-04-12T15:45:00Z,112.6,204.3,21,0.88,87.83,15,0,451,20.8,0.881,87.72,15,0,451,100,8555,87.64,22.1
ET1,MC2,2023-04-12T16:00:00Z,111.9,203.2,21.2,0.878,87.82,15,0,451,20.8,0.88,87.71,14,0,451,100,8551,87.64,22.2
ET1,MC2,2023-04-12T16:15:00Z,124.5,154,21.1,0.879,87.81,15,0,450,20.7,0.88,87.7,15,0,451,100,8545,87.63,22
ET1,MC2,2023-04-12T16:30:00Z,143.2,117.4,21.1,0.883,87.82,15,0,452,20.7,0.888,87.71,15,0,452,100,8542,87.63,22
ET1,MC2,2023-04-12T16:45:00Z,60.8,49.4,20.4,0.901,87.82,15,0,452,20.3,0.898,87.71,15,0,452,100,8535,87.64,21.4
ET1,MC2,2023-04-12T17:00:00Z,37.2,33.7,20.1,0.913,87.82,15,0,453,20.1,0.903,87.71,15,0,453,100,8532,87.63,21
ET1,MC2,2023-04-12T17:15:00Z,27.8,24.2,20,0.923,87.82,15,0,454,19.9,0.914,87.71,15,0,454,100,8524,87.63,20.8
ET1,MC2,2023-04-12T17:30:00Z,19.4,17.4,19.8,0.929,87.83,15,0,453,19.8,0.916,87.72,15,0,453,100,8521,87.64,20.5
ET1,MC2,2023-04-12T17:45:00Z,11.2,9.9,19.7,0.918,87.85,15,0,453,19.8,0.903,87.74,15,0,453,100,8517,87.66,20.2
ET1,MC2,2023-04-12T18:00:00Z,0.7,0.4,19.6,0.92,87.85,15,0,454,19.6,0.908,87.74,15,0,454,100,8514,87.67,20
ET1,MC2,2023-04-12T18:15:00Z,0,0,19.3,0.933,87.86,15,0,454,19.3,0.922,87.75,15,0,454,100,8507,87.67,19.7
ET1,MC2,2023-04-12T18:30:00Z,0,0,19.2,0.946,87.88,15,0,454,19.2,0.933,87.77,15,0,454,100,8506,87.69,19.6
ET1,MC2,2023-04-12T18:45:00Z,0,0,19.2,0.949,87.89,15,0,454,19.2,0.935,87.78,15,0,454,100,8502,87.71,19.5
ET1,MC2,2023-04-12T19:00:00Z,0,0,19.3,0.941,87.9,15,0,454,19.2,0.929,87.78,15,0,455,100,8498,87.71,19.4
ET1,MC2,2023-04-12T19:15:00Z,0,0,19.1,0.951,87.9,15,0,455,19,0.939,87.79,15,0,455,100,8496,87.71,19.3
ET1,MC2,2023-04-12T19:30:00Z,0,0,19,0.958,87.91,15,0,455,19,0.946,87.8,15,0,455,100,8494,87.73,19.2
ET1,MC2,2023-04-12T19:45:00Z,0,0,19,0.963,87.93,15,0,455,19,0.947,87.82,15,0,455,100,8491,87.75,19.1
ET1,MC2,2023-04-12T20:00:00Z,0,0,18.8,0.972,87.94,15,0,455,18.8,0.958,87.83,15,0,455,100,8488,87.75,19.1
ET1,MC2,2023-04-12T20:15:00Z,0,0,18.8,0.97,87.94,15,0,455,18.8,0.954,87.83,15,0,455,100,8485,87.75,19
ET1,MC2,2023-04-12T20:30:00Z,0,0,18.8,0.973,87.96,15,0,456,18.8,0.956,87.85,15,0,456,100,8483,87.77,18.9
ET1,MC2,2023-04-12T20:45:00Z,0,0,18.8,0.979,87.96,15,2,473,18.8,0.963,87.85,15,0,458,100,8481,87.78,18.9
ET1,MC2,2023-04-12T21:00:00Z,0,0,18.7,0.979,87.98,15,4,455,18.7,0.962,87.87,15,0,456,100,8478,87.79,18.9
ET1,MC2,2023-04-12T21:15:00Z,0,0,18.7,0.981,87.99,15,1,460,18.7,0.965,87.87,15,0,457,100,8474,87.81,18.8
ET1,MC2,2023-04-12T21:30:00Z,0,0,18.6,0.982,88,15,2,457,18.6,0.967,87.89,15,0,456,100,8472,87.82,18.7
ET1,MC2,2023-04-12T21:45:00Z,0,0,18.6,0.979,88.01,15,0,456,18.6,0.962,87.9,15,0,456,100,8470,87.82,18.7
ET1,MC2,2023-04-12T22:00:00Z,0,0,18.5,0.98,88.02,15,2,456,18.5,0.962,87.9,15,0,456,100,8466,87.83,18.6
ET1,MC2,2023-04-12T22:15:00Z,0,0,18.4,0.974,88.01,15,5,457,18.5,0.957,87.9,15,0,456,100,8463,87.83,18.6
ET1,MC2,2023-04-12T22:30:00Z,0,0,18.4,0.972,88.02,15,9,472,18.4,0.955,87.9,15,4,458,100,8460,87.83,18.5
ET1,MC2,2023-04-12T22:45:00Z,0,0,18.3,0.975,88.01,15,15,538,18.3,0.96,87.9,15,14,462,100,8462,87.83,18.4
ET1,MC2,2023-04-12T23:00:00Z,0,0,18.2,0.982,88,15,15,493,18.2,0.97,87.89,15,7,457,100,8459,87.82,18.3
ET1,MC2,2023-04-12T23:15:00Z,0,0,18.2,0.982,87.99,15,15,471,18.2,0.968,87.88,15,0,457,100,8456,87.81,18.3
ET1,MC2,2023-04-12T23:30:00Z,0,0,18.2,0.978,87.98,15,15,465,18.2,0.963,87.87,15,0,457,100,8456,87.8,18.2
ET1,MC2,2023-04-12T23:45:00Z,0,0,18.1,0.974,87.96,15,5,456,18.2,0.958,87.84,15,0,456,100,8453,87.77,18.2
ET1,MC2,2023-04-13T00:00:00Z,0,0,18,0.977,87.94,15,0,456,18,0.962,87.82,15,0,456,100,8450,87.75,18.1
ET1,MC2,2023-04-13T00:15:00Z,0,0,18.1,0.967,87.92,15,0,455,18.2,0.951,87.8,15,0,455,100,8412,87.73,18.2
ET1,MC2,2023-04-13T00:30:00Z,0,0,18.3,0.949,87.9,15,1,464,18.4,0.933,87.79,15,0,457,100,8431,87.71,18.3
ET1,MC2,2023-04-13T00:45:00Z,0,0,18.3,0.951,87.88,15,4,458,18.3,0.937,87.77,15,0,456,100,8426,87.7,18.3
ET1,MC2,2023-04-13T01:00:00Z,0,0,18.2,0.961,87.88,15,1,456,18.2,0.949,87.76,15,0,456,100,8427,87.69,18.2
ET1,MC2,2023-04-13T01:15:00Z,0,0,18.1,0.977,87.86,15,2,457,18.1,0.962,87.74,15,0,456,100,8425,87.67,18.1
ET1,MC2,2023-04-13T01:30:00Z,0,0,18.2,0.98,87.84,15,0,456,18.2,0.965,87.73,15,0,456,100,8423,87.66,18.1
ET1,MC2,2023-04-13T01:45:00Z,0,0,18.2,0.978,87.83,15,0,456,18.3,0.96,87.71,15,0,456,100,8425,87.65,18.2
ET1,MC2,2023-04-13T02:00:00Z,0,0,18.3,0.977,87.82,15,0,456,18.3,0.959,87.71,15,0,456,100,8422,87.64,18.2
ET1,MC2,2023-04-13T02:15:00Z,0,0,18.4,0.974,87.83,15,0,456,18.4,0.958,87.71,15,0,456,100,8422,87.64,18.3
ET1,MC2,2023-04-13T02:30:00Z,0,0,18.4,0.978,87.82,15,0,456,18.3,0.965,87.71,15,0,456,100,8422,87.64,18.4
ET1,MC2,2023-04-13T02:45:00Z,0,0,18.2,0.985,87.82,15,0,456,18.2,0.971,87.71,15,0,456,100,8418,87.63,18.3
ET1,MC2,2023-04-13T03:00:00Z,0,0,18.2,0.988,87.82,15,0,456,18.2,0.974,87.71,15,0,456,100,8416,87.64,18.3
ET1,MC2,2023-04-13T03:15:00Z,0,0,18.1,0.987,87.83,15,0,456,18.2,0.973,87.72,15,0,456,100,8414,87.65,18.2
ET1,MC2,2023-04-13T03:30:00Z,0,0,18.2,0.984,87.83,15,0,457,18.3,0.968,87.72,15,0,456,100,8414,87.65,18.2
ET1,MC2,2023-04-13T03:45:00Z,0,0,18.4,0.979,87.84,15,9,567,18.4,0.961,87.72,15,9,478,100,8413,87.65,18.3
ET1,MC2,2023-04-13T04:00:00Z,0,0,18.2,0.987,87.84,15,15,545,18.2,0.973,87.73,15,15,486,100,8411,87.66,18.2
ET1,MC2,2023-04-13T04:15:00Z,0,0,18.3,0.983,87.86,15,15,488,18.4,0.967,87.74,15,9,460,100,8409,87.67,18.2
ET1,MC2,2023-04-13T04:30:00Z,0,0,18.5,0.97,87.87,15,15,545,18.5,0.954,87.75,15,8,468,100,8407,87.68,18.3
ET1,MC2,2023-04-13T04:45:00Z,0,0,18.4,0.974,87.89,15,15,503,18.3,0.961,87.77,15,7,456,100,8406,87.7,18.3
ET1,MC2,2023-04-13T05:00:00Z,0,0,18.4,0.976,87.9,15,15,504,18.4,0.961,87.78,15,4,520,100,8406,87.72,18.3
