Tree,MC,Timestamp,Port2_RH,Port2_Temp,Port2_VPD,Port2_Atmos_pressure,Port3_LWS_Count,Port3_LW_minutes,Port3_LW_minutes_H,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port1_Solar,Port4_Solar,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
TV2,MC3,2023-05-31T18:45:00Z,0.999,17.1,0,85.51,452,15,0,85.51,17,0.01,0.993,0,0,0,15,455
TV2,MC3,2023-05-31T19:00:00Z,0.999,17.1,0,85.54,452,15,0,85.53,17,0.01,0.996,0,0,0,15,455
TV2,MC3,2023-05-31T19:15:00Z,1.001,17,0,85.56,452,15,0,85.56,16.9,0.01,0.997,0,0,0,15,455
TV2,MC3,2023-05-31T19:30:00Z,0.999,17.1,0,85.58,452,15,0,85.58,17,0,0.997,0,0,0,15,455
TV2,MC3,2023-05-31T19:45:00Z,0.999,17,0,85.59,452,15,0,85.59,16.9,0,0.998,0,0,0,15,455
TV2,MC3,2023-05-31T20:00:00Z,0.998,16.9,0,85.61,452,15,0,85.61,16.8,0.01,0.993,0,0,0,15,455
TV2,MC3,2023-05-31T20:15:00Z,0.987,17,0.03,85.62,452,15,0,85.62,16.8,0.03,0.982,0,0,0,15,455
TV2,MC3,2023-05-31T20:30:00Z,0.976,17.1,0.05,85.63,452,15,0,85.63,17,0.06,0.968,0,0,0,15,455
TV2,MC3,2023-05-31T20:45:00Z,0.973,17.2,0.05,85.64,484,15,2,85.64,17.2,0.07,0.965,0,0,2,15,485
TV2,MC3,2023-05-31T21:00:00Z,0.981,17.3,0.04,85.65,520,15,15,85.65,17.2,0.06,0.971,0,0,15,15,476
TV2,MC3,2023-05-31T21:15:00Z,0.99,17.2,0.02,85.65,512,15,15,85.65,17.1,0.03,0.984,0,0,15,15,469
TV2,MC3,2023-05-31T21:30:00Z,0.997,17.2,0.01,85.66,506,15,15,85.66,17.1,0.02,0.991,0,0,15,15,464
TV2,MC3,2023-05-31T21:45:00Z,1.001,17.2,0,85.67,566,15,15,85.66,17.2,0.01,0.994,0,0,15,15,510
TV2,MC3,2023-05-31T22:00:00Z,1,17.2,0,85.67,611,15,15,85.66,17.2,0,0.998,0,0,15,15,549
TV2,MC3,2023-05-31T22:15:00Z,1,17.3,0,85.67,557,15,15,85.66,17.2,0,1,0,0,15,15,574
TV2,MC3,2023-05-31T22:30:00Z,0.999,17.4,0,85.67,687,15,15,85.67,17.3,0,1,0,0,15,15,714
TV2,MC3,2023-05-31T22:45:00Z,1,17.4,0,85.67,668,15,15,85.67,17.3,0,1,0,0,15,15,690
TV2,MC3,2023-05-31T23:00:00Z,1,17.3,0,85.66,636,15,15,85.65,17.3,0,1,0,0,15,15,753
TV2,MC3,2023-05-31T23:15:00Z,0.999,17.4,0,85.65,697,15,15,85.65,17.4,0,0.999,0,0,15,15,768
TV2,MC3,2023-05-31T23:30:00Z,1,17.5,0,85.64,695,15,15,85.64,17.5,0,1,0,0,15,15,754
TV2,MC3,2023-05-31T23:45:00Z,1,17.6,0,85.63,606,15,15,85.63,17.5,0,1,0,0,15,15,699
TV2,MC3,2023-06-01T00:00:00Z,1,17.6,0,85.63,613,15,15,85.63,17.5,0,0.999,0,0,15,15,652
TV2,MC3,2023-06-01T00:15:00Z,0.999,17.6,0,85.61,606,15,15,85.61,17.5,0,1,0,0,15,15,633
TV2,MC3,2023-06-01T00:30:00Z,1,17.6,0,85.59,579,15,15,85.59,17.5,0,1,0,0,15,15,621
TV2,MC3,2023-06-01T00:45:00Z,1,17.5,0,85.57,608,15,15,85.57,17.4,0,1,0,0,15,15,618
TV2,MC3,2023-06-01T01:00:00Z,1.001,17.5,0,85.56,592,15,15,85.56,17.4,0,0.999,0,0,15,15,599
TV2,MC3,2023-06-01T01:15:00Z,1,17.4,0,85.53,601,15,15,85.53,17.3,0,1,0,0,15,15,601
TV2,MC3,2023-06-01T01:30:00Z,1,17.4,0,85.51,569,15,15,85.51,17.3,0,1,0,0,15,15,580
TV2,MC3,2023-06-01T01:45:00Z,1.001,17.3,0,85.48,609,15,15,85.48,17.2,0,1,0,0,15,15,566
TV2,MC3,2023-06-01T02:00:00Z,1,17.2,0,85.47,571,15,15,85.47,17,0,1,0,0,15,15,565
TV2,MC3,2023-06-01T02:15:00Z,1,17.2,0,85.45,589,15,15,85.45,17,0,1,0,0,15,15,582
TV2,MC3,2023-06-01T02:30:00Z,1,17,0,85.44,592,15,15,85.44,16.9,0,1,0,0,15,15,600
TV2,MC3,2023-06-01T02:45:00Z,1,16.9,0,85.44,585,15,15,85.44,16.8,0,1,0,0,15,15,585
TV2,MC3,2023-06-01T03:00:00Z,1,16.9,0,85.42,578,15,15,85.42,16.8,0,1.001,0,0,15,15,568
TV2,MC3,2023-06-01T03:15:00Z,0.999,16.8,0,85.41,590,15,15,85.41,16.7,0,1,0,0,15,15,567
TV2,MC3,2023-06-01T03:30:00Z,0.999,16.8,0,85.41,560,15,15,85.41,16.7,0,1.001,0,0,15,15,563
TV2,MC3,2023-06-01T03:45:00Z,1,16.8,0,85.42,589,15,15,85.41,16.7,0,1,0,0,15,15,558
TV2,MC3,2023-06-01T04:00:00Z,1,16.9,0,85.42,590,15,15,85.42,16.8,0,1,0,0,15,15,557
TV2,MC3,2023-06-01T04:15:00Z,1,16.9,0,85.43,577,15,15,85.42,16.8,0,1.001,0,0,15,15,553
TV2,MC3,2023-06-01T04:30:00Z,1.001,17,0,85.43,585,15,15,85.43,16.9,0,0.999,0,0,15,15,557
TV2,MC3,2023-06-01T04:45:00Z,1,16.9,0,85.43,554,15,15,85.43,16.8,0,1,0,0,15,15,553
TV2,MC3,2023-06-01T05:00:00Z,0.999,16.9,0,85.44,554,15,15,85.44,16.7,0,1.001,0,0,15,15,533
TV2,MC3,2023-06-01T05:15:00Z,0.999,17,0,85.46,616,15,15,85.46,16.7,0,1,0,0,15,15,535
TV2,MC3,2023-06-01T05:30:00Z,1,16.8,0,85.48,558,15,15,85.47,16.6,0,1.001,0,0,15,15,536
TV2,MC3,2023-06-01T05:45:00Z,1,16.6,0,85.49,564,15,15,85.49,16.5,0,1,4.8,0,15,15,536
TV2,MC3,2023-06-01T06:00:00Z,1,16.7,0,85.51,577,15,15,85.51,16.5,0,1,12.1,2.7,15,15,536
TV2,MC3,2023-06-01T06:15:00Z,0.999,16.8,0,85.53,560,15,15,85.53,16.6,0,1.001,17.9,7.7,15,15,538
TV2,MC3,2023-06-01T06:30:00Z,0.998,16.9,0,85.55,542,15,15,85.55,16.7,0,1,19.8,8.1,15,15,532
TV2,MC3,2023-06-01T06:45:00Z,0.992,17.1,0.02,85.56,540,15,15,85.56,16.9,0,0.998,26.4,9.9,15,15,527
TV2,MC3,2023-06-01T07:00:00Z,0.99,17.3,0.02,85.58,549,15,15,85.58,17,0.01,0.996,35,13.5,15,15,531
TV2,MC3,2023-06-01T07:15:00Z,0.989,17.5,0.02,85.6,522,15,15,85.59,17.3,0.01,0.996,46,20.5,15,15,534
TV2,MC3,2023-06-01T07:30:00Z,0.982,17.9,0.04,85.61,506,15,15,85.61,17.6,0.01,0.994,67.7,31.3,15,15,526
TV2,MC3,2023-06-01T07:45:00Z,0.973,18.3,0.06,85.63,509,15,15,85.62,17.9,0.02,0.989,62.4,32,15,15,518
TV2,MC3,2023-06-01T08:00:00Z,0.968,18.5,0.07,85.64,504,15,15,85.63,18,0.03,0.985,72.5,38.1,15,15,513
TV2,MC3,2023-06-01T08:15:00Z,0.965,18.6,0.07,85.65,493,15,15,85.64,18.3,0.05,0.978,82,43.9,15,15,504
TV2,MC3,2023-06-01T08:30:00Z,0.955,18.6,0.1,85.67,492,15,15,85.66,18.4,0.09,0.958,93.8,44.5,15,15,500
TV2,MC3,2023-06-01T08:45:00Z,0.939,18.5,0.13,85.67,484,15,15,85.67,18.4,0.13,0.939,93,45.8,15,15,494
TV2,MC3,2023-06-01T09:00:00Z,0.936,18.8,0.14,85.68,477,15,15,85.68,18.7,0.15,0.93,116.6,50,15,15,475
TV2,MC3,2023-06-01T09:15:00Z,0.931,19.2,0.15,85.68,464,15,15,85.68,19,0.16,0.929,170.7,67.7,7,15,455
TV2,MC3,2023-06-01T09:30:00Z,0.921,19.4,0.18,85.67,452,15,3,85.67,19.2,0.18,0.919,172.9,70.9,0,15,454
TV2,MC3,2023-06-01T09:45:00Z,0.923,19.6,0.18,85.66,451,15,0,85.66,19.4,0.18,0.92,169.9,72,0,15,454
TV2,MC3,2023-06-01T10:00:00Z,0.905,20,0.22,85.65,451,15,0,85.64,19.7,0.21,0.907,197,129.3,6,15,471
TV2,MC3,2023-06-01T10:15:00Z,0.912,20.2,0.21,85.65,451,15,0,85.65,20,0.21,0.912,231.8,108,15,15,467
TV2,MC3,2023-06-01T10:30:00Z,0.907,20.5,0.22,85.64,451,15,0,85.63,20.2,0.22,0.907,177.1,70.9,15,15,460
TV2,MC3,2023-06-01T10:45:00Z,0.915,20.3,0.2,85.63,468,15,1,85.62,20,0.19,0.918,363.5,92.8,0,15,454
TV2,MC3,2023-06-01T11:00:00Z,0.895,21.5,0.27,85.62,460,15,15,85.61,20.9,0.24,0.903,237.7,89.2,0,15,453
TV2,MC3,2023-06-01T11:15:00Z,0.873,21.4,0.32,85.61,450,10,0,85.6,21,0.29,0.884,249.9,102.7,0,15,453
TV2,MC3,2023-06-01T11:30:00Z,0.884,21.2,0.29,85.6,449,0,0,85.59,21,0.27,0.889,375,80.6,0,15,452
TV2,MC3,2023-06-01T11:45:00Z,0.89,21.2,0.28,85.59,447,0,0,85.58,21,0.26,0.897,530.5,71,0,15,453
TV2,MC3,2023-06-01T12:00:00Z,0.883,22,0.31,85.57,449,0,0,85.56,21.6,0.3,0.885,230.2,69.9,0,15,453
TV2,MC3,2023-06-01T12:15:00Z,0.853,22.1,0.39,85.55,454,4,0,85.54,21.8,0.37,0.858,170.1,60.8,0,15,453
TV2,MC3,2023-06-01T12:30:00Z,0.855,21.8,0.38,85.53,449,13,0,85.52,21.6,0.37,0.858,325,70.5,0,15,452
TV2,MC3,2023-06-01T12:45:00Z,0.858,21.7,0.37,85.52,449,0,0,85.51,21.5,0.35,0.863,168.3,56.6,0,15,452
TV2,MC3,2023-06-01T13:00:00Z,0.885,21.7,0.3,85.5,450,2,0,85.5,21.4,0.29,0.886,189,47.4,0,15,453
TV2,MC3,2023-06-01T13:15:00Z,0.921,21.1,0.2,85.5,449,0,0,85.49,21,0.2,0.921,150.9,47.4,0,15,453
TV2,MC3,2023-06-01T13:30:00Z,0.922,21.4,0.2,85.49,450,0,0,85.49,21.2,0.2,0.922,117.9,42.3,0,15,453
TV2,MC3,2023-06-01T13:45:00Z,0.936,21.1,0.16,85.48,488,15,2,85.47,21,0.17,0.93,75.6,28.7,2,15,474
TV2,MC3,2023-06-01T14:00:00Z,0.959,20.6,0.1,85.47,516,15,15,85.46,20.6,0.12,0.95,50.7,19,15,15,491
TV2,MC3,2023-06-01T14:15:00Z,0.979,19.9,0.05,85.46,652,15,15,85.46,19.9,0.07,0.969,24.2,7.9,15,15,734
TV2,MC3,2023-06-01T14:30:00Z,0.991,19.8,0.02,85.46,573,15,15,85.45,19.6,0.04,0.983,43.6,15.6,15,15,569
TV2,MC3,2023-06-01T14:45:00Z,0.995,19.2,0.01,85.45,529,15,15,85.44,19.2,0.03,0.989,76.2,25.3,15,15,548
TV2,MC3,2023-06-01T15:00:00Z,1,19.7,0,85.42,491,15,15,85.42,19.5,0.01,0.998,200.9,58.2,15,15,508
TV2,MC3,2023-06-01T15:15:00Z,0.998,20.1,0,85.41,486,15,15,85.41,19.9,0.01,0.997,114.4,39.7,15,15,506
TV2,MC3,2023-06-01T15:30:00Z,0.998,20,0,85.41,483,15,15,85.41,19.7,0.01,0.996,59,21.2,15,15,507
TV2,MC3,2023-06-01T15:45:00Z,0.999,19.7,0,85.42,480,15,15,85.41,19.5,0.01,0.996,42.1,14.6,15,15,508
TV2,MC3,2023-06-01T16:00:00Z,1,19.5,0,85.41,666,15,15,85.41,19.3,0.01,0.998,19.4,6,15,15,976
TV2,MC3,2023-06-01T16:15:00Z,1.001,19.2,0,85.42,634,15,15,85.41,19,0,1,14.3,5.5,15,15,687
TV2,MC3,2023-06-01T16:30:00Z,1,18.8,0,85.43,633,15,15,85.43,18.7,0,1.001,28.2,10.8,15,15,609
TV2,MC3,2023-06-01T16:45:00Z,1,18.5,0,85.43,603,15,15,85.42,18.5,0,1,28.2,10.1,15,15,596
TV2,MC3,2023-06-01T17:00:00Z,0.999,18.6,0,85.42,597,15,15,85.41,18.5,0,1,20,6.6,15,15,598
TV2,MC3,2023-06-01T17:15:00Z,1,18.6,0,85.41,599,15,15,85.41,18.5,0,1.001,20,6.6,15,15,575
TV2,MC3,2023-06-01T17:30:00Z,1.001,18.5,0,85.42,583,15,15,85.41,18.5,0,1,9.5,1.6,15,15,604
TV2,MC3,2023-06-01T17:45:00Z,1.001,18.6,0,85.45,598,15,15,85.44,18.6,0,1,2,0,15,15,574
TV2,MC3,2023-06-01T18:00:00Z,1.001,18.6,0,85.47,598,15,15,85.47,18.5,0,1,0,0,15,15,569
TV2,MC3,2023-06-01T18:15:00Z,1,18.4,0,85.48,576,15,15,85.48,18.4,0,1.001,0,0,15,15,564
TV2,MC3,2023-06-01T18:30:00Z,1.001,18.3,0,85.49,571,15,15,85.49,18.2,0,1,0,0,15,15,570
TV2,MC3,2023-06-01T18:45:00Z,1.001,18.4,0,85.5,568,15,15,85.5,18.4,0,1,0,0,15,15,580
TV2,MC3,2023-06-01T19:00:00Z,0.999,18.4,0,85.54,572,15,15,85.53,18.3,0,1.001,0,0,15,15,569
TV2,MC3,2023-06-01T19:15:00Z,1,18.2,0,85.56,576,15,15,85.56,18.1,0,1,0,0,15,15,566
TV2,MC3,2023-06-01T19:30:00Z,1,18.2,0,85.56,569,15,15,85.56,18.1,0,0.999,0,0,15,15,568
TV2,MC3,2023-06-01T19:45:00Z,1,18.3,0,85.57,619,15,15,85.56,18.2,0,1,0,0,15,15,597
TV2,MC3,2023-06-01T20:00:00Z,1.001,18.4,0,85.58,594,15,15,85.57,18.3,0,0.999,0,0,15,15,583
TV2,MC3,2023-06-01T20:15:00Z,1.001,18.4,0,85.58,622,15,15,85.57,18.3,0,1,0,0,15,15,616
TV2,MC3,2023-06-01T20:30:00Z,1,18.4,0,85.59,603,15,15,85.58,18.3,0,1,0,0,15,15,600
TV2,MC3,2023-06-01T20:45:00Z,1,18.4,0,85.61,625,15,15,85.6,18.4,0,0.999,0,0,15,15,637
TV2,MC3,2023-06-01T21:00:00Z,1,18.4,0,85.6,598,15,15,85.6,18.2,0,1,0,0,15,15,619
TV2,MC3,2023-06-01T21:15:00Z,1.001,18.3,0,85.6,636,15,15,85.6,18.3,0,1,0,0,15,15,637
TV2,MC3,2023-06-01T21:30:00Z,1,18.4,0,85.62,617,15,15,85.61,18.3,0,0.999,0,0,15,15,769
TV2,MC3,2023-06-01T21:45:00Z,1,18.3,0,85.63,622,15,15,85.63,18.2,0,1,0,0,15,15,696
TV2,MC3,2023-06-01T22:00:00Z,1.001,18.1,0,85.64,629,15,15,85.63,18,0,1,0,0,15,15,611
TV2,MC3,2023-06-01T22:15:00Z,1,18,0,85.65,606,15,15,85.65,17.9,0,1,0,0,15,15,606
TV2,MC3,2023-06-01T22:30:00Z,1,18,0,85.66,623,15,15,85.66,17.9,0,1,0,0,15,15,663
TV2,MC3,2023-06-01T22:45:00Z,1,18.1,0,85.65,613,15,15,85.65,18,0,1,0,0,15,15,618
TV2,MC3,2023-06-01T23:00:00Z,0.999,18.1,0,85.64,648,15,15,85.64,18,0,1,0,0,15,15,628
TV2,MC3,2023-06-01T23:15:00Z,1.001,18.2,0,85.64,644,15,15,85.63,18.1,0,0.999,0,0,15,15,653
TV2,MC3,2023-06-01T23:30:00Z,0.999,18,0,85.63,617,15,15,85.62,17.9,0,1,0,0,15,15,612
TV2,MC3,2023-06-01T23:45:00Z,1,17.8,0,85.62,594,15,15,85.62,17.7,0,1.001,0,0,15,15,590
TV2,MC3,2023-06-02T00:00:00Z,1,17.6,0,85.61,628,15,15,85.61,17.5,0,1.001,0,0,15,15,591
TV2,MC3,2023-06-02T00:15:00Z,1,17.7,0,85.6,627,15,15,85.6,17.6,0,1,0,0,15,15,589
TV2,MC3,2023-06-02T00:30:00Z,1,17.8,0,85.58,626,15,15,85.58,17.7,0,1.001,0,0,15,15,605
TV2,MC3,2023-06-02T00:45:00Z,1,17.9,0,85.57,620,15,15,85.56,17.8,0,1,0,0,15,15,584
TV2,MC3,2023-06-02T01:00:00Z,0.999,17.9,0,85.56,613,15,15,85.55,17.8,0,1,0,0,15,15,578
TV2,MC3,2023-06-02T01:15:00Z,1.001,17.8,0,85.53,583,15,15,85.53,17.8,0,1,0,0,15,15,575
TV2,MC3,2023-06-02T01:30:00Z,1.001,17.8,0,85.51,612,15,15,85.51,17.8,0,1.001,0,0,15,15,584
TV2,MC3,2023-06-02T01:45:00Z,1,17.8,0,85.5,590,15,15,85.49,17.8,0,1.001,0,0,15,15,573
TV2,MC3,2023-06-02T02:00:00Z,1.001,17.8,0,85.47,590,15,15,85.47,17.8,0,1,0,0,15,15,579
TV2,MC3,2023-06-02T02:15:00Z,0.999,17.8,0,85.46,579,15,15,85.45,17.7,0,1.001,0,0,15,15,593
TV2,MC3,2023-06-02T02:30:00Z,1,17.8,0,85.44,585,15,15,85.44,17.8,0,1,0,0,15,15,570
TV2,MC3,2023-06-02T02:45:00Z,0.999,17.8,0,85.43,608,15,15,85.43,17.7,0,1,0,0,15,15,570
TV2,MC3,2023-06-02T03:00:00Z,0.999,17.7,0,85.42,581,15,15,85.42,17.6,0,1,0,0,15,15,565
TV2,MC3,2023-06-02T03:15:00Z,1,17.6,0,85.41,576,15,15,85.41,17.5,0,1,0,0,15,15,563
TV2,MC3,2023-06-02T03:30:00Z,1.001,17.5,0,85.41,581,15,15,85.41,17.5,0,0.999,0,0,15,15,555
TV2,MC3,2023-06-02T03:45:00Z,1,17.4,0,85.42,580,15,15,85.41,17.4,0,1,0,0,15,15,561
TV2,MC3,2023-06-02T04:00:00Z,1,17.4,0,85.42,565,15,15,85.42,17.3,0,0.999,0,0,15,15,561
TV2,MC3,2023-06-02T04:15:00Z,0.999,17.3,0,85.42,580,15,15,85.42,17.3,0,1,0,0,15,15,558
TV2,MC3,2023-06-02T04:30:00Z,0.999,17.4,0,85.41,576,15,15,85.41,17.3,0,0.999,0,0,15,15,555
TV2,MC3,2023-06-02T04:45:00Z,0.999,17.4,0,85.42,581,15,15,85.41,17.3,0,1.001,0,0,15,15,549
TV2,MC3,2023-06-02T05:00:00Z,0.999,17.4,0,85.44,579,15,15,85.43,17.3,0,1,0,0,15,15,544
TV2,MC3,2023-06-02T05:15:00Z,1,17.5,0,85.45,573,15,15,85.44,17.4,0,1,0,0,15,15,548
TV2,MC3,2023-06-02T05:30:00Z,1,17.5,0,85.45,569,15,15,85.44,17.4,0,1,0,0,15,15,549
TV2,MC3,2023-06-02T05:45:00Z,1,17.5,0,85.46,570,15,15,85.45,17.4,0,1,5.7,0,15,15,557
TV2,MC3,2023-06-02T06:00:00Z,1.001,17.4,0,85.49,561,15,15,85.48,17.4,0,0.999,13.7,2.7,15,15,543
TV2,MC3,2023-06-02T06:15:00Z,0.999,17.4,0,85.51,562,15,15,85.51,17.3,0,1,18.1,6.4,15,15,549
TV2,MC3,2023-06-02T06:30:00Z,1.001,17.6,0,85.52,568,15,15,85.52,17.5,0,1,19.8,7.9,15,15,546
TV2,MC3,2023-06-02T06:45:00Z,1.001,17.6,0,85.54,555,15,15,85.54,17.5,0,0.999,13.7,6,15,15,544
TV2,MC3,2023-06-02T07:00:00Z,1,17.6,0,85.55,604,15,15,85.55,17.5,0,1.001,9,0,15,15,586
TV2,MC3,2023-06-02T07:15:00Z,0.999,17.5,0,85.57,612,15,15,85.56,17.4,0,1,7,0,15,15,633
TV2,MC3,2023-06-02T07:30:00Z,1,17.3,0,85.57,624,15,15,85.56,17.2,0,0.999,6.2,0,15,15,645
TV2,MC3,2023-06-02T07:45:00Z,1,17.2,0,85.57,603,15,15,85.57,17.1,0,1,7.1,0,15,15,636
TV2,MC3,2023-06-02T08:00:00Z,1,17.4,0,85.57,616,15,15,85.56,17.4,0,0.999,9.7,0,15,15,637
TV2,MC3,2023-06-02T08:15:00Z,1,17.7,0,85.58,606,15,15,85.58,17.6,0,1,11.5,0,15,15,654
TV2,MC3,2023-06-02T08:30:00Z,1,17.8,0,85.59,616,15,15,85.58,17.7,0,1,15,4.4,15,15,621
TV2,MC3,2023-06-02T08:45:00Z,1,17.9,0,85.59,631,15,15,85.59,17.8,0,1,18.7,6.4,15,15,632
TV2,MC3,2023-06-02T09:00:00Z,1,18,0,85.6,596,15,15,85.59,18,0,1,23.8,8.2,15,15,637
TV2,MC3,2023-06-02T09:15:00Z,1,18,0,85.59,608,15,15,85.58,18,0,0.999,33.5,11.5,15,15,626
TV2,MC3,2023-06-02T09:30:00Z,0.999,18.1,0,85.56,588,15,15,85.56,18,0,1,50,16.7,15,15,582
TV2,MC3,2023-06-02T09:45:00Z,1,18.2,0,85.55,580,15,15,85.54,18.2,0,0.999,74.3,25.5,15,15,568
TV2,MC3,2023-06-02T10:00:00Z,1.001,18.4,0,85.53,566,15,15,85.53,18.3,0,1,87.5,30.9,15,15,549
TV2,MC3,2023-06-02T10:15:00Z,1,18.6,0,85.52,564,15,15,85.51,18.6,0,1.001,97.6,34.8,15,15,535
TV2,MC3,2023-06-02T10:30:00Z,1,18.8,0,85.51,548,15,15,85.51,18.8,0,0.998,115.9,41,15,15,538
TV2,MC3,2023-06-02T10:45:00Z,0.999,19.1,0,85.51,557,15,15,85.51,19,0,0.999,151.1,53.8,15,15,536
TV2,MC3,2023-06-02T11:00:00Z,1,19.3,0,85.52,576,15,15,85.52,19.2,0,0.999,169.7,61.9,15,15,540
TV2,MC3,2023-06-02T11:15:00Z,1.001,19.4,0,85.51,515,15,15,85.51,19.3,0,1,192.3,71,15,15,534
TV2,MC3,2023-06-02T11:30:00Z,1,19.7,0,85.51,525,15,15,85.5,19.6,0.01,0.994,228.1,75.4,15,15,532
TV2,MC3,2023-06-02T11:45:00Z,0.998,20.2,0,85.5,506,15,15,85.49,20.1,0.03,0.985,259.8,75.1,15,15,528
TV2,MC3,2023-06-02T12:00:00Z,0.979,20.5,0.05,85.48,511,15,15,85.47,20.2,0.06,0.973,208.2,69.9,15,15,523
TV2,MC3,2023-06-02T12:15:00Z,0.96,20.4,0.09,85.45,509,15,15,85.44,20.2,0.1,0.959,194.1,63.5,15,15,516
TV2,MC3,2023-06-02T12:30:00Z,0.955,20.4,0.11,85.44,501,15,15,85.43,20.2,0.11,0.954,183.5,59.3,15,15,513
TV2,MC3,2023-06-02T12:45:00Z,0.966,20.2,0.08,85.43,509,15,15,85.42,20.1,0.08,0.964,188.2,60.2,15,15,509
TV2,MC3,2023-06-02T13:00:00Z,0.975,20.2,0.06,85.41,523,15,15,85.41,20.1,0.07,0.97,228.5,75.1,15,15,504
TV2,MC3,2023-06-02T13:15:00Z,0.972,20.3,0.07,85.4,500,15,15,85.39,20.2,0.08,0.965,271.7,81.3,15,15,495
TV2,MC3,2023-06-02T13:30:00Z,0.972,20.6,0.07,85.39,521,15,15,85.38,20.4,0.09,0.964,139.9,47.6,15,15,485
TV2,MC3,2023-06-02T13:45:00Z,0.973,19.9,0.06,85.38,520,15,15,85.37,19.8,0.08,0.965,90.3,30.9,15,15,476
TV2,MC3,2023-06-02T14:00:00Z,0.979,19.8,0.05,85.36,506,15,15,85.36,19.5,0.06,0.975,133.5,43.2,15,15,461
TV2,MC3,2023-06-02T14:15:00Z,0.968,19.8,0.07,85.34,498,15,15,85.33,19.7,0.07,0.968,159.3,50.5,2,15,458
TV2,MC3,2023-06-02T14:30:00Z,0.948,20.1,0.12,85.33,488,15,15,85.32,20,0.12,0.951,214.4,58,0,15,456
TV2,MC3,2023-06-02T14:45:00Z,0.935,20.6,0.16,85.31,488,15,15,85.3,20.5,0.16,0.935,165.9,62.4,0,15,455
TV2,MC3,2023-06-02T15:00:00Z,0.922,21.3,0.2,85.28,465,15,15,85.27,21,0.21,0.914,236.4,61.3,0,15,454
TV2,MC3,2023-06-02T15:15:00Z,0.863,21.6,0.35,85.27,446,5,2,85.26,21.3,0.33,0.87,423,55.8,0,15,454
TV2,MC3,2023-06-02T15:30:00Z,0.858,22.5,0.38,85.26,480,7,7,85.26,21.6,0.32,0.876,603,51.5,0,15,453
TV2,MC3,2023-06-02T15:45:00Z,0.858,22,0.37,85.26,451,15,9,85.25,21.4,0.31,0.877,545.5,50.2,0,15,454
TV2,MC3,2023-06-02T16:00:00Z,0.888,21.6,0.29,85.27,448,0,0,85.26,21.4,0.28,0.89,211.1,45.8,0,15,453
TV2,MC3,2023-06-02T16:15:00Z,0.902,21.6,0.25,85.28,448,4,0,85.27,21.3,0.25,0.901,170.8,42.3,0,15,454
TV2,MC3,2023-06-02T16:30:00Z,0.906,21.2,0.24,85.29,450,0,0,85.28,20.8,0.21,0.915,145.4,22.3,0,15,454
TV2,MC3,2023-06-02T16:45:00Z,0.942,20.2,0.14,85.3,451,13,0,85.29,20.1,0.14,0.941,54.4,10.6,0,15,455
TV2,MC3,2023-06-02T17:00:00Z,0.951,19.7,0.11,85.31,451,15,0,85.3,19.6,0.11,0.95,77.6,11.5,0,15,455
TV2,MC3,2023-06-02T17:15:00Z,0.947,19.4,0.12,85.31,451,15,0,85.3,19.3,0.12,0.945,27.1,7,0,15,456
TV2,MC3,2023-06-02T17:30:00Z,0.928,19.4,0.16,85.32,451,15,0,85.31,19.3,0.15,0.932,21.1,5.7,0,15,454
TV2,MC3,2023-06-02T17:45:00Z,0.921,19.4,0.18,85.33,451,15,0,85.32,19.3,0.18,0.92,14.3,1.6,0,15,454
TV2,MC3,2023-06-02T18:00:00Z,0.923,19.2,0.17,85.35,451,15,0,85.34,19.2,0.17,0.922,6.2,0,0,15,454
TV2,MC3,2023-06-02T18:15:00Z,0.923,19,0.17,85.36,452,15,0,85.36,19,0.17,0.923,0,0,0,15,455
TV2,MC3,2023-06-02T18:30:00Z,0.921,18.7,0.17,85.37,451,15,0,85.36,18.7,0.17,0.921,0,0,0,15,454
TV2,MC3,2023-06-02T18:45:00Z,0.897,18.7,0.22,85.39,451,15,0,85.38,18.7,0.23,0.895,0,0,0,15,454
TV2,MC3,2023-06-02T19:00:00Z,0.89,18.7,0.24,85.4,451,15,0,85.4,18.6,0.23,0.891,0,0,0,15,454
TV2,MC3,2023-06-02T19:15:00Z,0.898,18.6,0.22,85.43,451,15,0,85.42,18.4,0.2,0.903,0,0,0,15,455
TV2,MC3,2023-06-02T19:30:00Z,0.918,18,0.17,85.44,451,15,0,85.44,17.9,0.16,0.921,0,0,0,15,454
TV2,MC3,2023-06-02T19:45:00Z,0.915,18.1,0.18,85.43,451,15,0,85.43,18,0.17,0.917,0,0,0,15,454
TV2,MC3,2023-06-02T20:00:00Z,0.908,18.4,0.19,85.43,451,15,0,85.42,18.3,0.19,0.907,0,0,0,15,454
TV2,MC3,2023-06-02T20:15:00Z,0.91,18.5,0.19,85.43,451,15,0,85.43,18.4,0.19,0.909,0,0,0,15,454
TV2,MC3,2023-06-02T20:30:00Z,0.938,18.3,0.13,85.43,452,15,0,85.42,18.2,0.14,0.935,0,0,0,15,455
TV2,MC3,2023-06-02T20:45:00Z,0.947,18.3,0.11,85.44,452,15,0,85.43,18.2,0.12,0.944,0,0,0,15,455
TV2,MC3,2023-06-02T21:00:00Z,0.954,18.3,0.1,85.45,452,15,0,85.44,18.2,0.11,0.95,0,0,0,15,455
