Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_Temp,Port5_VPD,Port5_RH,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
ET8,MC3,2023-05-31T18:45:00Z,87.8,19,0.17,0.925,18.8,0.22,87.84,0.899,0,0,454,0,15,0,15,453
ET8,MC3,2023-05-31T19:00:00Z,87.83,19.1,0.17,0.923,18.9,0.22,87.87,0.9,0,0,453,0,15,0,15,452
ET8,MC3,2023-05-31T19:15:00Z,87.86,19.2,0.19,0.916,19,0.23,87.89,0.895,0,0,453,0,15,0,15,452
ET8,MC3,2023-05-31T19:30:00Z,87.87,19.2,0.18,0.92,19,0.22,87.91,0.899,0,0,453,0,15,0,15,452
ET8,MC3,2023-05-31T19:45:00Z,87.9,19.3,0.19,0.913,19.1,0.23,87.93,0.894,0,0,452,0,15,0,15,452
ET8,MC3,2023-05-31T20:00:00Z,87.91,19.5,0.25,0.891,19.2,0.27,87.95,0.877,0,0,452,0,15,0,15,452
ET8,MC3,2023-05-31T20:15:00Z,87.92,19.8,0.32,0.86,19.4,0.33,87.96,0.853,0,0,452,0,15,0,15,452
ET8,MC3,2023-05-31T20:30:00Z,87.93,19.7,0.31,0.864,19.4,0.33,87.97,0.853,0,0,452,0,15,0,15,452
ET8,MC3,2023-05-31T20:45:00Z,87.94,19.6,0.28,0.875,19.3,0.31,87.98,0.863,0,0,452,0,15,0,15,452
ET8,MC3,2023-05-31T21:00:00Z,87.95,19.5,0.24,0.892,19.2,0.28,87.98,0.876,0,0,453,0,15,0,15,452
ET8,MC3,2023-05-31T21:15:00Z,87.94,19.3,0.2,0.91,19.2,0.24,87.98,0.891,0,0,453,0,15,0,15,452
ET8,MC3,2023-05-31T21:30:00Z,87.96,19.3,0.18,0.92,19.2,0.23,88,0.897,0,0,453,0,15,0,15,452
ET8,MC3,2023-05-31T21:45:00Z,87.97,19.3,0.16,0.928,19.2,0.21,88.01,0.904,0,0,453,0,15,0,15,453
ET8,MC3,2023-05-31T22:00:00Z,87.96,19.4,0.15,0.932,19.2,0.2,88,0.908,0,0,453,0,15,0,15,453
ET8,MC3,2023-05-31T22:15:00Z,87.96,19.3,0.14,0.938,19.1,0.18,88,0.917,0,0,462,14,15,12,15,462
ET8,MC3,2023-05-31T22:30:00Z,87.96,19.1,0.11,0.951,18.8,0.15,88.01,0.931,0,0,455,4,15,2,15,454
ET8,MC3,2023-05-31T22:45:00Z,87.97,19.1,0.09,0.959,18.9,0.14,88.01,0.937,0,0,586,10,15,9,15,647
ET8,MC3,2023-05-31T23:00:00Z,87.96,18.9,0.06,0.972,18.6,0.1,88,0.953,0,0,579,15,15,15,15,655
ET8,MC3,2023-05-31T23:15:00Z,87.96,18.6,0.04,0.984,18.4,0.07,88,0.966,0,0,577,15,15,15,15,653
ET8,MC3,2023-05-31T23:30:00Z,87.94,18.6,0.02,0.991,18.4,0.05,87.99,0.975,0,0,581,15,15,15,15,667
ET8,MC3,2023-05-31T23:45:00Z,87.93,18.7,0.01,0.996,18.4,0.04,87.97,0.982,0,0,583,15,15,15,15,635
ET8,MC3,2023-06-01T00:00:00Z,87.93,18.7,0,0.999,18.5,0.03,87.97,0.985,0,0,533,15,15,15,15,591
ET8,MC3,2023-06-01T00:15:00Z,87.91,18.7,0,1,18.4,0.03,87.95,0.985,0,0,518,15,15,15,15,567
ET8,MC3,2023-06-01T00:30:00Z,87.88,18.7,0,1,18.5,0.03,87.93,0.985,0,0,518,15,15,15,15,543
ET8,MC3,2023-06-01T00:45:00Z,87.86,18.6,0,1.001,18.5,0.05,87.9,0.978,0,0,514,15,15,15,15,559
ET8,MC3,2023-06-01T01:00:00Z,87.85,18.6,0,1,18.5,0.05,87.9,0.977,0,0,503,15,15,15,15,526
ET8,MC3,2023-06-01T01:15:00Z,87.82,18.8,0,1,18.6,0.04,87.86,0.98,0,0,510,15,15,15,15,519
ET8,MC3,2023-06-01T01:30:00Z,87.78,18.8,0,0.999,18.6,0.04,87.83,0.981,0,0,502,15,15,15,15,505
ET8,MC3,2023-06-01T01:45:00Z,87.75,18.6,0,1,18.5,0.06,87.79,0.973,0,0,486,15,15,15,15,494
ET8,MC3,2023-06-01T02:00:00Z,87.74,18.4,0,1.001,18.4,0.07,87.78,0.966,0,0,473,15,15,15,15,480
ET8,MC3,2023-06-01T02:15:00Z,87.73,18.4,0,1,18.3,0.07,87.77,0.967,0,0,472,15,15,15,15,477
ET8,MC3,2023-06-01T02:30:00Z,87.72,18.4,0,1,18.3,0.06,87.76,0.973,0,0,479,15,15,15,15,489
ET8,MC3,2023-06-01T02:45:00Z,87.71,18.3,0,1,18.3,0.07,87.75,0.968,0,0,549,15,15,15,15,507
ET8,MC3,2023-06-01T03:00:00Z,87.69,18.3,0,0.999,18.2,0.08,87.73,0.963,0,0,520,15,15,15,15,500
ET8,MC3,2023-06-01T03:15:00Z,87.68,18.3,0.01,0.996,18.2,0.08,87.72,0.96,0,0,500,15,15,15,15,492
ET8,MC3,2023-06-01T03:30:00Z,87.68,18.4,0.01,0.994,18.3,0.09,87.72,0.957,0,0,489,15,15,15,15,487
ET8,MC3,2023-06-01T03:45:00Z,87.68,18.4,0.02,0.992,18.3,0.08,87.72,0.96,0,0,484,15,15,15,15,481
ET8,MC3,2023-06-01T04:00:00Z,87.68,18.5,0.02,0.99,18.5,0.09,87.72,0.955,0,0,484,15,15,15,15,476
ET8,MC3,2023-06-01T04:15:00Z,87.68,18.6,0.02,0.99,18.5,0.09,87.73,0.957,0,0,478,15,15,15,15,471
ET8,MC3,2023-06-01T04:30:00Z,87.69,18.8,0.03,0.984,18.5,0.08,87.74,0.963,0,0,470,15,15,15,15,467
ET8,MC3,2023-06-01T04:45:00Z,87.69,19.1,0.07,0.969,18.4,0.08,87.74,0.964,0,0,460,15,15,10,15,455
ET8,MC3,2023-06-01T05:00:00Z,87.71,19.6,0.17,0.926,18.5,0.11,87.76,0.949,0,0,454,0,15,0,15,453
ET8,MC3,2023-06-01T05:15:00Z,87.72,19.8,0.27,0.885,18.6,0.16,87.77,0.926,0,0,453,0,15,0,15,453
ET8,MC3,2023-06-01T05:30:00Z,87.74,20,0.34,0.855,18.9,0.23,87.78,0.893,0,0,453,0,15,0,15,452
ET8,MC3,2023-06-01T05:45:00Z,87.75,20.3,0.41,0.83,19.3,0.3,87.8,0.867,0,0.4,452,0,15,0,15,452
ET8,MC3,2023-06-01T06:00:00Z,87.78,20.4,0.43,0.822,19.5,0.35,87.82,0.847,3.1,6.6,452,0,15,0,15,452
ET8,MC3,2023-06-01T06:15:00Z,87.8,20.4,0.43,0.82,19.8,0.39,87.84,0.832,6.8,9.7,452,0,15,0,15,452
ET8,MC3,2023-06-01T06:30:00Z,87.82,20.4,0.42,0.825,20,0.41,87.87,0.823,7.7,11,452,0,15,0,15,452
ET8,MC3,2023-06-01T06:45:00Z,87.84,20.5,0.43,0.823,20.3,0.45,87.87,0.813,9.7,14.1,452,0,15,0,15,452
ET8,MC3,2023-06-01T07:00:00Z,87.86,20.4,0.38,0.843,20.1,0.39,87.9,0.835,12.1,19.8,452,0,15,0,15,452
ET8,MC3,2023-06-01T07:15:00Z,87.88,20.2,0.32,0.866,20,0.33,87.92,0.857,17.9,33.9,453,0,15,0,15,452
ET8,MC3,2023-06-01T07:30:00Z,87.89,20.5,0.25,0.896,20.1,0.26,87.93,0.889,30.4,53.5,454,0,15,0,15,453
ET8,MC3,2023-06-01T07:45:00Z,87.91,20.7,0.18,0.926,20.5,0.21,87.95,0.912,62.8,70.1,453,0,15,0,15,452
ET8,MC3,2023-06-01T08:00:00Z,87.92,21.1,0.21,0.916,21,0.27,87.96,0.891,112.1,82.2,452,0,15,0,15,452
ET8,MC3,2023-06-01T08:15:00Z,87.93,21.7,0.27,0.894,21.5,0.33,87.97,0.872,61.7,120.8,453,0,15,0,15,452
ET8,MC3,2023-06-01T08:30:00Z,87.95,21.6,0.3,0.882,21.5,0.34,87.99,0.868,60.1,105.5,452,0,15,0,15,452
ET8,MC3,2023-06-01T08:45:00Z,87.96,21.7,0.32,0.878,21.6,0.35,88,0.863,69.9,91.9,452,0,15,0,15,452
ET8,MC3,2023-06-01T09:00:00Z,87.97,21.5,0.34,0.867,21.6,0.4,88.01,0.846,79.8,100,452,0,15,0,15,452
ET8,MC3,2023-06-01T09:15:00Z,87.97,21.9,0.3,0.887,21.9,0.35,88,0.865,59.1,74.2,452,0,15,0,15,452
ET8,MC3,2023-06-01T09:30:00Z,87.95,21.9,0.32,0.878,21.8,0.39,87.99,0.852,66.1,93.2,452,0,15,0,15,452
ET8,MC3,2023-06-01T09:45:00Z,87.95,22.1,0.36,0.863,22,0.41,87.99,0.844,45.4,71.2,452,0,15,0,15,452
ET8,MC3,2023-06-01T10:00:00Z,87.93,22.5,0.34,0.873,22.3,0.39,87.97,0.856,58.8,118.1,451,0,15,0,15,450
ET8,MC3,2023-06-01T10:15:00Z,87.93,22.8,0.45,0.837,22.8,0.49,87.97,0.823,54.6,79.3,452,0,15,0,15,451
ET8,MC3,2023-06-01T10:30:00Z,87.92,22.8,0.45,0.838,22.8,0.49,87.96,0.824,57.3,84.4,451,0,15,0,15,451
ET8,MC3,2023-06-01T10:45:00Z,87.91,23.1,0.46,0.839,23.1,0.49,87.94,0.827,73.8,100.5,451,0,15,0,15,451
ET8,MC3,2023-06-01T11:00:00Z,87.9,23.9,0.58,0.804,24,0.64,87.93,0.784,73.4,101.1,451,0,15,0,15,451
ET8,MC3,2023-06-01T11:15:00Z,87.88,23.7,0.55,0.812,23.6,0.6,87.92,0.795,64.5,89.4,451,0,15,0,15,450
ET8,MC3,2023-06-01T11:30:00Z,87.87,23.6,0.45,0.844,23.3,0.48,87.91,0.833,69.4,92.5,451,0,15,0,15,451
ET8,MC3,2023-06-01T11:45:00Z,87.87,23.6,0.41,0.858,23.2,0.44,87.91,0.844,31.9,52.9,452,0,15,0,15,451
ET8,MC3,2023-06-01T12:00:00Z,87.85,23,0.35,0.874,22.6,0.37,87.89,0.863,46.1,63.5,452,0,15,0,15,452
ET8,MC3,2023-06-01T12:15:00Z,87.83,23.1,0.31,0.891,23.1,0.36,87.86,0.871,59.9,81.1,452,0,15,0,15,451
ET8,MC3,2023-06-01T12:30:00Z,87.81,23.3,0.32,0.887,23.4,0.4,87.84,0.862,63.5,82.2,452,0,15,0,15,452
ET8,MC3,2023-06-01T12:45:00Z,87.79,23.2,0.32,0.887,23.5,0.41,87.83,0.857,45,61.7,452,0,15,0,15,452
ET8,MC3,2023-06-01T13:00:00Z,87.77,23.1,0.32,0.888,23.1,0.38,87.81,0.864,43.6,57.9,453,0,15,0,15,452
ET8,MC3,2023-06-01T13:15:00Z,87.77,23.1,0.3,0.894,22.9,0.35,87.8,0.873,47.2,61.3,453,0,15,0,15,452
ET8,MC3,2023-06-01T13:30:00Z,87.77,23,0.27,0.905,22.8,0.32,87.81,0.884,40.8,51.8,453,0,15,0,15,452
ET8,MC3,2023-06-01T13:45:00Z,87.75,23,0.23,0.918,22.9,0.29,87.78,0.896,122.1,88.8,452,0,15,0,15,452
ET8,MC3,2023-06-01T14:00:00Z,87.74,22.9,0.25,0.911,23.1,0.35,87.78,0.877,20.3,29.7,459,0,15,0,15,459
ET8,MC3,2023-06-01T14:15:00Z,87.75,22,0.23,0.913,22.1,0.31,87.79,0.884,8.6,12.3,664,14,15,15,15,671
ET8,MC3,2023-06-01T14:30:00Z,87.74,21.3,0.14,0.945,20.9,0.17,87.78,0.933,15,20,646,15,15,15,15,899
ET8,MC3,2023-06-01T14:45:00Z,87.7,20.7,0.09,0.965,20.4,0.12,87.74,0.951,38.8,50.9,544,15,15,15,15,585
ET8,MC3,2023-06-01T15:00:00Z,87.67,20.8,0.06,0.977,20.6,0.09,87.71,0.963,48.5,69.8,498,15,15,15,15,528
ET8,MC3,2023-06-01T15:15:00Z,87.7,21.2,0.04,0.982,21,0.11,87.73,0.954,43.9,62.4,485,15,15,15,15,505
ET8,MC3,2023-06-01T15:30:00Z,87.69,21.4,0.05,0.982,21.3,0.09,87.73,0.965,50,58.4,476,15,15,15,15,484
ET8,MC3,2023-06-01T15:45:00Z,87.69,21.2,0.06,0.976,21.3,0.13,87.73,0.948,48,50.4,466,15,15,15,15,479
ET8,MC3,2023-06-01T16:00:00Z,87.69,21.1,0.09,0.966,21,0.16,87.73,0.935,38.1,44.1,469,15,15,15,15,476
ET8,MC3,2023-06-01T16:15:00Z,87.69,21.1,0.1,0.96,20.9,0.15,87.73,0.939,23.1,27.5,477,15,15,15,15,495
ET8,MC3,2023-06-01T16:30:00Z,87.69,20.8,0.1,0.961,20.5,0.13,87.74,0.945,6.6,10.1,567,15,15,15,15,556
ET8,MC3,2023-06-01T16:45:00Z,87.68,20.2,0.08,0.967,20,0.12,87.73,0.949,9,12.6,558,15,15,15,15,535
ET8,MC3,2023-06-01T17:00:00Z,87.67,20,0.07,0.972,19.8,0.11,87.71,0.954,13.2,15.7,538,15,15,15,15,519
ET8,MC3,2023-06-01T17:15:00Z,87.66,20.1,0.05,0.98,19.7,0.08,87.7,0.966,7.7,9.5,523,15,15,15,15,510
ET8,MC3,2023-06-01T17:30:00Z,87.67,20,0.04,0.982,19.9,0.1,87.71,0.956,2.2,5.7,508,15,15,15,15,495
ET8,MC3,2023-06-01T17:45:00Z,87.71,20.1,0.05,0.98,20,0.1,87.75,0.955,0,0.5,504,15,15,15,15,485
ET8,MC3,2023-06-01T18:00:00Z,87.74,20.1,0.04,0.983,19.8,0.09,87.78,0.962,0,0,498,15,15,15,15,476
ET8,MC3,2023-06-01T18:15:00Z,87.74,20,0.04,0.983,19.8,0.08,87.79,0.966,0,0,493,15,15,15,15,461
ET8,MC3,2023-06-01T18:30:00Z,87.74,19.9,0.04,0.982,19.6,0.08,87.79,0.966,0,0,493,15,15,1,15,457
ET8,MC3,2023-06-01T18:45:00Z,87.75,19.8,0.03,0.985,19.6,0.08,87.8,0.964,0,0,513,15,15,0,15,455
ET8,MC3,2023-06-01T19:00:00Z,87.77,19.8,0.03,0.986,19.7,0.09,87.82,0.96,0,0,495,15,15,0,15,455
ET8,MC3,2023-06-01T19:15:00Z,87.81,19.8,0.03,0.985,19.6,0.09,87.85,0.96,0,0,502,15,15,8,15,461
ET8,MC3,2023-06-01T19:30:00Z,87.82,19.8,0.03,0.987,19.7,0.09,87.86,0.959,0,0,490,15,15,2,15,456
ET8,MC3,2023-06-01T19:45:00Z,87.82,19.9,0.03,0.988,19.7,0.08,87.86,0.964,0,0,487,15,15,0,15,457
ET8,MC3,2023-06-01T20:00:00Z,87.83,20,0.02,0.99,19.8,0.07,87.88,0.968,0,0,486,15,15,6,15,466
ET8,MC3,2023-06-01T20:15:00Z,87.84,19.9,0.02,0.991,19.8,0.08,87.88,0.967,0,0,483,15,15,15,15,464
ET8,MC3,2023-06-01T20:30:00Z,87.86,19.9,0.02,0.993,19.7,0.08,87.91,0.966,0,0,489,15,15,15,15,461
ET8,MC3,2023-06-01T20:45:00Z,87.89,19.8,0.01,0.994,19.6,0.07,87.93,0.97,0,0,492,15,15,6,15,467
ET8,MC3,2023-06-01T21:00:00Z,87.89,19.8,0,0.998,19.6,0.05,87.93,0.976,0,0,491,15,15,15,15,468
ET8,MC3,2023-06-01T21:15:00Z,87.88,19.7,0,0.998,19.6,0.06,87.93,0.974,0,0,492,15,15,15,15,466
ET8,MC3,2023-06-01T21:30:00Z,87.9,19.8,0,0.999,19.6,0.05,87.95,0.977,0,0,566,15,15,15,15,671
ET8,MC3,2023-06-01T21:45:00Z,87.92,19.7,0,1,19.6,0.05,87.96,0.977,0,0,586,15,15,15,15,630
ET8,MC3,2023-06-01T22:00:00Z,87.92,19.6,0,1.001,19.4,0.04,87.97,0.98,0,0,552,15,15,15,15,595
ET8,MC3,2023-06-01T22:15:00Z,87.93,19.4,0,1,19.2,0.04,87.98,0.981,0,0,527,15,15,15,15,554
ET8,MC3,2023-06-01T22:30:00Z,87.93,19.3,0,1,19.2,0.04,87.98,0.98,0,0,510,15,15,15,15,554
ET8,MC3,2023-06-01T22:45:00Z,87.91,19.3,0,1,19.1,0.03,87.95,0.984,0,0,504,15,15,15,15,549
ET8,MC3,2023-06-01T23:00:00Z,87.9,19.4,0,1,19.2,0.03,87.94,0.986,0,0,504,15,15,15,15,543
ET8,MC3,2023-06-01T23:15:00Z,87.89,19.6,0,1,19.3,0.03,87.94,0.985,0,0,494,15,15,15,15,537
ET8,MC3,2023-06-01T23:30:00Z,87.86,19.4,0,1,19.2,0.04,87.91,0.982,0,0,508,15,15,15,15,524
ET8,MC3,2023-06-01T23:45:00Z,87.86,19.2,0,1.001,19.1,0.05,87.91,0.979,0,0,512,15,15,15,15,522
ET8,MC3,2023-06-02T00:00:00Z,87.86,19,0,0.999,18.9,0.05,87.9,0.975,0,0,500,15,15,15,15,512
ET8,MC3,2023-06-02T00:15:00Z,87.85,19.1,0,1.001,18.9,0.05,87.9,0.978,0,0,500,15,15,15,15,508
ET8,MC3,2023-06-02T00:30:00Z,87.83,19.3,0,1,19.1,0.05,87.88,0.978,0,0,493,15,15,15,15,503
ET8,MC3,2023-06-02T00:45:00Z,87.81,19.4,0,0.999,19.2,0.05,87.86,0.979,0,0,494,15,15,15,15,499
ET8,MC3,2023-06-02T01:00:00Z,87.79,19.5,0,1,19.4,0.07,87.84,0.97,0,0,485,15,15,15,15,486
ET8,MC3,2023-06-02T01:15:00Z,87.75,19.4,0,0.998,19.3,0.09,87.8,0.962,0,0,477,15,15,15,15,480
ET8,MC3,2023-06-02T01:30:00Z,87.73,19.3,0.01,0.997,19.2,0.08,87.78,0.963,0,0,468,15,15,15,15,478
ET8,MC3,2023-06-02T01:45:00Z,87.72,19.4,0.01,0.998,19.2,0.06,87.76,0.972,0,0,466,15,15,15,15,478
ET8,MC3,2023-06-02T02:00:00Z,87.7,19.4,0,0.998,19.2,0.07,87.74,0.971,0,0,464,15,15,15,15,475
ET8,MC3,2023-06-02T02:15:00Z,87.68,19.4,0.01,0.994,19.4,0.09,87.73,0.958,0,0,459,14,15,15,15,469
ET8,MC3,2023-06-02T02:30:00Z,87.67,19.6,0.04,0.983,19.6,0.12,87.72,0.947,0,0,471,14,15,15,15,468
ET8,MC3,2023-06-02T02:45:00Z,87.67,19.6,0.04,0.98,19.4,0.1,87.72,0.955,0,0,471,15,15,15,15,467
ET8,MC3,2023-06-02T03:00:00Z,87.67,19.5,0.05,0.978,19.4,0.11,87.72,0.951,0,0,466,15,15,15,15,463
ET8,MC3,2023-06-02T03:15:00Z,87.66,19.5,0.06,0.974,19.4,0.12,87.71,0.946,0,0,463,15,15,9,15,456
ET8,MC3,2023-06-02T03:30:00Z,87.66,19.5,0.07,0.969,19.3,0.13,87.71,0.944,0,0,463,15,15,0,15,455
ET8,MC3,2023-06-02T03:45:00Z,87.66,19.6,0.08,0.964,19.3,0.13,87.7,0.942,0,0,462,15,15,0,15,455
ET8,MC3,2023-06-02T04:00:00Z,87.66,19.4,0.08,0.965,19.2,0.13,87.71,0.943,0,0,461,15,15,0,15,455
ET8,MC3,2023-06-02T04:15:00Z,87.67,19.4,0.08,0.964,19.2,0.13,87.72,0.941,0,0,458,8,15,0,15,455
ET8,MC3,2023-06-02T04:30:00Z,87.66,19.7,0.11,0.952,19.6,0.18,87.71,0.919,0,0,456,0,15,0,15,454
ET8,MC3,2023-06-02T04:45:00Z,87.67,19.7,0.13,0.944,19.6,0.19,87.72,0.918,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-02T05:00:00Z,87.69,19.7,0.13,0.943,19.5,0.18,87.73,0.922,0,0,458,0,15,0,15,454
ET8,MC3,2023-06-02T05:15:00Z,87.7,19.8,0.12,0.946,19.7,0.18,87.74,0.921,0,0,457,0,15,0,15,454
ET8,MC3,2023-06-02T05:30:00Z,87.7,19.8,0.12,0.947,19.7,0.18,87.75,0.922,0,0,455,0,15,0,15,454
ET8,MC3,2023-06-02T05:45:00Z,87.72,19.7,0.11,0.951,19.6,0.17,87.77,0.925,0,1.3,455,0,15,0,15,454
ET8,MC3,2023-06-02T06:00:00Z,87.74,19.8,0.12,0.949,19.6,0.18,87.79,0.919,3.5,7.1,455,0,15,0,15,454
ET8,MC3,2023-06-02T06:15:00Z,87.76,19.9,0.14,0.938,19.8,0.21,87.8,0.911,7.3,11.2,455,0,15,0,15,454
ET8,MC3,2023-06-02T06:30:00Z,87.78,19.8,0.12,0.948,19.7,0.17,87.82,0.924,8.8,13.5,455,0,15,0,15,454
ET8,MC3,2023-06-02T06:45:00Z,87.8,19.8,0.12,0.947,19.7,0.19,87.84,0.917,6.6,10.6,456,0,15,0,15,454
ET8,MC3,2023-06-02T07:00:00Z,87.81,19.8,0.13,0.943,19.7,0.19,87.86,0.918,2.2,7.3,466,15,15,7,15,465
ET8,MC3,2023-06-02T07:15:00Z,87.82,19.6,0.1,0.955,19.4,0.15,87.87,0.932,0,5.5,499,15,15,15,15,534
ET8,MC3,2023-06-02T07:30:00Z,87.82,19.2,0.07,0.969,18.9,0.11,87.87,0.949,0,2.4,532,15,15,15,15,612
ET8,MC3,2023-06-02T07:45:00Z,87.82,18.9,0.05,0.976,18.6,0.09,87.87,0.957,0,4.4,562,15,15,15,15,613
ET8,MC3,2023-06-02T08:00:00Z,87.82,19,0.05,0.979,18.8,0.1,87.87,0.954,0,5.9,543,15,15,15,15,573
ET8,MC3,2023-06-02T08:15:00Z,87.83,19.2,0.04,0.981,19.1,0.1,87.87,0.953,4.9,7,535,15,15,15,15,578
ET8,MC3,2023-06-02T08:30:00Z,87.84,19.4,0.04,0.981,19.3,0.1,87.89,0.955,6.2,8.6,525,15,15,15,15,531
ET8,MC3,2023-06-02T08:45:00Z,87.84,19.5,0.05,0.98,19.4,0.1,87.89,0.954,7.9,11,517,15,15,15,15,554
ET8,MC3,2023-06-02T09:00:00Z,87.85,19.6,0.05,0.979,19.4,0.11,87.9,0.953,9.9,14.1,523,15,15,15,15,521
ET8,MC3,2023-06-02T09:15:00Z,87.84,19.7,0.05,0.98,19.5,0.1,87.89,0.954,13.2,19,507,15,15,15,15,518
ET8,MC3,2023-06-02T09:30:00Z,87.82,19.8,0.05,0.98,19.7,0.13,87.87,0.945,18.1,26.4,504,15,15,15,15,511
ET8,MC3,2023-06-02T09:45:00Z,87.81,19.9,0.07,0.971,19.9,0.16,87.85,0.931,27.1,38.8,475,15,15,15,15,479
ET8,MC3,2023-06-02T10:00:00Z,87.79,20.2,0.1,0.959,20.2,0.18,87.84,0.924,30.9,45.6,467,15,15,15,15,475
ET8,MC3,2023-06-02T10:15:00Z,87.77,20.6,0.13,0.947,20.5,0.18,87.82,0.924,33.9,49.3,462,15,15,15,15,472
ET8,MC3,2023-06-02T10:30:00Z,87.76,21,0.18,0.928,20.9,0.25,87.81,0.899,42.8,61.7,468,15,15,15,15,468
ET8,MC3,2023-06-02T10:45:00Z,87.77,21.2,0.17,0.932,21.1,0.24,87.82,0.905,54.9,79.7,463,15,15,15,15,463
ET8,MC3,2023-06-02T11:00:00Z,87.78,21.5,0.16,0.938,21.4,0.22,87.83,0.913,60.4,88.8,462,15,15,15,15,461
ET8,MC3,2023-06-02T11:15:00Z,87.78,21.7,0.16,0.937,21.7,0.24,87.82,0.906,70.9,100.5,459,11,15,4,15,454
ET8,MC3,2023-06-02T11:30:00Z,87.77,22.2,0.2,0.926,22.2,0.28,87.81,0.894,66.8,97.8,457,0,15,0,15,453
ET8,MC3,2023-06-02T11:45:00Z,87.76,22.5,0.26,0.905,22.6,0.32,87.8,0.882,70.7,100,455,0,15,0,15,453
ET8,MC3,2023-06-02T12:00:00Z,87.73,22.8,0.34,0.877,22.9,0.43,87.77,0.847,84.4,112.4,453,0,15,0,15,452
ET8,MC3,2023-06-02T12:15:00Z,87.7,22.8,0.39,0.859,22.9,0.47,87.75,0.833,71.8,97.4,452,0,15,0,15,452
ET8,MC3,2023-06-02T12:30:00Z,87.7,22.9,0.39,0.86,23,0.46,87.74,0.835,78.4,99.1,452,0,15,0,15,452
ET8,MC3,2023-06-02T12:45:00Z,87.69,23.2,0.39,0.863,23.4,0.46,87.73,0.839,81.7,104.6,454,0,15,0,15,452
ET8,MC3,2023-06-02T13:00:00Z,87.68,22.5,0.35,0.87,22.8,0.45,87.72,0.836,77.5,99.2,453,0,15,0,15,452
ET8,MC3,2023-06-02T13:15:00Z,87.66,22.5,0.33,0.879,22.7,0.42,87.7,0.849,84,98.1,452,0,15,0,15,452
ET8,MC3,2023-06-02T13:30:00Z,87.64,22.5,0.32,0.882,22.6,0.42,87.68,0.848,67.9,67.4,453,0,15,0,15,452
ET8,MC3,2023-06-02T13:45:00Z,87.63,22.2,0.29,0.89,22.1,0.36,87.67,0.865,50.2,58.2,453,0,15,0,15,452
ET8,MC3,2023-06-02T14:00:00Z,87.61,21.7,0.27,0.896,21.7,0.33,87.65,0.872,47.6,60.8,453,0,15,0,15,452
ET8,MC3,2023-06-02T14:15:00Z,87.6,21.7,0.27,0.897,21.7,0.34,87.64,0.87,59.7,68.8,453,0,15,0,15,452
ET8,MC3,2023-06-02T14:30:00Z,87.58,22.1,0.32,0.88,22.2,0.4,87.62,0.849,63,76.5,452,0,15,0,15,452
ET8,MC3,2023-06-02T14:45:00Z,87.56,22.5,0.38,0.861,22.7,0.47,87.6,0.83,85,99.8,452,0,15,0,15,452
ET8,MC3,2023-06-02T15:00:00Z,87.53,23,0.47,0.834,23.4,0.57,87.57,0.803,96.5,108.4,451,0,15,0,15,451
ET8,MC3,2023-06-02T15:15:00Z,87.52,23.3,0.52,0.818,24,0.67,87.56,0.775,118.7,82.8,450,0,15,0,15,451
ET8,MC3,2023-06-02T15:30:00Z,87.52,23.5,0.58,0.798,23.9,0.7,87.56,0.764,189.5,91.9,450,0,15,0,15,451
ET8,MC3,2023-06-02T15:45:00Z,87.52,23.4,0.63,0.781,24,0.78,87.56,0.74,181.1,56.4,450,0,15,0,15,451
ET8,MC3,2023-06-02T16:00:00Z,87.53,23.2,0.64,0.775,23.6,0.76,87.56,0.74,184.4,50.4,450,0,10,0,15,451
ET8,MC3,2023-06-02T16:15:00Z,87.54,23,0.55,0.804,23.4,0.65,87.58,0.773,73.4,33.5,451,0,15,0,15,451
ET8,MC3,2023-06-02T16:30:00Z,87.55,22.7,0.47,0.83,22.8,0.53,87.59,0.809,53.6,23.1,451,0,15,0,15,452
ET8,MC3,2023-06-02T16:45:00Z,87.55,22.3,0.42,0.845,22.3,0.48,87.59,0.822,16.8,13.2,452,0,15,0,15,452
ET8,MC3,2023-06-02T17:00:00Z,87.56,22,0.37,0.86,22.1,0.44,87.59,0.834,80.7,23.6,452,0,15,0,15,452
ET8,MC3,2023-06-02T17:15:00Z,87.56,21.9,0.36,0.863,22,0.44,87.6,0.832,72.5,26.7,451,0,15,0,15,452
ET8,MC3,2023-06-02T17:30:00Z,87.57,21.8,0.42,0.839,21.7,0.49,87.61,0.813,15.2,14.5,451,0,15,0,15,452
ET8,MC3,2023-06-02T17:45:00Z,87.59,21.7,0.45,0.825,21.6,0.5,87.63,0.806,6.2,7,451,0,15,0,15,452
ET8,MC3,2023-06-02T18:00:00Z,87.6,21.6,0.43,0.834,21.4,0.47,87.64,0.818,0,0.9,452,0,15,0,15,452
ET8,MC3,2023-06-02T18:15:00Z,87.62,21.4,0.4,0.843,21.2,0.43,87.66,0.828,0,0,452,0,15,0,15,452
ET8,MC3,2023-06-02T18:30:00Z,87.62,21.3,0.39,0.845,21.1,0.43,87.67,0.829,0,0,452,0,15,0,15,452
