Tree,MC,Timestamp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port5_RH,Port5_VPD,Port5_Temp,Port5_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port2_Wind_speed,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port6_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes
TV2,MC2,2023-07-03T08:45:00Z,0.918,85.58,0.19,20.1,0.89,0.26,20.2,85.57,0.6,3.28,20.5,89,-3.8,1.51,101.3,0,15,451,15,725,15
TV2,MC2,2023-07-03T09:00:00Z,0.877,85.57,0.31,21.2,0.862,0.35,21.3,85.56,0.6,4.91,21.2,81,-3.8,1.82,58,0,15,453,15,720,15
TV2,MC2,2023-07-03T09:15:00Z,0.888,85.58,0.28,20.9,0.858,0.36,21.4,85.56,0.5,3.48,21,81,-3.7,1.92,55.8,0,15,453,15,727,15
TV2,MC2,2023-07-03T09:30:00Z,0.882,85.57,0.3,21.2,0.852,0.38,21.7,85.56,0.5,3.03,21.6,81,-3.7,1.58,50.4,0,15,451,15,727,15
TV2,MC2,2023-07-04T00:15:00Z,0.95,85.58,0.1,16.8,0.932,0.13,16.6,85.57,0.5,0.62,16.7,345,-3.5,0.14,0,0,15,456,15,707,15
TV2,MC2,2023-07-04T00:30:00Z,0.952,85.58,0.09,16.6,0.933,0.13,16.4,85.57,0.5,0.56,16.5,276,-3.4,0.14,0,0,15,456,15,697,15
TV2,MC2,2023-07-04T00:45:00Z,0.958,85.56,0.08,16.4,0.939,0.11,16.3,85.56,0.5,0.67,16.3,232,-3.4,0.2,0,0,15,456,15,693,15
TV2,MC2,2023-07-04T01:00:00Z,0.962,85.55,0.07,16.3,0.94,0.11,16.2,85.54,0.5,0.45,16.2,261,-3.4,0.19,0,0,15,456,15,690,15
TV2,MC2,2023-07-04T01:15:00Z,0.964,85.54,0.07,16.2,0.941,0.11,16.3,85.53,0.5,0.42,16.3,285,-3.5,0.14,0,0,15,456,15,690,15
TV2,MC2,2023-07-04T08:15:00Z,0.783,85.6,0.63,23.5,0.815,0.49,22,85.59,0.3,0.56,21.9,102,-3.4,0.21,59.1,0,7,451,7,752,7
TV2,MC2,2023-07-04T08:30:00Z,0.795,85.62,0.57,23,0.818,0.47,21.6,85.61,0.3,1.25,22.4,253,-3.3,0.36,133.1,0,15,451,15,724,15
TV2,MC2,2023-07-04T08:45:00Z,0.833,85.62,0.45,22.2,0.84,0.4,21.2,85.61,0.3,0.82,23.4,242,-3.2,0.3,165.5,0,14,450,15,745,15
TV2,MC2,2023-07-04T09:00:00Z,0.782,85.63,0.61,23,0.807,0.51,22,85.62,0.3,2.21,23.2,88,-3.2,0.67,74.3,0,7,450,15,743,15
TV2,MC2,2023-07-04T09:15:00Z,0.82,85.64,0.49,22.4,0.792,0.58,23,85.63,0.3,1.48,23.6,82,-3.2,0.43,109.7,0,15,451,15,768,15
TV2,MC2,2023-07-04T09:30:00Z,0.845,85.65,0.42,22.3,0.838,0.42,21.8,85.64,0.2,1.45,22.6,273,-3.3,0.45,90.5,0,15,452,15,727,15
TV2,MC2,2023-07-04T09:45:00Z,0.874,85.68,0.32,21.6,0.882,0.29,20.7,85.67,0.3,1.19,21.8,236,-3.3,0.41,72.5,0,15,453,15,727,15
TV2,MC2,2023-07-04T10:00:00Z,0.896,85.7,0.26,21.2,0.886,0.28,21.1,85.69,0.3,1.4,21.4,59,-3.3,0.52,60.1,0,15,453,15,717,15
TV2,MC2,2023-07-04T10:15:00Z,0.913,85.7,0.22,21.1,0.885,0.29,21.3,85.69,0.4,0.73,21.8,81,-3.3,0.3,75.1,0,15,453,15,724,15
TV2,MC2,2023-07-04T10:30:00Z,0.911,85.72,0.23,21.4,0.897,0.26,21.1,85.71,0.4,0.96,21.6,353,-3.3,0.33,60.6,0,15,455,15,719,15
TV2,MC2,2023-07-05T00:15:00Z,0.998,85.57,0,18,0.986,0.03,18,85.56,0.5,5.5,18,89,-4,2.29,0,15,15,562,15,772,15
TV2,MC2,2023-07-05T00:30:00Z,0.997,85.56,0.01,18,0.984,0.03,18,85.55,0.7,5.32,18.1,86,-4,2.67,0,15,15,539,15,761,15
TV2,MC2,2023-07-05T00:45:00Z,0.997,85.54,0.01,18.1,0.984,0.03,18.1,85.53,0.6,6.4,18,87,-4.1,2.64,0,15,15,548,15,759,15
TV2,MC2,2023-07-05T01:00:00Z,1,85.52,0,18.1,0.986,0.03,18.1,85.5,0.5,6.41,18.1,85,-4.1,2.9,0,15,15,561,15,775,15
TV2,MC2,2023-07-05T01:15:00Z,1.001,85.49,0,18.2,0.988,0.02,18.1,85.48,0.4,4.87,18.1,82,-4.2,2.28,0,15,15,583,15,776,15
TV2,MC2,2023-07-05T01:30:00Z,1.001,85.48,0,18.2,0.988,0.03,18.2,85.47,0.4,4.82,18.2,84,-4.2,2.21,0,15,15,628,15,795,15
TV2,MC2,2023-07-05T08:45:00Z,0.972,85.55,0.06,18,0.946,0.11,18.1,85.54,0.7,5.6,18.2,77,-4,2.14,84.2,10,10,496,10,741,10
TV2,MC2,2023-07-05T09:00:00Z,0.957,85.56,0.09,18.1,0.934,0.14,18.1,85.55,0.8,5.73,18.1,88,-3.9,2.22,66.5,15,15,486,15,724,15
TV2,MC2,2023-07-05T09:15:00Z,0.965,85.57,0.07,18.1,0.939,0.13,18.3,85.55,0.7,4.4,18.2,81,-4,2.08,81.3,11,15,459,15,717,15
TV2,MC2,2023-07-05T09:30:00Z,0.964,85.57,0.08,18.1,0.943,0.12,18.2,85.56,0.7,4.6,18.3,72,-3.9,2.15,80.9,2,15,455,15,719,15
TV2,MC2,2023-07-05T09:45:00Z,0.952,85.57,0.1,18.6,0.93,0.15,18.7,85.56,0.7,5.04,18.7,84,-3.9,2.24,85.9,3,15,456,15,721,15
TV2,MC2,2023-07-05T10:00:00Z,0.947,85.56,0.12,18.9,0.924,0.17,19,85.55,0.8,6.13,18.9,88,-3.8,2.4,86.8,4,15,469,15,722,15
TV2,MC2,2023-07-06T00:15:00Z,1.001,85.57,0,18.2,0.983,0.04,18.2,85.57,0.5,0.98,18.1,84,-3.5,0.3,0,15,15,470,15,775,15
TV2,MC2,2023-07-06T00:30:00Z,1,85.57,0,18.2,0.984,0.03,18.2,85.56,0.6,0.63,18.2,90,-3.5,0.17,0,15,15,464,15,762,15
TV2,MC2,2023-07-06T00:45:00Z,1,85.55,0,18.2,0.986,0.03,18.1,85.54,0.6,0.53,18.2,65,-3.5,0.22,0,15,15,462,15,758,15
TV2,MC2,2023-07-06T01:00:00Z,0.999,85.53,0,18,0.986,0.03,17.9,85.53,0.6,0.62,18,65,-3.5,0.18,0,15,15,461,15,757,15
TV2,MC2,2023-07-06T01:15:00Z,0.999,85.52,0,17.9,0.988,0.03,17.7,85.51,0.6,0.25,17.9,305,-3.5,0.07,0,15,15,461,15,755,15
TV2,MC2,2023-07-06T01:30:00Z,1,85.51,0,17.7,0.987,0.03,17.6,85.5,0.6,0.39,17.8,29,-3.5,0.1,0,15,15,462,15,758,15
TV2,MC2,2023-07-06T01:45:00Z,1,85.5,0,17.6,0.987,0.03,17.6,85.5,0.6,1.23,17.9,93,-3.6,0.51,0,8,15,458,15,761,15
TV2,MC2,2023-07-06T02:00:00Z,1,85.49,0,17.6,0.983,0.03,17.5,85.48,0.7,0.72,17.6,249,-3.6,0.14,0,0,15,459,15,762,15
TV2,MC2,2023-07-06T02:15:00Z,0.999,85.48,0,17.4,0.979,0.04,17.4,85.47,0.6,1.28,17.4,71,-3.5,0.22,0,0,15,459,15,766,15
TV2,MC2,2023-07-06T08:45:00Z,0.825,85.6,0.41,20,0.795,0.49,20.3,85.59,0.3,1.68,19.8,37,-3.3,1.1,64.5,0,8,451,8,741,8
TV2,MC2,2023-07-06T09:00:00Z,0.851,85.6,0.34,19.6,0.82,0.42,20.1,85.58,0.3,2.17,19.9,41,-3.2,1.01,61.5,0,15,451,15,729,15
TV2,MC2,2023-07-06T09:15:00Z,0.806,85.6,0.46,20.1,0.768,0.58,21,85.58,0.3,1.69,20.7,73,-3.3,0.85,73.1,0,15,450,15,752,15
TV2,MC2,2023-07-06T09:30:00Z,0.796,85.58,0.52,21.3,0.758,0.63,21.8,85.57,0.3,1.08,21.8,102,-3.2,0.52,80,0,11,450,15,762,15
TV2,MC2,2023-07-06T09:45:00Z,0.766,85.57,0.65,22.9,0.761,0.65,22.4,85.56,0.3,1.21,22.5,121,-3.2,0.49,89.9,0,0,450,15,767,15
TV2,MC2,2023-07-06T10:00:00Z,0.809,85.57,0.55,23.4,0.819,0.49,22.3,85.56,0.2,1.12,22.4,235,-3.2,0.31,89.7,0,11,451,15,742,15
TV2,MC2,2023-07-06T10:15:00Z,0.846,85.57,0.41,22.4,0.86,0.36,21.3,85.56,0.3,1.15,21.8,268,-3.3,0.31,61.7,0,15,452,15,726,15
TV2,MC2,2023-07-07T00:15:00Z,0.998,85.56,0,17.7,0.957,0.09,18.1,85.56,0.6,0.65,17.8,252,-3.6,0.27,0,0,15,459,15,731,15
TV2,MC2,2023-07-07T00:30:00Z,0.998,85.54,0,17.7,0.959,0.08,18,85.53,0.5,0.54,17.7,257,-3.7,0.24,0,0,15,459,15,719,15
TV2,MC2,2023-07-07T00:45:00Z,0.998,85.52,0,17.7,0.962,0.08,17.9,85.51,0.5,0.69,17.7,252,-3.6,0.26,0,0,15,459,15,713,15
TV2,MC2,2023-07-07T01:00:00Z,0.999,85.49,0,17.7,0.963,0.08,17.9,85.48,0.5,0.92,17.7,244,-3.6,0.27,0,0,15,459,15,710,15
TV2,MC2,2023-07-07T01:15:00Z,0.998,85.47,0,17.5,0.961,0.08,17.7,85.46,0.6,0.83,17.6,252,-3.7,0.25,0,0,15,458,15,706,15
TV2,MC2,2023-07-07T08:15:00Z,0.984,85.51,0.03,18.5,0.964,0.08,18.7,85.5,0.6,6.05,18.5,84,-3.7,2.43,66.7,9,15,459,15,733,15
TV2,MC2,2023-07-07T08:30:00Z,0.986,85.5,0.03,18.7,0.965,0.08,18.9,85.49,0.5,4.03,18.9,85,-3.5,1.99,72.5,0,15,456,15,724,15
TV2,MC2,2023-07-07T08:45:00Z,0.972,85.51,0.06,18.9,0.953,0.1,19,85.5,0.5,4.22,18.9,79,-3.7,2.21,68.5,0,15,456,15,725,15
TV2,MC2,2023-07-07T09:45:00Z,0.962,85.52,0.08,19.2,0.937,0.14,19.4,85.5,0.5,4.05,19.1,85,-3.6,2.5,86.1,0,11,456,11,724,11
TV2,MC2,2023-07-07T10:00:00Z,0.976,85.51,0.05,19.1,0.95,0.11,19.3,85.5,0.5,4.52,19.1,88,-3.6,2.37,106.8,0,15,456,15,729,15
TV2,MC2,2023-07-07T10:15:00Z,0.977,85.51,0.05,19.2,0.949,0.12,19.6,85.5,0.5,3.82,19.4,87,-3.6,2.24,120.8,0,15,455,15,727,15
TV2,MC2,2023-07-07T10:30:00Z,0.952,85.5,0.11,19.6,0.922,0.18,20,85.49,0.6,4.02,19.8,81,-3.5,2.28,140.1,0,15,454,15,731,15
TV2,MC2,2023-07-07T10:45:00Z,0.915,85.5,0.2,20.4,0.884,0.29,20.9,85.49,0.5,4.29,20.6,81,-3.5,2.2,154,0,15,453,15,740,15
TV2,MC2,2023-07-07T11:00:00Z,0.899,85.49,0.25,20.9,0.868,0.34,21.4,85.48,0.4,4.29,21,84,-3.4,1.98,145.9,0,15,453,15,740,15
TV2,MC2,2023-07-07T11:15:00Z,0.887,85.49,0.28,21,0.855,0.37,21.5,85.48,0.4,4.6,21.1,78,-3.4,2.08,154.2,0,15,452,15,737,15
TV2,MC2,2023-07-07T11:30:00Z,0.867,85.48,0.34,21.4,0.834,0.43,21.7,85.47,0.3,2.23,21.6,93,-3.4,1.07,201.2,0,15,451,15,742,15
TV2,MC2,2023-07-07T11:45:00Z,0.852,85.47,0.38,21.7,0.832,0.43,21.7,85.46,0.3,2.7,21.7,93,-3.3,1.16,179.4,0,15,451,15,746,15
TV2,MC2,2023-07-07T12:00:00Z,0.867,85.47,0.34,21.6,0.838,0.43,22,85.46,0.3,2.87,21.6,75,-3.3,1.29,163.7,0,15,452,15,737,15
TV2,MC2,2023-07-07T12:15:00Z,0.879,85.47,0.31,21.3,0.849,0.39,21.7,85.46,0.3,3.35,21.4,91,-3.4,1.26,171.2,0,15,452,15,739,15
TV2,MC2,2023-07-07T12:30:00Z,0.897,85.46,0.26,21.1,0.866,0.34,21.4,85.45,0.4,3.58,21.1,99,-3.3,1.66,134.6,0,15,453,15,730,15
TV2,MC2,2023-07-07T12:45:00Z,0.907,85.46,0.23,20.9,0.878,0.31,21.2,85.44,0.4,3.25,21,95,-3.3,1.4,153.4,0,15,452,15,739,15
TV2,MC2,2023-07-07T13:00:00Z,0.897,85.44,0.26,21.1,0.866,0.34,21.5,85.43,0.4,3.98,21.3,102,-3.3,1.35,244.4,0,15,452,15,741,15
TV2,MC2,2023-07-07T13:15:00Z,0.9,85.44,0.25,21.3,0.866,0.35,21.7,85.43,0.4,3.05,21.5,69,-3.3,1.04,127.1,0,15,452,15,735,15
TV2,MC2,2023-07-07T13:30:00Z,0.895,85.42,0.27,21.4,0.868,0.34,21.6,85.41,0.4,2.63,21.5,98,-3.3,0.77,102.9,0,15,453,15,730,15
TV2,MC2,2023-07-07T13:45:00Z,0.897,85.41,0.26,21.1,0.87,0.33,21.4,85.4,0.3,3.34,21.3,69,-3.3,1.05,115,0,15,453,15,725,15
TV2,MC2,2023-07-07T14:00:00Z,0.905,85.41,0.23,20.7,0.873,0.32,21.2,85.4,0.4,3.62,20.8,35,-3.3,1.91,126.9,0,15,453,15,724,15
TV2,MC2,2023-07-07T14:15:00Z,0.902,85.39,0.24,20.8,0.869,0.33,21.3,85.38,0.4,3.86,21.3,35,-3.3,1.45,158.9,0,15,451,15,770,15
TV2,MC2,2023-07-07T14:30:00Z,0.878,85.37,0.32,21.8,0.849,0.4,22,85.36,0.4,1.32,21.8,106,-3.3,0.59,114.3,0,15,452,15,733,15
TV2,MC2,2023-07-07T14:45:00Z,0.875,85.36,0.32,21.4,0.854,0.37,21.5,85.35,0.4,2.78,21.3,94,-3.3,1.23,100.9,0,15,452,15,729,15
TV2,MC2,2023-07-08T00:15:00Z,0.993,85.48,0.01,17.5,0.966,0.07,17.9,85.47,0.5,0.62,17.6,257,-3.3,0.15,0,0,15,457,15,711,15
TV2,MC2,2023-07-08T08:15:00Z,0.921,85.58,0.17,19.1,0.892,0.24,19.4,85.57,0.4,2.22,19.2,79,-3.3,1.21,61.7,0,11,454,11,731,11
TV2,MC2,2023-07-08T08:30:00Z,0.943,85.6,0.13,19,0.908,0.21,19.4,85.58,0.5,3.92,19,46,-3.3,1.57,62.8,0,15,454,15,719,15
TV2,MC2,2023-07-08T09:15:00Z,0.944,85.62,0.12,19,0.916,0.19,19.3,85.6,0.5,3.62,19.1,83,-3.2,1.69,91.9,0,15,454,15,725,15
TV2,MC2,2023-07-08T09:30:00Z,0.942,85.6,0.13,19.2,0.913,0.2,19.6,85.59,0.4,3.91,19.3,85,-3.3,1.53,102.4,0,15,454,15,722,15
TV2,MC2,2023-07-09T00:15:00Z,1,85.45,0,18.2,0.983,0.03,18.2,85.44,0.5,2.54,18.1,116,-3.2,0.59,0,15,15,601,15,797,15
TV2,MC2,2023-07-09T00:30:00Z,1,85.43,0,18.1,0.984,0.03,18.2,85.43,0.5,1.67,18.2,122,-3.2,0.46,0,15,15,613,15,786,15
TV2,MC2,2023-07-09T00:45:00Z,1,85.43,0,18.2,0.983,0.04,18.3,85.43,0.5,2.08,18.2,124,-3.2,0.49,0,15,15,593,15,769,15
TV2,MC2,2023-07-09T01:00:00Z,1,85.43,0,18.2,0.982,0.04,18.3,85.43,0.5,2.39,18.3,93,-3.3,0.68,0,15,15,605,15,787,15
TV2,MC2,2023-07-09T01:15:00Z,1,85.44,0,18.2,0.982,0.04,18.2,85.43,0.6,1.57,18.2,82,-3.3,0.69,0,15,15,598,15,781,15
TV2,MC2,2023-07-09T01:30:00Z,1,85.42,0,18.2,0.982,0.04,18.2,85.42,0.6,2.09,18.2,97,-3.3,0.78,0,15,15,598,15,790,15
TV2,MC2,2023-07-09T01:45:00Z,1,85.4,0,18.1,0.984,0.03,18.1,85.39,0.5,2.34,18.1,59,-3.3,0.64,0,15,15,617,15,794,15
TV2,MC2,2023-07-09T08:15:00Z,0.882,85.55,0.28,20.2,0.881,0.27,19.8,85.54,0.4,1.71,19.5,90,-3.2,1.28,60.6,0,2,453,2,782,2
TV2,MC2,2023-07-09T08:30:00Z,0.901,85.55,0.23,19.7,0.888,0.25,19.6,85.55,0.4,2.96,19.6,82,-3.1,1.22,76.2,0,15,454,15,738,15
TV2,MC2,2023-07-09T08:45:00Z,0.91,85.56,0.2,19.6,0.888,0.26,19.6,85.55,0.4,2.97,19.8,102,-3.1,1.18,111.3,0,15,453,15,737,15
TV2,MC2,2023-07-09T09:00:00Z,0.901,85.57,0.23,19.7,0.885,0.26,19.6,85.55,0.4,2.89,19.9,94,-3.1,1.12,71.6,0,15,453,15,735,15
TV2,MC2,2023-07-09T09:15:00Z,0.89,85.55,0.26,20.1,0.868,0.31,20.1,85.54,0.4,3.17,20.3,92,-3.1,1.55,63.9,0,15,453,15,765,15
TV2,MC2,2023-07-09T09:30:00Z,0.884,85.55,0.28,20.3,0.858,0.34,20.5,85.54,0.4,4.75,20.5,94,-3.1,1.63,59,0,15,452,15,743,15
TV2,MC2,2023-07-10T00:15:00Z,0.999,85.48,0,17.9,0.985,0.03,18,85.47,0.7,2.83,18,97,-3.9,1.02,0,15,15,540,15,766,15
TV2,MC2,2023-07-10T00:30:00Z,1,85.47,0,17.9,0.985,0.03,17.9,85.47,0.7,3.68,17.9,85,-3.8,1.39,0,15,15,536,15,749,15
TV2,MC2,2023-07-10T00:45:00Z,1,85.46,0,17.8,0.986,0.03,17.9,85.46,0.7,2.24,17.9,90,-3.8,1.3,0,15,15,532,15,740,15
TV2,MC2,2023-07-10T01:00:00Z,1,85.44,0,17.8,0.986,0.03,17.8,85.44,0.6,3.09,17.8,87,-3.8,1.12,0,15,15,527,15,734,15
TV2,MC2,2023-07-10T01:15:00Z,1,85.41,0,17.7,0.985,0.03,17.8,85.41,0.7,3.08,17.8,101,-3.8,1.11,0,15,15,514,15,730,15
TV2,MC2,2023-07-10T01:30:00Z,1,85.39,0,17.7,0.982,0.04,17.8,85.38,0.7,4.59,17.8,92,-3.8,1.59,0,15,15,496,15,728,15
TV2,MC2,2023-07-10T01:45:00Z,1,85.38,0,17.7,0.981,0.04,17.8,85.38,0.7,3.19,17.8,100,-3.8,1.39,0,15,15,469,15,724,15
TV2,MC2,2023-07-10T02:00:00Z,1,85.38,0,17.7,0.972,0.06,17.8,85.37,0.7,2.92,17.8,95,-3.7,1.35,0,13,15,459,15,720,15
TV2,MC2,2023-07-10T02:15:00Z,0.995,85.33,0.01,17.6,0.965,0.07,17.8,85.33,0.7,3.84,17.8,106,-3.7,1.29,0,0,15,459,15,716,15
TV2,MC2,2023-07-10T02:30:00Z,0.992,85.32,0.02,17.6,0.959,0.08,17.8,85.31,0.7,4.62,17.8,107,-3.8,1.35,0,0,15,459,15,715,15
TV2,MC2,2023-07-10T02:45:00Z,0.988,85.32,0.02,17.7,0.958,0.08,17.8,85.31,0.7,2.86,17.7,96,-3.8,1.33,0,0,15,458,15,713,15
TV2,MC2,2023-07-10T08:30:00Z,0.968,85.55,0.07,18.8,0.947,0.11,18.9,85.54,0.6,5.6,18.8,81,-3.7,2.67,52.9,0,7,456,7,741,7
TV2,MC2,2023-07-10T08:45:00Z,0.96,85.56,0.09,19,0.942,0.13,19,85.54,0.7,6.36,19,81,-3.6,3.01,57.5,0,15,457,15,727,15
TV2,MC2,2023-07-10T09:00:00Z,0.97,85.56,0.07,18.9,0.949,0.11,19,85.55,0.7,7.02,18.9,86,-3.5,2.55,64.3,7,15,456,15,730,15
TV2,MC2,2023-07-10T09:15:00Z,0.964,85.55,0.08,19.2,0.943,0.13,19.2,85.54,0.7,6.56,19.2,85,-3.6,2.68,85.7,0,15,457,15,728,15
TV2,MC2,2023-07-10T09:30:00Z,0.966,85.56,0.07,19.1,0.944,0.12,19.2,85.55,0.7,6.8,19.2,86,-3.7,3.1,81.1,0,15,460,15,729,15
TV2,MC2,2023-07-10T09:45:00Z,0.956,85.56,0.1,19.3,0.933,0.15,19.4,85.54,0.6,8.08,19.4,85,-3.6,3.15,102.9,0,15,457,15,729,15
TV2,MC2,2023-07-10T10:00:00Z,0.956,85.55,0.1,19.4,0.932,0.15,19.6,85.53,0.6,8.24,19.5,85,-3.6,3.08,117.4,0,15,455,15,731,15
TV2,MC2,2023-07-10T10:15:00Z,0.959,85.55,0.09,19.4,0.934,0.15,19.5,85.53,0.5,8.7,19.4,88,-3.5,3.51,116.6,0,15,456,15,728,15
TV2,MC2,2023-07-10T10:30:00Z,0.961,85.54,0.09,19.5,0.934,0.15,19.8,85.52,0.6,6.71,19.6,86,-3.6,2.94,111,0,15,456,15,725,15
TV2,MC2,2023-07-10T10:45:00Z,0.957,85.54,0.1,19.5,0.932,0.15,19.6,85.53,0.6,5.84,19.5,89,-3.5,2.79,91.6,3,15,457,15,723,15
TV2,MC2,2023-07-11T00:15:00Z,0.969,85.34,0.06,18.3,0.95,0.1,18.3,85.33,0.8,9.1,18.3,85,-3.2,3.05,0,0,15,456,15,737,15
TV2,MC2,2023-07-11T00:30:00Z,0.962,85.33,0.08,18.3,0.94,0.13,18.3,85.32,0.5,6.13,18.4,93,-3.3,2.81,0,0,15,456,15,726,15
TV2,MC2,2023-07-11T00:45:00Z,0.957,85.34,0.09,18.3,0.936,0.13,18.3,85.32,0.7,8.87,18.4,91,-3.4,2.77,0,0,15,456,15,722,15
TV2,MC2,2023-07-11T01:00:00Z,0.954,85.32,0.1,18.3,0.936,0.13,18.3,85.31,0.7,5.31,18.3,84,-3.3,2.57,0,0,15,456,15,719,15
TV2,MC2,2023-07-11T01:15:00Z,0.956,85.33,0.09,18.3,0.937,0.13,18.3,85.32,0.7,6.37,18.3,103,-3.1,2.51,0,0,15,456,15,718,15
TV2,MC2,2023-07-11T01:30:00Z,0.96,85.32,0.08,18.2,0.941,0.12,18.2,85.3,0.5,6.09,18.3,92,-3.2,2.32,0,0,15,456,15,716,15
TV2,MC2,2023-07-11T01:45:00Z,0.954,85.3,0.1,18.2,0.932,0.14,18.2,85.28,0.6,7.64,18.2,88,-3.4,2.55,0,0,15,456,15,714,15
TV2,MC2,2023-07-11T02:00:00Z,0.956,85.27,0.09,18.2,0.938,0.13,18.2,85.26,0.6,5.82,18.2,81,-3.3,2.46,0,0,15,456,15,713,15
TV2,MC2,2023-07-11T02:15:00Z,0.959,85.27,0.09,18.1,0.942,0.12,18.1,85.26,0.6,5.32,18.2,82,-3.3,2.49,0,0,15,456,15,712,15
TV2,MC2,2023-07-11T02:30:00Z,0.961,85.27,0.08,18.1,0.944,0.12,18.1,85.25,0.5,7.8,18.2,82,-3.2,3.12,0,0,15,456,15,711,15
TV2,MC2,2023-07-11T08:30:00Z,0.985,85.56,0.03,18.3,0.969,0.06,18.3,85.53,0.2,6.6,18.4,108,-3.4,3.7,39.7,0,3,457,3,748,3
TV2,MC2,2023-07-11T08:45:00Z,0.978,85.55,0.05,18.4,0.958,0.09,18.5,85.53,0.7,8.49,18.5,81,-3.8,4.09,72,0,15,456,15,726,15
TV2,MC2,2023-07-11T09:00:00Z,0.967,85.54,0.07,18.5,0.948,0.11,18.6,85.52,0.7,11.4,18.6,85,-3.5,4.13,76.7,0,15,456,15,727,15
TV2,MC2,2023-07-11T09:15:00Z,0.963,85.51,0.08,18.8,0.942,0.13,18.8,85.49,0.6,7.63,18.8,86,-3.5,3.64,73.4,0,15,456,15,728,15
TV2,MC2,2023-07-11T09:30:00Z,0.962,85.49,0.08,18.8,0.939,0.13,18.9,85.48,0.6,8.3,18.9,83,-3.3,3.65,96.9,0,15,455,15,728,15
TV2,MC2,2023-07-11T09:45:00Z,0.957,85.51,0.09,18.9,0.936,0.14,19,85.49,0.7,8.72,18.9,88,-3.4,3.12,86.4,0,15,455,15,726,15
TV2,MC2,2023-07-11T10:00:00Z,0.955,85.5,0.1,19,0.932,0.15,19.1,85.48,0.7,8.03,19.1,84,-3.6,3.21,101.3,0,15,455,15,729,15
TV2,MC2,2023-07-11T10:15:00Z,0.931,85.48,0.16,19.4,0.903,0.22,19.6,85.46,0.5,8.34,19.4,81,-3.5,3.77,116.8,0,15,455,15,727,15
TV2,MC2,2023-07-11T10:30:00Z,0.925,85.47,0.17,19.7,0.897,0.24,19.9,85.46,0.6,8.17,19.8,81,-3.3,3.08,107.3,0,15,454,15,729,15
TV2,MC2,2023-07-12T00:15:00Z,0.992,85.32,0.02,17.9,0.975,0.05,17.9,85.31,0.6,5.85,17.9,92,-3.3,2.74,0,15,15,506,15,742,15
TV2,MC2,2023-07-12T00:30:00Z,0.986,85.31,0.03,17.9,0.967,0.07,17.9,85.29,0.6,6.81,18,98,-3.3,2.58,0,15,15,485,15,731,15
TV2,MC2,2023-07-12T00:45:00Z,0.982,85.28,0.04,17.9,0.962,0.08,17.9,85.27,0.5,7.05,18,111,-3,2.61,0,15,15,461,15,726,15
TV2,MC2,2023-07-12T01:00:00Z,0.97,85.28,0.06,18,0.949,0.11,18,85.27,0.8,6.23,18,105,-3.4,2.67,0,1,15,458,15,724,15
TV2,MC2,2023-07-12T01:15:00Z,0.967,85.28,0.07,18,0.945,0.11,18,85.26,0.5,4.94,18.1,109,-3.3,2.37,0,0,15,457,15,722,15
TV2,MC2,2023-07-12T01:30:00Z,0.969,85.27,0.06,18,0.951,0.1,18,85.26,0.6,5.59,18,106,-3,2.5,0,0,15,457,15,720,15
TV2,MC2,2023-07-12T01:45:00Z,0.968,85.27,0.07,17.9,0.949,0.11,18,85.26,0.6,7.12,18,94,-3.3,2.12,0,0,15,457,15,719,15
TV2,MC2,2023-07-12T02:00:00Z,0.969,85.27,0.06,17.9,0.952,0.1,17.9,85.26,0.7,5.53,17.9,95,-3.2,2.4,0,0,15,457,15,717,15
TV2,MC2,2023-07-12T02:15:00Z,0.971,85.26,0.06,17.9,0.954,0.09,17.8,85.25,0.6,8.64,17.9,97,-3.1,2.54,0,0,15,457,15,715,15
TV2,MC2,2023-07-12T02:30:00Z,0.973,85.23,0.05,17.8,0.956,0.09,17.7,85.23,0.6,4.79,17.8,95,-3.3,2.13,0,0,15,457,15,714,15
TV2,MC2,2023-07-12T02:45:00Z,0.977,85.24,0.05,17.7,0.96,0.08,17.7,85.22,0.6,6.12,17.8,91,-3.2,2.56,0,0,15,457,15,714,15
TV2,MC2,2023-07-12T03:00:00Z,0.976,85.23,0.05,17.8,0.959,0.08,17.7,85.21,0.7,6.4,17.8,88,-3.2,2.75,0,0,15,457,15,713,15
TV2,MC2,2023-07-12T08:15:00Z,0.906,85.46,0.21,19.4,0.884,0.26,19.4,85.45,0.4,4.39,19.4,98,-3,1.75,70.1,0,14,453,14,733,14
TV2,MC2,2023-07-12T08:30:00Z,0.895,85.48,0.24,19.7,0.872,0.29,19.7,85.46,0.4,3.54,19.8,101,-3,1.46,93.6,0,15,453,15,734,15
TV2,MC2,2023-07-12T08:45:00Z,0.888,85.49,0.26,19.9,0.867,0.31,20,85.48,0.5,5.82,20.1,86,-3,1.94,137.3,0,15,452,15,737,15
TV2,MC2,2023-07-12T09:00:00Z,0.889,85.49,0.26,20.1,0.864,0.32,20.2,85.48,0.4,7.54,20.3,91,-3.1,2.15,113.7,0,15,453,15,737,15
