Tree,MC,Timestamp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port5_Temp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port1_Solar,Port3_LW_minutes,Port3_LW_minutes_H,Port3_LWS_Count,Port4_Solar,Port6_LWS_Count,Port6_LW_minutes_H,Port6_LW_minutes
ET4,MC3,2023-08-11T20:45:00Z,87.98,0,19.5,1,19.5,0.999,0,87.97,0,15,15,621,0,592,15,15
ET4,MC3,2023-08-11T21:00:00Z,87.98,0,19.4,0.999,19.4,0.999,0,87.97,0,15,15,602,0,570,15,15
ET4,MC3,2023-08-11T21:15:00Z,87.98,0,19.4,1.001,19.4,0.989,0.02,87.97,0,15,15,574,0,535,15,15
ET4,MC3,2023-08-11T21:30:00Z,87.97,0,19.3,0.999,19.4,0.977,0.05,87.96,0,15,15,562,0,528,15,15
ET4,MC3,2023-08-11T21:45:00Z,87.97,0,19.3,0.999,19.3,0.972,0.06,87.96,0,15,15,541,0,526,15,15
ET4,MC3,2023-08-11T22:00:00Z,87.99,0.03,19.4,0.988,19.4,0.96,0.09,87.98,0,15,15,499,0,518,15,15
ET4,MC3,2023-08-11T22:15:00Z,88,0.04,19.4,0.984,19.4,0.954,0.1,87.99,0,15,15,464,0,515,15,15
ET4,MC3,2023-08-11T22:30:00Z,87.99,0.05,19.4,0.977,19.4,0.946,0.12,87.98,0,15,3,458,0,506,15,15
ET4,MC3,2023-08-11T22:45:00Z,87.99,0.07,19.4,0.967,19.5,0.937,0.14,87.98,0,15,0,457,0,499,15,15
ET4,MC3,2023-08-11T23:00:00Z,87.99,0.09,19.4,0.962,19.4,0.931,0.16,87.98,0,15,0,458,0,484,15,15
ET4,MC3,2023-08-11T23:15:00Z,87.97,0.09,19.3,0.962,19.3,0.931,0.16,87.95,0,15,0,457,0,469,15,15
ET4,MC3,2023-08-11T23:30:00Z,87.95,0.12,19.4,0.946,19.5,0.916,0.19,87.94,0,15,0,456,0,457,7,15
ET4,MC3,2023-08-11T23:45:00Z,87.93,0.15,19.6,0.936,19.6,0.904,0.22,87.92,0,15,0,456,0,457,0,15
ET4,MC3,2023-08-12T00:00:00Z,87.91,0.16,19.6,0.929,19.6,0.897,0.23,87.9,0,15,0,456,0,457,0,15
ET4,MC3,2023-08-12T00:15:00Z,87.89,0.16,19.5,0.928,19.5,0.895,0.24,87.88,0,15,0,456,0,457,0,15
ET4,MC3,2023-08-12T00:30:00Z,87.87,0.21,19.6,0.91,19.7,0.877,0.28,87.86,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T00:45:00Z,87.85,0.21,19.6,0.906,19.7,0.872,0.29,87.84,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T01:00:00Z,87.83,0.22,19.6,0.903,19.6,0.87,0.3,87.81,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T01:15:00Z,87.81,0.23,19.6,0.899,19.6,0.866,0.31,87.8,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T01:30:00Z,87.79,0.24,19.6,0.893,19.6,0.859,0.32,87.78,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T01:45:00Z,87.78,0.28,19.6,0.877,19.6,0.844,0.36,87.77,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T02:00:00Z,87.79,0.21,19.2,0.906,19.3,0.87,0.29,87.78,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T02:15:00Z,87.81,0.16,19,0.928,19,0.894,0.23,87.8,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T02:30:00Z,87.82,0.12,18.8,0.946,18.8,0.913,0.19,87.81,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T02:45:00Z,87.81,0.13,18.8,0.941,18.8,0.907,0.2,87.8,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T03:00:00Z,87.8,0.17,19,0.923,19,0.892,0.24,87.79,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T03:15:00Z,87.79,0.22,19.2,0.903,19.2,0.87,0.29,87.78,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T03:30:00Z,87.79,0.21,19.2,0.905,19.2,0.871,0.29,87.78,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T03:45:00Z,87.79,0.18,19,0.917,19.1,0.883,0.26,87.78,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T04:00:00Z,87.78,0.18,19,0.92,19,0.887,0.25,87.77,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T04:15:00Z,87.77,0.16,19,0.925,19,0.891,0.24,87.76,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T04:30:00Z,87.76,0.14,18.8,0.934,18.9,0.9,0.22,87.75,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T04:45:00Z,87.77,0.15,18.9,0.93,19,0.896,0.23,87.76,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T05:00:00Z,87.77,0.14,18.8,0.935,18.8,0.901,0.22,87.76,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T05:15:00Z,87.78,0.13,18.7,0.938,18.8,0.905,0.21,87.77,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T05:30:00Z,87.78,0.15,18.8,0.932,18.9,0.9,0.22,87.77,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T05:45:00Z,87.8,0.13,18.7,0.941,18.8,0.908,0.2,87.79,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T06:00:00Z,87.82,0.12,18.8,0.944,18.8,0.91,0.19,87.81,7.7,15,0,455,3.3,456,0,15
ET4,MC3,2023-08-12T06:15:00Z,87.85,0.11,18.8,0.948,18.8,0.916,0.18,87.83,11.7,15,0,456,7.1,456,0,15
ET4,MC3,2023-08-12T06:30:00Z,87.87,0.09,18.8,0.957,18.8,0.923,0.17,87.86,12.5,15,0,456,6.8,456,0,15
ET4,MC3,2023-08-12T06:45:00Z,87.87,0.09,18.9,0.959,18.8,0.927,0.16,87.86,16.3,15,0,456,9,456,0,15
ET4,MC3,2023-08-12T07:00:00Z,87.88,0.1,19,0.956,19,0.925,0.16,87.87,26.4,15,0,455,15.9,456,0,15
ET4,MC3,2023-08-12T07:15:00Z,87.9,0.1,19.2,0.955,19.1,0.923,0.17,87.89,30.2,15,0,455,17.9,456,0,15
ET4,MC3,2023-08-12T07:30:00Z,87.9,0.11,19.4,0.95,19.4,0.916,0.19,87.89,35.9,15,0,455,21.1,456,0,15
ET4,MC3,2023-08-12T07:45:00Z,87.91,0.11,19.4,0.952,19.4,0.92,0.18,87.9,38.5,15,0,455,23.6,456,0,15
ET4,MC3,2023-08-12T08:00:00Z,87.91,0.12,19.7,0.946,19.7,0.915,0.19,87.9,58.2,15,0,454,45,455,0,15
ET4,MC3,2023-08-12T08:15:00Z,87.92,0.15,19.9,0.936,20,0.903,0.23,87.91,68.8,15,0,454,61.7,455,0,15
ET4,MC3,2023-08-12T08:30:00Z,87.92,0.15,20,0.938,20,0.905,0.22,87.91,78,15,0,454,82.2,455,0,15
ET4,MC3,2023-08-12T08:45:00Z,87.91,0.18,20.3,0.926,20.4,0.893,0.26,87.9,97.4,15,0,453,119.9,454,0,15
ET4,MC3,2023-08-12T09:00:00Z,87.92,0.19,20.4,0.92,20.5,0.888,0.27,87.91,157.7,15,0,453,162.6,454,0,15
ET4,MC3,2023-08-12T09:15:00Z,87.9,0.21,20.9,0.916,20.9,0.883,0.29,87.89,112.1,15,0,453,69.6,454,0,15
ET4,MC3,2023-08-12T09:30:00Z,87.88,0.2,20.7,0.916,20.7,0.883,0.29,87.87,114.4,15,0,453,64.8,454,0,15
ET4,MC3,2023-08-12T09:45:00Z,87.87,0.25,21,0.898,21,0.866,0.33,87.86,132.9,15,0,453,93.4,454,0,15
ET4,MC3,2023-08-12T10:00:00Z,87.86,0.27,21.3,0.894,21.3,0.864,0.34,87.85,132,15,0,452,69.6,454,0,15
ET4,MC3,2023-08-12T10:15:00Z,87.85,0.33,21.9,0.874,21.9,0.843,0.41,87.84,123.4,15,0,452,65.7,453,0,15
ET4,MC3,2023-08-12T10:30:00Z,87.84,0.35,22.2,0.87,22.1,0.841,0.42,87.83,153.6,15,0,452,59.5,453,0,15
ET4,MC3,2023-08-12T10:45:00Z,87.82,0.37,22.5,0.863,22.5,0.835,0.45,87.81,248.7,15,0,451,59,453,0,15
ET4,MC3,2023-08-12T11:00:00Z,87.83,0.38,22.4,0.861,22.3,0.832,0.45,87.83,205.6,15,0,451,71.2,454,0,15
ET4,MC3,2023-08-12T11:15:00Z,87.85,0.33,22.1,0.875,22.1,0.844,0.41,87.84,143.2,15,0,452,57.1,454,0,15
ET4,MC3,2023-08-12T11:30:00Z,87.86,0.31,22.1,0.883,22,0.853,0.39,87.84,93.4,15,0,453,44.1,454,0,15
ET4,MC3,2023-08-12T11:45:00Z,87.86,0.27,21.7,0.897,21.6,0.866,0.35,87.85,73.8,15,0,453,34.2,454,0,15
ET4,MC3,2023-08-12T12:00:00Z,87.86,0.2,21,0.92,21,0.887,0.28,87.85,71.8,15,0,454,36.6,455,0,15
ET4,MC3,2023-08-12T12:15:00Z,87.85,0.24,21.5,0.907,21.5,0.876,0.32,87.84,101.4,15,0,453,49.6,454,0,15
ET4,MC3,2023-08-12T12:30:00Z,87.85,0.26,21.6,0.898,21.6,0.867,0.34,87.84,93.2,15,0,453,45.2,454,0,15
ET4,MC3,2023-08-12T12:45:00Z,87.82,0.27,22.2,0.898,22.2,0.866,0.36,87.82,102.5,15,0,452,47.8,453,0,15
ET4,MC3,2023-08-12T13:00:00Z,87.8,0.35,22.3,0.87,22.3,0.84,0.43,87.79,73.8,15,0,452,35.7,454,0,15
ET4,MC3,2023-08-12T13:15:00Z,87.79,0.32,22.1,0.88,22.1,0.849,0.4,87.78,116.5,15,0,452,37.4,454,0,15
ET4,MC3,2023-08-12T13:30:00Z,87.77,0.37,22.4,0.863,22.4,0.834,0.45,87.76,302.7,15,0,452,37,454,0,15
ET4,MC3,2023-08-12T13:45:00Z,87.74,0.36,22.6,0.868,22.5,0.838,0.44,87.73,363.1,15,0,452,42.7,453,0,15
ET4,MC3,2023-08-12T14:00:00Z,87.72,0.46,23.1,0.837,23,0.809,0.53,87.71,298.1,15,0,451,43.4,453,0,15
ET4,MC3,2023-08-12T14:15:00Z,87.69,0.43,22.9,0.848,22.8,0.818,0.51,87.69,83.7,15,0,452,35.5,453,0,15
ET4,MC3,2023-08-12T14:30:00Z,87.69,0.35,22.6,0.872,22.6,0.839,0.44,87.68,72.3,15,0,453,27.1,454,0,15
ET4,MC3,2023-08-12T14:45:00Z,87.69,0.3,22.4,0.888,22.4,0.855,0.39,87.68,80.4,15,0,453,31.7,454,0,15
ET4,MC3,2023-08-12T15:00:00Z,87.7,0.24,22.2,0.911,22.1,0.878,0.32,87.68,168.6,15,0,453,32,454,0,15
ET4,MC3,2023-08-12T15:15:00Z,87.68,0.24,22.2,0.908,22.2,0.877,0.33,87.67,107.1,15,0,453,29.8,454,0,15
ET4,MC3,2023-08-12T15:30:00Z,87.69,0.23,22.1,0.912,22.1,0.881,0.32,87.68,55.7,15,0,454,17.8,455,0,15
ET4,MC3,2023-08-12T15:45:00Z,87.7,0.16,21.5,0.936,21.5,0.903,0.25,87.69,24,15,0,454,11.5,455,0,15
ET4,MC3,2023-08-12T16:00:00Z,87.68,0.17,21.3,0.931,21.3,0.897,0.26,87.67,51.3,15,0,454,20.5,455,0,15
ET4,MC3,2023-08-12T16:15:00Z,87.68,0.15,21.2,0.939,21.2,0.906,0.24,87.67,21.8,15,0,455,11.7,455,0,15
ET4,MC3,2023-08-12T16:30:00Z,87.71,0.08,20.8,0.968,20.9,0.937,0.15,87.69,13.9,15,6,461,7.5,457,0,15
ET4,MC3,2023-08-12T16:45:00Z,87.73,0.05,20.6,0.979,20.7,0.948,0.13,87.72,7.7,15,0,457,1.8,456,0,15
ET4,MC3,2023-08-12T17:00:00Z,87.75,0.04,20.6,0.985,20.6,0.954,0.11,87.74,4.8,15,0,457,0,457,0,15
ET4,MC3,2023-08-12T17:15:00Z,87.77,0.04,20.5,0.985,20.5,0.956,0.1,87.76,4.4,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T17:30:00Z,87.77,0.06,20.4,0.974,20.4,0.942,0.14,87.76,4.8,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T17:45:00Z,87.77,0.1,20.3,0.959,20.4,0.928,0.17,87.76,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T18:00:00Z,87.78,0.1,20.3,0.956,20.3,0.926,0.18,87.77,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T18:15:00Z,87.82,0.09,20.3,0.961,20.3,0.928,0.17,87.8,0,15,0,457,0,456,0,15
ET4,MC3,2023-08-12T18:30:00Z,87.84,0.08,20.2,0.967,20.2,0.937,0.15,87.83,0,15,0,457,0,457,0,15
ET4,MC3,2023-08-12T18:45:00Z,87.86,0.07,20,0.972,20.1,0.942,0.14,87.85,0,15,0,458,0,457,0,15
ET4,MC3,2023-08-12T19:00:00Z,87.88,0.06,19.8,0.972,19.8,0.942,0.13,87.87,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T19:15:00Z,87.89,0.09,19.6,0.959,19.7,0.927,0.17,87.88,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T19:30:00Z,87.9,0.1,19.7,0.956,19.8,0.925,0.17,87.89,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T19:45:00Z,87.9,0.09,19.7,0.96,19.8,0.929,0.16,87.89,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T20:00:00Z,87.9,0.1,19.6,0.957,19.6,0.926,0.17,87.89,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T20:15:00Z,87.91,0.11,19.5,0.951,19.6,0.919,0.18,87.9,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T20:30:00Z,87.92,0.11,19.4,0.951,19.4,0.918,0.18,87.9,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T20:45:00Z,87.9,0.18,19.7,0.922,19.7,0.891,0.25,87.89,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T21:00:00Z,87.9,0.22,19.9,0.903,19.9,0.87,0.3,87.89,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T21:15:00Z,87.91,0.25,20,0.894,20,0.862,0.32,87.9,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T21:30:00Z,87.91,0.22,19.8,0.906,19.8,0.873,0.29,87.9,0,15,0,454,0,455,0,15
ET4,MC3,2023-08-12T21:45:00Z,87.92,0.19,19.6,0.919,19.6,0.887,0.26,87.9,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T22:00:00Z,87.96,0.16,19.6,0.928,19.6,0.894,0.24,87.94,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T22:15:00Z,87.96,0.16,19.7,0.93,19.8,0.895,0.24,87.95,0,15,0,455,0,455,0,15
ET4,MC3,2023-08-12T22:30:00Z,87.97,0.16,19.7,0.929,19.8,0.894,0.24,87.96,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T22:45:00Z,87.97,0.13,19.5,0.942,19.5,0.911,0.2,87.96,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T23:00:00Z,87.97,0.13,19.6,0.943,19.5,0.913,0.2,87.96,0,15,0,455,0,456,0,15
ET4,MC3,2023-08-12T23:15:00Z,87.98,0.13,19.5,0.944,19.4,0.915,0.19,87.96,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T23:30:00Z,87.98,0.09,19.1,0.96,19.1,0.928,0.16,87.97,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-12T23:45:00Z,87.96,0.07,19.1,0.966,19.1,0.935,0.14,87.95,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-13T00:00:00Z,87.94,0.07,19.2,0.969,19.1,0.941,0.13,87.93,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-13T00:15:00Z,87.92,0.06,19.2,0.972,19.2,0.944,0.12,87.91,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-13T00:30:00Z,87.89,0.06,19.2,0.971,19.2,0.942,0.13,87.88,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-13T00:45:00Z,87.87,0.06,19.1,0.971,19.1,0.941,0.13,87.86,0,15,0,456,0,456,0,15
ET4,MC3,2023-08-13T01:00:00Z,87.84,0.06,19,0.975,19,0.944,0.12,87.83,0,15,0,458,0,457,0,15
ET4,MC3,2023-08-13T01:15:00Z,87.84,0.04,19.2,0.98,19.2,0.95,0.11,87.83,0,15,0,459,0,457,0,15
ET4,MC3,2023-08-13T01:30:00Z,87.82,0.03,19.3,0.988,19.3,0.959,0.09,87.81,0,15,7,478,0,458,0,15
ET4,MC3,2023-08-13T01:45:00Z,87.8,0.02,19.2,0.993,19.2,0.962,0.08,87.79,0,15,15,546,0,464,7,15
ET4,MC3,2023-08-13T02:00:00Z,87.79,0,19.2,1,19.2,0.973,0.06,87.77,0,15,15,612,0,473,15,15
ET4,MC3,2023-08-13T02:15:00Z,87.76,0,19.1,1,19.1,0.979,0.05,87.75,0,15,15,634,0,471,15,15
ET4,MC3,2023-08-13T02:30:00Z,87.75,0,19,1,19,0.984,0.04,87.74,0,15,15,700,0,492,15,15
ET4,MC3,2023-08-13T02:45:00Z,87.75,0,19.1,1,19.1,0.983,0.04,87.73,0,15,15,637,0,480,15,15
ET4,MC3,2023-08-13T03:00:00Z,87.75,0,19.1,1.001,19.1,0.982,0.04,87.74,0,15,15,619,0,471,15,15
ET4,MC3,2023-08-13T03:15:00Z,87.78,0,19.1,1,19.1,0.983,0.04,87.77,0,15,15,618,0,468,15,15
ET4,MC3,2023-08-13T03:30:00Z,87.78,0,19.1,1.001,19.1,0.983,0.04,87.77,0,15,15,605,0,463,15,15
ET4,MC3,2023-08-13T03:45:00Z,87.77,0,19.1,1,19.1,0.983,0.04,87.75,0,15,15,599,0,460,15,15
ET4,MC3,2023-08-13T04:00:00Z,87.77,0,19.1,1.001,19.1,0.984,0.03,87.75,0,15,15,590,0,459,3,15
ET4,MC3,2023-08-13T04:15:00Z,87.77,0,19.1,1,19.2,0.984,0.04,87.76,0,15,15,586,0,459,0,15
ET4,MC3,2023-08-13T04:30:00Z,87.77,0,19,1,19,0.987,0.03,87.76,0,15,15,581,0,458,0,15
ET4,MC3,2023-08-13T04:45:00Z,87.77,0,19,1,19,0.986,0.03,87.76,0,15,15,576,0,458,0,15
ET4,MC3,2023-08-13T05:00:00Z,87.79,0,19,1.001,19,0.978,0.05,87.77,0,15,15,576,0,459,0,15
ET4,MC3,2023-08-13T05:15:00Z,87.81,0,18.9,0.999,18.9,0.976,0.05,87.8,0,15,15,569,0,458,0,15
ET4,MC3,2023-08-13T05:30:00Z,87.82,0.01,19,0.996,19,0.968,0.07,87.81,0,15,15,557,0,457,0,15
ET4,MC3,2023-08-13T05:45:00Z,87.83,0.04,19.2,0.981,19.2,0.951,0.11,87.82,0,15,15,551,0,457,0,15
ET4,MC3,2023-08-13T06:00:00Z,87.85,0.03,19,0.987,19.1,0.956,0.1,87.83,4.9,15,15,543,1.6,457,0,15
ET4,MC3,2023-08-13T06:15:00Z,87.86,0.03,19.2,0.987,19.2,0.957,0.09,87.85,13.7,15,15,513,7.9,457,0,15
ET4,MC3,2023-08-13T06:30:00Z,87.87,0.03,19.2,0.988,19.3,0.959,0.09,87.86,22.2,15,15,474,13,457,0,15
ET4,MC3,2023-08-13T06:45:00Z,87.87,0.04,19.5,0.98,19.5,0.951,0.11,87.86,28.7,15,7,457,17.2,457,0,15
ET4,MC3,2023-08-13T07:00:00Z,87.89,0.05,19.5,0.979,19.6,0.949,0.11,87.88,27.5,15,0,458,15,457,0,15
ET4,MC3,2023-08-13T07:15:00Z,87.9,0.05,19.6,0.979,19.5,0.951,0.11,87.89,27.1,15,0,457,16.5,456,0,15
ET4,MC3,2023-08-13T07:30:00Z,87.91,0.09,19.8,0.959,19.8,0.929,0.16,87.9,28.9,15,0,456,16.3,456,0,15
ET4,MC3,2023-08-13T07:45:00Z,87.91,0.12,20.1,0.949,20.1,0.92,0.19,87.9,59.3,15,0,455,39.2,455,0,15
ET4,MC3,2023-08-13T08:00:00Z,87.92,0.15,20.5,0.939,20.5,0.908,0.22,87.91,74.2,15,0,454,54.7,455,0,15
ET4,MC3,2023-08-13T08:15:00Z,87.92,0.18,20.9,0.926,20.9,0.894,0.26,87.91,79.1,15,0,454,59,455,0,15
ET4,MC3,2023-08-13T08:30:00Z,87.92,0.2,21.2,0.921,21.2,0.889,0.28,87.91,117.7,15,0,453,153.6,453,0,15
ET4,MC3,2023-08-13T08:45:00Z,87.93,0.25,21.9,0.904,22,0.871,0.34,87.92,145.6,15,0,452,232,453,0,15
ET4,MC3,2023-08-13T09:00:00Z,87.94,0.23,21.8,0.913,21.8,0.881,0.31,87.93,126.2,15,0,453,82.4,454,0,15
ET4,MC3,2023-08-13T09:15:00Z,87.95,0.21,21.7,0.921,21.7,0.888,0.29,87.93,101.6,15,0,453,63.9,454,0,15
ET4,MC3,2023-08-13T09:30:00Z,87.94,0.2,21.6,0.924,21.5,0.893,0.27,87.93,79.3,15,0,454,44.5,455,0,15
ET4,MC3,2023-08-13T09:45:00Z,87.94,0.17,21.4,0.934,21.4,0.902,0.25,87.93,77.1,15,0,454,43.2,455,0,15
ET4,MC3,2023-08-13T10:00:00Z,87.95,0.17,21.5,0.932,21.4,0.902,0.25,87.94,94.8,15,0,454,50.5,455,0,15
ET4,MC3,2023-08-13T10:15:00Z,87.95,0.15,21.4,0.94,21.4,0.908,0.24,87.94,100.2,15,0,454,49.3,455,0,15
ET4,MC3,2023-08-13T10:30:00Z,87.96,0.1,20.8,0.958,20.8,0.925,0.18,87.95,98.9,15,0,454,51.1,455,0,15
ET4,MC3,2023-08-13T10:45:00Z,87.97,0.11,20.9,0.957,20.9,0.928,0.18,87.96,85,15,0,454,44.3,455,0,15
ET4,MC3,2023-08-13T11:00:00Z,87.98,0.12,21.2,0.954,21.2,0.923,0.19,87.96,81.7,15,0,454,42.5,455,0,15
ET4,MC3,2023-08-13T11:15:00Z,87.96,0.17,21.8,0.934,21.8,0.906,0.25,87.95,91.7,15,0,453,47.2,455,0,15
ET4,MC3,2023-08-13T11:30:00Z,87.96,0.2,21.8,0.923,21.8,0.894,0.28,87.95,80.9,15,0,455,40.8,455,0,15
ET4,MC3,2023-08-13T11:45:00Z,87.95,0.15,21.5,0.941,21.5,0.91,0.23,87.94,57.5,15,1,466,30.6,458,0,15
ET4,MC3,2023-08-13T12:00:00Z,87.92,0.1,21,0.961,21,0.93,0.17,87.91,42.3,15,15,810,21.4,611,15,15
ET4,MC3,2023-08-13T12:15:00Z,87.89,0.04,20.5,0.984,20.5,0.953,0.11,87.88,59.5,15,15,606,29.8,578,15,15
ET4,MC3,2023-08-13T12:30:00Z,87.88,0.06,20.7,0.974,20.8,0.942,0.14,87.87,73.2,15,15,547,36.4,515,15,15
ET4,MC3,2023-08-13T12:45:00Z,87.87,0.08,21,0.968,21,0.937,0.16,87.86,46.7,15,15,510,24.7,497,15,15
