Tree,MC,Timestamp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_Xaxis,Port2_ATM22_temp,Port2_Gust_speed,Port6_Unknown,Port1_Solar,Port4_LW_minutes_H,Port4_LWS_Count,Port4_LW_minutes,Port5_LW_minutes_H,Port5_LW_minutes,Port5_LWS_Count
TV3,MC2,2023-11-25T12:15:00Z,0.861,85.1,0.35,21.3,3.9,0.45,93,-1.1,22.1,1.4,0,574,0,456,15,0,15,451
TV3,MC2,2023-11-25T12:30:00Z,0.85,85.07,0.39,21.6,3.8,0.5,112,-1.1,22.2,2,0,670.3,0,455,15,0,15,451
TV3,MC2,2023-11-25T12:45:00Z,0.842,85.04,0.4,21.4,3.9,0.49,126,-1.1,22.2,1.21,0,219.5,0,458,15,0,15,452
TV3,MC2,2023-11-25T13:00:00Z,0.862,85.06,0.34,20.6,3.9,0.48,276,-1.1,21.6,2.41,0,178.7,0,458,15,0,15,453
TV3,MC2,2023-11-25T13:15:00Z,0.88,85.05,0.29,20.2,3.9,0.56,7,-1.1,21.1,2.14,0,167.2,0,458,15,0,15,453
TV3,MC2,2023-11-25T13:30:00Z,0.887,85.04,0.27,20.4,3.9,0.34,100,-1.1,21.3,1.55,0,216.1,1,459,15,0,15,454
TV3,MC2,2023-11-25T13:45:00Z,0.906,85.02,0.23,20.5,3.9,0.4,93,-1.1,21,1.67,0,170.5,15,978,15,13,15,619
TV3,MC2,2023-11-25T14:00:00Z,0.946,85.02,0.12,19.5,4,0.48,38,-1.1,20.2,2.56,0,139.7,15,939,15,15,15,557
TV3,MC2,2023-11-25T14:15:00Z,0.959,84.99,0.09,19.2,4,0.32,64,-1.1,19.8,1.1,0,99.8,15,905,15,15,15,513
TV3,MC2,2023-11-25T14:30:00Z,0.957,84.96,0.09,19.2,4,0.32,84,-1.2,19.6,1.12,0,80.7,15,885,15,15,15,514
TV3,MC2,2023-11-25T14:45:00Z,0.961,84.96,0.08,18.8,4.1,0.39,123,-1.1,19.2,1.2,0,51.1,15,952,15,15,15,587
TV3,MC2,2023-11-25T15:00:00Z,0.966,84.94,0.07,18.5,4.1,0.32,85,-1.2,19,0.94,0,60.8,15,927,15,15,15,563
TV3,MC2,2023-11-25T15:15:00Z,0.963,84.93,0.08,18.4,4.1,0.4,74,-1.2,18.8,1.01,0,72,15,885,15,15,15,532
TV3,MC2,2023-11-25T15:30:00Z,0.958,84.97,0.09,18.4,4.1,0.47,169,-1.2,18.7,1.88,0,53.5,15,812,15,15,15,508
TV3,MC2,2023-11-25T15:45:00Z,0.963,84.98,0.08,18.4,4.1,0.29,178,-1.1,18.7,1.61,0,46.7,15,715,15,15,15,500
TV3,MC2,2023-11-25T16:00:00Z,0.964,85,0.08,18.5,4.1,0.26,132,-1.2,18.7,0.78,0,40.3,15,660,15,15,15,497
TV3,MC2,2023-11-25T16:15:00Z,0.969,85.02,0.07,18.4,4.1,0.26,86,-1.2,18.7,0.6,0,29.3,15,924,15,15,15,600
TV3,MC2,2023-11-25T16:30:00Z,0.974,85.02,0.05,18.4,4.1,0.21,118,-1.1,18.7,0.53,0,16.1,15,1020,15,15,15,623
TV3,MC2,2023-11-25T16:45:00Z,0.978,85.02,0.05,18.4,4.1,0.16,120,-1.2,18.6,0.39,0,4.2,15,1016,15,15,15,665
TV3,MC2,2023-11-25T17:00:00Z,0.982,85.01,0.04,18.3,4.1,0.19,122,-1.1,18.6,0.66,0,3.8,15,974,15,15,15,563
TV3,MC2,2023-11-25T17:15:00Z,0.983,85.02,0.03,18.3,4.1,0.38,336,-1.2,18.5,1.51,0,0,15,965,15,15,15,544
TV3,MC2,2023-11-25T17:30:00Z,0.982,85.01,0.04,18.1,4.1,0.32,156,-1.2,18.3,1.37,0,0,15,955,15,15,15,564
TV3,MC2,2023-11-25T17:45:00Z,0.982,84.99,0.04,18,4.1,0.3,107,-1.1,18.2,0.73,0,0,15,955,15,15,15,552
TV3,MC2,2023-11-25T18:00:00Z,0.982,85,0.04,17.9,4.1,0.34,140,-1.2,18.1,0.78,0,0,15,954,15,15,15,554
TV3,MC2,2023-11-25T18:15:00Z,0.983,85.01,0.03,17.9,4.1,0.52,213,-1.1,18.1,2.24,0,0,15,950,15,15,15,531
TV3,MC2,2023-11-25T18:30:00Z,0.981,85.02,0.04,17.8,4.1,0.48,124,-1.2,18,2.06,0,0,15,945,15,15,15,521
TV3,MC2,2023-11-25T18:45:00Z,0.978,85.04,0.04,17.8,4.1,0.39,121,-1.2,18,1.52,0,0,15,949,15,15,15,539
TV3,MC2,2023-11-25T19:00:00Z,0.98,85.05,0.04,17.9,4.1,0.34,142,-1.1,18,2.02,0,0,15,1023,15,15,15,762
TV3,MC2,2023-11-25T19:15:00Z,0.983,85.05,0.04,17.9,4.1,0.31,132,-1.2,18,0.92,0,0,15,1005,15,15,15,674
TV3,MC2,2023-11-25T19:30:00Z,0.982,85.07,0.04,18.1,4.2,0.48,138,-1.2,18.2,1.31,0,0,15,1102,15,15,15,779
TV3,MC2,2023-11-25T19:45:00Z,0.983,85.07,0.04,18,4.1,0.57,128,-1.1,18,1.66,0,0,15,1034,15,15,15,779
TV3,MC2,2023-11-25T20:00:00Z,0.983,85.07,0.03,17.8,4.1,0.44,139,-1.1,17.9,1.28,0,0,15,993,15,15,15,618
TV3,MC2,2023-11-25T20:15:00Z,0.983,85.08,0.03,17.5,4.1,0.65,113,-1.1,17.5,1.67,0,0,15,971,15,15,15,587
TV3,MC2,2023-11-25T20:30:00Z,0.984,85.09,0.03,17.2,4.2,0.6,84,-1.1,17.3,1.87,0,0,15,979,15,15,15,590
TV3,MC2,2023-11-25T20:45:00Z,0.984,85.1,0.03,17.1,4.1,0.69,133,-1.2,17.3,2.36,0,0,15,981,15,15,15,607
TV3,MC2,2023-11-25T21:00:00Z,0.983,85.09,0.03,17.1,4.1,0.74,111,-1.1,17.2,2.35,0,0,15,964,15,15,15,570
TV3,MC2,2023-11-25T21:15:00Z,0.982,85.1,0.03,17,4.2,0.74,101,-1.2,17.1,2.32,0,0,15,962,15,15,15,562
TV3,MC2,2023-11-25T21:30:00Z,0.983,85.09,0.03,17,4.2,0.64,111,-1.2,17.1,2.09,0,0,15,963,15,15,15,552
TV3,MC2,2023-11-25T21:45:00Z,0.983,85.06,0.03,16.9,4.2,0.65,145,-1.1,17,2.59,0,0,15,960,15,15,15,538
TV3,MC2,2023-11-25T22:00:00Z,0.982,85.05,0.03,16.9,4.2,0.77,60,-1.1,17,4.24,0,0,15,967,15,15,15,524
TV3,MC2,2023-11-25T22:15:00Z,0.984,85.05,0.03,16.9,4.2,0.56,89,-1.2,17,1.48,0,0,15,957,15,15,15,529
TV3,MC2,2023-11-25T22:30:00Z,0.983,85.05,0.03,17,4.2,0.6,136,-1.1,17.1,1.73,0,0,15,954,15,15,15,529
TV3,MC2,2023-11-25T22:45:00Z,0.982,85.05,0.04,17,4.2,0.71,165,-1.1,17.1,2.23,0,0,15,951,15,15,15,533
TV3,MC2,2023-11-25T23:00:00Z,0.983,85.04,0.03,17.1,4.1,0.63,126,-1.1,17.2,2.06,0,0,15,944,15,15,15,528
TV3,MC2,2023-11-25T23:15:00Z,0.983,85.02,0.03,17.1,4.2,0.75,101,-1.1,17.2,2.93,0,0,15,935,15,15,15,535
TV3,MC2,2023-11-25T23:30:00Z,0.984,85.01,0.03,17.1,4.1,0.81,247,-1.1,17.3,2.39,0,0,15,919,15,15,15,517
TV3,MC2,2023-11-25T23:45:00Z,0.982,84.99,0.03,17.2,4.1,0.8,61,-1.1,17.4,3.27,0,0,15,897,15,15,15,503
TV3,MC2,2023-11-26T00:00:00Z,0.978,84.97,0.04,17.2,4.2,0.71,54,-1.2,17.3,2.6,0,0,15,867,15,15,15,492
TV3,MC2,2023-11-26T00:15:00Z,0.976,84.96,0.05,17.2,4.2,0.73,112,-1.2,17.3,4.12,0,0,15,831,15,15,15,487
TV3,MC2,2023-11-26T00:30:00Z,0.977,84.97,0.05,17.3,4.2,0.61,111,-1.1,17.4,1.9,0,0,15,785,15,15,15,484
TV3,MC2,2023-11-26T00:45:00Z,0.972,84.95,0.06,17.2,4.2,0.51,134,-1.2,17.3,1.79,0,0,15,731,15,15,15,482
TV3,MC2,2023-11-26T01:00:00Z,0.969,84.94,0.06,17.1,4.2,0.48,67,-1.2,17.2,1.53,0,0,15,673,15,15,15,480
TV3,MC2,2023-11-26T01:15:00Z,0.97,84.93,0.06,17.1,4.2,0.72,357,-1.2,17.2,5.07,0,0,15,630,15,15,15,478
TV3,MC2,2023-11-26T01:30:00Z,0.975,84.92,0.05,17.1,4.2,0.56,76,-1.2,17.2,1.72,0,0,15,607,15,15,15,478
TV3,MC2,2023-11-26T01:45:00Z,0.975,84.91,0.05,17.2,4.1,0.62,55,-1.2,17.3,2.42,0,0,15,579,15,15,15,477
TV3,MC2,2023-11-26T02:00:00Z,0.974,84.88,0.05,17.3,4.1,0.54,70,-1.2,17.3,1.84,0,0,15,561,15,15,15,477
TV3,MC2,2023-11-26T02:15:00Z,0.973,84.87,0.05,17.3,4.1,0.62,83,-1.1,17.3,2.12,0,0,15,552,15,15,15,475
TV3,MC2,2023-11-26T02:30:00Z,0.967,84.88,0.06,17.2,4.2,0.45,71,-1.1,17.2,1.28,0,0,15,541,15,15,15,475
TV3,MC2,2023-11-26T02:45:00Z,0.972,84.89,0.05,17.2,4.1,0.52,10,-1.2,17.2,2.29,0,0,15,530,15,15,15,475
TV3,MC2,2023-11-26T03:00:00Z,0.976,84.91,0.05,17.2,4.1,0.52,177,-1.2,17.2,1.84,0,0,15,520,15,15,15,473
TV3,MC2,2023-11-26T03:15:00Z,0.977,84.91,0.05,17.2,4.2,0.5,114,-1.2,17.3,2.79,0,0,15,517,15,15,15,475
TV3,MC2,2023-11-26T03:30:00Z,0.975,84.9,0.05,17.3,4.1,0.54,73,-1.2,17.3,2.78,0,0,15,551,15,15,15,494
TV3,MC2,2023-11-26T03:45:00Z,0.973,84.91,0.05,17.2,4.1,0.45,142,-1.2,17.3,1.35,0,0,15,545,15,15,15,488
TV3,MC2,2023-11-26T04:00:00Z,0.967,84.91,0.06,17.1,4.1,0.44,112,-1.1,17.2,1.55,0,0,15,536,15,15,15,481
TV3,MC2,2023-11-26T04:15:00Z,0.965,84.9,0.07,17,4.2,0.47,45,-1.1,17.1,2.47,0,0,15,531,15,15,15,474
TV3,MC2,2023-11-26T04:30:00Z,0.965,84.9,0.07,17,4.2,0.53,65,-1.1,17.1,1.76,0,0,15,523,15,15,15,468
TV3,MC2,2023-11-26T04:45:00Z,0.961,84.92,0.08,17.1,4.1,0.47,69,-1.2,17.1,1.38,0,0,15,519,15,15,15,465
TV3,MC2,2023-11-26T05:00:00Z,0.963,84.93,0.07,17,4.1,0.44,68,-1.1,17,1.45,0,0,15,516,15,15,15,464
TV3,MC2,2023-11-26T05:15:00Z,0.959,84.94,0.08,17.1,4.1,0.53,103,-1.2,17.1,2.02,0,0,15,504,15,15,15,460
TV3,MC2,2023-11-26T05:30:00Z,0.964,84.94,0.07,17.1,4.2,0.59,60,-1.2,17,1.54,0,0,15,501,15,15,15,461
TV3,MC2,2023-11-26T05:45:00Z,0.969,84.96,0.06,17.1,4.2,0.56,105,-1.2,17.1,2.29,0,2.6,15,498,15,15,15,461
TV3,MC2,2023-11-26T06:00:00Z,0.968,84.98,0.06,17.1,4.2,0.61,104,-1.2,17.1,1.77,0,11.5,15,494,15,15,15,461
TV3,MC2,2023-11-26T06:15:00Z,0.963,84.99,0.07,17.2,4.1,0.6,103,-1.1,17.2,1.87,0,19.8,15,483,15,15,15,460
TV3,MC2,2023-11-26T06:30:00Z,0.962,85.03,0.07,17.2,4.1,0.64,287,-1.2,17.2,2.64,0,35.5,15,476,15,1,15,459
TV3,MC2,2023-11-26T06:45:00Z,0.962,85.02,0.07,17.4,4.1,0.71,296,-1.1,17.4,4.05,0,51.3,15,472,15,0,15,459
TV3,MC2,2023-11-26T07:00:00Z,0.961,85.03,0.08,17.4,4.1,0.59,83,-1.1,17.4,2.22,0,79.5,15,469,15,0,15,459
TV3,MC2,2023-11-26T07:15:00Z,0.958,85.06,0.08,17.6,4.1,0.72,259,-1.2,17.6,3.58,0,69.2,15,468,15,0,15,458
TV3,MC2,2023-11-26T07:30:00Z,0.953,85.09,0.1,17.8,4.2,0.62,226,-1.2,17.8,3.09,0,84.2,15,467,15,0,15,458
TV3,MC2,2023-11-26T07:45:00Z,0.942,85.09,0.12,18.1,4.1,0.48,346,-1.2,18.1,2.13,0,62.8,15,466,15,0,15,457
TV3,MC2,2023-11-26T08:00:00Z,0.931,85.12,0.15,18.4,4.1,0.61,262,-1.1,18.3,2.83,0,93.4,15,464,15,0,15,457
TV3,MC2,2023-11-26T08:15:00Z,0.927,85.12,0.15,18.4,4.1,0.51,317,-1.1,18.4,2.24,0,121.9,15,463,15,0,15,455
TV3,MC2,2023-11-26T08:30:00Z,0.926,85.13,0.16,18.6,4,0.48,105,-1.1,18.8,3.37,0,428.8,14,460,15,0,15,454
TV3,MC2,2023-11-26T08:45:00Z,0.913,85.15,0.19,19.1,4,0.47,230,-1.1,19.1,2.11,0,449,0,456,15,0,15,452
TV3,MC2,2023-11-26T09:00:00Z,0.898,85.14,0.23,19.6,4,0.56,278,-1,19.6,2.81,0,544.4,0,454,15,0,13,452
TV3,MC2,2023-11-26T09:15:00Z,0.893,85.13,0.24,19.6,4,0.64,304,-1.1,19.6,3.83,0,608.3,0,454,15,0,15,453
TV3,MC2,2023-11-26T09:30:00Z,0.884,85.13,0.27,20.1,3.9,0.52,104,-1,20.2,2.74,0,664.5,0,451,15,0,15,452
TV3,MC2,2023-11-26T09:45:00Z,0.884,85.14,0.28,20.3,3.9,0.6,301,-1,20.9,3.19,0,541.3,0,454,15,0,15,453
TV3,MC2,2023-11-26T10:00:00Z,0.894,85.14,0.25,20,3.9,0.43,258,-1.1,20.8,2.32,0,473.3,0,453,15,0,14,450
TV3,MC2,2023-11-26T10:15:00Z,0.888,85.13,0.27,20.4,3.8,0.54,31,-1,21.3,2.43,0,679,0,453,15,0,0,448
TV3,MC2,2023-11-26T10:30:00Z,0.877,85.13,0.3,20.6,3.8,0.48,60,-1.1,21.6,1.45,0,476.3,0,454,15,0,6,450
TV3,MC2,2023-11-26T10:45:00Z,0.875,85.11,0.31,20.7,3.9,0.59,248,-1.1,21.6,2.5,0,291.9,0,456,15,0,7,451
TV3,MC2,2023-11-26T11:00:00Z,0.883,85.09,0.27,20,3.9,0.62,342,-1.1,20.9,2.47,0,436.5,0,455,15,0,15,451
TV3,MC2,2023-11-26T11:15:00Z,0.864,85.04,0.34,20.8,3.9,0.58,271,-1.1,21.4,2.3,0,567.1,0,454,15,0,11,449
TV3,MC2,2023-11-26T11:30:00Z,0.853,85.02,0.37,21.2,3.9,0.6,197,-1.1,21.6,2.14,0,617.1,0,456,15,0,3,450
TV3,MC2,2023-11-26T11:45:00Z,0.867,85.01,0.32,20.6,3.8,0.78,308,-1.1,21.2,2.75,0,412.9,0,456,15,0,15,452
TV3,MC2,2023-11-26T12:00:00Z,0.868,84.99,0.32,20.7,3.9,0.7,255,-1.2,21.5,3.89,0,489.3,0,455,15,0,15,450
TV3,MC2,2023-11-26T12:15:00Z,0.846,84.96,0.39,21.5,3.8,0.58,255,-1.1,21.9,2.01,0,604.8,0,455,15,0,14,451
TV3,MC2,2023-11-26T12:30:00Z,0.851,84.94,0.38,21.2,3.8,0.55,174,-1.1,21.9,2.86,0,607,0,454,15,0,15,451
TV3,MC2,2023-11-26T12:45:00Z,0.845,84.93,0.39,21.3,3.8,0.63,324,-1.1,21.9,2.88,0,249.6,0,456,15,0,15,452
TV3,MC2,2023-11-26T13:00:00Z,0.867,84.91,0.32,20.6,3.9,0.53,84,-1.1,21.4,2.14,0,155.3,0,457,15,0,15,452
TV3,MC2,2023-11-26T13:15:00Z,0.87,84.88,0.32,20.8,3.9,0.73,247,-1.2,21.7,2.94,0,327.9,0,456,15,0,15,451
TV3,MC2,2023-11-26T13:30:00Z,0.858,84.86,0.36,21.3,3.9,0.53,162,-1.1,22.2,1.85,0,250.7,0,456,15,0,15,451
TV3,MC2,2023-11-26T13:45:00Z,0.866,84.84,0.34,21.2,3.8,0.43,133,-1.1,22,1.15,0,184.8,0,457,15,0,15,452
TV3,MC2,2023-11-26T14:00:00Z,0.878,84.83,0.29,20.5,3.9,0.51,177,-1.1,21.4,1.88,0,122.9,0,458,15,0,15,453
TV3,MC2,2023-11-26T14:15:00Z,0.885,84.83,0.28,20.4,3.9,0.57,220,-1.2,21.4,2.52,0,151.8,0,457,15,0,15,452
TV3,MC2,2023-11-26T14:30:00Z,0.88,84.83,0.29,20.7,3.9,0.56,126,-1.2,21.2,2.55,0,104,4,466,15,4,15,465
TV3,MC2,2023-11-26T14:45:00Z,0.907,84.83,0.22,20.2,3.9,0.45,157,-1.1,20.9,1.7,0,103.3,7,460,15,3,15,454
TV3,MC2,2023-11-26T15:00:00Z,0.9,84.82,0.24,20.3,4,0.48,133,-1.2,20.8,1.31,0,80.7,5,461,15,0,15,454
TV3,MC2,2023-11-26T15:15:00Z,0.913,84.82,0.2,19.8,4,0.53,141,-1.2,20.4,1.63,0,62.1,15,467,15,3,15,463
TV3,MC2,2023-11-26T15:30:00Z,0.924,84.81,0.18,19.9,4,0.43,129,-1.2,20.5,1.66,0,66.8,15,467,15,7,15,457
TV3,MC2,2023-11-26T15:45:00Z,0.927,84.82,0.17,19.8,4,0.47,128,-1.2,20.2,1.61,0,49.1,15,464,15,3,15,456
TV3,MC2,2023-11-26T16:00:00Z,0.922,84.82,0.18,19.6,4,0.58,96,-1.1,20,1.48,0,61.9,15,462,15,0,15,455
TV3,MC2,2023-11-26T16:15:00Z,0.908,84.81,0.21,19.8,3.9,0.64,137,-1.2,20.1,1.54,0,61,15,463,15,0,15,455
TV3,MC2,2023-11-26T16:30:00Z,0.916,84.82,0.19,19.5,3.9,0.54,96,-1.2,20.1,1.8,0,48.5,15,463,15,0,15,455
TV3,MC2,2023-11-26T16:45:00Z,0.924,84.83,0.17,19.4,4,0.59,339,-1.2,19.8,2.69,0,19.4,15,465,15,0,15,455
TV3,MC2,2023-11-26T17:00:00Z,0.937,84.84,0.14,19.2,4.1,0.48,31,-1.2,19.6,1.71,0,11.5,15,512,15,6,15,498
TV3,MC2,2023-11-26T17:15:00Z,0.951,84.84,0.11,19.1,4,0.6,124,-1.2,19.3,1.55,0,3.8,15,552,15,15,15,523
TV3,MC2,2023-11-26T17:30:00Z,0.951,84.85,0.11,19,4.1,0.51,139,-1.2,19.2,1.17,0,0,15,707,15,15,15,602
TV3,MC2,2023-11-26T17:45:00Z,0.958,84.87,0.09,18.8,4.1,0.47,66,-1.2,19,2.07,0,0,15,662,15,15,15,579
TV3,MC2,2023-11-26T18:00:00Z,0.963,84.88,0.08,18.7,4,0.42,56,-1.2,18.9,1.99,0,0,15,664,15,15,15,578
TV3,MC2,2023-11-26T18:15:00Z,0.962,84.9,0.08,18.7,4.1,0.39,107,-1.2,18.9,1,0,0,15,974,15,15,15,623
TV3,MC2,2023-11-26T18:30:00Z,0.967,84.91,0.07,18.5,4.1,0.48,133,-1.2,18.7,2.35,0,0,15,977,15,15,15,591
TV3,MC2,2023-11-26T18:45:00Z,0.973,84.92,0.06,18.5,4.1,0.5,137,-1.2,18.6,1.97,0,0,15,986,15,15,15,583
TV3,MC2,2023-11-26T19:00:00Z,0.976,84.93,0.05,18.4,4.1,0.56,138,-1.2,18.5,1.99,0,0,15,963,15,15,15,542
TV3,MC2,2023-11-26T19:15:00Z,0.976,84.94,0.05,18.3,4.1,0.64,317,-1.2,18.5,2.29,0,0,15,964,15,15,15,537
TV3,MC2,2023-11-26T19:30:00Z,0.97,84.94,0.06,18.2,4.1,0.63,26,-1.2,18.4,1.94,0,0,15,966,15,15,15,534
TV3,MC2,2023-11-26T19:45:00Z,0.967,84.96,0.07,18.1,4,0.57,140,-1.2,18.3,2,0,0,15,976,15,15,15,554
TV3,MC2,2023-11-26T20:00:00Z,0.968,84.97,0.07,18,4.1,0.63,140,-1.2,18.2,2.88,0,0,15,968,15,15,15,516
TV3,MC2,2023-11-26T20:15:00Z,0.965,84.98,0.07,18,4.1,0.68,98,-1.3,18.1,1.92,0,0,15,959,15,15,15,493
TV3,MC2,2023-11-26T20:30:00Z,0.963,84.99,0.08,17.9,4.1,0.7,120,-1.2,18.1,2.07,0,0,15,946,15,15,15,490
TV3,MC2,2023-11-26T20:45:00Z,0.966,84.99,0.07,17.9,4.1,0.69,117,-1.2,18,2.04,0,0,15,933,15,15,15,486
TV3,MC2,2023-11-26T21:00:00Z,0.958,84.98,0.09,17.9,4.1,0.69,85,-1.2,18,2.94,0,0,15,909,15,15,15,485
TV3,MC2,2023-11-26T21:15:00Z,0.954,84.97,0.1,17.9,4.1,0.65,139,-1.3,18,1.97,0,0,15,872,15,15,15,484
TV3,MC2,2023-11-26T21:30:00Z,0.958,84.96,0.09,17.8,4.1,0.64,260,-1.2,17.9,2.11,0,0,15,834,15,15,15,482
TV3,MC2,2023-11-26T21:45:00Z,0.959,84.95,0.08,17.8,4.1,0.73,46,-1.2,17.9,1.89,0,0,15,751,15,15,15,480
TV3,MC2,2023-11-26T22:00:00Z,0.958,84.94,0.09,17.7,4.1,0.71,357,-1.2,17.8,1.54,0,0,15,675,15,15,15,480
TV3,MC2,2023-11-26T22:15:00Z,0.953,84.93,0.09,17.6,4.1,0.93,67,-1.2,17.8,2.39,0,0,15,616,15,15,15,479
TV3,MC2,2023-11-26T22:30:00Z,0.948,84.92,0.1,17.7,4.1,0.87,20,-1.3,17.8,2.38,0,0,15,559,15,15,15,477
TV3,MC2,2023-11-26T22:45:00Z,0.942,84.89,0.12,17.8,4.1,0.89,46,-1.2,17.8,2.24,0,0,15,512,15,15,15,475
TV3,MC2,2023-11-26T23:00:00Z,0.936,84.89,0.13,17.8,4.1,1.03,48,-1.2,17.9,2.59,0,0,15,484,15,15,15,473
TV3,MC2,2023-11-26T23:15:00Z,0.939,84.88,0.12,17.7,4.1,1,69,-1.2,17.8,3.33,0,0,15,480,15,15,15,472
TV3,MC2,2023-11-26T23:30:00Z,0.943,84.88,0.12,17.8,4.1,1.02,43,-1.2,17.8,3.31,0,0,15,477,15,15,15,470
TV3,MC2,2023-11-26T23:45:00Z,0.944,84.88,0.11,17.7,4.1,1,49,-1.2,17.8,2.55,0,0,15,475,15,15,15,468
TV3,MC2,2023-11-27T00:00:00Z,0.947,84.86,0.11,17.6,4.1,0.88,62,-1.2,17.7,2.25,0,0,15,476,15,15,15,467
TV3,MC2,2023-11-27T00:15:00Z,0.945,84.82,0.11,17.5,4.1,1.1,35,-1.2,17.6,2.49,0,0,15,474,15,15,15,465
TV3,MC2,2023-11-27T00:30:00Z,0.94,84.81,0.12,17.5,4.1,0.99,68,-1.2,17.6,2.72,0,0,15,472,15,15,15,463
TV3,MC2,2023-11-27T00:45:00Z,0.942,84.79,0.12,17.5,4.1,1.03,61,-1.2,17.6,3.3,0,0,15,472,15,15,15,461
TV3,MC2,2023-11-27T01:00:00Z,0.943,84.78,0.11,17.4,4.1,1.04,61,-1.2,17.5,2.33,0,0,15,473,15,3,15,458
TV3,MC2,2023-11-27T01:15:00Z,0.946,84.77,0.11,17.4,4.1,1.12,38,-1.3,17.5,5.46,0,0,15,473,15,0,15,458
TV3,MC2,2023-11-27T01:30:00Z,0.949,84.76,0.1,17.5,4.1,0.93,41,-1.2,17.5,2.78,0,0,15,473,15,0,15,458
TV3,MC2,2023-11-27T01:45:00Z,0.956,84.74,0.09,17.4,4.1,1.01,74,-1.2,17.5,3.11,0,0,15,475,15,0,15,459
TV3,MC2,2023-11-27T02:00:00Z,0.956,84.75,0.09,17.5,4.1,1.04,21,-1.1,17.6,2.75,0,0,15,473,15,0,15,458
TV3,MC2,2023-11-27T02:15:00Z,0.959,84.76,0.08,17.5,4.1,1.02,52,-1.2,17.6,2.71,0,0,15,476,15,0,15,460
TV3,MC2,2023-11-27T02:30:00Z,0.968,84.76,0.06,17.5,4.1,0.91,18,-1.2,17.6,2.45,0,0,15,479,15,0,15,460
TV3,MC2,2023-11-27T02:45:00Z,0.971,84.76,0.06,17.5,4.1,0.95,19,-1.2,17.6,3.11,0,0,15,482,15,3,15,461
TV3,MC2,2023-11-27T03:00:00Z,0.97,84.78,0.06,17.5,4.1,0.96,27,-1.1,17.6,2.52,0,0,15,478,15,13,15,460
TV3,MC2,2023-11-27T03:15:00Z,0.967,84.79,0.07,17.5,4.1,0.87,71,-1.2,17.6,2.34,0,0,15,478,15,6,15,461
TV3,MC2,2023-11-27T03:30:00Z,0.965,84.78,0.07,17.6,4.1,0.91,51,-1.2,17.7,3.49,0,0,15,491,15,15,15,469
TV3,MC2,2023-11-27T03:45:00Z,0.956,84.8,0.09,17.5,4.1,1.02,22,-1.3,17.6,5.04,0,0,15,526,15,15,15,519
TV3,MC2,2023-11-27T04:00:00Z,0.955,84.81,0.09,17.4,4.1,0.97,33,-1.2,17.5,2.59,0,0,15,493,15,15,15,489
TV3,MC2,2023-11-27T04:15:00Z,0.961,84.81,0.08,17.3,4.1,0.97,37,-1.2,17.4,2.41,0,0,15,480,15,15,15,466
TV3,MC2,2023-11-27T04:30:00Z,0.954,84.82,0.09,17.3,4.1,0.87,79,-1.2,17.4,2.09,0,0,15,475,15,6,15,458
TV3,MC2,2023-11-27T04:45:00Z,0.951,84.85,0.1,17.3,4.1,0.92,333,-1.2,17.4,2.12,0,0,15,473,15,0,15,458
TV3,MC2,2023-11-27T05:00:00Z,0.954,84.85,0.09,17.2,4.1,0.78,20,-1.2,17.3,2.97,0,0,15,473,15,5,15,460
TV3,MC2,2023-11-27T05:15:00Z,0.953,84.86,0.09,17.1,4.1,0.83,10,-1.2,17.2,2.52,0,0,15,474,15,9,15,460
TV3,MC2,2023-11-27T05:30:00Z,0.946,84.86,0.11,17.2,4.1,0.88,56,-1.2,17.3,3.38,0,0,15,472,15,0,15,458
TV3,MC2,2023-11-27T05:45:00Z,0.943,84.87,0.11,17.1,4.1,0.8,283,-1.3,17.2,2.51,0,2.6,15,471,15,0,15,458
TV3,MC2,2023-11-27T06:00:00Z,0.948,84.9,0.1,17.2,4.1,0.85,136,-1.2,17.3,2.41,0,9.7,15,473,15,0,15,458
TV3,MC2,2023-11-27T06:15:00Z,0.957,84.93,0.08,17.1,4.2,0.66,45,-1.1,17.2,1.83,0,16.7,15,1023,15,13,15,623
TV3,MC2,2023-11-27T06:30:00Z,0.972,84.89,0.05,17,4.2,0.82,343,-1.2,17.1,2.17,0,18.7,15,967,15,15,15,553
TV3,MC2,2023-11-27T06:45:00Z,0.979,84.88,0.04,17.1,4.1,0.82,311,-1.2,17.2,2.42,0,25.1,15,978,15,15,15,579
TV3,MC2,2023-11-27T07:00:00Z,0.978,84.89,0.04,17.2,4.1,1.01,77,-1.2,17.4,2.32,0,37.7,15,956,15,15,15,552
TV3,MC2,2023-11-27T07:15:00Z,0.979,84.91,0.04,17.4,4.1,0.79,57,-1.2,17.4,2.35,0,56,15,988,15,15,15,562
TV3,MC2,2023-11-27T07:30:00Z,0.977,84.94,0.05,17.4,4.1,0.9,82,-1.2,17.5,4.1,0,62.6,15,980,15,15,15,541
TV3,MC2,2023-11-27T07:45:00Z,0.976,84.95,0.05,17.5,4.1,0.8,147,-1.2,17.6,2.28,0,74.3,15,996,15,15,15,591
TV3,MC2,2023-11-27T08:00:00Z,0.976,84.97,0.05,17.5,4.1,0.89,64,-1.1,17.6,2.52,0,74.9,15,1009,15,15,15,640
