Tree,MC,Timestamp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port3_Temp,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_Xaxis,Port2_ATM22_temp,Port2_Gust_speed,Port6_Unknown,Port1_Solar,Port4_LW_minutes_H,Port4_LWS_Count,Port4_LW_minutes,Port5_LW_minutes_H,Port5_LW_minutes,Port5_LWS_Count
TV3,MC2,2023-05-31T18:45:00Z,0.947,85.08,0.1,16.8,3.7,0.44,155,-1.7,17,1.32,0,0,12,460,15,0,15,452
TV3,MC2,2023-05-31T19:00:00Z,0.949,85.1,0.1,16.7,3.7,0.41,140,-1.7,17,1.95,0,0,15,460,15,0,15,452
TV3,MC2,2023-05-31T19:15:00Z,0.948,85.12,0.1,16.7,3.6,0.41,158,-1.6,17,1.31,0,0,4,460,15,0,15,452
TV3,MC2,2023-05-31T19:30:00Z,0.949,85.14,0.1,16.8,3.7,0.41,172,-1.8,17,2.38,0,0,15,460,15,0,15,452
TV3,MC2,2023-05-31T19:45:00Z,0.947,85.15,0.1,16.7,3.7,0.4,153,-1.7,17,1.43,0,0,7,460,15,0,15,452
TV3,MC2,2023-05-31T20:00:00Z,0.939,85.17,0.12,16.7,3.7,0.3,172,-1.7,17,1,0,0,0,458,15,0,15,452
TV3,MC2,2023-05-31T20:15:00Z,0.926,85.18,0.14,16.7,3.7,0.34,172,-1.7,17,0.96,0,0,0,458,15,0,15,452
TV3,MC2,2023-05-31T20:30:00Z,0.919,85.19,0.16,16.9,3.7,0.31,152,-1.7,17.1,0.9,0,0,0,458,15,0,15,452
TV3,MC2,2023-05-31T20:45:00Z,0.92,85.21,0.16,17,3.7,0.35,182,-1.7,17.1,1.13,0,0,12,913,15,4,15,638
TV3,MC2,2023-05-31T21:00:00Z,0.932,85.21,0.13,16.9,3.7,0.4,217,-1.6,17,1.97,0,0,15,863,15,15,15,521
TV3,MC2,2023-05-31T21:15:00Z,0.944,85.21,0.11,16.8,3.7,0.29,152,-1.7,16.9,1.2,0,0,15,872,15,15,15,514
TV3,MC2,2023-05-31T21:30:00Z,0.949,85.22,0.1,16.8,3.7,0.26,149,-1.7,16.9,0.87,0,0,15,841,15,15,15,508
TV3,MC2,2023-05-31T21:45:00Z,0.952,85.23,0.09,16.9,3.7,0.31,167,-1.7,17,1.2,0,0,15,866,15,15,15,575
TV3,MC2,2023-05-31T22:00:00Z,0.954,85.23,0.09,16.9,3.7,0.34,140,-1.7,17,1.3,0,0,15,908,15,15,15,606
TV3,MC2,2023-05-31T22:15:00Z,0.956,85.23,0.08,16.9,3.7,0.26,168,-1.6,17,0.63,0,0,15,816,15,15,15,540
TV3,MC2,2023-05-31T22:30:00Z,0.957,85.23,0.08,17,3.7,0.27,146,-1.7,17,0.95,0,0,15,972,15,15,15,725
TV3,MC2,2023-05-31T22:45:00Z,0.959,85.23,0.08,17,3.7,0.26,145,-1.6,17,0.63,0,0,15,980,15,15,15,673
TV3,MC2,2023-05-31T23:00:00Z,0.96,85.22,0.08,17,3.8,0.31,159,-1.6,17,0.65,0,0,15,940,15,15,15,728
TV3,MC2,2023-05-31T23:15:00Z,0.964,85.21,0.07,17.1,3.7,0.36,162,-1.6,17.2,1.69,0,0,15,1063,15,15,15,999
TV3,MC2,2023-05-31T23:30:00Z,0.964,85.2,0.07,17.2,3.6,0.51,141,-1.6,17.3,1.51,0,0,15,984,15,15,15,645
TV3,MC2,2023-05-31T23:45:00Z,0.967,85.19,0.06,17.2,3.7,0.41,146,-1.6,17.3,1.34,0,0,15,920,15,15,15,644
TV3,MC2,2023-06-01T00:00:00Z,0.968,85.19,0.06,17.2,3.7,0.38,167,-1.6,17.3,0.79,0,0,15,885,15,15,15,579
TV3,MC2,2023-06-01T00:15:00Z,0.968,85.17,0.06,17.2,3.8,0.36,151,-1.6,17.3,1.18,0,0,15,884,15,15,15,587
TV3,MC2,2023-06-01T00:30:00Z,0.968,85.15,0.06,17.3,3.7,0.52,152,-1.6,17.4,1.91,0,0,15,847,15,15,15,553
TV3,MC2,2023-06-01T00:45:00Z,0.97,85.13,0.06,17.2,3.7,0.44,138,-1.6,17.3,0.99,0,0,15,844,15,15,15,556
TV3,MC2,2023-06-01T01:00:00Z,0.971,85.12,0.06,17.2,3.7,0.49,172,-1.6,17.4,0.99,0,0,15,858,15,15,15,578
TV3,MC2,2023-06-01T01:15:00Z,0.97,85.09,0.06,17.2,3.7,0.55,155,-1.6,17.2,1.9,0,0,15,827,15,15,15,568
TV3,MC2,2023-06-01T01:30:00Z,0.971,85.07,0.06,17.1,3.7,0.56,155,-1.6,17.2,2.71,0,0,15,834,15,15,15,532
TV3,MC2,2023-06-01T01:45:00Z,0.972,85.04,0.05,17,3.7,0.38,158,-1.6,17.1,1.17,0,0,15,817,15,15,15,521
TV3,MC2,2023-06-01T02:00:00Z,0.972,85.03,0.05,16.9,3.7,0.42,151,-1.6,17,1.05,0,0,15,816,15,15,15,543
TV3,MC2,2023-06-01T02:15:00Z,0.973,85.01,0.05,16.8,3.7,0.45,138,-1.6,17,1.43,0,0,15,702,15,15,15,584
TV3,MC2,2023-06-01T02:30:00Z,0.972,85,0.05,16.7,3.7,0.44,157,-1.6,16.8,1.09,0,0,15,917,15,15,15,634
TV3,MC2,2023-06-01T02:45:00Z,0.973,85,0.05,16.6,3.7,0.43,150,-1.6,16.7,1.3,0,0,15,877,15,15,15,598
TV3,MC2,2023-06-01T03:00:00Z,0.974,84.99,0.05,16.6,3.7,0.43,143,-1.6,16.7,0.99,0,0,15,843,15,15,15,558
TV3,MC2,2023-06-01T03:15:00Z,0.975,84.97,0.05,16.5,3.7,0.4,138,-1.6,16.6,1.25,0,0,15,816,15,15,15,542
TV3,MC2,2023-06-01T03:30:00Z,0.975,84.97,0.05,16.5,3.8,0.49,133,-1.6,16.6,1.69,0,0,15,714,15,15,15,543
TV3,MC2,2023-06-01T03:45:00Z,0.977,84.98,0.04,16.5,3.7,0.36,126,-1.6,16.6,0.84,0,0,15,698,15,15,15,521
TV3,MC2,2023-06-01T04:00:00Z,0.976,84.98,0.05,16.6,3.8,0.51,145,-1.6,16.7,1.42,0,0,15,697,15,15,15,514
TV3,MC2,2023-06-01T04:15:00Z,0.976,84.99,0.05,16.7,3.7,0.51,150,-1.6,16.8,1.49,0,0,15,686,15,15,15,539
TV3,MC2,2023-06-01T04:30:00Z,0.976,84.99,0.05,16.7,3.7,0.46,143,-1.6,16.9,1.1,0,0,15,682,15,15,15,514
TV3,MC2,2023-06-01T04:45:00Z,0.975,85,0.05,16.5,3.8,0.53,130,-1.6,17,1.25,0,0,15,670,15,15,15,486
TV3,MC2,2023-06-01T05:00:00Z,0.975,85.01,0.05,16.4,3.7,0.53,153,-1.6,17.2,1.53,0,0,15,659,15,15,15,474
TV3,MC2,2023-06-01T05:15:00Z,0.972,85.02,0.05,16.3,3.7,0.55,152,-1.6,17.2,1.3,0,0,15,649,15,15,15,468
TV3,MC2,2023-06-01T05:30:00Z,0.961,85.04,0.07,16.3,3.7,0.49,149,-1.6,17.2,1.14,0,0,15,633,15,15,15,467
TV3,MC2,2023-06-01T05:45:00Z,0.942,85.06,0.11,16.5,3.8,0.43,139,-1.6,17.4,1.17,0,8.2,15,597,15,15,15,466
TV3,MC2,2023-06-01T06:00:00Z,0.932,85.08,0.13,16.6,3.7,0.33,109,-1.7,17.2,0.98,0,15.2,15,558,15,15,15,466
TV3,MC2,2023-06-01T06:15:00Z,0.932,85.1,0.13,16.6,3.7,0.27,92,-1.7,17,0.83,0,22.3,15,524,15,15,15,466
TV3,MC2,2023-06-01T06:30:00Z,0.932,85.12,0.13,16.7,3.8,0.3,107,-1.6,17.1,0.9,0,22.7,15,494,15,15,15,465
TV3,MC2,2023-06-01T06:45:00Z,0.927,85.13,0.14,16.9,3.7,0.23,108,-1.6,17.2,0.82,0,29.1,15,475,15,15,15,465
TV3,MC2,2023-06-01T07:00:00Z,0.92,85.14,0.16,17.2,3.7,0.25,118,-1.6,17.3,0.85,0,40.6,15,463,15,15,15,464
TV3,MC2,2023-06-01T07:15:00Z,0.917,85.16,0.17,17.4,3.7,0.23,119,-1.6,17.5,1.33,0,55.5,12,460,15,15,15,463
TV3,MC2,2023-06-01T07:30:00Z,0.914,85.18,0.17,17.8,3.7,0.27,133,-1.6,17.8,1.56,0,83.9,0,458,15,15,15,462
TV3,MC2,2023-06-01T07:45:00Z,0.912,85.19,0.18,18.1,3.7,0.29,120,-1.6,18,0.97,0,74,0,458,15,15,15,461
TV3,MC2,2023-06-01T08:00:00Z,0.91,85.2,0.19,18.2,3.7,0.24,159,-1.6,18.2,1,0,91,4,457,15,15,15,460
TV3,MC2,2023-06-01T08:15:00Z,0.91,85.21,0.19,18.4,3.7,0.35,174,-1.6,18.6,1.38,0,171.9,0,455,15,1,15,458
TV3,MC2,2023-06-01T08:30:00Z,0.897,85.23,0.22,18.5,3.6,0.57,171,-1.5,18.6,1.41,0,118.8,0,455,15,0,15,455
TV3,MC2,2023-06-01T08:45:00Z,0.886,85.23,0.24,18.4,3.7,0.54,162,-1.5,18.6,1.52,0,122.5,0,455,15,0,15,454
TV3,MC2,2023-06-01T09:00:00Z,0.887,85.25,0.24,18.7,3.7,0.38,172,-1.6,18.9,1.27,0,147.6,0,455,15,0,15,452
TV3,MC2,2023-06-01T09:15:00Z,0.882,85.24,0.26,19.1,3.6,0.55,167,-1.6,19.2,1.58,0,183.7,0,454,15,0,15,451
TV3,MC2,2023-06-01T09:30:00Z,0.876,85.23,0.28,19.3,3.6,0.51,166,-1.6,19.4,1.65,0,199.4,0,454,15,0,15,451
TV3,MC2,2023-06-01T09:45:00Z,0.87,85.22,0.29,19.5,3.6,0.62,176,-1.6,19.6,2.13,0,205.1,0,454,15,0,15,451
TV3,MC2,2023-06-01T10:00:00Z,0.864,85.21,0.31,19.7,3.6,0.63,185,-1.5,20,2.36,0,281.6,0,453,15,0,15,450
TV3,MC2,2023-06-01T10:15:00Z,0.869,85.21,0.31,20,3.6,0.61,163,-1.6,20.3,1.57,0,214.1,0,454,15,0,15,451
TV3,MC2,2023-06-01T10:30:00Z,0.859,85.2,0.33,20.1,3.6,0.68,173,-1.5,20.2,2.08,0,197.4,0,454,15,0,15,451
TV3,MC2,2023-06-01T10:45:00Z,0.873,85.19,0.3,20.2,3.5,0.59,176,-1.5,20.6,1.89,0,403.4,0,453,15,0,15,450
TV3,MC2,2023-06-01T11:00:00Z,0.842,85.18,0.39,21,3.5,0.76,166,-1.5,20.9,2.17,0,429.2,0,452,15,0,14,450
TV3,MC2,2023-06-01T11:15:00Z,0.842,85.16,0.4,21.1,3.5,0.62,184,-1.6,21.2,1.5,0,443.8,0,452,15,0,15,450
TV3,MC2,2023-06-01T11:30:00Z,0.841,85.16,0.4,21.1,3.5,0.65,179,-1.6,21.3,1.87,0,294.6,0,452,15,0,13,450
TV3,MC2,2023-06-01T11:45:00Z,0.84,85.15,0.41,21.6,3.5,0.61,174,-1.5,21.7,3.54,0,258.4,0,453,15,0,4,450
TV3,MC2,2023-06-01T12:00:00Z,0.827,85.13,0.45,21.6,3.5,0.77,183,-1.5,21.7,2.42,0,332.2,0,452,15,0,13,450
TV3,MC2,2023-06-01T12:15:00Z,0.807,85.11,0.5,21.8,3.5,0.63,182,-1.4,22,1.91,0,468.8,0,452,15,0,9,450
TV3,MC2,2023-06-01T12:30:00Z,0.81,85.09,0.51,22.1,3.4,0.6,188,-1.5,22.4,1.58,0,289.3,0,452,15,0,6,449
TV3,MC2,2023-06-01T12:45:00Z,0.815,85.08,0.48,21.7,3.5,0.55,204,-1.5,22.1,1.83,0,171.6,0,452,15,0,2,450
TV3,MC2,2023-06-01T13:00:00Z,0.842,85.06,0.41,21.5,3.4,0.48,158,-1.5,22,1.42,0,177.1,0,454,15,0,13,451
TV3,MC2,2023-06-01T13:15:00Z,0.863,85.06,0.35,21.4,3.5,0.39,130,-1.6,21.9,1.23,0,149.4,0,453,15,0,15,451
TV3,MC2,2023-06-01T13:30:00Z,0.863,85.05,0.35,21.7,3.5,0.37,144,-1.6,21.9,0.91,0,134.2,0,454,15,0,15,451
TV3,MC2,2023-06-01T13:45:00Z,0.877,85.04,0.31,21.2,3.5,0.38,148,-1.6,21.4,0.97,0,82.8,4,622,15,4,15,569
TV3,MC2,2023-06-01T14:00:00Z,0.908,85.03,0.22,20.6,3.5,0.39,138,-1.6,20.7,1.44,0,52.9,15,857,15,15,15,584
TV3,MC2,2023-06-01T14:15:00Z,0.923,85.03,0.18,19.8,3.6,0.47,164,-1.6,19.9,2.02,0,25.8,15,936,15,15,15,657
TV3,MC2,2023-06-01T14:30:00Z,0.938,85.02,0.14,19.4,3.6,0.4,122,-1.6,19.5,1.13,0,52.6,15,890,15,15,15,614
TV3,MC2,2023-06-01T14:45:00Z,0.944,85.01,0.12,19.1,3.6,0.37,141,-1.6,19.3,1.57,0,98.7,15,808,15,15,15,522
TV3,MC2,2023-06-01T15:00:00Z,0.948,84.98,0.12,19.6,3.6,0.51,151,-1.6,19.9,1.39,0,184.2,15,699,15,15,15,471
TV3,MC2,2023-06-01T15:15:00Z,0.941,84.97,0.14,20,3.6,0.46,153,-1.6,20.1,1.59,0,111.7,15,624,15,15,15,464
TV3,MC2,2023-06-01T15:30:00Z,0.938,84.98,0.14,19.7,3.6,0.44,122,-1.6,19.8,1.44,0,65.4,15,583,15,15,15,463
TV3,MC2,2023-06-01T15:45:00Z,0.942,84.98,0.13,19.4,3.6,0.43,145,-1.6,19.5,1.16,0,38.3,15,555,15,15,15,463
TV3,MC2,2023-06-01T16:00:00Z,0.945,84.98,0.12,19.1,3.6,0.39,146,-1.6,19.2,1.07,0,17.9,15,1038,15,15,15,982
TV3,MC2,2023-06-01T16:15:00Z,0.949,84.98,0.11,18.8,3.7,0.32,138,-1.6,18.8,1.44,0,15.6,15,919,15,15,15,611
TV3,MC2,2023-06-01T16:30:00Z,0.953,84.99,0.1,18.5,3.7,0.34,149,-1.6,18.5,0.77,0,32.8,15,885,15,15,15,587
TV3,MC2,2023-06-01T16:45:00Z,0.955,84.99,0.1,18.3,3.7,0.3,145,-1.6,18.4,0.69,0,30.8,15,850,15,15,15,539
TV3,MC2,2023-06-01T17:00:00Z,0.958,84.98,0.09,18.3,3.7,0.32,136,-1.6,18.4,0.74,0,20,15,850,15,15,15,539
TV3,MC2,2023-06-01T17:15:00Z,0.96,84.97,0.08,18.3,3.6,0.34,145,-1.6,18.4,0.8,0,20,15,732,15,15,15,540
TV3,MC2,2023-06-01T17:30:00Z,0.961,84.98,0.08,18.3,3.7,0.37,151,-1.6,18.4,1.18,0,10.1,15,685,15,15,15,516
TV3,MC2,2023-06-01T17:45:00Z,0.963,85.01,0.08,18.3,3.7,0.35,139,-1.6,18.4,0.76,0,2.9,15,686,15,15,15,505
TV3,MC2,2023-06-01T18:00:00Z,0.963,85.04,0.08,18.3,3.7,0.47,141,-1.5,18.3,1.51,0,0,15,689,15,15,15,518
TV3,MC2,2023-06-01T18:15:00Z,0.964,85.04,0.07,18.2,3.7,0.4,148,-1.6,18.2,1.08,0,0,15,682,15,15,15,510
TV3,MC2,2023-06-01T18:30:00Z,0.965,85.05,0.07,18,3.7,0.49,151,-1.6,18.1,1.92,0,0,15,694,15,15,15,526
TV3,MC2,2023-06-01T18:45:00Z,0.968,85.07,0.07,18.1,3.7,0.49,136,-1.6,18.2,1.28,0,0,15,733,15,15,15,535
TV3,MC2,2023-06-01T19:00:00Z,0.967,85.1,0.07,18,3.7,0.47,141,-1.6,18.1,1.66,0,0,15,675,15,15,15,526
TV3,MC2,2023-06-01T19:15:00Z,0.967,85.13,0.07,18,3.7,0.38,154,-1.6,18,1.41,0,0,15,664,15,15,15,523
TV3,MC2,2023-06-01T19:30:00Z,0.968,85.12,0.06,17.9,3.7,0.41,148,-1.5,18,1.86,0,0,15,695,15,15,15,545
TV3,MC2,2023-06-01T19:45:00Z,0.97,85.13,0.06,18,3.7,0.47,142,-1.5,18.1,1.54,0,0,15,826,15,15,15,578
TV3,MC2,2023-06-01T20:00:00Z,0.971,85.14,0.06,18.1,3.7,0.47,148,-1.6,18.2,1.29,0,0,15,800,15,15,15,567
TV3,MC2,2023-06-01T20:15:00Z,0.97,85.14,0.06,18.1,3.7,0.47,150,-1.6,18.2,1.97,0,0,15,771,15,15,15,645
TV3,MC2,2023-06-01T20:30:00Z,0.972,85.15,0.06,18.1,3.8,0.44,137,-1.5,18.2,1.35,0,0,15,953,15,15,15,682
TV3,MC2,2023-06-01T20:45:00Z,0.972,85.17,0.06,18.1,3.7,0.36,150,-1.6,18.2,0.79,0,0,15,953,15,15,15,671
TV3,MC2,2023-06-01T21:00:00Z,0.973,85.16,0.06,18.1,3.7,0.47,139,-1.6,18.2,1.01,0,0,15,890,15,15,15,622
TV3,MC2,2023-06-01T21:15:00Z,0.972,85.16,0.06,18.1,3.7,0.4,158,-1.5,18.2,1.07,0,0,15,975,15,15,15,717
TV3,MC2,2023-06-01T21:30:00Z,0.973,85.18,0.06,18.1,3.7,0.56,136,-1.6,18.2,1.47,0,0,15,974,15,15,15,710
TV3,MC2,2023-06-01T21:45:00Z,0.974,85.19,0.05,18,3.8,0.59,145,-1.6,18.1,1.6,0,0,15,906,15,15,15,608
TV3,MC2,2023-06-01T22:00:00Z,0.975,85.2,0.05,17.8,3.7,0.47,148,-1.6,18,1.38,0,0,15,856,15,15,15,568
TV3,MC2,2023-06-01T22:15:00Z,0.974,85.21,0.05,17.8,3.8,0.47,140,-1.6,17.9,1.72,0,0,15,852,15,15,15,550
TV3,MC2,2023-06-01T22:30:00Z,0.975,85.22,0.05,17.7,3.7,0.32,140,-1.5,17.8,0.64,0,0,15,791,15,15,15,601
TV3,MC2,2023-06-01T22:45:00Z,0.975,85.21,0.05,17.8,3.8,0.38,140,-1.5,18,1.04,0,0,15,728,15,15,15,605
TV3,MC2,2023-06-01T23:00:00Z,0.975,85.2,0.05,17.9,3.7,0.44,140,-1.6,18,1.1,0,0,15,893,15,15,15,607
TV3,MC2,2023-06-01T23:15:00Z,0.976,85.2,0.05,17.9,3.7,0.57,152,-1.6,18,3,0,0,15,899,15,15,15,596
TV3,MC2,2023-06-01T23:30:00Z,0.975,85.19,0.05,17.6,3.7,0.57,145,-1.5,17.7,1.59,0,0,15,857,15,15,15,562
TV3,MC2,2023-06-01T23:45:00Z,0.976,85.18,0.05,17.5,3.8,0.55,139,-1.6,17.6,2.3,0,0,15,830,15,15,15,561
TV3,MC2,2023-06-02T00:00:00Z,0.976,85.17,0.05,17.3,3.7,0.54,144,-1.6,17.4,1.73,0,0,15,839,15,15,15,554
TV3,MC2,2023-06-02T00:15:00Z,0.977,85.16,0.05,17.5,3.7,0.39,138,-1.6,17.6,1.22,0,0,15,689,15,15,15,544
TV3,MC2,2023-06-02T00:30:00Z,0.977,85.14,0.05,17.6,3.7,0.41,154,-1.6,17.7,1.14,0,0,15,744,15,15,15,573
TV3,MC2,2023-06-02T00:45:00Z,0.979,85.13,0.04,17.6,3.7,0.39,152,-1.5,17.8,1.21,0,0,15,736,15,15,15,555
TV3,MC2,2023-06-02T01:00:00Z,0.978,85.12,0.05,17.7,3.7,0.42,141,-1.6,17.8,1.25,0,0,15,716,15,15,15,543
TV3,MC2,2023-06-02T01:15:00Z,0.977,85.09,0.05,17.7,3.7,0.37,158,-1.6,17.7,0.68,0,0,15,718,15,15,15,529
TV3,MC2,2023-06-02T01:30:00Z,0.979,85.07,0.04,17.6,3.7,0.41,159,-1.6,17.7,0.96,0,0,15,732,15,15,15,549
TV3,MC2,2023-06-02T01:45:00Z,0.978,85.06,0.04,17.6,3.7,0.39,163,-1.6,17.7,0.88,0,0,15,717,15,15,15,535
TV3,MC2,2023-06-02T02:00:00Z,0.979,85.03,0.04,17.6,3.7,0.37,160,-1.6,17.7,0.94,0,0,15,716,15,15,15,551
TV3,MC2,2023-06-02T02:15:00Z,0.979,85.02,0.04,17.6,3.7,0.39,152,-1.6,17.7,0.68,0,0,15,699,15,15,15,533
TV3,MC2,2023-06-02T02:30:00Z,0.979,85,0.04,17.6,3.7,0.41,150,-1.6,17.7,0.96,0,0,15,699,15,15,15,523
TV3,MC2,2023-06-02T02:45:00Z,0.979,84.99,0.04,17.5,3.7,0.43,150,-1.6,17.6,1.63,0,0,15,699,15,15,15,516
TV3,MC2,2023-06-02T03:00:00Z,0.979,84.98,0.04,17.5,3.8,0.42,156,-1.6,17.6,1.38,0,0,15,697,15,15,15,519
TV3,MC2,2023-06-02T03:15:00Z,0.979,84.97,0.04,17.4,3.7,0.44,155,-1.6,17.5,1.08,0,0,15,697,15,15,15,524
TV3,MC2,2023-06-02T03:30:00Z,0.979,84.98,0.04,17.3,3.7,0.43,157,-1.5,17.4,1.4,0,0,15,687,15,15,15,510
TV3,MC2,2023-06-02T03:45:00Z,0.979,84.98,0.04,17.2,3.7,0.41,149,-1.6,17.3,0.91,0,0,15,697,15,15,15,507
TV3,MC2,2023-06-02T04:00:00Z,0.981,84.98,0.04,17.2,3.7,0.43,154,-1.6,17.3,1.54,0,0,15,694,15,15,15,507
TV3,MC2,2023-06-02T04:15:00Z,0.98,84.99,0.04,17.1,3.7,0.38,145,-1.6,17.2,0.81,0,0,15,687,15,15,15,504
TV3,MC2,2023-06-02T04:30:00Z,0.979,84.98,0.04,17.1,3.8,0.4,153,-1.6,17.2,0.89,0,0,15,683,15,15,15,502
TV3,MC2,2023-06-02T04:45:00Z,0.98,84.98,0.04,17.1,3.8,0.39,152,-1.6,17.2,1.23,0,0,15,679,15,15,15,494
TV3,MC2,2023-06-02T05:00:00Z,0.981,85,0.04,17.1,3.8,0.36,149,-1.6,17.2,0.71,0,0,15,708,15,15,15,497
TV3,MC2,2023-06-02T05:15:00Z,0.981,85.01,0.04,17.2,3.8,0.39,154,-1.6,17.3,1.11,0,0,15,686,15,15,15,498
TV3,MC2,2023-06-02T05:30:00Z,0.981,85.01,0.04,17.2,3.7,0.37,161,-1.6,17.3,0.83,0,0,15,685,15,15,15,499
TV3,MC2,2023-06-02T05:45:00Z,0.981,85.02,0.04,17.2,3.8,0.41,162,-1.6,17.3,0.95,0,8.2,15,684,15,15,15,501
TV3,MC2,2023-06-02T06:00:00Z,0.981,85.05,0.04,17.2,3.8,0.42,159,-1.6,17.2,1.41,0,16.3,15,679,15,15,15,491
TV3,MC2,2023-06-02T06:15:00Z,0.98,85.07,0.04,17.2,3.8,0.52,150,-1.5,17.3,2.8,0,20.7,15,678,15,15,15,512
TV3,MC2,2023-06-02T06:30:00Z,0.981,85.09,0.04,17.3,3.8,0.4,154,-1.6,17.4,1.31,0,23.6,15,677,15,15,15,504
TV3,MC2,2023-06-02T06:45:00Z,0.981,85.11,0.04,17.3,3.8,0.47,155,-1.6,17.5,1.17,0,16.7,15,708,15,15,15,526
TV3,MC2,2023-06-02T07:00:00Z,0.98,85.12,0.04,17.3,3.8,0.48,146,-1.6,17.4,1.32,0,11.4,15,917,15,15,15,630
TV3,MC2,2023-06-02T07:15:00Z,0.98,85.13,0.04,17.2,3.8,0.46,155,-1.6,17.3,1.03,0,9,15,948,15,15,15,663
TV3,MC2,2023-06-02T07:30:00Z,0.98,85.13,0.04,17,3.7,0.53,146,-1.6,17.2,1.18,0,8.1,15,939,15,15,15,654
TV3,MC2,2023-06-02T07:45:00Z,0.98,85.13,0.04,16.9,3.8,0.44,154,-1.5,17.2,1.32,0,9.2,15,947,15,15,15,651
TV3,MC2,2023-06-02T08:00:00Z,0.981,85.13,0.04,17.1,3.8,0.47,159,-1.6,17.3,1.14,0,11.9,15,932,15,15,15,636
TV3,MC2,2023-06-02T08:15:00Z,0.982,85.15,0.04,17.3,3.7,0.5,147,-1.6,17.5,1.31,0,13.7,15,939,15,15,15,637
TV3,MC2,2023-06-02T08:30:00Z,0.982,85.15,0.04,17.5,3.8,0.49,151,-1.5,17.6,1.42,0,17.4,15,921,15,15,15,597
TV3,MC2,2023-06-02T08:45:00Z,0.981,85.15,0.04,17.5,3.8,0.46,157,-1.6,17.7,1.17,0,21.6,15,914,15,15,15,604
TV3,MC2,2023-06-02T09:00:00Z,0.98,85.16,0.04,17.7,3.8,0.46,154,-1.5,17.8,1.31,0,27.5,15,931,15,15,15,618
TV3,MC2,2023-06-02T09:15:00Z,0.98,85.15,0.04,17.7,3.8,0.62,154,-1.5,17.9,1.67,0,38.3,15,905,15,15,15,588
TV3,MC2,2023-06-02T09:30:00Z,0.981,85.12,0.04,17.8,3.8,0.58,154,-1.6,18.1,1.5,0,57.3,15,846,15,15,15,542
TV3,MC2,2023-06-02T09:45:00Z,0.979,85.11,0.04,17.9,3.7,0.45,153,-1.6,18.3,1.2,0,84.4,15,833,15,15,15,535
TV3,MC2,2023-06-02T10:00:00Z,0.98,85.09,0.04,18.1,3.7,0.45,145,-1.6,18.5,1.15,0,100.5,15,806,15,15,15,503
TV3,MC2,2023-06-02T10:15:00Z,0.979,85.08,0.04,18.3,3.7,0.43,156,-1.6,18.7,0.85,0,112.2,15,718,15,15,15,476
TV3,MC2,2023-06-02T10:30:00Z,0.978,85.08,0.05,18.4,3.7,0.76,159,-1.5,18.8,2.09,0,130.7,15,706,15,15,15,472
TV3,MC2,2023-06-02T10:45:00Z,0.975,85.08,0.05,18.7,3.7,0.74,172,-1.5,19,2.37,0,171.2,15,690,15,15,15,471
TV3,MC2,2023-06-02T11:00:00Z,0.974,85.08,0.06,18.9,3.7,0.56,154,-1.5,19.2,1.18,0,198.3,15,662,15,15,15,470
TV3,MC2,2023-06-02T11:15:00Z,0.972,85.08,0.06,19.2,3.7,0.65,153,-1.5,19.5,1.85,0,269.9,15,567,15,15,15,469
TV3,MC2,2023-06-02T11:30:00Z,0.967,85.07,0.07,19.5,3.7,0.66,154,-1.5,19.9,2.08,0,246.1,15,486,15,15,15,469
TV3,MC2,2023-06-02T11:45:00Z,0.956,85.06,0.1,19.9,3.6,0.64,143,-1.5,20.2,1.54,0,242.8,13,459,15,15,15,467
TV3,MC2,2023-06-02T12:00:00Z,0.937,85.04,0.15,20.1,3.6,0.55,129,-1.5,20.4,2.13,0,233.6,0,457,15,15,15,467
TV3,MC2,2023-06-02T12:15:00Z,0.916,85.01,0.2,20.3,3.6,0.46,86,-1.5,20.5,1.64,0,219,0,456,15,15,15,466
TV3,MC2,2023-06-02T12:30:00Z,0.908,85,0.22,20.3,3.6,0.51,117,-1.5,20.3,1.43,0,189.1,0,457,15,15,15,466
TV3,MC2,2023-06-02T12:45:00Z,0.913,84.99,0.2,20.1,3.6,0.47,104,-1.6,20.2,1.47,0,193.9,0,457,15,15,15,465
TV3,MC2,2023-06-02T13:00:00Z,0.915,84.97,0.2,20.1,3.6,0.6,151,-1.5,20.2,1.76,0,254.9,0,456,15,15,15,463
TV3,MC2,2023-06-02T13:15:00Z,0.911,84.95,0.21,20.5,3.6,0.57,126,-1.5,20.7,2.12,0,286.4,0,455,15,15,15,461
TV3,MC2,2023-06-02T13:30:00Z,0.909,84.95,0.21,20.1,3.6,0.62,107,-1.5,20.3,1.46,0,141.4,0,457,15,15,15,460
TV3,MC2,2023-06-02T13:45:00Z,0.917,84.94,0.19,19.7,3.6,0.61,109,-1.5,19.9,1.32,0,97.2,0,457,15,14,15,460
TV3,MC2,2023-06-02T14:00:00Z,0.923,84.92,0.18,19.6,3.6,0.51,117,-1.5,20,1.53,0,138.8,0,457,15,1,15,458
TV3,MC2,2023-06-02T14:15:00Z,0.909,84.9,0.21,20,3.6,0.45,121,-1.5,20.3,1.07,0,170.1,0,456,15,0,15,456
TV3,MC2,2023-06-02T14:30:00Z,0.89,84.89,0.26,20.4,3.6,0.43,164,-1.5,20.7,1.57,0,223.6,0,456,15,0,15,454
