Tree,MC,Timestamp,Port5_Atmos_pressure,Port5_VPD,Port5_Temp,Port5_RH,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port3_Temp,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET7,MC1,2023-06-02T13:15:00Z,87.68,0.4,22.6,0.853,0.44,87.68,0.842,22.8,176,170.3,451,0,15,450,0,0
ET7,MC1,2023-06-02T13:30:00Z,87.66,0.37,22.3,0.861,0.44,87.65,0.842,22.7,121.8,115.5,451,0,15,450,2,0
ET7,MC1,2023-06-02T13:45:00Z,87.64,0.34,22,0.872,0.39,87.64,0.854,22.3,97.6,102,452,0,15,450,13,0
ET7,MC1,2023-06-02T14:00:00Z,87.62,0.33,21.7,0.873,0.37,87.62,0.859,21.8,101.1,106.2,451,0,15,450,15,0
ET7,MC1,2023-06-02T14:15:00Z,87.61,0.37,22,0.861,0.39,87.61,0.853,22,119.8,117.6,451,0,15,450,6,0
ET7,MC1,2023-06-02T14:30:00Z,87.6,0.44,22.5,0.839,0.45,87.59,0.836,22.5,143.2,123.4,451,0,15,449,0,0
ET7,MC1,2023-06-02T14:45:00Z,87.57,0.49,22.9,0.824,0.5,87.57,0.821,23,327.6,124.9,451,0,15,449,0,0
ET7,MC1,2023-06-02T15:00:00Z,87.54,0.58,23.6,0.801,0.59,87.54,0.798,23.6,141.9,114.1,450,0,15,448,0,0
ET7,MC1,2023-06-02T15:15:00Z,87.53,0.69,24,0.769,0.69,87.53,0.768,24.1,139.5,85.3,450,0,13,449,0,0
ET7,MC1,2023-06-02T15:30:00Z,87.53,0.7,23.8,0.763,0.71,87.53,0.76,24,89.5,67.7,450,0,15,448,0,0
ET7,MC1,2023-06-02T15:45:00Z,87.53,0.74,23.5,0.745,0.78,87.53,0.738,23.9,156.6,74.7,450,0,12,448,0,0
ET7,MC1,2023-06-02T16:00:00Z,87.54,0.74,23.4,0.744,0.76,87.54,0.74,23.7,344.2,72,450,0,0,448,0,0
ET7,MC1,2023-06-02T16:15:00Z,87.55,0.64,23.3,0.776,0.66,87.55,0.772,23.5,152.7,51.5,450,0,11,449,0,0
ET7,MC1,2023-06-02T16:30:00Z,87.56,0.53,22.8,0.808,0.56,87.56,0.802,23,78.6,37.5,451,0,15,449,0,0
ET7,MC1,2023-06-02T16:45:00Z,87.56,0.51,22.5,0.814,0.52,87.56,0.811,22.6,43.6,20.9,451,0,15,449,0,0
ET7,MC1,2023-06-02T17:00:00Z,87.57,0.44,21.9,0.834,0.46,87.57,0.826,22.1,74,22.5,451,0,15,450,0,0
ET7,MC1,2023-06-02T17:15:00Z,87.58,0.42,21.8,0.837,0.45,87.58,0.829,21.9,20.7,16.3,451,0,15,450,0,0
ET7,MC1,2023-06-02T17:30:00Z,87.58,0.51,21.8,0.803,0.51,87.58,0.804,21.8,16.1,14.3,451,0,15,449,0,0
ET7,MC1,2023-06-02T17:45:00Z,87.6,0.55,21.8,0.789,0.54,87.6,0.792,21.8,11.4,10.3,451,0,15,449,0,0
ET7,MC1,2023-06-02T18:00:00Z,87.61,0.52,21.7,0.799,0.52,87.61,0.8,21.7,5.3,4.4,451,0,15,449,0,0
ET7,MC1,2023-06-02T18:15:00Z,87.63,0.5,21.6,0.805,0.5,87.63,0.806,21.6,0,0,451,0,15,449,0,0
ET7,MC1,2023-06-02T18:30:00Z,87.64,0.51,21.5,0.803,0.5,87.64,0.805,21.5,0,0,451,0,15,449,0,0
ET7,MC1,2023-06-02T18:45:00Z,87.66,0.52,21.4,0.796,0.51,87.66,0.798,21.4,0,0,451,0,15,449,0,0
ET7,MC1,2023-06-02T19:00:00Z,87.67,0.58,21.4,0.771,0.56,87.68,0.778,21.3,0,0,451,0,15,449,0,0
ET7,MC1,2023-06-02T19:15:00Z,87.7,0.49,21,0.803,0.49,87.7,0.803,21,0,0,451,0,15,450,0,0
ET7,MC1,2023-06-02T19:30:00Z,87.72,0.37,20.1,0.843,0.38,87.72,0.837,20.1,0,0,451,0,15,450,8,0
ET7,MC1,2023-06-02T19:45:00Z,87.7,0.46,20.6,0.812,0.45,87.7,0.813,20.5,0,0,451,0,15,450,0,0
ET7,MC1,2023-06-02T20:00:00Z,87.7,0.49,20.8,0.802,0.49,87.7,0.802,20.8,0,0,451,0,15,449,0,0
ET7,MC1,2023-06-02T20:15:00Z,87.71,0.47,20.8,0.808,0.46,87.71,0.81,20.7,0,0,451,0,15,450,0,0
ET7,MC1,2023-06-02T20:30:00Z,87.7,0.41,20.8,0.835,0.4,87.7,0.836,20.7,0,0,451,0,15,450,6,0
ET7,MC1,2023-06-02T20:45:00Z,87.72,0.38,20.8,0.846,0.38,87.72,0.845,20.7,0,0,452,0,15,450,14,0
ET7,MC1,2023-06-02T21:00:00Z,87.72,0.37,20.8,0.848,0.38,87.72,0.845,20.8,0,0,452,0,15,450,14,0
ET7,MC1,2023-06-02T21:15:00Z,87.73,0.37,20.7,0.85,0.37,87.73,0.847,20.6,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T21:30:00Z,87.74,0.38,20.6,0.844,0.38,87.75,0.842,20.6,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T21:45:00Z,87.75,0.34,20.4,0.858,0.35,87.75,0.855,20.4,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T22:00:00Z,87.74,0.34,20.4,0.857,0.35,87.74,0.854,20.4,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T22:15:00Z,87.74,0.28,20.4,0.883,0.3,87.74,0.874,20.4,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T22:30:00Z,87.74,0.3,20.3,0.874,0.32,87.74,0.867,20.2,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T22:45:00Z,87.75,0.28,20.3,0.882,0.3,87.75,0.873,20.3,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T23:00:00Z,87.74,0.28,20.1,0.882,0.3,87.74,0.874,20,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T23:15:00Z,87.71,0.3,20.1,0.874,0.31,87.71,0.869,20,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-02T23:30:00Z,87.7,0.28,19.9,0.882,0.29,87.7,0.873,19.9,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-02T23:45:00Z,87.7,0.3,20,0.873,0.31,87.7,0.868,20,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T00:00:00Z,87.69,0.29,20.1,0.877,0.3,87.69,0.871,20,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T00:15:00Z,87.68,0.27,20,0.885,0.29,87.68,0.876,20,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T00:30:00Z,87.66,0.26,19.8,0.889,0.28,87.66,0.879,19.8,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T00:45:00Z,87.65,0.28,19.9,0.879,0.3,87.65,0.871,19.9,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T01:00:00Z,87.64,0.3,19.9,0.872,0.32,87.64,0.863,20,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T01:15:00Z,87.63,0.32,20,0.864,0.34,87.63,0.856,20,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T01:30:00Z,87.62,0.32,19.9,0.861,0.34,87.62,0.855,19.9,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T01:45:00Z,87.62,0.29,19.6,0.874,0.3,87.62,0.869,19.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T02:00:00Z,87.61,0.27,19.4,0.882,0.29,87.61,0.87,19.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T02:15:00Z,87.59,0.24,19.2,0.89,0.28,87.58,0.877,19.3,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T02:30:00Z,87.58,0.25,19.4,0.889,0.28,87.58,0.877,19.4,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T02:45:00Z,87.57,0.26,19.7,0.889,0.27,87.57,0.881,19.6,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T03:00:00Z,87.57,0.25,19.5,0.891,0.28,87.57,0.877,19.6,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T03:15:00Z,87.58,0.23,19.4,0.898,0.27,87.58,0.882,19.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T03:30:00Z,87.58,0.26,19.6,0.888,0.28,87.58,0.878,19.6,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T03:45:00Z,87.57,0.28,19.8,0.879,0.3,87.57,0.872,19.8,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T04:00:00Z,87.58,0.33,20.2,0.861,0.34,87.57,0.855,20.2,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T04:15:00Z,87.58,0.38,20.5,0.843,0.38,87.58,0.84,20.5,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T04:30:00Z,87.57,0.37,20.5,0.844,0.38,87.57,0.841,20.5,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T04:45:00Z,87.57,0.37,20.5,0.846,0.38,87.57,0.842,20.5,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T05:00:00Z,87.58,0.36,20.3,0.849,0.37,87.57,0.844,20.4,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T05:15:00Z,87.58,0.36,20.4,0.849,0.38,87.58,0.843,20.4,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T05:30:00Z,87.59,0.39,20.5,0.84,0.39,87.58,0.838,20.5,1.1,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T05:45:00Z,87.6,0.37,20.4,0.845,0.38,87.59,0.841,20.4,12.5,9.7,452,0,15,450,15,0
ET7,MC1,2023-06-03T06:00:00Z,87.61,0.37,20.6,0.848,0.38,87.6,0.844,20.5,25.8,17.9,452,0,15,450,15,0
ET7,MC1,2023-06-03T06:15:00Z,87.62,0.37,20.8,0.849,0.38,87.62,0.844,20.8,66.1,22.9,450,0,15,450,15,0
ET7,MC1,2023-06-03T06:30:00Z,87.63,0.39,21,0.844,0.46,87.62,0.821,21.7,111.5,27.6,449,0,2,450,14,0
ET7,MC1,2023-06-03T06:45:00Z,87.64,0.42,21.4,0.834,0.56,87.63,0.795,22.6,166.6,32.4,448,0,0,450,5,0
ET7,MC1,2023-06-03T07:00:00Z,87.65,0.45,21.8,0.826,0.6,87.64,0.786,22.9,218.4,36.8,447,0,0,450,0,0
ET7,MC1,2023-06-03T07:15:00Z,87.66,0.5,22.1,0.812,0.62,87.65,0.781,23,154.5,41,447,0,0,449,0,0
ET7,MC1,2023-06-03T07:30:00Z,87.67,0.57,22.5,0.79,0.68,87.67,0.763,23.4,115.7,44.5,449,0,0,449,0,0
ET7,MC1,2023-06-03T07:45:00Z,87.69,0.57,22.7,0.792,0.66,87.69,0.772,23.5,172.7,48.3,448,0,0,449,0,0
ET7,MC1,2023-06-03T08:00:00Z,87.7,0.58,22.9,0.793,0.78,87.69,0.746,24.5,453.4,51.6,445,0,0,449,0,0
ET7,MC1,2023-06-03T08:15:00Z,87.7,0.59,23.1,0.791,0.9,87.7,0.721,25.4,510.9,56.6,444,0,0,449,0,0
ET7,MC1,2023-06-03T08:30:00Z,87.71,0.67,23.5,0.769,1.07,87.71,0.686,26.2,579.2,81.8,443,0,0,448,0,0
ET7,MC1,2023-06-03T08:45:00Z,87.71,0.7,24.1,0.768,0.94,87.71,0.716,25.7,287.5,86.4,445,0,0,448,0,0
ET7,MC1,2023-06-03T09:00:00Z,87.72,0.72,24,0.757,0.78,87.72,0.743,24.3,189.1,115.4,447,0,0,448,0,0
ET7,MC1,2023-06-03T09:15:00Z,87.73,0.72,24.2,0.763,0.76,87.73,0.752,24.6,259.3,156.4,447,0,0,448,0,0
ET7,MC1,2023-06-03T09:30:00Z,87.74,0.7,24.1,0.768,0.79,87.74,0.748,24.8,323.9,124.1,446,0,0,448,0,0
ET7,MC1,2023-06-03T09:45:00Z,87.74,0.71,24.4,0.768,0.8,87.74,0.747,25,784.8,148.7,444,0,0,448,0,0
ET7,MC1,2023-06-03T10:00:00Z,87.74,0.7,24.4,0.77,0.84,87.74,0.74,25.4,495.8,173.2,444,0,0,448,0,0
ET7,MC1,2023-06-03T10:15:00Z,87.73,0.73,24.4,0.762,0.86,87.73,0.735,25.3,262.6,442.7,445,0,0,448,0,0
ET7,MC1,2023-06-03T10:30:00Z,87.74,0.7,24.5,0.773,0.76,87.74,0.758,25,183.1,203.8,447,0,0,448,0,0
ET7,MC1,2023-06-03T10:45:00Z,87.74,0.59,24,0.801,0.63,87.75,0.792,24.2,163,166.3,448,0,0,448,0,0
ET7,MC1,2023-06-03T11:00:00Z,87.73,0.6,24.2,0.8,0.64,87.74,0.791,24.4,265.1,218.3,448,0,0,448,0,0
ET7,MC1,2023-06-03T11:15:00Z,87.73,0.54,23.8,0.816,0.57,87.73,0.807,23.9,118.7,136.2,449,0,0,449,0,0
ET7,MC1,2023-06-03T11:30:00Z,87.72,0.53,23.8,0.82,0.56,87.72,0.812,23.9,142.6,379.6,448,0,0,448,0,0
ET7,MC1,2023-06-03T11:45:00Z,87.7,0.52,24,0.824,0.55,87.71,0.816,24.1,188.2,618.7,449,0,0,448,0,0
ET7,MC1,2023-06-03T12:00:00Z,87.69,0.55,24.3,0.817,0.59,87.69,0.807,24.5,168.3,366,448,0,0,448,0,0
ET7,MC1,2023-06-03T12:15:00Z,87.69,0.54,24.2,0.819,0.58,87.69,0.81,24.3,190.8,219.2,448,0,0,448,0,0
ET7,MC1,2023-06-03T12:30:00Z,87.67,0.53,24,0.824,0.55,87.68,0.817,24.1,322.4,594.2,449,0,0,448,0,0
ET7,MC1,2023-06-03T12:45:00Z,87.66,0.55,24,0.815,0.56,87.66,0.812,24,382.5,292.8,449,0,0,448,0,0
ET7,MC1,2023-06-03T13:00:00Z,87.65,0.52,24,0.826,0.54,87.64,0.818,24.1,162.4,185.9,449,0,0,448,0,0
ET7,MC1,2023-06-03T13:15:00Z,87.63,0.46,23.5,0.84,0.48,87.63,0.833,23.5,113.3,113.7,450,0,0,449,0,0
ET7,MC1,2023-06-03T13:30:00Z,87.61,0.48,24.2,0.839,0.52,87.61,0.829,24.3,187,149.8,449,0,0,448,0,0
ET7,MC1,2023-06-03T13:45:00Z,87.6,0.58,24.2,0.809,0.6,87.6,0.803,24.4,172.1,154.9,449,0,0,448,0,0
ET7,MC1,2023-06-03T14:00:00Z,87.58,0.58,24.4,0.81,0.59,87.58,0.807,24.5,177.1,135.5,449,0,0,448,0,0
ET7,MC1,2023-06-03T14:15:00Z,87.57,0.53,24,0.824,0.53,87.57,0.823,23.9,128.2,109.5,449,0,0,449,0,0
ET7,MC1,2023-06-03T14:30:00Z,87.57,0.56,24.1,0.812,0.57,87.57,0.81,24.2,246.5,156.6,449,0,0,448,0,0
ET7,MC1,2023-06-03T14:45:00Z,87.6,0.58,24.4,0.811,0.59,87.6,0.808,24.4,319.5,129.5,449,0,0,448,0,0
ET7,MC1,2023-06-03T15:00:00Z,87.58,0.49,23.5,0.832,0.5,87.58,0.827,23.5,130,119,450,0,0,449,0,0
ET7,MC1,2023-06-03T15:15:00Z,87.56,0.55,24.1,0.818,0.57,87.56,0.81,24.2,145.6,120.8,449,0,0,448,0,0
ET7,MC1,2023-06-03T15:30:00Z,87.54,0.53,23.8,0.82,0.56,87.54,0.812,24,113.5,102.7,449,0,0,448,0,0
ET7,MC1,2023-06-03T15:45:00Z,87.55,0.46,23.4,0.84,0.49,87.55,0.831,23.5,81.7,74,450,0,3,449,0,0
ET7,MC1,2023-06-03T16:00:00Z,87.55,0.36,22.8,0.869,0.4,87.55,0.855,22.8,117.4,62.1,451,0,15,449,0,0
ET7,MC1,2023-06-03T16:15:00Z,87.53,0.34,22.6,0.876,0.39,87.53,0.859,22.8,109.1,66.7,450,0,15,449,0,0
ET7,MC1,2023-06-03T16:30:00Z,87.55,0.32,22.2,0.88,0.38,87.55,0.861,22.4,45.4,43,451,0,15,450,0,0
ET7,MC1,2023-06-03T16:45:00Z,87.55,0.34,22,0.871,0.39,87.55,0.855,22.2,41,39.9,451,0,15,450,0,0
ET7,MC1,2023-06-03T17:00:00Z,87.55,0.34,21.9,0.872,0.37,87.55,0.859,22,34.4,34.4,451,0,15,450,0,0
ET7,MC1,2023-06-03T17:15:00Z,87.58,0.3,21.7,0.885,0.34,87.58,0.871,21.8,26,26.4,451,0,15,450,4,0
ET7,MC1,2023-06-03T17:30:00Z,87.6,0.26,21.6,0.9,0.3,87.6,0.884,21.6,15.6,15.6,452,0,15,450,13,0
ET7,MC1,2023-06-03T17:45:00Z,87.61,0.24,21.4,0.907,0.28,87.61,0.89,21.4,18.5,17.2,452,0,15,450,15,0
ET7,MC1,2023-06-03T18:00:00Z,87.61,0.24,21.4,0.904,0.29,87.61,0.886,21.4,9.9,8.4,452,0,15,450,15,0
ET7,MC1,2023-06-03T18:15:00Z,87.65,0.22,21.2,0.911,0.27,87.65,0.892,21.2,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T18:30:00Z,87.66,0.22,21.1,0.912,0.27,87.66,0.894,21.2,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T18:45:00Z,87.67,0.21,21,0.914,0.25,87.67,0.899,21,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T19:00:00Z,87.69,0.21,20.8,0.916,0.25,87.69,0.899,20.8,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T19:15:00Z,87.69,0.19,20.7,0.921,0.23,87.69,0.904,20.7,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T19:30:00Z,87.72,0.21,20.8,0.915,0.24,87.72,0.9,20.7,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T19:45:00Z,87.74,0.16,20.5,0.932,0.2,87.73,0.915,20.4,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T20:00:00Z,87.74,0.18,20.5,0.927,0.22,87.74,0.908,20.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T20:15:00Z,87.76,0.14,20.2,0.939,0.2,87.75,0.915,20.3,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T20:30:00Z,87.76,0.15,20.3,0.935,0.2,87.76,0.917,20.2,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T20:45:00Z,87.78,0.17,20.4,0.93,0.21,87.77,0.912,20.4,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T21:00:00Z,87.82,0.16,20.3,0.931,0.21,87.81,0.912,20.3,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T21:15:00Z,87.85,0.12,20.1,0.947,0.17,87.84,0.926,20.1,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T21:30:00Z,87.85,0.12,20,0.95,0.16,87.85,0.929,20,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T21:45:00Z,87.85,0.1,19.8,0.955,0.16,87.85,0.933,19.9,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T22:00:00Z,87.85,0.1,19.7,0.957,0.15,87.84,0.936,19.7,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T22:15:00Z,87.83,0.15,19.8,0.936,0.19,87.83,0.918,19.8,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-03T22:30:00Z,87.81,0.29,20.6,0.882,0.3,87.81,0.874,20.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T22:45:00Z,87.8,0.32,20.6,0.868,0.33,87.79,0.862,20.6,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T23:00:00Z,87.8,0.39,20.9,0.844,0.4,87.79,0.84,20.9,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T23:15:00Z,87.79,0.29,20,0.877,0.31,87.78,0.869,20,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-03T23:30:00Z,87.78,0.23,19.6,0.898,0.25,87.77,0.891,19.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-03T23:45:00Z,87.77,0.24,19.6,0.893,0.26,87.76,0.886,19.5,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-04T00:00:00Z,87.77,0.31,20.2,0.871,0.32,87.76,0.866,20.2,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T00:15:00Z,87.75,0.29,20.2,0.879,0.3,87.74,0.873,20.1,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T00:30:00Z,87.73,0.31,20.5,0.869,0.33,87.73,0.862,20.5,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T00:45:00Z,87.72,0.29,20.1,0.876,0.31,87.72,0.867,20.1,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T01:00:00Z,87.71,0.26,19.7,0.887,0.28,87.7,0.878,19.6,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T01:15:00Z,87.66,0.34,20.2,0.855,0.35,87.66,0.851,20.2,0,0,451,0,15,450,15,0
ET7,MC1,2023-06-04T01:30:00Z,87.64,0.36,20.3,0.85,0.37,87.63,0.844,20.3,0,0,451,0,15,450,15,0
ET7,MC1,2023-06-04T01:45:00Z,87.62,0.34,19.9,0.853,0.35,87.61,0.85,19.9,0,0,452,0,15,450,14,0
ET7,MC1,2023-06-04T02:00:00Z,87.6,0.34,19.8,0.852,0.34,87.6,0.852,19.6,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T02:15:00Z,87.6,0.36,20.2,0.846,0.36,87.6,0.849,20.1,0,0,451,0,15,450,15,0
ET7,MC1,2023-06-04T02:30:00Z,87.6,0.3,19.7,0.871,0.31,87.6,0.865,19.7,0,0,452,0,15,450,15,0
ET7,MC1,2023-06-04T02:45:00Z,87.6,0.23,19.3,0.897,0.25,87.6,0.886,19.3,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-04T03:00:00Z,87.61,0.22,19.5,0.904,0.24,87.6,0.893,19.4,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-04T03:15:00Z,87.61,0.23,19.6,0.898,0.24,87.61,0.893,19.4,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-04T03:30:00Z,87.63,0.17,18.9,0.922,0.2,87.62,0.907,18.9,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-04T03:45:00Z,87.65,0.12,18.6,0.944,0.15,87.65,0.928,18.5,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-04T04:00:00Z,87.67,0.1,19.2,0.955,0.14,87.66,0.938,19.1,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-04T04:15:00Z,87.66,0.13,19.6,0.943,0.17,87.66,0.926,19.6,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-04T04:30:00Z,87.66,0.13,19.5,0.943,0.17,87.66,0.925,19.4,0,0,453,0,15,451,15,0
ET7,MC1,2023-06-04T04:45:00Z,87.67,0.11,19.1,0.952,0.15,87.67,0.933,19.1,0,0,453,0,15,452,15,0
ET7,MC1,2023-06-04T05:00:00Z,87.68,0.09,19,0.958,0.14,87.67,0.937,19,0,0,453,0,15,452,15,0
ET7,MC1,2023-06-04T05:15:00Z,87.67,0.18,19.6,0.923,0.22,87.66,0.906,19.6,0,0,452,0,15,451,15,0
ET7,MC1,2023-06-04T05:30:00Z,87.68,0.23,19.8,0.901,0.26,87.68,0.886,19.8,1.5,0.9,452,0,15,451,15,0
ET7,MC1,2023-06-04T05:45:00Z,87.7,0.3,20.2,0.875,0.32,87.69,0.866,20.3,12.3,10.1,452,0,15,451,15,0
ET7,MC1,2023-06-04T06:00:00Z,87.71,0.21,19.4,0.909,0.24,87.7,0.892,19.4,25.5,17.8,452,0,15,451,15,0
ET7,MC1,2023-06-04T06:15:00Z,87.71,0.23,19.8,0.9,0.26,87.7,0.888,19.7,60.8,23.4,451,0,15,451,15,0
ET7,MC1,2023-06-04T06:30:00Z,87.73,0.29,20.5,0.878,0.33,87.72,0.863,20.7,108.9,29.5,450,0,15,450,15,0
ET7,MC1,2023-06-04T06:45:00Z,87.75,0.4,21.4,0.842,0.45,87.74,0.826,21.8,159.5,34.1,449,0,2,450,14,0
ET7,MC1,2023-06-04T07:00:00Z,87.75,0.44,21.7,0.831,0.53,87.74,0.806,22.5,212.6,38.5,447,0,0,450,2,0
ET7,MC1,2023-06-04T07:15:00Z,87.76,0.45,22.2,0.833,0.65,87.74,0.781,23.9,195.9,42.8,446,0,0,450,0,0
ET7,MC1,2023-06-04T07:30:00Z,87.77,0.5,22.2,0.814,0.7,87.76,0.761,23.8,141.4,46.3,448,0,0,449,0,0
ET7,MC1,2023-06-04T07:45:00Z,87.77,0.52,22.6,0.808,0.65,87.77,0.777,23.7,140.8,49.8,448,0,0,449,0,0
ET7,MC1,2023-06-04T08:00:00Z,87.77,0.55,23.1,0.806,0.68,87.77,0.773,24.1,445.5,53.8,444,0,0,449,0,0
ET7,MC1,2023-06-04T08:15:00Z,87.78,0.57,22.9,0.797,0.86,87.77,0.73,25,499.1,58,444,0,0,449,0,0
ET7,MC1,2023-06-04T08:30:00Z,87.77,0.57,23.7,0.805,0.96,87.77,0.72,26.4,556.5,65.6,442,0,0,448,0,0
ET7,MC1,2023-06-04T08:45:00Z,87.78,0.6,23.6,0.794,1,87.78,0.707,26.2,319.9,81.1,445,0,0,448,0,0
ET7,MC1,2023-06-04T09:00:00Z,87.79,0.56,24,0.811,0.79,87.79,0.757,25.4,227.2,109.7,447,0,0,448,0,0
ET7,MC1,2023-06-04T09:15:00Z,87.79,0.5,24,0.833,0.67,87.8,0.789,25.2,176,117,448,0,0,449,0,0
ET7,MC1,2023-06-04T09:30:00Z,87.8,0.46,23.9,0.846,0.57,87.81,0.816,24.6,117.7,106,448,0,0,449,0,0
ET7,MC1,2023-06-04T09:45:00Z,87.81,0.42,23.6,0.857,0.52,87.81,0.828,24.2,105.1,91.7,449,0,0,449,0,0
ET7,MC1,2023-06-04T10:00:00Z,87.8,0.33,23.4,0.886,0.42,87.8,0.859,24,212.6,131.8,448,0,2,449,0,0
ET7,MC1,2023-06-04T10:15:00Z,87.79,0.37,24,0.877,0.59,87.79,0.819,25.4,193.4,184.4,449,0,0,449,0,0
ET7,MC1,2023-06-04T10:30:00Z,87.79,0.36,23.5,0.875,0.5,87.79,0.834,24.3,196.7,259.5,449,0,0,449,0,0
ET7,MC1,2023-06-04T10:45:00Z,87.8,0.39,23.9,0.87,0.45,87.8,0.849,24,80.6,91.6,450,0,0,449,0,0
ET7,MC1,2023-06-04T11:00:00Z,87.81,0.32,23.2,0.888,0.41,87.81,0.859,23.7,98,145,449,0,3,449,0,0
ET7,MC1,2023-06-04T11:15:00Z,87.82,0.28,22.8,0.899,0.39,87.82,0.864,23.4,87.3,91.2,450,0,11,450,0,0
ET7,MC1,2023-06-04T11:30:00Z,87.8,0.31,23.4,0.893,0.39,87.8,0.866,23.6,174.9,295.9,449,0,7,449,2,0
ET7,MC1,2023-06-04T11:45:00Z,87.79,0.45,24.2,0.85,0.55,87.79,0.824,24.7,172.5,265,450,0,0,449,0,0
ET7,MC1,2023-06-04T12:00:00Z,87.79,0.36,23.7,0.875,0.41,87.79,0.859,23.7,113.3,121.6,450,0,3,449,0,0
ET7,MC1,2023-06-04T12:15:00Z,87.77,0.4,23.4,0.86,0.44,87.77,0.847,23.6,125.6,137.7,449,0,7,449,0,0
ET7,MC1,2023-06-04T12:30:00Z,87.75,0.47,23.4,0.837,0.49,87.75,0.829,23.4,153.6,281.4,449,0,0,449,0,0
ET7,MC1,2023-06-04T12:45:00Z,87.74,0.54,23.4,0.812,0.55,87.74,0.81,23.4,137.7,157.8,449,0,0,449,0,0
