Tree,MC,Timestamp,Port6_Temp,Port6_Atmos_pressure,Port6_RH,Port6_VPD,Port3_Temp,Port3_VPD,Port3_Atmos_pressure,Port3_RH,Port1_Solar,Port2_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes,Port5_LWS_Count,Port5_LW_minutes,Port5_LW_minutes_H
FB7,MC2,2023-05-31T18:45:00Z,17.6,86.31,0.935,0.13,17.6,0.07,86.35,0.964,0,0,455,0,15,454,15,0
FB7,MC2,2023-05-31T19:00:00Z,17.6,86.35,0.938,0.12,17.7,0.07,86.38,0.965,0,0,455,0,15,455,15,0
FB7,MC2,2023-05-31T19:15:00Z,17.5,86.37,0.939,0.12,17.7,0.07,86.41,0.965,0,0,455,0,15,455,15,0
FB7,MC2,2023-05-31T19:30:00Z,17.6,86.38,0.94,0.12,17.7,0.07,86.42,0.966,0,0,455,0,15,455,15,0
FB7,MC2,2023-05-31T19:45:00Z,17.6,86.4,0.935,0.13,17.8,0.08,86.44,0.962,0,0,455,0,15,454,15,0
FB7,MC2,2023-05-31T20:00:00Z,17.7,86.42,0.92,0.16,17.8,0.12,86.46,0.943,0,0,454,0,15,454,15,0
FB7,MC2,2023-05-31T20:15:00Z,17.9,86.43,0.895,0.22,17.9,0.17,86.47,0.916,0,0,459,0,15,454,15,0
FB7,MC2,2023-05-31T20:30:00Z,17.9,86.44,0.896,0.21,18,0.18,86.48,0.912,0,0,456,2,15,454,15,0
FB7,MC2,2023-05-31T20:45:00Z,17.9,86.45,0.903,0.2,18.1,0.16,86.49,0.921,0,0,464,6,15,455,15,0
FB7,MC2,2023-05-31T21:00:00Z,17.8,86.45,0.916,0.17,18,0.13,86.49,0.936,0,0,458,11,15,455,15,0
FB7,MC2,2023-05-31T21:15:00Z,17.8,86.45,0.927,0.15,17.9,0.1,86.49,0.95,0,0,476,15,15,456,15,0
FB7,MC2,2023-05-31T21:30:00Z,17.8,86.47,0.933,0.14,17.9,0.09,86.5,0.958,0,0,464,15,15,455,15,0
FB7,MC2,2023-05-31T21:45:00Z,17.7,86.48,0.941,0.12,17.9,0.06,86.51,0.969,0,0,492,15,15,465,15,1
FB7,MC2,2023-05-31T22:00:00Z,17.8,86.48,0.944,0.11,17.9,0.06,86.51,0.971,0,0,906,15,15,537,15,15
FB7,MC2,2023-05-31T22:15:00Z,17.6,86.47,0.95,0.1,17.8,0.04,86.51,0.979,0,0,670,15,15,544,15,15
FB7,MC2,2023-05-31T22:30:00Z,17.6,86.48,0.96,0.08,17.7,0.02,86.51,0.991,0,0,608,15,15,517,15,15
FB7,MC2,2023-05-31T22:45:00Z,17.6,86.48,0.966,0.07,17.7,0,86.51,0.998,0,0,988,15,15,621,15,15
FB7,MC2,2023-05-31T23:00:00Z,17.6,86.46,0.971,0.06,17.6,0,86.5,1,0,0,747,15,15,569,15,15
FB7,MC2,2023-05-31T23:15:00Z,17.5,86.46,0.974,0.05,17.6,0,86.5,1,0,0,1023,15,15,597,15,15
FB7,MC2,2023-05-31T23:30:00Z,17.7,86.45,0.978,0.04,17.7,0,86.49,0.999,0,0,1080,15,15,582,15,15
FB7,MC2,2023-05-31T23:45:00Z,17.7,86.44,0.978,0.04,17.8,0,86.47,1.001,0,0,666,15,15,542,15,15
FB7,MC2,2023-06-01T00:00:00Z,17.7,86.43,0.98,0.04,17.7,0,86.47,1,0,0,581,15,15,515,15,15
FB7,MC2,2023-06-01T00:15:00Z,17.6,86.41,0.982,0.04,17.6,0,86.44,1,0,0,557,15,15,517,15,15
FB7,MC2,2023-06-01T00:30:00Z,17.6,86.39,0.984,0.03,17.7,0,86.42,1.001,0,0,533,15,15,509,15,15
FB7,MC2,2023-06-01T00:45:00Z,17.5,86.36,0.985,0.03,17.6,0,86.4,1,0,0,620,15,15,531,15,15
FB7,MC2,2023-06-01T01:00:00Z,17.7,86.36,0.987,0.03,17.7,0,86.39,1,0,0,616,15,15,536,15,15
FB7,MC2,2023-06-01T01:15:00Z,17.7,86.33,0.987,0.03,17.7,0,86.36,1.001,0,0,566,15,15,519,15,15
FB7,MC2,2023-06-01T01:30:00Z,17.6,86.29,0.988,0.02,17.7,0,86.33,0.999,0,0,531,15,15,505,15,15
FB7,MC2,2023-06-01T01:45:00Z,17.4,86.26,0.988,0.02,17.4,0,86.29,1,0,0,521,15,15,508,15,15
FB7,MC2,2023-06-01T02:00:00Z,17.3,86.25,0.988,0.02,17.4,0,86.28,1,0,0,515,15,15,508,15,15
FB7,MC2,2023-06-01T02:15:00Z,17.3,86.24,0.99,0.02,17.4,0,86.27,1,0,0,512,15,15,508,15,15
FB7,MC2,2023-06-01T02:30:00Z,17.2,86.23,0.991,0.02,17.3,0,86.26,1.001,0,0,832,15,15,557,15,15
FB7,MC2,2023-06-01T02:45:00Z,17.1,86.22,0.99,0.02,17.2,0,86.26,0.999,0,0,738,15,15,536,15,15
FB7,MC2,2023-06-01T03:00:00Z,17,86.2,0.991,0.02,17.1,0,86.24,1,0,0,599,15,15,520,15,15
FB7,MC2,2023-06-01T03:15:00Z,17,86.19,0.991,0.02,17.1,0,86.23,1,0,0,540,15,15,511,15,15
FB7,MC2,2023-06-01T03:30:00Z,17,86.19,0.992,0.02,17,0,86.22,1,0,0,577,15,15,520,15,15
FB7,MC2,2023-06-01T03:45:00Z,17,86.19,0.993,0.01,17.1,0,86.23,1,0,0,535,15,15,509,15,15
FB7,MC2,2023-06-01T04:00:00Z,17.2,86.19,0.992,0.02,17.2,0,86.23,1,0,0,520,15,15,508,15,15
FB7,MC2,2023-06-01T04:15:00Z,17.2,86.21,0.992,0.02,17.2,0,86.24,1.001,0,0,514,15,15,510,15,15
FB7,MC2,2023-06-01T04:30:00Z,17.2,86.22,0.992,0.02,17.3,0,86.25,1,0,0,510,15,15,509,15,15
FB7,MC2,2023-06-01T04:45:00Z,17.2,86.22,0.992,0.02,17.3,0,86.25,0.999,0,0,486,15,15,487,15,15
FB7,MC2,2023-06-01T05:00:00Z,17.5,86.23,0.988,0.02,17.4,0,86.27,1.001,0,0,471,15,15,459,15,12
FB7,MC2,2023-06-01T05:15:00Z,17.8,86.25,0.955,0.09,17.7,0.04,86.28,0.98,0,0,468,15,15,456,15,0
FB7,MC2,2023-06-01T05:30:00Z,18.4,86.26,0.889,0.23,18,0.14,86.3,0.93,0,0,465,15,15,454,15,0
FB7,MC2,2023-06-01T05:45:00Z,18.8,86.28,0.863,0.3,18.3,0.2,86.32,0.904,5.3,4.8,465,15,15,454,15,0
FB7,MC2,2023-06-01T06:00:00Z,18.8,86.3,0.862,0.3,18.4,0.21,86.34,0.898,13.2,12.1,464,15,15,453,15,0
FB7,MC2,2023-06-01T06:15:00Z,18.9,86.32,0.859,0.31,18.5,0.22,86.36,0.896,20,18.9,464,15,15,453,15,0
FB7,MC2,2023-06-01T06:30:00Z,18.8,86.35,0.872,0.28,18.4,0.2,86.39,0.907,22.5,21.1,464,15,15,453,15,0
FB7,MC2,2023-06-01T06:45:00Z,18.8,86.36,0.875,0.27,18.6,0.22,86.39,0.899,28.2,26.9,464,15,15,453,15,0
FB7,MC2,2023-06-01T07:00:00Z,18.9,86.38,0.876,0.27,18.7,0.22,86.41,0.897,36.4,34.1,464,15,15,453,15,0
FB7,MC2,2023-06-01T07:15:00Z,19.2,86.39,0.876,0.28,18.9,0.22,86.43,0.897,56.9,52.6,463,15,15,452,15,0
FB7,MC2,2023-06-01T07:30:00Z,19.5,86.4,0.876,0.28,19.1,0.22,86.44,0.902,95,91,462,15,15,452,15,0
FB7,MC2,2023-06-01T07:45:00Z,20.2,86.42,0.864,0.32,19.4,0.23,86.46,0.899,116.1,139.2,465,15,15,450,15,0
FB7,MC2,2023-06-01T08:00:00Z,20.8,86.43,0.85,0.37,19.6,0.23,86.48,0.899,263.9,289.1,455,11,15,450,11,0
FB7,MC2,2023-06-01T08:15:00Z,21,86.44,0.839,0.4,19.8,0.24,86.49,0.894,188,187,452,0,15,450,6,0
FB7,MC2,2023-06-01T08:30:00Z,20.9,86.46,0.853,0.36,19.8,0.23,86.51,0.899,175.8,172.1,452,0,15,450,14,0
FB7,MC2,2023-06-01T08:45:00Z,21.3,86.48,0.842,0.4,20.3,0.27,86.52,0.887,159.1,165.3,452,0,15,449,2,0
FB7,MC2,2023-06-01T09:00:00Z,21.3,86.49,0.844,0.39,20.6,0.29,86.52,0.88,197.8,208.2,452,0,15,450,2,0
FB7,MC2,2023-06-01T09:15:00Z,21.7,86.48,0.832,0.44,21,0.35,86.52,0.861,199.4,234.2,451,0,15,449,0,0
FB7,MC2,2023-06-01T09:30:00Z,22.4,86.47,0.822,0.48,21.5,0.36,86.51,0.861,232.5,310.2,450,0,15,447,0,0
FB7,MC2,2023-06-01T09:45:00Z,22.5,86.46,0.799,0.55,21.7,0.44,86.5,0.832,223,264.8,451,0,15,448,0,0
FB7,MC2,2023-06-01T10:00:00Z,23.1,86.45,0.796,0.58,22,0.43,86.49,0.837,216.1,373.2,450,0,15,447,0,0
FB7,MC2,2023-06-01T10:15:00Z,23.2,86.45,0.786,0.61,22.5,0.48,86.49,0.822,219.7,279.6,450,0,15,447,0,0
FB7,MC2,2023-06-01T10:30:00Z,23.1,86.45,0.796,0.58,22.6,0.47,86.48,0.829,199.6,206.2,451,0,15,448,0,0
FB7,MC2,2023-06-01T10:45:00Z,23.4,86.43,0.802,0.57,22.8,0.48,86.47,0.829,268.2,394.2,449,0,10,447,0,0
FB7,MC2,2023-06-01T11:00:00Z,23.7,86.43,0.782,0.64,23.3,0.55,86.46,0.806,239,331.1,450,0,4,447,0,0
FB7,MC2,2023-06-01T11:15:00Z,24,86.41,0.764,0.71,24,0.66,86.44,0.779,260.7,598.9,449,0,3,446,0,0
FB7,MC2,2023-06-01T11:30:00Z,22.7,86.4,0.797,0.56,23.2,0.61,86.44,0.786,200.3,264.4,450,0,6,448,0,0
FB7,MC2,2023-06-01T11:45:00Z,22.3,86.4,0.833,0.45,22.4,0.43,86.43,0.84,119.8,118.1,452,0,15,450,0,0
FB7,MC2,2023-06-01T12:00:00Z,22.2,86.38,0.862,0.37,22.1,0.33,86.41,0.876,173,214.8,451,0,15,448,2,0
FB7,MC2,2023-06-01T12:15:00Z,22.9,86.36,0.839,0.45,22.8,0.4,86.39,0.857,239.5,219.9,451,0,15,449,0,0
FB7,MC2,2023-06-01T12:30:00Z,22.4,86.34,0.862,0.38,22.7,0.36,86.37,0.868,384.3,262,450,0,15,448,0,0
FB7,MC2,2023-06-01T12:45:00Z,22.2,86.33,0.875,0.33,22.4,0.31,86.36,0.887,123,98.1,452,0,15,450,0,0
FB7,MC2,2023-06-01T13:00:00Z,22.6,86.3,0.852,0.41,22.5,0.36,86.34,0.867,192.6,146.7,451,0,15,448,0,0
FB7,MC2,2023-06-01T13:15:00Z,23.5,86.29,0.817,0.53,23,0.45,86.33,0.84,157.3,135.9,451,0,15,448,0,0
FB7,MC2,2023-06-01T13:30:00Z,23.2,86.3,0.816,0.52,22.6,0.43,86.34,0.844,163.3,130.6,451,0,15,448,0,0
FB7,MC2,2023-06-01T13:45:00Z,23.1,86.27,0.844,0.44,23,0.4,86.31,0.859,277.4,210.2,450,0,15,447,0,0
FB7,MC2,2023-06-01T14:00:00Z,22.6,86.27,0.85,0.41,22.8,0.4,86.3,0.856,65.7,62.4,996,8,15,538,10,5
FB7,MC2,2023-06-01T14:15:00Z,20.5,86.28,0.911,0.21,20.7,0.17,86.31,0.929,36.1,35,866,15,15,572,15,15
FB7,MC2,2023-06-01T14:30:00Z,19.8,86.27,0.942,0.13,19.8,0.07,86.31,0.972,26.6,24.9,772,15,15,547,15,15
FB7,MC2,2023-06-01T14:45:00Z,19.6,86.24,0.956,0.1,19.5,0.03,86.28,0.985,102.7,97,946,15,15,467,15,15
FB7,MC2,2023-06-01T15:00:00Z,20.1,86.2,0.957,0.1,19.8,0.02,86.24,0.993,151.2,141,801,15,15,452,15,0
FB7,MC2,2023-06-01T15:15:00Z,20.9,86.22,0.941,0.14,20.3,0.02,86.26,0.992,162.6,150,746,15,15,451,15,0
FB7,MC2,2023-06-01T15:30:00Z,21.1,86.21,0.926,0.19,20.5,0.04,86.25,0.984,116.3,103.6,654,15,15,452,15,0
FB7,MC2,2023-06-01T15:45:00Z,20.9,86.22,0.918,0.2,20.3,0.07,86.26,0.97,94.7,79.5,624,15,15,452,15,0
FB7,MC2,2023-06-01T16:00:00Z,20.6,86.22,0.92,0.19,20.2,0.07,86.26,0.971,79.8,71.2,591,15,15,452,15,0
FB7,MC2,2023-06-01T16:15:00Z,20.4,86.22,0.925,0.18,20.1,0.07,86.25,0.971,49.1,46.1,881,15,15,583,15,10
FB7,MC2,2023-06-01T16:30:00Z,19.5,86.22,0.944,0.13,19.4,0.04,86.26,0.984,22.9,22.2,699,15,15,542,15,15
FB7,MC2,2023-06-01T16:45:00Z,19,86.21,0.958,0.09,19,0.02,86.25,0.992,31.5,30.4,579,15,15,514,15,15
FB7,MC2,2023-06-01T17:00:00Z,18.9,86.19,0.964,0.08,18.8,0,86.23,0.999,40.5,39,536,15,15,490,15,15
FB7,MC2,2023-06-01T17:15:00Z,18.9,86.19,0.969,0.07,18.9,0,86.22,1,23.1,23.1,529,15,15,490,15,15
FB7,MC2,2023-06-01T17:30:00Z,18.8,86.2,0.972,0.06,18.8,0,86.24,1,13.5,13.2,514,15,15,487,15,15
FB7,MC2,2023-06-01T17:45:00Z,18.8,86.24,0.975,0.05,18.8,0,86.27,1.001,6.6,5.9,511,15,15,490,15,15
FB7,MC2,2023-06-01T18:00:00Z,18.8,86.26,0.977,0.05,18.9,0,86.29,1,0,0,507,15,15,492,15,15
FB7,MC2,2023-06-01T18:15:00Z,18.7,86.26,0.978,0.05,18.7,0,86.3,1.001,0,0,506,15,15,496,15,15
FB7,MC2,2023-06-01T18:30:00Z,18.5,86.26,0.981,0.04,18.6,0,86.3,1,0,0,505,15,15,495,15,15
FB7,MC2,2023-06-01T18:45:00Z,18.5,86.27,0.982,0.04,18.6,0,86.31,1,0,0,505,15,15,498,15,15
FB7,MC2,2023-06-01T19:00:00Z,18.6,86.31,0.982,0.04,18.6,0,86.34,1,0,0,507,15,15,501,15,15
FB7,MC2,2023-06-01T19:15:00Z,18.4,86.34,0.984,0.03,18.5,0,86.37,1,0,0,512,15,15,507,15,15
FB7,MC2,2023-06-01T19:30:00Z,18.4,86.34,0.984,0.03,18.5,0,86.38,1.001,0,0,557,15,15,532,15,15
FB7,MC2,2023-06-01T19:45:00Z,18.5,86.35,0.986,0.03,18.6,0,86.38,1,0,0,580,15,15,538,15,15
FB7,MC2,2023-06-01T20:00:00Z,18.7,86.36,0.986,0.03,18.7,0,86.39,1.001,0,0,614,15,15,546,15,15
FB7,MC2,2023-06-01T20:15:00Z,18.6,86.36,0.987,0.03,18.7,0,86.39,1,0,0,742,15,15,584,15,15
FB7,MC2,2023-06-01T20:30:00Z,18.6,86.38,0.988,0.03,18.7,0,86.42,1.001,0,0,612,15,15,535,15,15
FB7,MC2,2023-06-01T20:45:00Z,18.6,86.4,0.99,0.02,18.6,0,86.44,1,0,0,771,15,15,549,15,15
FB7,MC2,2023-06-01T21:00:00Z,18.6,86.4,0.989,0.02,18.6,0,86.44,1.001,0,0,680,15,15,537,15,15
FB7,MC2,2023-06-01T21:15:00Z,18.6,86.4,0.989,0.02,18.6,0,86.43,1.001,0,0,738,15,15,576,15,15
FB7,MC2,2023-06-01T21:30:00Z,18.7,86.41,0.991,0.02,18.8,0,86.45,1,0,0,835,15,15,564,15,15
FB7,MC2,2023-06-01T21:45:00Z,18.5,86.43,0.99,0.02,18.5,0,86.46,1.001,0,0,1116,15,15,595,15,15
FB7,MC2,2023-06-01T22:00:00Z,18.3,86.43,0.991,0.02,18.4,0,86.47,1,0,0,589,15,15,518,15,15
FB7,MC2,2023-06-01T22:15:00Z,18.2,86.44,0.991,0.02,18.2,0,86.48,1,0,0,543,15,15,506,15,15
FB7,MC2,2023-06-01T22:30:00Z,18.2,86.44,0.992,0.02,18.2,0,86.48,0.999,0,0,546,15,15,510,15,15
FB7,MC2,2023-06-01T22:45:00Z,18.2,86.42,0.992,0.02,18.3,0,86.46,1,0,0,570,15,15,563,15,15
FB7,MC2,2023-06-01T23:00:00Z,18.3,86.41,0.993,0.02,18.3,0,86.45,1,0,0,596,15,15,549,15,15
FB7,MC2,2023-06-01T23:15:00Z,18.4,86.41,0.993,0.02,18.4,0,86.44,1,0,0,591,15,15,529,15,15
FB7,MC2,2023-06-01T23:30:00Z,18.2,86.38,0.993,0.02,18.2,0,86.42,0.999,0,0,545,15,15,513,15,15
FB7,MC2,2023-06-01T23:45:00Z,18,86.38,0.994,0.01,18,0,86.42,1,0,0,530,15,15,508,15,15
FB7,MC2,2023-06-02T00:00:00Z,17.7,86.38,0.994,0.01,17.8,0,86.41,1,0,0,522,15,15,508,15,15
FB7,MC2,2023-06-02T00:15:00Z,17.9,86.38,0.994,0.01,18,0,86.41,1,0,0,522,15,15,510,15,15
FB7,MC2,2023-06-02T00:30:00Z,18,86.35,0.994,0.01,18.1,0,86.39,0.999,0,0,520,15,15,510,15,15
FB7,MC2,2023-06-02T00:45:00Z,18.1,86.34,0.995,0.01,18.2,0,86.37,1,0,0,522,15,15,516,15,15
FB7,MC2,2023-06-02T01:00:00Z,18.1,86.32,0.995,0.01,18.2,0,86.36,1.001,0,0,523,15,15,514,15,15
FB7,MC2,2023-06-02T01:15:00Z,18,86.28,0.995,0.01,18.1,0,86.32,1,0,0,519,15,15,516,15,15
FB7,MC2,2023-06-02T01:30:00Z,18,86.25,0.995,0.01,18,0,86.29,1,0,0,519,15,15,514,15,15
FB7,MC2,2023-06-02T01:45:00Z,18.1,86.24,0.995,0.01,18.1,0,86.28,0.999,0,0,518,15,15,514,15,15
FB7,MC2,2023-06-02T02:00:00Z,18,86.23,0.997,0.01,18.1,0,86.26,1,0,0,519,15,15,515,15,15
FB7,MC2,2023-06-02T02:15:00Z,18,86.21,0.996,0.01,18,0,86.24,1,0,0,520,15,15,519,15,15
FB7,MC2,2023-06-02T02:30:00Z,18,86.2,0.997,0.01,18,0,86.24,0.999,0,0,522,15,15,520,15,15
FB7,MC2,2023-06-02T02:45:00Z,18,86.2,0.996,0.01,18,0,86.24,1,0,0,522,15,15,520,15,15
FB7,MC2,2023-06-02T03:00:00Z,17.8,86.2,0.996,0.01,17.9,0,86.23,1,0,0,523,15,15,523,15,15
FB7,MC2,2023-06-02T03:15:00Z,17.8,86.19,0.996,0.01,17.8,0,86.22,1,0,0,523,15,15,523,15,15
FB7,MC2,2023-06-02T03:30:00Z,17.7,86.19,0.998,0.01,17.8,0,86.23,1,0,0,519,15,15,518,15,15
FB7,MC2,2023-06-02T03:45:00Z,17.6,86.18,0.999,0,17.7,0,86.22,1,0,0,515,15,15,514,15,15
FB7,MC2,2023-06-02T04:00:00Z,17.6,86.19,0.998,0,17.7,0,86.23,1,0,0,508,15,15,508,15,15
FB7,MC2,2023-06-02T04:15:00Z,17.6,86.2,0.998,0,17.6,0,86.24,1,0,0,502,15,15,503,15,15
FB7,MC2,2023-06-02T04:30:00Z,17.6,86.19,0.997,0.01,17.6,0,86.23,1,0,0,496,15,15,499,15,15
FB7,MC2,2023-06-02T04:45:00Z,17.6,86.19,0.997,0.01,17.7,0,86.23,1,0,0,491,15,15,498,15,15
FB7,MC2,2023-06-02T05:00:00Z,17.6,86.21,0.998,0,17.7,0,86.25,1.001,0,0,515,15,15,501,15,15
FB7,MC2,2023-06-02T05:15:00Z,17.8,86.22,0.997,0.01,17.8,0,86.26,1,0,0,502,15,15,497,15,15
FB7,MC2,2023-06-02T05:30:00Z,17.8,86.22,0.998,0,17.9,0,86.26,1,0,0,499,15,15,499,15,15
FB7,MC2,2023-06-02T05:45:00Z,17.8,86.24,0.996,0.01,17.8,0,86.28,1.001,7,6.2,495,15,15,497,15,15
FB7,MC2,2023-06-02T06:00:00Z,17.9,86.26,0.997,0.01,17.9,0,86.3,1,14.3,13.4,486,15,15,485,15,15
FB7,MC2,2023-06-02T06:15:00Z,17.9,86.28,0.996,0.01,18,0,86.32,1.001,22.5,21.8,478,15,15,468,15,15
FB7,MC2,2023-06-02T06:30:00Z,18.1,86.3,0.995,0.01,18.1,0,86.34,1,26.9,25.3,476,15,15,462,15,15
FB7,MC2,2023-06-02T06:45:00Z,18,86.32,0.994,0.01,18.1,0,86.36,1,19.6,19,476,15,15,462,15,15
FB7,MC2,2023-06-02T07:00:00Z,18,86.33,0.993,0.01,18.1,0,86.37,0.999,13.5,13.2,820,15,15,548,15,15
FB7,MC2,2023-06-02T07:15:00Z,17.9,86.34,0.99,0.02,17.9,0,86.38,1,10.3,9.7,936,15,15,573,15,15
FB7,MC2,2023-06-02T07:30:00Z,17.7,86.35,0.989,0.02,17.8,0,86.39,1,8.4,8.1,834,15,15,553,15,15
FB7,MC2,2023-06-02T07:45:00Z,17.6,86.34,0.99,0.02,17.6,0,86.38,1,9.3,8.8,826,15,15,558,15,15
FB7,MC2,2023-06-02T08:00:00Z,17.6,86.34,0.99,0.02,17.6,0,86.38,1,12.5,11.7,799,15,15,547,15,15
FB7,MC2,2023-06-02T08:15:00Z,17.8,86.35,0.991,0.02,17.8,0,86.39,1,15.7,14.8,778,15,15,572,15,15
FB7,MC2,2023-06-02T08:30:00Z,18,86.36,0.99,0.02,17.9,0,86.4,1.001,19.4,18.1,750,15,15,548,15,15
FB7,MC2,2023-06-02T08:45:00Z,18.1,86.37,0.991,0.02,18.2,0,86.41,0.999,24.5,22.9,744,15,15,554,15,15
FB7,MC2,2023-06-02T09:00:00Z,18.2,86.38,0.991,0.02,18.2,0,86.42,1,30.6,28,795,15,15,548,15,15
FB7,MC2,2023-06-02T09:15:00Z,18.4,86.36,0.991,0.02,18.4,0,86.41,1,41.2,37.9,715,15,15,541,15,15
FB7,MC2,2023-06-02T09:30:00Z,18.6,86.35,0.99,0.02,18.6,0,86.39,1,57.9,54.6,752,15,15,515,15,15
FB7,MC2,2023-06-02T09:45:00Z,18.9,86.33,0.989,0.02,18.7,0,86.37,1.001,92.1,85.1,774,15,15,473,15,15
FB7,MC2,2023-06-02T10:00:00Z,19.3,86.31,0.989,0.03,19,0,86.35,1,104.6,100.9,711,15,15,456,15,5
FB7,MC2,2023-06-02T10:15:00Z,19.5,86.3,0.984,0.04,19.2,0,86.34,1,112.6,107.3,649,15,15,455,15,0
FB7,MC2,2023-06-02T10:30:00Z,20,86.29,0.962,0.09,19.4,0,86.34,1,141.9,133.7,616,15,15,453,15,0
FB7,MC2,2023-06-02T10:45:00Z,20.6,86.3,0.932,0.17,19.7,0,86.34,1,189.9,188.6,575,15,15,452,15,0
FB7,MC2,2023-06-02T11:00:00Z,20.9,86.3,0.921,0.19,20,0.02,86.35,0.991,202.3,206,489,15,15,452,15,0
FB7,MC2,2023-06-02T11:15:00Z,21.4,86.3,0.915,0.22,20.6,0.05,86.34,0.98,228.5,280.9,465,15,15,451,15,0
FB7,MC2,2023-06-02T11:30:00Z,22.2,86.29,0.902,0.26,21.3,0.1,86.33,0.962,247.2,287.1,464,15,15,451,15,0
FB7,MC2,2023-06-02T11:45:00Z,22.5,86.28,0.88,0.33,21.6,0.17,86.32,0.936,266.6,320.1,462,15,15,450,13,0
FB7,MC2,2023-06-02T12:00:00Z,22.8,86.26,0.859,0.39,21.9,0.23,86.3,0.912,292.4,361.8,462,15,15,449,0,0
FB7,MC2,2023-06-02T12:15:00Z,23,86.23,0.849,0.42,22,0.26,86.27,0.902,307.6,298.1,461,15,15,449,0,0
FB7,MC2,2023-06-02T12:30:00Z,23.2,86.22,0.847,0.43,22.3,0.29,86.26,0.892,402.1,282.7,461,15,15,449,0,0
FB7,MC2,2023-06-02T12:45:00Z,22.9,86.22,0.856,0.4,22.4,0.32,86.26,0.881,367.1,217.7,460,11,15,448,0,0
FB7,MC2,2023-06-02T13:00:00Z,23.4,86.2,0.863,0.39,22.7,0.29,86.24,0.896,617.1,227.4,455,0,15,447,0,0
FB7,MC2,2023-06-02T13:15:00Z,23.4,86.19,0.839,0.46,23.1,0.39,86.23,0.861,365.1,216.6,453,0,15,448,0,0
FB7,MC2,2023-06-02T13:30:00Z,22.2,86.17,0.859,0.38,21.9,0.31,86.21,0.881,208.4,129.1,453,0,15,449,0,0
FB7,MC2,2023-06-02T13:45:00Z,21.2,86.16,0.883,0.29,20.8,0.21,86.2,0.913,158,124.9,453,0,15,450,12,0
FB7,MC2,2023-06-02T14:00:00Z,21,86.14,0.888,0.28,20.4,0.18,86.18,0.926,152,145.9,453,0,15,450,15,0
FB7,MC2,2023-06-02T14:15:00Z,21.5,86.12,0.876,0.32,20.8,0.2,86.17,0.917,168.1,196.3,453,0,15,449,2,0
FB7,MC2,2023-06-02T14:30:00Z,22.2,86.12,0.857,0.38,21.4,0.26,86.16,0.896,207.5,241.9,452,0,15,448,0,0
FB7,MC2,2023-06-02T14:45:00Z,23.1,86.09,0.836,0.46,22.1,0.33,86.13,0.876,224.7,331.2,452,0,15,447,0,0
FB7,MC2,2023-06-02T15:00:00Z,24.6,86.06,0.829,0.53,23.5,0.37,86.11,0.874,152.7,554.3,452,0,15,446,0,0
FB7,MC2,2023-06-02T15:15:00Z,25.6,86.05,0.782,0.71,24.5,0.53,86.09,0.829,210.4,215.7,452,0,15,444,0,0
FB7,MC2,2023-06-02T15:30:00Z,24.8,86.05,0.761,0.75,24.1,0.63,86.09,0.789,164.4,74,451,0,15,445,0,0
FB7,MC2,2023-06-02T15:45:00Z,25,86.05,0.735,0.84,24,0.68,86.09,0.771,177.2,115.7,451,0,15,444,0,0
FB7,MC2,2023-06-02T16:00:00Z,24.6,86.06,0.729,0.84,23.5,0.66,86.1,0.773,294.6,108.6,451,0,15,444,0,0
FB7,MC2,2023-06-02T16:15:00Z,24.3,86.07,0.767,0.71,23.7,0.61,86.11,0.793,225.6,74,451,0,15,446,0,0
FB7,MC2,2023-06-02T16:30:00Z,23.3,86.08,0.799,0.57,23,0.51,86.12,0.817,143.4,54.2,452,0,15,448,0,0
FB7,MC2,2023-06-02T16:45:00Z,22.1,86.09,0.84,0.43,21.8,0.36,86.13,0.862,61.5,30.2,453,0,15,450,3,0
FB7,MC2,2023-06-02T17:00:00Z,21.3,86.09,0.879,0.31,21,0.24,86.13,0.904,33,50.5,453,0,15,448,11,0
FB7,MC2,2023-06-02T17:15:00Z,22.6,86.09,0.843,0.43,22.2,0.35,86.13,0.868,85,46.1,453,0,15,447,0,0
FB7,MC2,2023-06-02T17:30:00Z,22.8,86.09,0.808,0.53,22.2,0.43,86.13,0.838,94.1,37.7,452,0,15,447,0,0
FB7,MC2,2023-06-02T17:45:00Z,21.4,86.12,0.831,0.43,20.9,0.34,86.16,0.863,15.6,12.8,454,0,15,452,10,0
FB7,MC2,2023-06-02T18:00:00Z,19.8,86.14,0.884,0.27,19.9,0.23,86.17,0.901,7.1,5.5,454,0,15,454,15,0
FB7,MC2,2023-06-02T18:15:00Z,19.2,86.16,0.902,0.22,19.5,0.19,86.19,0.914,0,0,454,0,15,454,15,0
FB7,MC2,2023-06-02T18:30:00Z,18.9,86.16,0.905,0.21,19.2,0.19,86.2,0.916,0,0,454,0,15,455,15,0
FB7,MC2,2023-06-02T18:45:00Z,18.6,86.19,0.902,0.21,18.9,0.19,86.23,0.914,0,0,454,0,15,455,15,0
FB7,MC2,2023-06-02T19:00:00Z,18.5,86.2,0.896,0.22,18.8,0.21,86.24,0.904,0,0,454,0,15,454,15,0
FB7,MC2,2023-06-02T19:15:00Z,18.5,86.23,0.883,0.25,18.8,0.24,86.26,0.889,0,0,454,0,15,454,15,0
