Tree,MC,Timestamp,Port5_RH,Port5_VPD,Port5_Atmos_pressure,Port5_Temp,Port2_Atmos_pressure,Port2_VPD,Port2_Temp,Port2_RH,Port1_Solar,Port3_LW_minutes,Port3_LWS_Count,Port3_LW_minutes_H,Port4_Solar,Port6_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count
TV4,MC2,2023-05-31T18:45:00Z,1.001,0,85.08,16.7,85.09,0.04,16.6,0.98,0,15,452,0,0,0,15,452
TV4,MC2,2023-05-31T19:00:00Z,0.999,0,85.1,16.7,85.11,0.04,16.6,0.981,0,15,452,0,0,0,15,452
TV4,MC2,2023-05-31T19:15:00Z,1.001,0,85.12,16.6,85.14,0.04,16.6,0.981,0,15,452,0,0,0,15,452
TV4,MC2,2023-05-31T19:30:00Z,1,0,85.14,16.7,85.15,0.03,16.7,0.982,0,15,452,0,0,0,15,452
TV4,MC2,2023-05-31T19:45:00Z,1,0,85.15,16.6,85.17,0.04,16.7,0.981,0,15,452,0,0,0,15,452
TV4,MC2,2023-05-31T20:00:00Z,0.999,0,85.17,16.6,85.18,0.05,16.6,0.974,0,15,451,0,0,0,15,451
TV4,MC2,2023-05-31T20:15:00Z,1,0,85.18,16.6,85.2,0.08,16.7,0.955,0,15,451,0,0,0,15,451
TV4,MC2,2023-05-31T20:30:00Z,0.994,0.01,85.18,16.7,85.21,0.1,16.8,0.949,0,15,451,0,0,0,15,451
TV4,MC2,2023-05-31T20:45:00Z,0.989,0.02,85.19,16.9,85.22,0.1,16.9,0.948,0,15,515,2,0,2,15,491
TV4,MC2,2023-05-31T21:00:00Z,0.994,0.01,85.2,16.9,85.22,0.08,16.8,0.958,0,15,527,15,0,15,15,506
TV4,MC2,2023-05-31T21:15:00Z,1,0,85.21,16.8,85.23,0.06,16.8,0.971,0,15,521,15,0,15,15,500
TV4,MC2,2023-05-31T21:30:00Z,1.001,0,85.22,16.8,85.23,0.04,16.8,0.978,0,15,518,15,0,15,15,495
TV4,MC2,2023-05-31T21:45:00Z,1,0,85.22,16.9,85.24,0.04,16.9,0.981,0,15,615,15,0,15,15,596
TV4,MC2,2023-05-31T22:00:00Z,1.001,0,85.23,16.9,85.24,0.03,16.8,0.983,0,15,690,15,0,15,15,653
TV4,MC2,2023-05-31T22:15:00Z,1.001,0,85.23,16.9,85.24,0.03,16.9,0.985,0,15,662,15,0,15,15,648
TV4,MC2,2023-05-31T22:30:00Z,1,0,85.23,17,85.25,0.02,16.9,0.988,0,15,654,15,0,15,15,712
TV4,MC2,2023-05-31T22:45:00Z,1,0,85.23,17,85.25,0.02,17,0.989,0,15,661,15,0,15,15,681
TV4,MC2,2023-05-31T23:00:00Z,1.001,0,85.22,17,85.23,0.02,16.9,0.99,0,15,853,15,0,15,15,667
TV4,MC2,2023-05-31T23:15:00Z,1,0,85.21,17.2,85.23,0.02,17.1,0.992,0,15,855,15,0,15,15,676
TV4,MC2,2023-05-31T23:30:00Z,1,0,85.2,17.3,85.22,0.01,17.2,0.995,0,15,642,15,0,15,15,610
TV4,MC2,2023-05-31T23:45:00Z,1,0,85.19,17.2,85.21,0.01,17.2,0.996,0,15,595,15,0,15,15,602
TV4,MC2,2023-06-01T00:00:00Z,1,0,85.19,17.3,85.21,0.01,17.2,0.997,0,15,571,15,0,15,15,584
TV4,MC2,2023-06-01T00:15:00Z,1,0,85.17,17.3,85.19,0.01,17.2,0.997,0,15,599,15,0,15,15,590
TV4,MC2,2023-06-01T00:30:00Z,0.999,0,85.15,17.3,85.17,0,17.2,0.999,0,15,557,15,0,15,15,585
TV4,MC2,2023-06-01T00:45:00Z,1,0,85.13,17.2,85.15,0,17.2,0.999,0,15,562,15,0,15,15,573
TV4,MC2,2023-06-01T01:00:00Z,1.001,0,85.12,17.2,85.14,0,17.2,1,0,15,554,15,0,15,15,569
TV4,MC2,2023-06-01T01:15:00Z,1.001,0,85.09,17.2,85.11,0,17.1,1.001,0,15,557,15,0,15,15,556
TV4,MC2,2023-06-01T01:30:00Z,1.001,0,85.06,17.1,85.08,0,17.1,0.999,0,15,565,15,0,15,15,545
TV4,MC2,2023-06-01T01:45:00Z,1,0,85.04,17,85.06,0,17,1,0,15,555,15,0,15,15,543
TV4,MC2,2023-06-01T02:00:00Z,1,0,85.03,16.9,85.05,0,16.8,0.999,0,15,548,15,0,15,15,528
TV4,MC2,2023-06-01T02:15:00Z,1,0,85.01,16.8,85.03,0,16.8,0.999,0,15,564,15,0,15,15,568
TV4,MC2,2023-06-01T02:30:00Z,1.001,0,85,16.7,85.02,0,16.7,0.999,0,15,572,15,0,15,15,595
TV4,MC2,2023-06-01T02:45:00Z,1.001,0,85,16.6,85.02,0,16.6,1,0,15,551,15,0,15,15,564
TV4,MC2,2023-06-01T03:00:00Z,1,0,84.98,16.6,85,0,16.6,1,0,15,539,15,0,15,15,536
TV4,MC2,2023-06-01T03:15:00Z,1.001,0,84.97,16.5,84.99,0,16.5,1.001,0,15,534,15,0,15,15,532
TV4,MC2,2023-06-01T03:30:00Z,1.001,0,84.97,16.4,84.99,0,16.4,1.001,0,15,533,15,0,15,15,526
TV4,MC2,2023-06-01T03:45:00Z,1,0,84.97,16.6,84.99,0,16.5,1,0,15,534,15,0,15,15,521
TV4,MC2,2023-06-01T04:00:00Z,1,0,84.98,16.6,85,0,16.6,1,0,15,531,15,0,15,15,517
TV4,MC2,2023-06-01T04:15:00Z,1,0,84.98,16.7,85,0,16.6,1.001,0,15,520,15,0,15,15,519
TV4,MC2,2023-06-01T04:30:00Z,1,0,84.98,16.7,85,0,16.7,0.999,0,15,511,15,0,15,15,497
TV4,MC2,2023-06-01T04:45:00Z,1,0,84.99,16.5,85.01,0,16.5,1,0,15,488,15,0,15,15,473
TV4,MC2,2023-06-01T05:00:00Z,1.001,0,85,16.4,85.02,0,16.4,1,0,15,469,15,0,15,15,470
TV4,MC2,2023-06-01T05:15:00Z,0.999,0,85.01,16.4,85.04,0,16.4,0.999,0,15,464,15,0,15,15,467
TV4,MC2,2023-06-01T05:30:00Z,1.001,0,85.03,16.7,85.05,0.05,17.1,0.974,0,15,461,15,0,15,15,464
TV4,MC2,2023-06-01T05:45:00Z,0.982,0.04,85.04,17.1,85.07,0.19,17.6,0.903,0,15,461,15,0.5,15,15,462
TV4,MC2,2023-06-01T06:00:00Z,0.942,0.11,85.06,17.4,85.09,0.23,17.6,0.887,4,15,460,15,6.8,14,15,460
TV4,MC2,2023-06-01T06:15:00Z,0.939,0.12,85.08,17.4,85.11,0.19,17.4,0.905,7.5,15,459,2,10.1,0,15,459
TV4,MC2,2023-06-01T06:30:00Z,0.943,0.11,85.1,17.4,85.13,0.18,17.3,0.908,8.1,15,458,0,11.2,0,15,457
TV4,MC2,2023-06-01T06:45:00Z,0.941,0.12,85.11,17.5,85.14,0.18,17.5,0.909,10.3,15,458,0,15,0,15,456
TV4,MC2,2023-06-01T07:00:00Z,0.943,0.11,85.12,17.6,85.16,0.18,17.5,0.913,13.7,15,457,0,19.8,0,15,455
TV4,MC2,2023-06-01T07:15:00Z,0.949,0.1,85.15,17.7,85.18,0.16,17.6,0.919,17.9,15,456,0,26.9,0,15,454
TV4,MC2,2023-06-01T07:30:00Z,0.964,0.07,85.16,17.9,85.19,0.14,17.7,0.933,26.9,15,456,0,37.9,0,15,454
TV4,MC2,2023-06-01T07:45:00Z,0.97,0.06,85.18,18,85.21,0.12,17.9,0.941,23.3,15,455,0,33.9,0,15,453
TV4,MC2,2023-06-01T08:00:00Z,0.975,0.05,85.19,18,85.22,0.12,17.9,0.943,26,15,454,0,39,0,15,453
TV4,MC2,2023-06-01T08:15:00Z,0.974,0.05,85.2,18.2,85.23,0.13,18.1,0.939,29.8,15,453,0,46.1,0,15,452
TV4,MC2,2023-06-01T08:30:00Z,0.963,0.08,85.21,18.2,85.25,0.16,18.2,0.925,33.9,15,452,0,49.4,0,15,451
TV4,MC2,2023-06-01T08:45:00Z,0.947,0.11,85.22,18.2,85.25,0.19,18.2,0.907,36.1,15,451,0,50.7,0,15,451
TV4,MC2,2023-06-01T09:00:00Z,0.946,0.11,85.23,18.4,85.26,0.19,18.4,0.909,45,15,451,0,62.6,0,15,451
TV4,MC2,2023-06-01T09:15:00Z,0.944,0.12,85.23,18.7,85.26,0.2,18.7,0.906,52.7,15,451,0,78.4,0,15,451
TV4,MC2,2023-06-01T09:30:00Z,0.936,0.14,85.22,18.9,85.25,0.22,18.9,0.899,59.5,15,451,0,88.1,0,15,450
TV4,MC2,2023-06-01T09:45:00Z,0.935,0.14,85.21,19.2,85.25,0.22,19.1,0.902,60.6,15,451,0,88.4,0,15,450
TV4,MC2,2023-06-01T10:00:00Z,0.928,0.16,85.2,19.4,85.23,0.24,19.3,0.893,67.4,15,451,0,195.9,0,11,450
TV4,MC2,2023-06-01T10:15:00Z,0.926,0.17,85.2,19.7,85.24,0.23,19.6,0.898,69.2,15,451,0,117.9,0,8,450
TV4,MC2,2023-06-01T10:30:00Z,0.925,0.17,85.19,19.9,85.23,0.25,19.8,0.892,60.6,15,450,0,87.5,0,12,450
TV4,MC2,2023-06-01T10:45:00Z,0.936,0.15,85.18,19.8,85.22,0.21,19.7,0.908,79.1,15,451,0,132.9,0,15,450
TV4,MC2,2023-06-01T11:00:00Z,0.915,0.21,85.17,20.5,85.2,0.27,20.5,0.886,87.5,14,450,0,121.6,0,1,450
TV4,MC2,2023-06-01T11:15:00Z,0.911,0.22,85.15,20.8,85.19,0.28,20.6,0.886,81.3,11,450,0,115.4,0,0,450
TV4,MC2,2023-06-01T11:30:00Z,0.902,0.24,85.14,20.7,85.18,0.3,20.6,0.875,87,2,450,0,116.8,0,0,450
TV4,MC2,2023-06-01T11:45:00Z,0.907,0.23,85.14,20.9,85.17,0.29,20.8,0.881,81.5,5,449,0,125.2,0,0,449
TV4,MC2,2023-06-01T12:00:00Z,0.898,0.26,85.12,21.2,85.15,0.32,21,0.872,97,1,450,0,146.3,0,0,450
TV4,MC2,2023-06-01T12:15:00Z,0.876,0.31,85.1,21.2,85.14,0.37,21.1,0.851,104.7,0,449,0,111.3,0,0,449
TV4,MC2,2023-06-01T12:30:00Z,0.873,0.33,85.08,21.6,85.12,0.39,21.5,0.848,172.7,0,448,0,174.9,0,0,449
TV4,MC2,2023-06-01T12:45:00Z,0.87,0.33,85.07,21.4,85.11,0.38,21.1,0.849,63.9,0,449,0,86.2,0,0,449
TV4,MC2,2023-06-01T13:00:00Z,0.902,0.25,85.05,21.1,85.09,0.3,20.9,0.879,61.7,0,450,0,96.9,0,2,450
TV4,MC2,2023-06-01T13:15:00Z,0.936,0.16,85.04,20.8,85.08,0.21,20.6,0.914,55.8,13,450,0,77.6,0,15,450
TV4,MC2,2023-06-01T13:30:00Z,0.943,0.14,85.04,21,85.08,0.21,20.8,0.915,48.5,15,450,0,65.9,0,15,450
TV4,MC2,2023-06-01T13:45:00Z,0.948,0.13,85.03,20.7,85.06,0.19,20.6,0.922,29.7,15,472,2,41.6,2,15,471
TV4,MC2,2023-06-01T14:00:00Z,0.973,0.06,85.02,20.3,85.05,0.13,20.2,0.943,19.8,15,518,15,26.9,15,15,517
TV4,MC2,2023-06-01T14:15:00Z,0.99,0.02,85.02,19.6,85.05,0.1,19.5,0.958,8.8,15,667,15,12.6,15,15,715
TV4,MC2,2023-06-01T14:30:00Z,0.999,0,85.01,19.2,85.04,0.06,19.2,0.971,17.4,15,632,15,23.8,15,15,558
TV4,MC2,2023-06-01T14:45:00Z,1,0,85.01,18.9,85.03,0.05,18.9,0.976,29.3,15,632,15,41.4,15,15,540
TV4,MC2,2023-06-01T15:00:00Z,0.999,0,84.98,19.4,85,0.04,19.3,0.983,70.3,15,602,15,101.4,15,15,489
TV4,MC2,2023-06-01T15:15:00Z,0.999,0,84.97,19.7,85,0.04,19.7,0.982,44.1,15,583,15,60.6,15,15,476
TV4,MC2,2023-06-01T15:30:00Z,0.999,0,84.97,19.5,84.99,0.04,19.4,0.982,23.8,15,574,15,32.8,15,15,474
TV4,MC2,2023-06-01T15:45:00Z,1.001,0,84.98,19.2,85,0.04,19.1,0.983,15,15,567,15,20.3,15,15,474
TV4,MC2,2023-06-01T16:00:00Z,1,0,84.97,19,84.99,0.03,19,0.985,5.9,15,899,15,8.6,15,15,737
TV4,MC2,2023-06-01T16:15:00Z,1,0,84.98,18.7,85,0.03,18.7,0.984,5.1,15,587,15,7,15,15,599
TV4,MC2,2023-06-01T16:30:00Z,0.999,0,84.99,18.4,85.01,0.03,18.4,0.987,10.6,15,555,15,14.6,15,15,569
TV4,MC2,2023-06-01T16:45:00Z,1,0,84.99,18.3,85.01,0.02,18.2,0.99,10.3,15,551,15,14.5,15,15,549
TV4,MC2,2023-06-01T17:00:00Z,1,0,84.98,18.3,85,0.02,18.3,0.991,7.1,15,549,15,9.9,15,15,558
TV4,MC2,2023-06-01T17:15:00Z,1,0,84.97,18.3,84.99,0.02,18.2,0.992,7.3,15,540,15,10.3,15,15,536
TV4,MC2,2023-06-01T17:30:00Z,1.001,0,84.98,18.3,85,0.02,18.2,0.993,1.8,15,529,15,2.9,15,15,528
TV4,MC2,2023-06-01T17:45:00Z,1,0,85,18.3,85.03,0.01,18.3,0.994,0,15,527,15,0,15,15,517
TV4,MC2,2023-06-01T18:00:00Z,0.999,0,85.03,18.3,85.05,0.01,18.2,0.995,0,15,524,15,0,15,15,515
TV4,MC2,2023-06-01T18:15:00Z,1,0,85.04,18.1,85.06,0.01,18.1,0.996,0,15,519,15,0,15,15,521
TV4,MC2,2023-06-01T18:30:00Z,1,0,85.05,18,85.07,0.01,18,0.996,0,15,527,15,0,15,15,515
TV4,MC2,2023-06-01T18:45:00Z,1.001,0,85.06,18.1,85.08,0.01,18.1,0.998,0,15,530,15,0,15,15,517
TV4,MC2,2023-06-01T19:00:00Z,1,0,85.1,18.1,85.12,0.01,18,0.997,0,15,532,15,0,15,15,520
TV4,MC2,2023-06-01T19:15:00Z,1,0,85.12,17.9,85.14,0.01,17.9,0.997,0,15,528,15,0,15,15,515
TV4,MC2,2023-06-01T19:30:00Z,1.001,0,85.12,17.9,85.14,0,17.9,0.998,0,15,533,15,0,15,15,522
TV4,MC2,2023-06-01T19:45:00Z,1,0,85.13,18,85.15,0,18,0.999,0,15,544,15,0,15,15,556
TV4,MC2,2023-06-01T20:00:00Z,1.001,0,85.14,18.1,85.16,0,18.1,1,0,15,546,15,0,15,15,566
TV4,MC2,2023-06-01T20:15:00Z,0.999,0,85.14,18.1,85.16,0,18,1.001,0,15,630,15,0,15,15,584
TV4,MC2,2023-06-01T20:30:00Z,1,0,85.15,18.1,85.17,0,18.1,1.001,0,15,555,15,0,15,15,582
TV4,MC2,2023-06-01T20:45:00Z,0.999,0,85.17,18.1,85.19,0,18.1,1,0,15,571,15,0,15,15,633
TV4,MC2,2023-06-01T21:00:00Z,1,0,85.16,18.1,85.18,0,18,0.999,0,15,556,15,0,15,15,592
TV4,MC2,2023-06-01T21:15:00Z,0.999,0,85.16,18.1,85.18,0,18,1,0,15,588,15,0,15,15,635
TV4,MC2,2023-06-01T21:30:00Z,1,0,85.18,18.1,85.19,0,18.1,1,0,15,601,15,0,15,15,654
TV4,MC2,2023-06-01T21:45:00Z,1,0,85.19,18,85.21,0,18,1,0,15,582,15,0,15,15,583
TV4,MC2,2023-06-01T22:00:00Z,1.001,0,85.2,17.8,85.21,0,17.8,1,0,15,566,15,0,15,15,561
TV4,MC2,2023-06-01T22:15:00Z,0.999,0,85.21,17.8,85.23,0,17.7,1,0,15,555,15,0,15,15,558
TV4,MC2,2023-06-01T22:30:00Z,0.999,0,85.22,17.7,85.24,0,17.7,1,0,15,554,15,0,15,15,592
TV4,MC2,2023-06-01T22:45:00Z,1,0,85.21,17.9,85.23,0,17.8,1,0,15,567,15,0,15,15,582
TV4,MC2,2023-06-01T23:00:00Z,1.001,0,85.2,17.9,85.22,0,17.8,0.999,0,15,567,15,0,15,15,602
TV4,MC2,2023-06-01T23:15:00Z,1,0,85.2,17.9,85.22,0,17.9,0.999,0,15,612,15,0,15,15,602
TV4,MC2,2023-06-01T23:30:00Z,1,0,85.19,17.7,85.2,0,17.6,1,0,15,556,15,0,15,15,580
TV4,MC2,2023-06-01T23:45:00Z,1,0,85.18,17.4,85.2,0,17.4,0.999,0,15,548,15,0,15,15,553
TV4,MC2,2023-06-02T00:00:00Z,1,0,85.17,17.3,85.19,0,17.3,1.001,0,15,545,15,0,15,15,552
TV4,MC2,2023-06-02T00:15:00Z,1,0,85.16,17.5,85.18,0,17.4,1,0,15,541,15,0,15,15,550
TV4,MC2,2023-06-02T00:30:00Z,1.002,0,85.14,17.6,85.16,0,17.6,1,0,15,552,15,0,15,15,561
TV4,MC2,2023-06-02T00:45:00Z,1,0,85.13,17.7,85.15,0,17.6,1,0,15,546,15,0,15,15,538
TV4,MC2,2023-06-02T01:00:00Z,1,0,85.12,17.7,85.14,0,17.6,1,0,15,539,15,0,15,15,534
TV4,MC2,2023-06-02T01:15:00Z,0.999,0,85.09,17.6,85.11,0,17.6,1,0,15,535,15,0,15,15,528
TV4,MC2,2023-06-02T01:30:00Z,1.001,0,85.07,17.6,85.09,0,17.6,1,0,15,537,15,0,15,15,532
TV4,MC2,2023-06-02T01:45:00Z,1,0,85.06,17.6,85.07,0,17.6,1,0,15,536,15,0,15,15,528
TV4,MC2,2023-06-02T02:00:00Z,1,0,85.03,17.6,85.05,0,17.6,1,0,15,532,15,0,15,15,523
TV4,MC2,2023-06-02T02:15:00Z,1,0,85.02,17.6,85.04,0,17.6,1,0,15,527,15,0,15,15,516
TV4,MC2,2023-06-02T02:30:00Z,1.001,0,85,17.6,85.02,0,17.6,0.999,0,15,526,15,0,15,15,515
TV4,MC2,2023-06-02T02:45:00Z,1,0,84.99,17.5,85.01,0,17.5,1,0,15,522,15,0,15,15,509
TV4,MC2,2023-06-02T03:00:00Z,0.999,0,84.98,17.4,85,0,17.4,1,0,15,518,15,0,15,15,508
TV4,MC2,2023-06-02T03:15:00Z,1,0,84.97,17.4,84.99,0,17.4,1,0,15,514,15,0,15,15,502
TV4,MC2,2023-06-02T03:30:00Z,1,0,84.97,17.3,84.99,0,17.3,1,0,15,510,15,0,15,15,495
TV4,MC2,2023-06-02T03:45:00Z,1,0,84.98,17.2,85,0,17.2,1,0,15,506,15,0,15,15,487
TV4,MC2,2023-06-02T04:00:00Z,1,0,84.98,17.2,85,0,17.1,1,0,15,508,15,0,15,15,485
TV4,MC2,2023-06-02T04:15:00Z,1.001,0,84.98,17.1,85,0,17.1,1,0,15,508,15,0,15,15,493
TV4,MC2,2023-06-02T04:30:00Z,1.001,0,84.98,17.1,85,0,17.1,1.001,0,15,515,15,0,15,15,483
TV4,MC2,2023-06-02T04:45:00Z,1,0,84.98,17.1,85,0,17.1,1,0,15,502,15,0,15,15,474
TV4,MC2,2023-06-02T05:00:00Z,1,0,85,17.2,85.02,0,17.1,1,0,15,499,15,0,15,15,469
TV4,MC2,2023-06-02T05:15:00Z,1.001,0,85.01,17.2,85.03,0,17.2,1,0,15,498,15,0,15,15,468
TV4,MC2,2023-06-02T05:30:00Z,1,0,85.01,17.2,85.03,0,17.2,1,0,15,500,15,0,15,15,468
TV4,MC2,2023-06-02T05:45:00Z,1,0,85.02,17.2,85.04,0,17.2,0.999,0,15,499,15,1.3,15,15,466
TV4,MC2,2023-06-02T06:00:00Z,1.001,0,85.05,17.2,85.07,0,17.2,0.999,4.2,15,491,15,7.5,15,15,465
TV4,MC2,2023-06-02T06:15:00Z,1,0,85.07,17.1,85.09,0,17.1,1.001,7.1,15,487,15,9.3,15,15,464
TV4,MC2,2023-06-02T06:30:00Z,1,0,85.08,17.3,85.1,0,17.3,0.999,8.1,15,485,15,10.4,15,15,464
TV4,MC2,2023-06-02T06:45:00Z,1,0,85.1,17.3,85.12,0,17.2,1.001,4.8,15,481,15,7.3,15,15,464
TV4,MC2,2023-06-02T07:00:00Z,0.999,0,85.11,17.3,85.13,0,17.2,1,0,15,570,15,4,15,15,603
TV4,MC2,2023-06-02T07:15:00Z,1,0,85.13,17.2,85.15,0,17.2,1,0,15,641,15,0,15,15,595
TV4,MC2,2023-06-02T07:30:00Z,1.001,0,85.13,17,85.15,0,17,1,0,15,616,15,0,15,15,595
TV4,MC2,2023-06-02T07:45:00Z,1,0,85.13,16.9,85.15,0,16.9,1,0,15,600,15,0,15,15,609
TV4,MC2,2023-06-02T08:00:00Z,1.001,0,85.13,17.1,85.15,0,17,1.001,0,15,601,15,4.2,15,15,603
TV4,MC2,2023-06-02T08:15:00Z,1,0,85.14,17.3,85.16,0,17.2,1,1.6,15,613,15,6.2,15,15,602
TV4,MC2,2023-06-02T08:30:00Z,1,0,85.15,17.5,85.17,0,17.4,0.999,5.9,15,609,15,7.7,15,15,587
TV4,MC2,2023-06-02T08:45:00Z,1,0,85.15,17.6,85.17,0,17.5,1,7.3,15,603,15,9.7,15,15,589
TV4,MC2,2023-06-02T09:00:00Z,1,0,85.16,17.7,85.18,0,17.6,1,9.2,15,576,15,12.6,15,15,585
TV4,MC2,2023-06-02T09:15:00Z,1,0,85.15,17.7,85.17,0,17.7,1.001,12.8,15,574,15,17.8,15,15,565
TV4,MC2,2023-06-02T09:30:00Z,0.999,0,85.12,17.7,85.14,0,17.6,1,19,15,537,15,26.4,15,15,545
TV4,MC2,2023-06-02T09:45:00Z,1,0,85.11,17.8,85.13,0,17.7,1,28.7,15,537,15,38.5,15,15,514
TV4,MC2,2023-06-02T10:00:00Z,1,0,85.09,17.9,85.12,0,17.9,0.999,33.9,15,512,15,46,15,15,484
TV4,MC2,2023-06-02T10:15:00Z,1,0,85.08,18.1,85.1,0,18.1,1,37.4,15,501,15,51.6,15,15,477
TV4,MC2,2023-06-02T10:30:00Z,0.999,0,85.07,18.4,85.09,0,18.3,1,43.4,15,475,15,60.8,15,15,483
TV4,MC2,2023-06-02T10:45:00Z,1,0,85.07,18.4,85.1,0,18.4,1,56.2,15,467,15,77.3,15,15,476
TV4,MC2,2023-06-02T11:00:00Z,1.001,0,85.08,18.7,85.1,0,18.6,1.001,62.6,15,467,15,85.7,15,15,471
TV4,MC2,2023-06-02T11:15:00Z,0.999,0,85.07,19,85.1,0,19,0.999,73.1,15,464,15,99.1,15,15,466
TV4,MC2,2023-06-02T11:30:00Z,1.001,0,85.07,19.1,85.09,0,19.2,0.999,80.6,15,462,15,107.3,15,15,462
TV4,MC2,2023-06-02T11:45:00Z,1,0,85.06,19.4,85.08,0,19.5,0.999,86.1,15,460,11,111.9,9,15,459
TV4,MC2,2023-06-02T12:00:00Z,0.999,0,85.04,19.4,85.06,0,19.6,0.998,81.5,15,458,1,113.3,0,15,457
TV4,MC2,2023-06-02T12:15:00Z,1.001,0,85.01,19.6,85.03,0.01,19.8,0.994,79.7,15,457,0,102,0,15,456
TV4,MC2,2023-06-02T12:30:00Z,1,0,85,19.5,85.02,0.03,19.8,0.988,72.5,15,456,0,94.8,0,15,455
TV4,MC2,2023-06-02T12:45:00Z,1,0,84.99,19.5,85.01,0.03,19.6,0.986,69.8,15,455,0,93.6,0,15,454
TV4,MC2,2023-06-02T13:00:00Z,1,0,84.97,19.5,84.99,0.05,19.5,0.976,89.5,15,453,0,118.3,0,15,453
TV4,MC2,2023-06-02T13:15:00Z,1.001,0,84.95,19.8,84.98,0.07,19.8,0.968,138.6,15,453,0,155.8,0,15,453
TV4,MC2,2023-06-02T13:30:00Z,1,0,84.94,19.8,84.97,0.09,19.9,0.962,54.7,15,452,0,74.3,0,15,452
TV4,MC2,2023-06-02T13:45:00Z,1,0,84.93,19.3,84.96,0.09,19.4,0.96,34.2,15,453,0,47.6,0,15,453
TV4,MC2,2023-06-02T14:00:00Z,1,0,84.92,19.2,84.95,0.07,19.2,0.967,50,15,453,0,77.8,0,15,452
TV4,MC2,2023-06-02T14:15:00Z,0.999,0,84.89,19.2,84.92,0.1,19.4,0.957,59.5,15,452,0,101.8,0,15,452
TV4,MC2,2023-06-02T14:30:00Z,0.985,0.03,84.88,19.6,84.91,0.13,19.7,0.943,86.6,15,452,0,111.7,0,15,452
TV4,MC2,2023-06-02T14:45:00Z,0.963,0.09,84.85,20.2,84.89,0.17,20.3,0.929,78.4,15,452,0,108.6,0,15,451
TV4,MC2,2023-06-02T15:00:00Z,0.94,0.15,84.83,20.7,84.86,0.23,20.8,0.908,67.4,15,451,0,99.6,0,15,451
TV4,MC2,2023-06-02T15:15:00Z,0.907,0.23,84.82,20.9,84.86,0.31,21,0.877,56.2,15,451,0,87,0,15,450
TV4,MC2,2023-06-02T15:30:00Z,0.907,0.23,84.81,21.1,84.85,0.32,21.2,0.871,64.1,15,451,0,83.5,0,15,450
TV4,MC2,2023-06-02T15:45:00Z,0.905,0.24,84.81,21,84.85,0.31,21,0.877,55.7,15,451,0,92.7,0,15,450
TV4,MC2,2023-06-02T16:00:00Z,0.918,0.2,84.82,21.1,84.86,0.27,21,0.89,47.8,15,451,0,85.3,0,15,450
TV4,MC2,2023-06-02T16:15:00Z,0.922,0.19,84.82,21.1,84.87,0.25,20.8,0.898,44.7,15,451,0,153.6,0,15,450
TV4,MC2,2023-06-02T16:30:00Z,0.925,0.19,84.83,20.9,84.88,0.21,20.4,0.912,26.6,15,451,0,100.2,0,15,451
TV4,MC2,2023-06-02T16:45:00Z,0.953,0.11,84.84,20.1,84.88,0.16,19.8,0.932,13.5,15,451,0,20.9,0,15,451
TV4,MC2,2023-06-02T17:00:00Z,0.969,0.07,84.85,19.7,84.88,0.13,19.5,0.943,18.7,15,451,0,32,0,15,451
TV4,MC2,2023-06-02T17:15:00Z,0.965,0.08,84.86,19.6,84.89,0.15,19.5,0.935,32,15,451,0,64.1,0,15,451
TV4,MC2,2023-06-02T17:30:00Z,0.938,0.14,84.86,19.9,84.9,0.18,19.5,0.92,24,15,451,0,73.8,0,15,450
TV4,MC2,2023-06-02T17:45:00Z,0.924,0.17,84.87,19.5,84.91,0.23,19.3,0.899,11.9,15,451,0,14.5,0,15,451
TV4,MC2,2023-06-02T18:00:00Z,0.929,0.16,84.89,19.2,84.93,0.22,19.1,0.898,0,15,451,0,3.5,0,15,451
TV4,MC2,2023-06-02T18:15:00Z,0.93,0.15,84.9,18.8,84.94,0.23,18.8,0.896,0,15,451,0,0,0,15,451
TV4,MC2,2023-06-02T18:30:00Z,0.931,0.15,84.91,18.4,84.95,0.22,18.5,0.895,0,15,451,0,0,0,15,451
TV4,MC2,2023-06-02T18:45:00Z,0.915,0.18,84.93,18.3,84.97,0.26,18.4,0.879,0,15,451,0,0,0,15,451
TV4,MC2,2023-06-02T19:00:00Z,0.909,0.19,84.95,18.3,84.99,0.28,18.5,0.868,0,15,451,0,0,0,15,451
TV4,MC2,2023-06-02T19:15:00Z,0.908,0.19,84.97,18.2,85.01,0.28,18.4,0.867,0,15,450,0,0,0,15,450
TV4,MC2,2023-06-02T19:30:00Z,0.904,0.2,84.98,18.2,85.02,0.29,18.4,0.862,0,15,450,0,0,0,15,450
TV4,MC2,2023-06-02T19:45:00Z,0.899,0.21,84.97,18.3,85.01,0.31,18.6,0.857,0,15,450,0,0,0,15,450
TV4,MC2,2023-06-02T20:00:00Z,0.902,0.21,84.97,18.4,85.01,0.3,18.6,0.861,0,15,450,0,0,0,15,450
TV4,MC2,2023-06-02T20:15:00Z,0.918,0.17,84.98,18.2,85.01,0.24,18.3,0.884,0,15,451,0,0,0,15,451
TV4,MC2,2023-06-02T20:30:00Z,0.944,0.12,84.97,18.1,85.01,0.18,18.1,0.911,0,15,451,0,0,0,15,451
TV4,MC2,2023-06-02T20:45:00Z,0.957,0.09,84.99,18,85.02,0.15,18,0.925,0,15,451,0,0,0,15,451
