Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port5_Temp,Port5_VPD,Port5_RH,Port5_Atmos_pressure,Port1_Solar,Port2_Solar,Port4_LW_minutes,Port4_LWS_Count,Port4_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
FB2,MC2,2023-12-02T04:30:00Z,0.992,15.6,85.85,0.01,15.7,0.02,0.99,85.97,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T04:45:00Z,0.988,15.6,85.86,0.02,15.7,0.03,0.986,85.98,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T05:00:00Z,0.991,15.6,85.86,0.02,15.7,0.02,0.988,85.99,0,0,15,460,0,15,459,0
FB2,MC2,2023-12-02T05:15:00Z,0.994,15.6,85.88,0.01,15.7,0.01,0.992,86.01,0,0,15,460,0,15,459,0
FB2,MC2,2023-12-02T05:30:00Z,0.995,15.6,85.88,0.01,15.7,0.01,0.994,86.01,0,0,15,460,0,15,459,0
FB2,MC2,2023-12-02T05:45:00Z,0.995,15.6,85.89,0.01,15.7,0.01,0.993,86.02,0,0,15,459,3,15,459,0
FB2,MC2,2023-12-02T06:00:00Z,0.993,15.7,85.89,0.01,15.8,0.02,0.99,86.02,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T06:15:00Z,0.991,15.8,85.89,0.02,15.9,0.02,0.986,86.02,1.5,0,15,458,0,15,459,0
FB2,MC2,2023-12-02T06:30:00Z,0.986,15.9,85.9,0.03,16,0.03,0.984,86.02,8.6,1.5,15,458,0,15,459,0
FB2,MC2,2023-12-02T06:45:00Z,0.981,16,85.92,0.03,16.1,0.04,0.978,86.04,26.2,16.8,15,457,0,15,458,0
FB2,MC2,2023-12-02T07:00:00Z,0.972,16.4,85.94,0.05,16.6,0.06,0.97,86.07,54.4,28.4,15,456,0,15,458,0
FB2,MC2,2023-12-02T07:15:00Z,0.954,17.2,85.96,0.09,17.2,0.08,0.961,86.09,66.5,32.8,15,455,0,15,457,0
FB2,MC2,2023-12-02T07:30:00Z,0.933,17.9,85.98,0.14,17.4,0.09,0.953,86.1,70.1,34.4,15,454,0,15,457,0
FB2,MC2,2023-12-02T07:45:00Z,0.922,18.2,86,0.16,17.6,0.1,0.949,86.11,79.7,38.1,15,454,0,15,457,0
FB2,MC2,2023-12-02T08:00:00Z,0.913,18.7,86.01,0.19,18,0.12,0.943,86.13,108.6,42.8,15,454,0,15,456,0
FB2,MC2,2023-12-02T08:15:00Z,0.903,19.2,86.03,0.22,18.3,0.13,0.939,86.15,156.9,75.6,15,452,0,15,456,0
FB2,MC2,2023-12-02T08:30:00Z,0.886,20,86.04,0.27,18.7,0.14,0.937,86.16,386.5,51.8,15,450,0,15,456,0
FB2,MC2,2023-12-02T08:45:00Z,0.874,20.4,86.04,0.3,19.2,0.16,0.928,86.16,639.2,48.3,1,446,0,15,455,0
FB2,MC2,2023-12-02T09:00:00Z,0.85,21.1,86.04,0.37,19.3,0.19,0.916,86.16,585.9,50.4,0,445,0,15,455,0
FB2,MC2,2023-12-02T09:15:00Z,0.838,21.6,86.04,0.42,19.6,0.2,0.911,86.17,788.5,69.2,0,444,0,15,455,0
FB2,MC2,2023-12-02T09:30:00Z,0.829,22.1,86.05,0.45,20,0.21,0.909,86.17,260.7,59.7,0,446,0,15,455,0
FB2,MC2,2023-12-02T09:45:00Z,0.832,22,86.04,0.44,20,0.22,0.906,86.17,429,61.9,0,446,0,15,455,0
FB2,MC2,2023-12-02T10:00:00Z,0.807,22.5,86.03,0.53,20.6,0.29,0.881,86.15,494.6,64.8,0,447,0,15,454,0
FB2,MC2,2023-12-02T10:15:00Z,0.812,22.4,86.02,0.51,20.8,0.3,0.876,86.14,263.9,69,0,447,0,15,454,0
FB2,MC2,2023-12-02T10:30:00Z,0.809,22.4,86.02,0.52,21.1,0.35,0.861,86.13,296.8,73.8,0,449,0,15,454,0
FB2,MC2,2023-12-02T10:45:00Z,0.81,22.4,86.01,0.51,21.4,0.37,0.854,86.12,111.1,75.1,0,449,0,15,454,0
FB2,MC2,2023-12-02T11:00:00Z,0.799,22.1,85.99,0.54,21.3,0.43,0.832,86.11,227.4,174,0,449,0,15,453,0
FB2,MC2,2023-12-02T11:15:00Z,0.799,22.5,85.97,0.55,21.8,0.45,0.829,86.08,141,86.2,0,449,0,15,453,0
FB2,MC2,2023-12-02T11:30:00Z,0.786,22.8,85.94,0.59,22,0.5,0.813,86.05,164.1,83.5,0,448,0,15,453,0
FB2,MC2,2023-12-02T11:45:00Z,0.768,23,85.92,0.65,22.2,0.54,0.797,86.03,155.1,73.1,0,449,0,15,452,0
FB2,MC2,2023-12-02T12:00:00Z,0.772,22.9,85.9,0.63,22.2,0.54,0.797,86.01,102.2,72.3,0,449,0,15,452,0
FB2,MC2,2023-12-02T12:15:00Z,0.779,23.1,85.89,0.62,22.4,0.53,0.806,86.01,102.9,72.1,0,449,0,15,453,0
FB2,MC2,2023-12-02T12:30:00Z,0.806,22.9,85.88,0.54,22.3,0.45,0.834,85.99,128.4,72.1,0,450,0,15,453,0
FB2,MC2,2023-12-02T12:45:00Z,0.793,22.8,85.87,0.58,22.3,0.49,0.817,85.98,78.9,71.2,0,449,0,15,452,0
FB2,MC2,2023-12-02T13:00:00Z,0.798,22.9,85.85,0.56,22.4,0.49,0.821,85.96,86.6,72.1,0,450,0,15,453,0
FB2,MC2,2023-12-02T13:15:00Z,0.807,22.9,85.83,0.54,22.4,0.46,0.829,85.94,81.7,92.5,1,450,0,15,453,0
FB2,MC2,2023-12-02T13:30:00Z,0.792,23.3,85.81,0.59,22.7,0.52,0.812,85.92,82.4,77.5,0,449,0,15,452,0
FB2,MC2,2023-12-02T13:45:00Z,0.81,22.8,85.79,0.53,22.3,0.44,0.837,85.9,76.7,71,6,450,0,15,453,0
FB2,MC2,2023-12-02T14:00:00Z,0.813,22.8,85.77,0.52,22.3,0.44,0.835,85.88,75.3,70.3,5,450,0,15,453,0
FB2,MC2,2023-12-02T14:15:00Z,0.819,22.6,85.76,0.5,22.1,0.41,0.844,85.87,71.4,65.4,11,450,0,15,453,0
FB2,MC2,2023-12-02T14:30:00Z,0.821,22.5,85.74,0.49,22.1,0.42,0.844,85.85,67.7,56.6,13,450,0,15,453,0
FB2,MC2,2023-12-02T14:45:00Z,0.824,22.4,85.75,0.48,22.2,0.41,0.846,85.85,64.1,55.1,0,450,0,15,453,0
FB2,MC2,2023-12-02T15:00:00Z,0.829,22.3,85.75,0.46,22.3,0.41,0.847,85.86,71.8,59.7,4,450,0,15,453,0
FB2,MC2,2023-12-02T15:15:00Z,0.845,21.9,85.75,0.41,22.1,0.39,0.853,85.85,57.3,101.1,15,451,0,15,451,0
FB2,MC2,2023-12-02T15:30:00Z,0.854,21.6,85.76,0.38,21.6,0.35,0.866,85.86,57.1,93.9,15,451,0,15,453,0
FB2,MC2,2023-12-02T15:45:00Z,0.881,21.1,85.76,0.3,21.4,0.27,0.894,85.87,59.5,198.5,15,451,0,15,452,0
FB2,MC2,2023-12-02T16:00:00Z,0.885,21.2,85.76,0.29,21.6,0.29,0.886,85.87,48.2,124,15,452,0,15,453,0
FB2,MC2,2023-12-02T16:15:00Z,0.897,20.6,85.75,0.25,20.9,0.24,0.903,85.86,43.2,109.5,15,452,0,15,454,0
FB2,MC2,2023-12-02T16:30:00Z,0.916,19.9,85.76,0.19,19.7,0.15,0.935,85.87,27.6,26.6,15,453,0,15,455,0
FB2,MC2,2023-12-02T16:45:00Z,0.929,19.5,85.77,0.16,19.2,0.12,0.947,85.89,28.2,23.6,15,454,0,15,456,0
FB2,MC2,2023-12-02T17:00:00Z,0.94,19.1,85.77,0.13,18.8,0.09,0.956,85.89,15.4,12.1,15,455,0,15,457,0
FB2,MC2,2023-12-02T17:15:00Z,0.955,18.6,85.79,0.1,18.4,0.07,0.966,85.92,5.1,4,15,456,0,15,457,0
FB2,MC2,2023-12-02T17:30:00Z,0.965,18.3,85.82,0.07,18.2,0.06,0.973,85.94,0,0,15,456,0,15,457,0
FB2,MC2,2023-12-02T17:45:00Z,0.965,18,85.85,0.07,18,0.05,0.974,85.97,0,0,15,456,0,15,457,0
FB2,MC2,2023-12-02T18:00:00Z,0.968,17.8,85.86,0.06,17.7,0.05,0.976,85.99,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-02T18:15:00Z,0.975,17.5,85.86,0.05,17.5,0.04,0.981,85.99,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T18:30:00Z,0.982,17.4,85.88,0.04,17.4,0.03,0.985,86.01,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T18:45:00Z,0.98,17.3,85.88,0.04,17.3,0.04,0.982,86.01,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-02T19:00:00Z,0.982,17.2,85.91,0.04,17.2,0.03,0.984,86.03,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-02T19:15:00Z,0.985,17.2,85.93,0.03,17.2,0.03,0.987,86.06,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-02T19:30:00Z,0.989,17.3,85.94,0.02,17.2,0.02,0.991,86.07,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-02T19:45:00Z,0.99,17.1,85.95,0.02,17.1,0.01,0.993,86.07,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T20:00:00Z,0.991,17,85.95,0.02,17,0.01,0.994,86.08,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T20:15:00Z,0.991,17,85.97,0.02,17,0.01,0.995,86.1,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T20:30:00Z,0.989,16.9,85.99,0.02,16.9,0.01,0.993,86.12,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T20:45:00Z,0.989,16.7,86,0.02,16.8,0.02,0.99,86.13,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T21:00:00Z,0.992,16.7,86.01,0.02,16.7,0.01,0.994,86.13,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T21:15:00Z,0.994,16.6,86,0.01,16.6,0.01,0.995,86.13,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T21:30:00Z,0.993,16.5,86,0.01,16.6,0.01,0.995,86.12,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T21:45:00Z,0.989,16.4,86,0.02,16.4,0.02,0.989,86.13,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-02T22:00:00Z,0.985,16.3,86,0.03,16.4,0.03,0.985,86.12,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-02T22:15:00Z,0.982,16.2,86,0.03,16.3,0.03,0.981,86.12,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T22:30:00Z,0.983,16.1,85.98,0.03,16.2,0.04,0.98,86.1,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T22:45:00Z,0.981,16.1,85.97,0.04,16.2,0.04,0.98,86.09,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T23:00:00Z,0.979,16,85.95,0.04,16.2,0.04,0.977,86.08,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T23:15:00Z,0.975,16,85.94,0.05,16,0.05,0.975,86.06,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-02T23:30:00Z,0.973,15.9,85.93,0.05,16,0.05,0.973,86.05,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-02T23:45:00Z,0.97,15.9,85.9,0.05,16,0.05,0.97,86.03,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T00:00:00Z,0.968,15.8,85.89,0.06,16,0.06,0.968,86.01,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T00:15:00Z,0.965,15.8,85.87,0.06,15.9,0.06,0.966,85.99,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T00:30:00Z,0.964,15.8,85.85,0.06,16,0.06,0.965,85.97,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T00:45:00Z,0.968,15.8,85.83,0.06,15.9,0.06,0.969,85.96,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T01:00:00Z,0.972,15.8,85.82,0.05,15.9,0.05,0.973,85.94,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T01:15:00Z,0.973,15.8,85.81,0.05,15.9,0.05,0.974,85.93,0,0,15,457,0,15,458,0
FB2,MC2,2023-12-03T01:30:00Z,0.978,15.8,85.8,0.04,16,0.04,0.978,85.92,0,0,15,458,0,15,458,0
FB2,MC2,2023-12-03T01:45:00Z,0.981,15.9,85.79,0.03,16,0.03,0.981,85.91,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-03T02:00:00Z,0.988,15.8,85.78,0.02,16,0.02,0.988,85.9,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-03T02:15:00Z,0.998,16.1,85.76,0,16.2,0.01,0.996,85.89,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-03T02:30:00Z,1,16.6,85.76,0,16.6,0,1,85.89,0,0,15,459,0,15,460,6
FB2,MC2,2023-12-03T02:45:00Z,1,16.6,85.76,0,16.7,0,1,85.89,0,0,15,460,2,15,460,14
FB2,MC2,2023-12-03T03:00:00Z,0.997,16.6,85.77,0.01,16.6,0,0.998,85.89,0,0,15,460,3,15,459,1
FB2,MC2,2023-12-03T03:15:00Z,0.994,16.5,85.77,0.01,16.5,0.01,0.993,85.89,0,0,15,459,4,15,459,0
FB2,MC2,2023-12-03T03:30:00Z,0.989,16.3,85.77,0.02,16.3,0.02,0.989,85.9,0,0,15,461,5,15,459,0
FB2,MC2,2023-12-03T03:45:00Z,0.989,16.1,85.77,0.02,16.2,0.02,0.987,85.9,0,0,15,460,13,15,459,0
FB2,MC2,2023-12-03T04:00:00Z,0.988,16,85.78,0.02,16.1,0.02,0.987,85.91,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-03T04:15:00Z,0.991,16,85.8,0.02,16.1,0.02,0.988,85.92,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-03T04:30:00Z,0.99,16,85.81,0.02,16.1,0.02,0.987,85.94,0,0,15,460,12,15,459,0
FB2,MC2,2023-12-03T04:45:00Z,0.991,15.9,85.83,0.02,16,0.02,0.99,85.96,0,0,15,460,15,15,459,0
FB2,MC2,2023-12-03T05:00:00Z,0.993,15.8,85.84,0.01,15.9,0.01,0.993,85.97,0,0,15,460,15,15,459,0
FB2,MC2,2023-12-03T05:15:00Z,0.997,15.8,85.86,0,15.9,0.01,0.996,85.98,0,0,15,460,15,15,459,0
FB2,MC2,2023-12-03T05:30:00Z,0.996,15.8,85.87,0.01,15.9,0.01,0.994,85.99,0,0,15,460,15,15,459,0
FB2,MC2,2023-12-03T05:45:00Z,0.995,15.7,85.87,0.01,15.9,0.01,0.993,86,0,0,15,460,3,15,459,0
FB2,MC2,2023-12-03T06:00:00Z,0.995,15.6,85.88,0.01,15.7,0.01,0.995,86.01,0.4,0,15,459,4,15,459,0
FB2,MC2,2023-12-03T06:15:00Z,0.995,15.7,85.9,0.01,15.8,0.02,0.99,86.02,7.5,0,15,459,0,15,459,0
FB2,MC2,2023-12-03T06:30:00Z,0.99,15.8,85.91,0.02,16,0.02,0.988,86.04,11.7,6.6,15,458,0,15,459,0
FB2,MC2,2023-12-03T06:45:00Z,0.989,16,85.92,0.02,16.1,0.03,0.986,86.05,27.3,16.8,15,457,0,15,458,0
FB2,MC2,2023-12-03T07:00:00Z,0.977,16.4,85.92,0.04,16.5,0.05,0.975,86.05,51.6,26.7,15,455,0,15,457,0
FB2,MC2,2023-12-03T07:15:00Z,0.95,17.1,85.96,0.1,17,0.08,0.959,86.08,56.2,27.6,15,455,0,15,457,0
FB2,MC2,2023-12-03T07:30:00Z,0.928,17.8,85.98,0.15,17.4,0.1,0.949,86.09,68.3,33.5,15,454,0,15,457,0
FB2,MC2,2023-12-03T07:45:00Z,0.918,18.2,85.99,0.17,17.6,0.11,0.947,86.11,74.9,36.8,15,454,0,15,456,0
FB2,MC2,2023-12-03T08:00:00Z,0.909,18.7,86.01,0.2,18,0.12,0.941,86.12,170.5,46.5,15,453,0,15,456,0
FB2,MC2,2023-12-03T08:15:00Z,0.895,19.3,86.02,0.23,18.4,0.14,0.933,86.13,120.7,88.1,15,452,0,15,456,0
FB2,MC2,2023-12-03T08:30:00Z,0.881,20.1,86.02,0.28,19,0.16,0.926,86.13,371.3,62.1,15,451,0,15,455,0
FB2,MC2,2023-12-03T08:45:00Z,0.868,20.6,86.02,0.32,19.3,0.18,0.921,86.13,623.1,50.9,4,447,0,15,455,0
FB2,MC2,2023-12-03T09:00:00Z,0.847,21.3,86.02,0.39,19.5,0.19,0.915,86.15,601.5,50.7,0,445,0,15,455,0
FB2,MC2,2023-12-03T09:15:00Z,0.816,22.4,86.03,0.5,19.9,0.22,0.906,86.15,531.9,54.9,0,446,0,15,455,0
FB2,MC2,2023-12-03T09:30:00Z,0.85,21.2,86.04,0.38,19.9,0.21,0.911,86.15,196.3,61.5,0,448,0,15,455,0
FB2,MC2,2023-12-03T09:45:00Z,0.852,21.5,86.04,0.38,20.1,0.22,0.906,86.15,235.5,64.3,0,445,0,15,455,0
FB2,MC2,2023-12-03T10:00:00Z,0.82,22.7,86.04,0.49,20.7,0.26,0.893,86.16,154.4,58,0,445,0,15,454,0
FB2,MC2,2023-12-03T10:15:00Z,0.834,22.4,86.03,0.45,20.8,0.25,0.899,86.14,175.8,70.9,0,447,0,15,454,0
FB2,MC2,2023-12-03T10:30:00Z,0.84,22.5,86.01,0.44,21.2,0.26,0.895,86.12,247.2,71.2,0,448,0,15,454,0
FB2,MC2,2023-12-03T10:45:00Z,0.843,22.8,85.98,0.44,21.8,0.28,0.891,86.09,121.6,81.5,0,450,0,15,454,0
FB2,MC2,2023-12-03T11:00:00Z,0.836,23.1,85.97,0.46,22.1,0.32,0.88,86.08,248.1,140.4,0,449,0,15,454,0
FB2,MC2,2023-12-03T11:15:00Z,0.838,22.8,85.96,0.45,21.9,0.31,0.883,86.07,126.5,87.5,0,450,0,15,454,0
FB2,MC2,2023-12-03T11:30:00Z,0.863,21.8,85.94,0.36,21.1,0.24,0.902,86.05,145.4,81.8,15,450,0,15,454,0
FB2,MC2,2023-12-03T11:45:00Z,0.873,21.9,85.92,0.33,21.3,0.23,0.91,86.03,152,98,15,450,0,15,454,0
FB2,MC2,2023-12-03T12:00:00Z,0.885,21.5,85.9,0.29,20.9,0.19,0.922,86.01,98.3,74.3,15,451,0,15,455,0
FB2,MC2,2023-12-03T12:15:00Z,0.901,21.3,85.88,0.25,20.7,0.16,0.935,85.99,89.7,68.7,15,452,0,15,455,0
FB2,MC2,2023-12-03T12:30:00Z,0.914,21.1,85.86,0.22,20.5,0.14,0.944,85.97,82.4,62.6,15,455,0,15,457,0
FB2,MC2,2023-12-03T12:45:00Z,0.935,20.7,85.83,0.16,20.1,0.09,0.962,85.95,93.8,75.8,15,453,0,15,456,0
FB2,MC2,2023-12-03T13:00:00Z,0.942,20.4,85.82,0.14,19.8,0.07,0.97,85.94,44.5,35.2,15,459,3,15,460,5
FB2,MC2,2023-12-03T13:15:00Z,0.966,19.6,85.8,0.08,19.1,0.03,0.988,85.93,30.2,23.6,15,594,11,15,520,15
FB2,MC2,2023-12-03T13:30:00Z,0.985,19,85.78,0.03,18.6,0,0.999,85.9,25.6,20.1,15,640,15,15,624,15
FB2,MC2,2023-12-03T13:45:00Z,0.997,18.9,85.76,0.01,18.6,0,1,85.89,41.9,31.7,15,608,15,15,619,15
FB2,MC2,2023-12-03T14:00:00Z,0.997,18.8,85.75,0.01,18.5,0,0.999,85.88,46.7,37.2,15,587,15,15,604,15
FB2,MC2,2023-12-03T14:15:00Z,0.998,18.6,85.75,0.01,18.3,0,1,85.88,48.7,40.1,15,570,15,15,590,15
FB2,MC2,2023-12-03T14:30:00Z,0.996,18.7,85.74,0.01,18.4,0,0.999,85.87,40.5,31.7,15,558,15,15,582,15
FB2,MC2,2023-12-03T14:45:00Z,0.998,18.9,85.73,0,18.6,0,1,85.87,78.4,64.3,15,545,15,15,571,15
FB2,MC2,2023-12-03T15:00:00Z,0.985,19.8,85.74,0.03,19.6,0.01,0.994,85.87,77.5,66.3,15,532,15,15,563,15
FB2,MC2,2023-12-03T15:15:00Z,0.962,20.1,85.76,0.09,20,0.07,0.972,85.88,54.9,46.9,15,522,15,15,560,15
FB2,MC2,2023-12-03T15:30:00Z,0.952,19.7,85.77,0.11,19.7,0.09,0.961,85.89,46.9,44.7,15,514,15,15,558,15
FB2,MC2,2023-12-03T15:45:00Z,0.95,19.9,85.77,0.12,20.3,0.12,0.949,85.88,60.6,148.3,15,500,15,15,547,15
FB2,MC2,2023-12-03T16:00:00Z,0.927,20,85.79,0.17,20.8,0.2,0.918,85.89,44.1,124.7,15,490,15,15,540,15
FB2,MC2,2023-12-03T16:15:00Z,0.934,19.4,85.8,0.15,19.6,0.15,0.935,85.92,36.3,56.6,15,485,15,15,536,15
FB2,MC2,2023-12-03T16:30:00Z,0.948,19.1,85.81,0.12,19,0.1,0.955,85.93,40.3,40.1,15,479,15,15,532,15
FB2,MC2,2023-12-03T16:45:00Z,0.94,19.5,85.81,0.14,19.3,0.11,0.95,85.93,33,29.1,15,474,15,15,527,15
FB2,MC2,2023-12-03T17:00:00Z,0.942,19.1,85.82,0.13,18.8,0.09,0.959,85.94,18.9,14.5,15,471,15,15,523,15
FB2,MC2,2023-12-03T17:15:00Z,0.955,18.5,85.83,0.1,18.3,0.07,0.967,85.95,4.6,2.7,15,470,15,15,520,15
FB2,MC2,2023-12-03T17:30:00Z,0.969,18.2,85.84,0.06,18,0.04,0.979,85.96,0,0,15,469,15,15,518,15
FB2,MC2,2023-12-03T17:45:00Z,0.977,18,85.86,0.05,17.8,0.03,0.984,85.98,0,0,15,468,15,15,515,15
FB2,MC2,2023-12-03T18:00:00Z,0.983,17.9,85.87,0.03,17.8,0.02,0.99,85.99,0,0,15,468,15,15,514,15
FB2,MC2,2023-12-03T18:15:00Z,0.989,17.8,85.89,0.02,17.7,0.01,0.993,86.01,0,0,15,467,15,15,512,15
FB2,MC2,2023-12-03T18:30:00Z,0.99,17.8,85.9,0.02,17.7,0.01,0.996,86.03,0,0,15,468,15,15,511,15
FB2,MC2,2023-12-03T18:45:00Z,0.995,17.7,85.92,0.01,17.6,0,1,86.04,0,0,15,468,15,15,510,15
FB2,MC2,2023-12-03T19:00:00Z,1,17.7,85.94,0,17.7,0,1,86.06,0,0,15,467,15,15,509,15
FB2,MC2,2023-12-03T19:15:00Z,1.001,17.7,85.96,0,17.7,0,1,86.09,0,0,15,466,15,15,507,15
FB2,MC2,2023-12-03T19:30:00Z,0.998,17.7,85.96,0,17.7,0,1,86.09,0,0,15,465,15,15,505,15
FB2,MC2,2023-12-03T19:45:00Z,0.998,17.7,85.97,0.01,17.7,0,1,86.1,0,0,15,465,15,15,504,15
FB2,MC2,2023-12-03T20:00:00Z,0.999,17.7,85.99,0,17.6,0,1,86.11,0,0,15,465,15,15,503,15
FB2,MC2,2023-12-03T20:15:00Z,1,17.7,85.99,0,17.6,0,1.001,86.12,0,0,15,464,15,15,502,15
FB2,MC2,2023-12-03T20:30:00Z,0.999,17.6,86,0,17.5,0,1,86.12,0,0,15,462,15,15,499,15
FB2,MC2,2023-12-03T20:45:00Z,0.999,17.4,86,0,17.3,0,0.999,86.12,0,0,15,462,15,15,496,15
FB2,MC2,2023-12-03T21:00:00Z,1,17.3,86.01,0,17.2,0,1,86.13,0,0,15,461,15,15,495,15
FB2,MC2,2023-12-03T21:15:00Z,1,17.1,86.01,0,17.1,0,1,86.13,0,0,15,461,15,15,493,15
FB2,MC2,2023-12-03T21:30:00Z,0.997,17,86.01,0.01,16.9,0,1,86.14,0,0,15,460,15,15,491,15
FB2,MC2,2023-12-03T21:45:00Z,0.997,16.8,86.02,0.01,16.8,0,1.001,86.15,0,0,15,460,15,15,489,15
FB2,MC2,2023-12-03T22:00:00Z,1,16.8,86.01,0,16.8,0,1,86.14,0,0,15,460,2,15,487,15
FB2,MC2,2023-12-03T22:15:00Z,0.999,16.7,86,0,16.7,0,1,86.12,0,0,15,459,0,15,484,15
FB2,MC2,2023-12-03T22:30:00Z,0.998,16.7,85.99,0,16.7,0,1,86.12,0,0,15,459,0,15,482,15
FB2,MC2,2023-12-03T22:45:00Z,0.997,16.8,85.98,0,16.8,0,0.999,86.1,0,0,15,459,0,15,478,15
FB2,MC2,2023-12-03T23:00:00Z,0.994,16.7,85.96,0.01,16.6,0.01,0.995,86.09,0,0,15,458,0,15,474,15
FB2,MC2,2023-12-03T23:15:00Z,0.991,16.5,85.95,0.02,16.5,0.01,0.993,86.08,0,0,15,458,0,15,470,15
FB2,MC2,2023-12-03T23:30:00Z,0.991,16.5,85.96,0.02,16.5,0.02,0.992,86.08,0,0,15,458,0,15,466,15
FB2,MC2,2023-12-03T23:45:00Z,0.993,16.5,85.95,0.01,16.6,0.01,0.993,86.07,0,0,15,458,0,15,462,15
FB2,MC2,2023-12-04T00:00:00Z,0.991,16.4,85.93,0.02,16.5,0.01,0.993,86.05,0,0,15,458,0,15,461,15
FB2,MC2,2023-12-04T00:15:00Z,0.992,16.4,85.91,0.01,16.4,0.01,0.993,86.04,0,0,15,459,0,15,460,15
FB2,MC2,2023-12-04T00:30:00Z,0.995,16.2,85.89,0.01,16.3,0.01,0.995,86.01,0,0,15,460,0,15,460,15
FB2,MC2,2023-12-04T00:45:00Z,0.993,16.1,85.86,0.01,16.1,0.01,0.995,85.99,0,0,15,459,1,15,459,3
FB2,MC2,2023-12-04T01:00:00Z,0.99,15.9,85.83,0.02,16,0.01,0.992,85.96,0,0,15,460,3,15,459,0
FB2,MC2,2023-12-04T01:15:00Z,0.992,15.8,85.8,0.01,15.9,0.01,0.993,85.93,0,0,15,460,0,15,459,0
FB2,MC2,2023-12-04T01:30:00Z,0.993,15.8,85.79,0.01,15.9,0.02,0.992,85.92,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T01:45:00Z,0.994,15.8,85.78,0.01,16,0.01,0.993,85.9,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T02:00:00Z,0.995,15.9,85.76,0.01,16,0.01,0.994,85.89,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T02:15:00Z,0.993,15.9,85.73,0.01,16,0.01,0.992,85.86,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T02:30:00Z,0.993,16,85.72,0.01,16.1,0.02,0.991,85.84,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T02:45:00Z,0.992,15.9,85.7,0.02,16,0.02,0.99,85.82,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T03:00:00Z,0.989,15.8,85.69,0.02,15.9,0.02,0.987,85.81,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T03:15:00Z,0.99,15.8,85.69,0.02,15.9,0.02,0.987,85.81,0,0,15,459,0,15,459,0
FB2,MC2,2023-12-04T03:30:00Z,0.987,15.7,85.7,0.02,15.8,0.03,0.985,85.83,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-04T03:45:00Z,0.982,15.6,85.71,0.03,15.8,0.04,0.98,85.84,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-04T04:00:00Z,0.981,15.6,85.72,0.03,15.7,0.04,0.98,85.84,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-04T04:15:00Z,0.981,15.6,85.73,0.03,15.7,0.04,0.98,85.85,0,0,15,458,0,15,459,0
FB2,MC2,2023-12-04T04:30:00Z,0.971,15.5,85.74,0.05,15.6,0.06,0.969,85.86,0,0,15,457,0,15,458,0
