Tree,MC,Timestamp,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port3_VPD,Port5_Temp,Port5_VPD,Port5_RH,Port5_Atmos_pressure,Port1_Solar,Port2_Solar,Port4_LW_minutes,Port4_LWS_Count,Port4_LW_minutes_H,Port6_LW_minutes,Port6_LWS_Count,Port6_LW_minutes_H
FB2,MC2,2023-06-27T02:45:00Z,0.97,17.4,85.97,0.06,17.2,0.01,0.994,86.09,0,0,15,460,15,15,457,0
FB2,MC2,2023-06-27T03:00:00Z,0.942,17.9,85.97,0.12,17.2,0.02,0.992,86.09,0,0,15,460,0,15,457,0
FB2,MC2,2023-06-27T03:15:00Z,0.95,17.8,85.97,0.1,17.2,0.02,0.988,86.09,0,0,15,460,12,15,457,0
FB2,MC2,2023-06-27T03:30:00Z,0.972,17.3,85.98,0.06,17.1,0.02,0.989,86.1,0,0,15,460,15,15,457,0
FB2,MC2,2023-06-27T03:45:00Z,0.976,17.1,85.99,0.05,17,0.02,0.989,86.11,0,0,15,460,9,15,457,0
FB2,MC2,2023-06-27T04:00:00Z,0.965,17.1,86,0.07,16.9,0.03,0.987,86.12,0,0,15,460,0,15,457,0
FB2,MC2,2023-06-27T04:15:00Z,0.955,17.3,86.01,0.09,16.9,0.02,0.987,86.12,0,0,15,459,0,15,457,0
FB2,MC2,2023-06-27T04:30:00Z,0.952,17.4,86.01,0.1,17.1,0.03,0.982,86.12,0,0,15,461,14,15,459,0
FB2,MC2,2023-06-27T04:45:00Z,0.953,17.4,86,0.09,17.2,0.05,0.977,86.12,0,0,15,472,15,15,459,6
FB2,MC2,2023-06-27T05:00:00Z,0.954,17.4,86.01,0.09,17.1,0.04,0.978,86.13,0,0,15,472,15,15,465,15
FB2,MC2,2023-06-27T05:15:00Z,0.959,17.4,86.01,0.08,17,0.03,0.983,86.13,0,0,15,471,15,15,464,15
FB2,MC2,2023-06-27T05:30:00Z,0.968,17.2,86.02,0.06,17,0.03,0.983,86.13,0,0,15,466,15,15,462,15
FB2,MC2,2023-06-27T05:45:00Z,0.971,17.1,86.03,0.06,17,0.03,0.983,86.15,0,0,15,462,15,15,461,15
FB2,MC2,2023-06-27T06:00:00Z,0.98,17,86.05,0.04,16.9,0.02,0.987,86.17,8.8,5.1,15,461,15,15,460,9
FB2,MC2,2023-06-27T06:15:00Z,0.988,17.1,86.06,0.02,17,0.02,0.989,86.18,16.7,10.8,15,460,15,15,460,0
FB2,MC2,2023-06-27T06:30:00Z,0.989,17.2,86.08,0.02,17.2,0.02,0.991,86.2,27.8,17.4,15,459,7,15,459,0
FB2,MC2,2023-06-27T06:45:00Z,0.989,17.6,86.1,0.02,17.4,0.01,0.993,86.22,39.9,23.8,15,459,0,15,458,0
FB2,MC2,2023-06-27T07:00:00Z,0.988,17.9,86.1,0.03,17.7,0.01,0.994,86.22,50.4,32.8,15,458,0,15,457,0
FB2,MC2,2023-06-27T07:15:00Z,0.982,18.2,86.11,0.04,17.9,0.01,0.993,86.23,54.7,38.6,15,458,0,15,457,0
FB2,MC2,2023-06-27T07:30:00Z,0.979,18.5,86.12,0.04,18.1,0.02,0.99,86.24,82.9,45.4,15,457,0,15,457,0
FB2,MC2,2023-06-27T07:45:00Z,0.968,18.7,86.12,0.07,18.2,0.03,0.987,86.25,69.8,43.9,15,457,0,15,457,0
FB2,MC2,2023-06-27T08:00:00Z,0.973,18.9,86.14,0.06,18.5,0.02,0.99,86.26,78.6,53.1,15,457,0,15,457,0
FB2,MC2,2023-06-27T08:15:00Z,0.965,19.7,86.13,0.08,19.1,0.03,0.985,86.26,91.4,59.3,15,456,0,15,456,0
FB2,MC2,2023-06-27T08:30:00Z,0.948,19.7,86.14,0.12,19,0.07,0.97,86.26,87.5,51.5,15,455,0,15,457,0
FB2,MC2,2023-06-27T08:45:00Z,0.952,20.2,86.13,0.11,19.4,0.07,0.971,86.26,124.7,72.9,15,454,0,15,456,0
FB2,MC2,2023-06-27T09:00:00Z,0.911,21.4,86.13,0.23,20.5,0.15,0.939,86.26,331.4,73.1,15,450,0,15,455,0
FB2,MC2,2023-06-27T09:15:00Z,0.878,21.9,86.13,0.32,21.1,0.22,0.911,86.26,137.1,78,7,450,0,15,455,0
FB2,MC2,2023-06-27T09:30:00Z,0.873,21.7,86.15,0.33,21.1,0.25,0.899,86.27,119.2,81.1,15,451,0,15,455,0
FB2,MC2,2023-06-27T09:45:00Z,0.888,21.4,86.14,0.28,20.8,0.23,0.908,86.26,113.3,76.2,15,451,0,15,455,0
FB2,MC2,2023-06-27T10:00:00Z,0.906,20.8,86.14,0.23,20.3,0.18,0.926,86.26,101.1,71,15,451,0,15,455,0
FB2,MC2,2023-06-27T10:15:00Z,0.918,21.1,86.12,0.21,20.7,0.16,0.933,86.25,104.4,74.5,15,451,0,15,455,0
FB2,MC2,2023-06-27T10:30:00Z,0.903,21.7,86.12,0.25,21.4,0.2,0.919,86.25,121.2,87.3,15,451,0,15,454,0
FB2,MC2,2023-06-27T10:45:00Z,0.893,22,86.12,0.28,21.5,0.23,0.912,86.24,124.3,91.2,15,450,0,15,454,0
FB2,MC2,2023-06-27T11:00:00Z,0.895,22.3,86.11,0.28,21.8,0.21,0.918,86.23,135.3,101.8,15,451,0,15,454,0
FB2,MC2,2023-06-27T11:15:00Z,0.896,22.4,86.1,0.28,21.8,0.22,0.917,86.22,176.3,123.8,15,450,0,15,454,0
FB2,MC2,2023-06-27T11:30:00Z,0.904,22.4,86.09,0.26,21.8,0.19,0.927,86.22,181.6,125.6,13,450,0,15,454,0
FB2,MC2,2023-06-27T11:45:00Z,0.885,23.1,86.08,0.33,22.8,0.26,0.905,86.2,176.9,110.2,13,450,0,15,454,0
FB2,MC2,2023-06-27T12:00:00Z,0.867,23.5,86.07,0.38,23.1,0.31,0.891,86.19,172.1,100.3,12,450,0,15,453,0
FB2,MC2,2023-06-27T12:15:00Z,0.866,23.1,86.06,0.38,22.7,0.3,0.891,86.18,107.1,71.4,13,451,0,15,454,0
FB2,MC2,2023-06-27T12:30:00Z,0.891,22.1,86.06,0.29,21.6,0.22,0.914,86.18,61.7,41,15,452,0,15,454,0
FB2,MC2,2023-06-27T12:45:00Z,0.917,22,86.04,0.22,21.5,0.16,0.937,86.16,97.8,72.1,15,454,0,15,455,0
FB2,MC2,2023-06-27T13:00:00Z,0.908,22.6,86.01,0.25,22.1,0.2,0.925,86.14,167,135.5,14,450,0,15,454,0
FB2,MC2,2023-06-27T13:15:00Z,0.886,23.2,86.01,0.33,22.7,0.25,0.908,86.13,89.2,69.9,15,451,0,15,454,0
FB2,MC2,2023-06-27T13:30:00Z,0.906,22.2,86.01,0.25,21.8,0.2,0.923,86.13,32.6,23.3,15,453,0,15,455,0
FB2,MC2,2023-06-27T13:45:00Z,0.936,21.2,85.99,0.16,20.8,0.12,0.953,86.11,23.6,20.1,15,471,14,15,455,0
FB2,MC2,2023-06-27T14:00:00Z,0.955,20.8,85.98,0.11,20.5,0.08,0.966,86.1,47.4,33.7,15,461,15,15,455,0
FB2,MC2,2023-06-27T14:15:00Z,0.954,20.9,85.95,0.11,20.6,0.08,0.967,86.07,47.6,33.7,15,454,0,15,457,0
FB2,MC2,2023-06-27T14:30:00Z,0.96,20.5,85.94,0.1,20.1,0.06,0.974,86.06,30.8,21.4,15,763,14,15,613,13
FB2,MC2,2023-06-27T14:45:00Z,0.978,20.1,85.92,0.05,19.9,0.03,0.986,86.04,25.5,19.2,15,894,15,15,614,15
FB2,MC2,2023-06-27T15:00:00Z,0.988,19.9,85.92,0.03,19.7,0.02,0.993,86.04,25.6,17.9,15,884,15,15,719,15
FB2,MC2,2023-06-27T15:15:00Z,0.994,19.7,85.92,0.01,19.6,0.01,0.997,86.04,15.2,10.8,15,790,15,15,617,15
FB2,MC2,2023-06-27T15:30:00Z,0.995,19.4,85.94,0.01,19.2,0,0.999,86.05,9,6.2,15,685,15,15,631,15
FB2,MC2,2023-06-27T15:45:00Z,0.996,19.1,85.93,0.01,19,0,1,86.05,3.1,1.3,15,685,15,15,702,15
FB2,MC2,2023-06-27T16:00:00Z,0.999,19,85.95,0,18.9,0,0.999,86.07,0.4,0,15,814,15,15,677,15
FB2,MC2,2023-06-27T16:15:00Z,1,18.7,85.95,0,18.6,0,0.999,86.07,7.3,2.9,15,791,15,15,652,15
FB2,MC2,2023-06-27T16:30:00Z,0.999,18.6,85.95,0,18.5,0,0.999,86.06,12.5,9.3,15,583,15,15,546,15
FB2,MC2,2023-06-27T16:45:00Z,1,18.6,85.95,0,18.5,0,1,86.07,16.7,13.2,15,609,15,15,531,15
FB2,MC2,2023-06-27T17:00:00Z,1,18.6,85.97,0,18.6,0,0.999,86.08,20,17.8,15,559,15,15,510,15
FB2,MC2,2023-06-27T17:15:00Z,1,18.8,85.97,0,18.8,0,1.001,86.09,18.3,15,15,547,15,15,502,15
FB2,MC2,2023-06-27T17:30:00Z,1,19,85.98,0,18.9,0,1,86.1,15.4,11.7,15,543,15,15,498,15
FB2,MC2,2023-06-27T17:45:00Z,0.999,19,86,0,18.9,0,1.001,86.12,8.8,6,15,543,15,15,499,15
FB2,MC2,2023-06-27T18:00:00Z,1,18.9,86,0,18.9,0,1.001,86.12,1.8,0,15,534,15,15,496,15
FB2,MC2,2023-06-27T18:15:00Z,1.001,18.8,86,0,18.8,0,1,86.11,0,0,15,533,15,15,494,15
FB2,MC2,2023-06-27T18:30:00Z,1,18.8,86.03,0,18.8,0,1.001,86.15,0,0,15,554,15,15,502,15
FB2,MC2,2023-06-27T18:45:00Z,0.999,18.8,86.06,0,18.8,0,1,86.18,0,0,15,558,15,15,516,15
FB2,MC2,2023-06-27T19:00:00Z,1,18.8,86.06,0,18.8,0,1,86.18,0,0,15,544,15,15,507,15
FB2,MC2,2023-06-27T19:15:00Z,1.001,18.7,86.08,0,18.6,0,1,86.19,0,0,15,528,15,15,506,15
FB2,MC2,2023-06-27T19:30:00Z,1,18.6,86.09,0,18.5,0,0.999,86.21,0,0,15,532,15,15,502,15
FB2,MC2,2023-06-27T19:45:00Z,1.001,18.4,86.1,0,18.4,0,0.999,86.22,0,0,15,522,15,15,500,15
FB2,MC2,2023-06-27T20:00:00Z,1,18.3,86.1,0,18.3,0,1,86.22,0,0,15,508,15,15,494,15
FB2,MC2,2023-06-27T20:15:00Z,1,18.2,86.11,0,18.2,0,1,86.23,0,0,15,504,15,15,488,15
FB2,MC2,2023-06-27T20:30:00Z,1,18.2,86.12,0,18.2,0,1,86.24,0,0,15,506,15,15,489,15
FB2,MC2,2023-06-27T20:45:00Z,1.001,18.2,86.12,0,18.1,0,1,86.24,0,0,15,511,15,15,488,15
FB2,MC2,2023-06-27T21:00:00Z,1,18,86.13,0,18,0,1.001,86.24,0,0,15,510,15,15,488,15
FB2,MC2,2023-06-27T21:15:00Z,1,17.9,86.12,0,17.9,0,1.001,86.24,0,0,15,504,15,15,485,15
FB2,MC2,2023-06-27T21:30:00Z,1,17.8,86.12,0,17.7,0,1,86.24,0,0,15,500,15,15,478,15
FB2,MC2,2023-06-27T21:45:00Z,1,17.7,86.12,0,17.7,0,1,86.24,0,0,15,498,15,15,473,15
FB2,MC2,2023-06-27T22:00:00Z,0.999,17.6,86.1,0,17.6,0,1,86.22,0,0,15,493,15,15,470,15
FB2,MC2,2023-06-27T22:15:00Z,1,17.5,86.11,0,17.6,0,0.999,86.23,0,0,15,494,15,15,466,15
FB2,MC2,2023-06-27T22:30:00Z,1.001,17.5,86.11,0,17.7,0,1,86.23,0,0,15,483,15,15,463,15
FB2,MC2,2023-06-27T22:45:00Z,1,17.5,86.11,0,17.7,0,1,86.23,0,0,15,479,15,15,461,15
FB2,MC2,2023-06-27T23:00:00Z,1.001,17.5,86.12,0,17.7,0.01,0.996,86.24,0,0,15,475,15,15,460,15
FB2,MC2,2023-06-27T23:15:00Z,1,17.4,86.11,0,17.6,0.02,0.992,86.22,0,0,15,479,15,15,460,15
FB2,MC2,2023-06-27T23:30:00Z,0.999,17.3,86.08,0,17.4,0.01,0.994,86.2,0,0,15,478,15,15,460,2
FB2,MC2,2023-06-27T23:45:00Z,1,17.2,86.09,0,17.3,0.01,0.993,86.21,0,0,15,477,15,15,460,2
FB2,MC2,2023-06-28T00:00:00Z,1,17.1,86.08,0,17.2,0.01,0.995,86.2,0,0,15,477,15,15,462,15
FB2,MC2,2023-06-28T00:15:00Z,1,17.1,86.08,0,17.2,0.01,0.997,86.19,0,0,15,478,15,15,462,15
FB2,MC2,2023-06-28T00:30:00Z,1.001,17.1,86.07,0,17.2,0,0.999,86.19,0,0,15,480,15,15,462,15
FB2,MC2,2023-06-28T00:45:00Z,0.999,17.2,86.06,0,17.2,0,1,86.18,0,0,15,481,15,15,463,15
FB2,MC2,2023-06-28T01:00:00Z,1,17.4,86.03,0,17.4,0,1,86.15,0,0,15,483,15,15,463,15
FB2,MC2,2023-06-28T01:15:00Z,1,17.3,86.01,0,17.3,0,1,86.14,0,0,15,486,15,15,464,15
FB2,MC2,2023-06-28T01:30:00Z,1,17.2,85.99,0,17.2,0,1,86.11,0,0,15,489,15,15,466,15
FB2,MC2,2023-06-28T01:45:00Z,1.001,17.1,85.99,0,17.1,0,1.001,86.11,0,0,15,492,15,15,469,15
FB2,MC2,2023-06-28T02:00:00Z,1,17.1,85.97,0,17.1,0,1,86.09,0,0,15,493,15,15,468,15
FB2,MC2,2023-06-28T02:15:00Z,1.001,17.1,85.95,0,17.1,0,1,86.07,0,0,15,493,15,15,466,15
FB2,MC2,2023-06-28T02:30:00Z,1.001,17.1,85.96,0,17.2,0,1.001,86.08,0,0,15,494,15,15,465,15
FB2,MC2,2023-06-28T02:45:00Z,1,17.1,85.97,0,17.2,0,1.001,86.09,0,0,15,505,15,15,466,15
FB2,MC2,2023-06-28T03:00:00Z,1.001,17.1,85.96,0,17.2,0,1.001,86.08,0,0,15,507,15,15,466,15
FB2,MC2,2023-06-28T03:15:00Z,1,17.1,85.95,0,17.1,0,1,86.07,0,0,15,507,15,15,466,15
FB2,MC2,2023-06-28T03:30:00Z,0.999,17.1,85.94,0,17.1,0,1,86.05,0,0,15,509,15,15,465,15
FB2,MC2,2023-06-28T03:45:00Z,1.001,17,85.92,0,17,0,1,86.04,0,0,15,512,15,15,465,15
FB2,MC2,2023-06-28T04:00:00Z,1,16.9,85.91,0,17,0,1,86.03,0,0,15,512,15,15,464,15
FB2,MC2,2023-06-28T04:15:00Z,1,16.9,85.93,0,17,0,1,86.05,0,0,15,514,15,15,464,15
FB2,MC2,2023-06-28T04:30:00Z,1.001,17,85.94,0,17,0,1,86.05,0,0,15,516,15,15,464,15
FB2,MC2,2023-06-28T04:45:00Z,1,17,85.94,0,17,0,1,86.06,0,0,15,519,15,15,465,15
FB2,MC2,2023-06-28T05:00:00Z,1,17,85.95,0,17.1,0,1,86.07,0,0,15,522,15,15,466,15
FB2,MC2,2023-06-28T05:15:00Z,1,17,85.94,0,17,0,1,86.06,0,0,15,525,15,15,467,15
FB2,MC2,2023-06-28T05:30:00Z,1,17,85.95,0,17,0,1,86.07,0,0,15,530,15,15,467,15
FB2,MC2,2023-06-28T05:45:00Z,1,17,85.97,0,17,0,1,86.08,3.8,0.7,15,530,15,15,467,15
FB2,MC2,2023-06-28T06:00:00Z,1.001,17.1,85.97,0,17.1,0,1.001,86.08,9.3,6.8,15,531,15,15,466,15
FB2,MC2,2023-06-28T06:15:00Z,0.999,17,85.97,0,17.1,0,1,86.09,9.9,7,15,532,15,15,464,15
FB2,MC2,2023-06-28T06:30:00Z,1,17.1,85.99,0,17.1,0,1,86.11,11.7,8.2,15,532,15,15,463,15
FB2,MC2,2023-06-28T06:45:00Z,1,17.1,86,0,17.2,0,1,86.12,17.6,12.1,15,531,15,15,464,15
FB2,MC2,2023-06-28T07:00:00Z,1,17.3,85.99,0,17.4,0,1.001,86.11,26.6,16.8,15,529,15,15,463,15
FB2,MC2,2023-06-28T07:15:00Z,1.001,17.6,85.99,0,17.7,0,1,86.11,71,21.4,15,511,15,15,461,15
FB2,MC2,2023-06-28T07:30:00Z,1,18.5,85.98,0,18,0,1.001,86.11,291.1,24.7,15,464,15,15,459,7
FB2,MC2,2023-06-28T07:45:00Z,0.988,19.8,85.98,0.03,18.4,0,1,86.12,283.8,28.2,15,453,2,15,458,0
FB2,MC2,2023-06-28T08:00:00Z,0.957,20,85.99,0.1,18.7,0.01,0.993,86.12,96.3,31.3,15,456,0,15,457,0
FB2,MC2,2023-06-28T08:15:00Z,0.956,20.2,85.99,0.1,19.2,0.03,0.986,86.12,62.1,34.8,15,457,0,15,457,0
FB2,MC2,2023-06-28T08:30:00Z,0.948,20.5,85.99,0.13,19.7,0.06,0.976,86.11,60.6,38.1,15,457,0,15,457,0
FB2,MC2,2023-06-28T08:45:00Z,0.945,20.7,85.99,0.13,20,0.08,0.966,86.12,113.9,45,15,456,0,15,457,0
FB2,MC2,2023-06-28T09:00:00Z,0.946,20.6,85.99,0.13,20.2,0.09,0.962,86.11,213.5,60.8,15,454,0,15,457,0
FB2,MC2,2023-06-28T09:15:00Z,0.945,20.7,85.98,0.13,20.2,0.09,0.962,86.11,138.4,67.2,15,455,0,15,458,0
FB2,MC2,2023-06-28T09:30:00Z,0.945,20.8,85.98,0.14,20.4,0.1,0.958,86.1,122.7,69.8,15,455,0,15,456,0
FB2,MC2,2023-06-28T09:45:00Z,0.94,21.1,85.97,0.15,20.8,0.11,0.954,86.1,129.5,77.1,15,454,0,15,456,0
FB2,MC2,2023-06-28T10:00:00Z,0.933,21.3,85.97,0.17,21,0.12,0.95,86.09,111,74.2,15,454,0,15,456,0
FB2,MC2,2023-06-28T10:15:00Z,0.928,21.4,85.97,0.18,21,0.14,0.943,86.09,118.3,89.2,15,453,0,15,456,0
FB2,MC2,2023-06-28T10:30:00Z,0.929,21.5,85.96,0.18,21.2,0.15,0.942,86.08,113.3,76,15,452,0,15,456,0
FB2,MC2,2023-06-28T10:45:00Z,0.909,21.8,85.97,0.24,21.5,0.18,0.928,86.09,115.4,79.1,15,452,0,15,456,0
FB2,MC2,2023-06-28T11:00:00Z,0.911,21.8,85.98,0.23,21.7,0.2,0.923,86.11,162.4,116.1,15,451,0,15,457,0
FB2,MC2,2023-06-28T11:15:00Z,0.899,22.5,85.99,0.27,22.1,0.22,0.917,86.11,242.4,99.2,15,450,0,15,457,0
FB2,MC2,2023-06-28T11:30:00Z,0.893,22.3,85.98,0.29,22.1,0.23,0.912,86.1,162,88.1,15,451,0,15,455,0
FB2,MC2,2023-06-28T11:45:00Z,0.899,22.8,85.97,0.28,22.4,0.23,0.914,86.1,170.5,105.5,15,451,0,15,454,0
FB2,MC2,2023-06-28T12:00:00Z,0.885,23,85.98,0.32,22.7,0.26,0.906,86.1,218.8,107.7,15,450,0,15,454,0
FB2,MC2,2023-06-28T12:15:00Z,0.877,23.2,85.96,0.35,22.9,0.29,0.897,86.09,189.9,92.3,15,450,0,15,454,0
FB2,MC2,2023-06-28T12:30:00Z,0.869,23.2,85.97,0.37,23,0.31,0.889,86.09,123.4,100,15,450,0,15,454,0
FB2,MC2,2023-06-28T12:45:00Z,0.875,22.9,85.96,0.35,22.7,0.29,0.895,86.09,134.8,110.2,15,450,0,15,453,0
FB2,MC2,2023-06-28T13:00:00Z,0.873,22.9,85.94,0.35,23,0.32,0.885,86.07,96.7,84.8,15,451,0,15,454,0
FB2,MC2,2023-06-28T13:15:00Z,0.875,23.1,85.93,0.35,23.1,0.32,0.886,86.05,105.8,100.3,15,451,0,15,453,0
FB2,MC2,2023-06-28T13:30:00Z,0.874,23,85.91,0.36,22.9,0.31,0.89,86.03,116.5,228.5,15,450,0,15,452,0
FB2,MC2,2023-06-28T13:45:00Z,0.878,23.2,85.88,0.35,23.1,0.31,0.891,86.01,161.3,205.1,15,450,0,15,453,0
FB2,MC2,2023-06-28T14:00:00Z,0.874,23.2,85.86,0.36,23,0.31,0.889,85.98,100.9,102,15,451,0,15,453,0
FB2,MC2,2023-06-28T14:15:00Z,0.885,22.9,85.84,0.32,22.8,0.29,0.896,85.96,94.1,93.8,15,451,0,15,453,0
FB2,MC2,2023-06-28T14:30:00Z,0.881,23,85.82,0.33,22.8,0.29,0.895,85.94,83.9,71.2,15,451,0,15,454,0
FB2,MC2,2023-06-28T14:45:00Z,0.904,22.3,85.79,0.26,22,0.22,0.918,85.91,119.2,108.4,15,451,0,15,454,0
FB2,MC2,2023-06-28T15:00:00Z,0.894,22.7,85.77,0.29,22.4,0.25,0.909,85.9,121.9,87.2,15,451,0,15,454,0
FB2,MC2,2023-06-28T15:15:00Z,0.903,22.2,85.8,0.26,22,0.22,0.915,85.92,44.7,33.3,15,452,0,15,454,0
FB2,MC2,2023-06-28T15:30:00Z,0.933,21.1,85.82,0.17,20.9,0.14,0.942,85.94,48,36.8,15,452,0,15,454,0
FB2,MC2,2023-06-28T15:45:00Z,0.937,20.8,85.82,0.15,20.6,0.14,0.944,85.94,37.2,29.3,15,452,0,15,455,0
FB2,MC2,2023-06-28T16:00:00Z,0.934,20.5,85.8,0.16,20.3,0.13,0.945,85.92,44.7,29.8,15,452,0,15,455,0
FB2,MC2,2023-06-28T16:15:00Z,0.936,21,85.8,0.16,20.9,0.15,0.94,85.92,77.3,55.1,15,452,0,15,454,0
FB2,MC2,2023-06-28T16:30:00Z,0.908,21.8,85.81,0.24,21.7,0.22,0.914,85.94,130,49.4,15,452,0,15,454,0
FB2,MC2,2023-06-28T16:45:00Z,0.896,21.8,85.85,0.27,21.6,0.23,0.91,85.97,54.2,37.9,15,452,0,15,454,0
FB2,MC2,2023-06-28T17:00:00Z,0.922,20.8,85.87,0.19,20.5,0.16,0.933,85.99,18.1,14.1,15,452,0,15,455,0
FB2,MC2,2023-06-28T17:15:00Z,0.946,20.1,85.88,0.13,19.9,0.11,0.954,86,9.2,6.8,15,454,0,15,455,0
FB2,MC2,2023-06-28T17:30:00Z,0.961,19.7,85.85,0.09,19.5,0.08,0.966,85.97,9,7,15,457,0,15,456,0
FB2,MC2,2023-06-28T17:45:00Z,0.973,19.4,85.82,0.06,19.3,0.05,0.977,85.94,4.9,2.2,15,455,0,15,456,0
FB2,MC2,2023-06-28T18:00:00Z,0.984,19.3,85.82,0.04,19.2,0.03,0.987,85.94,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T18:15:00Z,0.99,19.2,85.8,0.02,19.1,0.01,0.994,85.92,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T18:30:00Z,0.992,19.1,85.8,0.02,19,0.01,0.996,85.92,0,0,15,457,0,15,457,0
FB2,MC2,2023-06-28T18:45:00Z,0.995,19,85.8,0.01,18.9,0.01,0.998,85.92,0,0,15,465,9,15,463,8
FB2,MC2,2023-06-28T19:00:00Z,0.996,18.8,85.81,0.01,18.8,0,1,85.93,0,0,15,464,15,15,462,15
FB2,MC2,2023-06-28T19:15:00Z,0.993,18.6,85.83,0.01,18.5,0,0.999,85.95,0,0,15,461,15,15,459,8
FB2,MC2,2023-06-28T19:30:00Z,0.991,18.5,85.84,0.02,18.4,0.01,0.994,85.96,0,0,15,458,4,15,457,0
FB2,MC2,2023-06-28T19:45:00Z,0.989,18.4,85.83,0.02,18.4,0.02,0.989,85.95,0,0,15,456,0,15,457,0
FB2,MC2,2023-06-28T20:00:00Z,0.989,18.4,85.83,0.02,18.3,0.02,0.99,85.95,0,0,15,455,0,15,456,0
FB2,MC2,2023-06-28T20:15:00Z,0.992,18.3,85.84,0.02,18.3,0.02,0.99,85.96,0,0,15,458,0,15,458,0
FB2,MC2,2023-06-28T20:30:00Z,0.99,18.2,85.85,0.02,18.2,0.02,0.991,85.96,0,0,15,457,0,15,457,0
FB2,MC2,2023-06-28T20:45:00Z,0.988,18.2,85.85,0.02,18.2,0.02,0.988,85.97,0,0,15,455,0,15,456,0
FB2,MC2,2023-06-28T21:00:00Z,0.989,18.1,85.86,0.02,18.1,0.02,0.989,85.98,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T21:15:00Z,0.99,18.1,85.86,0.02,18,0.02,0.991,85.98,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T21:30:00Z,0.987,18,85.87,0.03,18,0.02,0.988,85.99,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T21:45:00Z,0.987,17.9,85.88,0.03,17.8,0.02,0.988,86,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T22:00:00Z,0.987,17.8,85.88,0.03,17.8,0.02,0.99,86,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T22:15:00Z,0.989,17.7,85.9,0.02,17.7,0.02,0.99,86.02,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T22:30:00Z,0.989,17.7,85.92,0.02,17.7,0.02,0.989,86.04,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T22:45:00Z,0.99,17.7,85.91,0.02,17.7,0.02,0.988,86.03,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T23:00:00Z,0.987,17.6,85.9,0.03,17.6,0.02,0.988,86.02,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T23:15:00Z,0.99,17.7,85.89,0.02,17.7,0.02,0.991,86.01,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T23:30:00Z,0.994,17.8,85.89,0.01,17.8,0.01,0.995,86,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-28T23:45:00Z,0.995,17.9,85.88,0.01,17.9,0.01,0.997,86,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T00:00:00Z,0.995,17.9,85.87,0.01,17.9,0.01,0.997,85.99,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T00:15:00Z,0.994,17.8,85.86,0.01,17.8,0,0.998,85.97,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T00:30:00Z,0.992,17.8,85.85,0.02,17.8,0.01,0.996,85.97,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T00:45:00Z,0.991,17.8,85.84,0.02,17.7,0.01,0.993,85.96,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T01:00:00Z,0.991,17.7,85.82,0.02,17.6,0.02,0.991,85.94,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T01:15:00Z,0.991,17.6,85.79,0.02,17.6,0.02,0.991,85.91,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T01:30:00Z,0.989,17.6,85.77,0.02,17.5,0.02,0.991,85.88,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T01:45:00Z,0.991,17.6,85.75,0.02,17.6,0.02,0.99,85.87,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T02:00:00Z,0.99,17.6,85.74,0.02,17.6,0.02,0.99,85.85,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T02:15:00Z,0.99,17.5,85.72,0.02,17.5,0.02,0.992,85.83,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T02:30:00Z,0.991,17.4,85.7,0.02,17.4,0.02,0.991,85.81,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T02:45:00Z,0.99,17.4,85.71,0.02,17.4,0.02,0.989,85.82,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T03:00:00Z,0.988,17.3,85.72,0.02,17.4,0.02,0.988,85.84,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T03:15:00Z,0.988,17.3,85.73,0.02,17.4,0.03,0.986,85.85,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T03:30:00Z,0.99,17.4,85.73,0.02,17.4,0.02,0.989,85.85,0,0,15,454,0,15,456,0
FB2,MC2,2023-06-29T03:45:00Z,0.99,17.4,85.73,0.02,17.4,0.02,0.99,85.85,0,0,15,454,0,15,456,0
