Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port1_Solar,Port4_LW_minutes_H,Port4_LW_minutes,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET2,MC3,2023-06-03T11:00:00Z,25,0.795,0.65,87.99,122.7,0,2,449,NA,21
ET2,MC3,2023-06-03T11:15:00Z,24.6,0.803,0.61,87.98,135.9,0,3,450,NA,21.3
ET2,MC3,2023-06-03T11:30:00Z,24.4,0.823,0.54,87.98,138.6,0,4,449,NA,21.2
ET2,MC3,2023-06-03T11:45:00Z,24.3,0.83,0.51,87.96,130.4,0,11,450,NA,20.8
ET2,MC3,2023-06-03T12:00:00Z,25,0.817,0.58,87.95,129.3,0,8,450,NA,22.1
ET2,MC3,2023-06-03T12:15:00Z,24.8,0.821,0.56,87.95,172.5,0,4,450,NA,22.1
ET2,MC3,2023-06-03T12:30:00Z,24.4,0.827,0.53,87.93,172.1,0,1,450,NA,21
ET2,MC3,2023-06-03T12:45:00Z,24.4,0.823,0.54,87.91,155.6,0,3,450,NA,20.7
ET2,MC3,2023-06-03T13:00:00Z,24.7,0.818,0.56,87.9,189.3,0,1,449,NA,21.1
ET2,MC3,2023-06-03T13:15:00Z,23.7,0.844,0.46,87.89,125.4,0,8,450,NA,20.6
ET2,MC3,2023-06-03T13:30:00Z,24.6,0.826,0.54,87.87,158.4,0,2,449,NA,21.5
ET2,MC3,2023-06-03T13:45:00Z,24.9,0.811,0.59,87.85,462,0,0,448,NA,21.5
ET2,MC3,2023-06-03T14:00:00Z,25.2,0.798,0.65,87.84,243.7,0,0,448,NA,22.7
ET2,MC3,2023-06-03T14:15:00Z,24.4,0.821,0.55,87.83,129.1,0,2,448,NA,23
ET2,MC3,2023-06-03T14:30:00Z,24.8,0.808,0.6,87.83,193.5,0,0,447,NA,23.9
ET2,MC3,2023-06-03T14:45:00Z,25.2,0.793,0.66,87.85,157.1,0,0,449,NA,25.2
ET2,MC3,2023-06-03T15:00:00Z,24,0.834,0.49,87.83,241.1,14,15,483,NA,23.5
ET2,MC3,2023-06-03T15:15:00Z,24.8,0.813,0.58,87.81,204.9,9,15,452,NA,26.1
ET2,MC3,2023-06-03T15:30:00Z,24.5,0.811,0.58,87.8,155.5,0,1,449,NA,25.2
ET2,MC3,2023-06-03T15:45:00Z,23.8,0.843,0.46,87.81,115.9,0,2,450,NA,24.4
ET2,MC3,2023-06-03T16:00:00Z,23.3,0.868,0.38,87.81,100.7,1,15,458,NA,23
ET2,MC3,2023-06-03T16:15:00Z,23.1,0.872,0.36,87.79,102.7,0,14,450,NA,23
ET2,MC3,2023-06-03T16:30:00Z,22.6,0.884,0.32,87.81,56.8,0,15,451,NA,22.1
ET2,MC3,2023-06-03T16:45:00Z,22.3,0.888,0.3,87.81,50,0,15,451,NA,21.6
ET2,MC3,2023-06-03T17:00:00Z,22,0.899,0.27,87.81,42.7,0,15,451,NA,21.2
ET2,MC3,2023-06-03T17:15:00Z,21.9,0.899,0.27,87.84,32.4,0,15,451,NA,20.7
ET2,MC3,2023-06-03T17:30:00Z,21.7,0.911,0.23,87.86,20.3,0,15,452,NA,20.3
ET2,MC3,2023-06-03T17:45:00Z,21.6,0.917,0.21,87.87,21.4,0,15,452,NA,20
ET2,MC3,2023-06-03T18:00:00Z,21.5,0.92,0.2,87.87,10.4,0,15,452,NA,19.7
ET2,MC3,2023-06-03T18:15:00Z,21.2,0.93,0.18,87.91,0,0,15,454,NA,19.4
ET2,MC3,2023-06-03T18:30:00Z,21.1,0.936,0.16,87.92,0,3,15,452,NA,19.2
ET2,MC3,2023-06-03T18:45:00Z,20.9,0.941,0.14,87.93,0,0,15,453,NA,19
ET2,MC3,2023-06-03T19:00:00Z,20.8,0.948,0.13,87.95,0,0,15,453,NA,18.8
ET2,MC3,2023-06-03T19:15:00Z,20.7,0.948,0.13,87.96,0,0,15,453,NA,18.7
ET2,MC3,2023-06-03T19:30:00Z,20.6,0.95,0.12,87.99,0,0,15,453,NA,18.5
ET2,MC3,2023-06-03T19:45:00Z,20.6,0.95,0.12,88,0,0,15,453,NA,18.4
ET2,MC3,2023-06-03T20:00:00Z,20.4,0.954,0.11,88,0,0,15,453,NA,18.2
ET2,MC3,2023-06-03T20:15:00Z,20.3,0.955,0.11,88.02,0,0,15,453,NA,18
ET2,MC3,2023-06-03T20:30:00Z,20.2,0.956,0.1,88.02,0,0,15,453,NA,17.9
ET2,MC3,2023-06-03T20:45:00Z,20.3,0.954,0.11,88.04,0,0,15,453,NA,17.8
ET2,MC3,2023-06-03T21:00:00Z,20.3,0.953,0.11,88.08,0,0,15,453,NA,17.7
ET2,MC3,2023-06-03T21:15:00Z,20.3,0.958,0.1,88.1,0,0,15,453,NA,17.7
ET2,MC3,2023-06-03T21:30:00Z,20.1,0.962,0.09,88.11,0,0,15,454,NA,17.6
ET2,MC3,2023-06-03T21:45:00Z,19.9,0.967,0.08,88.11,0,0,15,454,NA,17.5
ET2,MC3,2023-06-03T22:00:00Z,19.9,0.971,0.07,88.11,0,0,15,453,NA,17.5
ET2,MC3,2023-06-03T22:15:00Z,19.9,0.964,0.08,88.09,0,0,15,453,NA,17.6
ET2,MC3,2023-06-03T22:30:00Z,20,0.944,0.13,88.07,0,0,15,453,NA,17.6
ET2,MC3,2023-06-03T22:45:00Z,20.1,0.927,0.17,88.06,0,0,15,452,NA,17.7
ET2,MC3,2023-06-03T23:00:00Z,20.4,0.899,0.24,88.06,0,0,15,452,NA,17.6
ET2,MC3,2023-06-03T23:15:00Z,20.2,0.895,0.25,88.05,0,0,15,452,NA,17.2
ET2,MC3,2023-06-03T23:30:00Z,20,0.896,0.24,88.04,0,0,15,452,NA,16.9
ET2,MC3,2023-06-03T23:45:00Z,20,0.896,0.24,88.03,0,0,15,452,NA,16.7
ET2,MC3,2023-06-04T00:00:00Z,20,0.894,0.25,88.03,0,0,15,452,NA,16.6
ET2,MC3,2023-06-04T00:15:00Z,19.8,0.908,0.21,88.01,0,0,15,452,NA,16.6
ET2,MC3,2023-06-04T00:30:00Z,20,0.909,0.21,88,0,0,15,452,NA,16.6
ET2,MC3,2023-06-04T00:45:00Z,19.9,0.908,0.21,87.98,0,0,15,452,NA,16.5
ET2,MC3,2023-06-04T01:00:00Z,19.8,0.898,0.23,87.96,0,0,15,452,NA,16.4
ET2,MC3,2023-06-04T01:15:00Z,20,0.891,0.25,87.92,0,0,15,452,NA,16.3
ET2,MC3,2023-06-04T01:30:00Z,19.9,0.887,0.26,87.9,0,0,15,452,NA,16.2
ET2,MC3,2023-06-04T01:45:00Z,19.8,0.88,0.28,87.87,0,0,15,452,NA,16.2
ET2,MC3,2023-06-04T02:00:00Z,19.9,0.872,0.3,87.86,0,0,15,451,NA,16
ET2,MC3,2023-06-04T02:15:00Z,19.9,0.876,0.29,87.86,0,0,15,451,NA,16.1
ET2,MC3,2023-06-04T02:30:00Z,19.7,0.888,0.26,87.86,0,0,15,452,NA,16
ET2,MC3,2023-06-04T02:45:00Z,19.4,0.914,0.19,87.86,0,0,15,452,NA,16
ET2,MC3,2023-06-04T03:00:00Z,19.4,0.924,0.17,87.87,0,0,15,452,NA,15.9
ET2,MC3,2023-06-04T03:15:00Z,19.5,0.924,0.17,87.87,0,0,15,453,NA,15.9
ET2,MC3,2023-06-04T03:30:00Z,18.9,0.943,0.12,87.89,0,0,15,453,NA,15.8
ET2,MC3,2023-06-04T03:45:00Z,19,0.957,0.09,87.91,0,0,15,453,NA,15.9
ET2,MC3,2023-06-04T04:00:00Z,19.4,0.963,0.08,87.93,0,0,15,453,NA,16.1
ET2,MC3,2023-06-04T04:15:00Z,19.7,0.956,0.1,87.92,0,0,15,453,NA,16.3
ET2,MC3,2023-06-04T04:30:00Z,19.6,0.955,0.1,87.93,0,0,15,453,NA,16.1
ET2,MC3,2023-06-04T04:45:00Z,19.3,0.96,0.09,87.93,0,0,15,453,NA,16
ET2,MC3,2023-06-04T05:00:00Z,19.3,0.961,0.09,87.93,0,0,15,453,NA,16.1
ET2,MC3,2023-06-04T05:15:00Z,19.4,0.953,0.11,87.93,0,0,15,453,NA,16.2
ET2,MC3,2023-06-04T05:30:00Z,19.4,0.94,0.14,87.94,2.2,0,15,453,NA,16.2
ET2,MC3,2023-06-04T05:45:00Z,19.6,0.926,0.17,87.96,9.5,0,15,452,NA,16.2
ET2,MC3,2023-06-04T06:00:00Z,19.6,0.922,0.18,87.96,18.7,0,15,452,NA,16.3
ET2,MC3,2023-06-04T06:15:00Z,20.1,0.901,0.23,87.97,29.5,0,15,452,NA,16.5
ET2,MC3,2023-06-04T06:30:00Z,20.7,0.883,0.28,87.99,35.9,0,15,452,NA,16.7
ET2,MC3,2023-06-04T06:45:00Z,21.5,0.865,0.35,88,119.2,0,15,451,NA,17.1
ET2,MC3,2023-06-04T07:00:00Z,22.5,0.853,0.4,88.01,305.6,0,15,451,NA,17.6
ET2,MC3,2023-06-04T07:15:00Z,23.1,0.839,0.46,88.01,227.4,0,15,450,NA,18.3
ET2,MC3,2023-06-04T07:30:00Z,23,0.837,0.46,88.03,169.9,0,4,449,NA,19.1
ET2,MC3,2023-06-04T07:45:00Z,23.4,0.822,0.51,88.03,50.7,0,8,450,NA,19.3
ET2,MC3,2023-06-04T08:00:00Z,23.4,0.8,0.57,88.03,54.6,0,13,450,NA,19.8
ET2,MC3,2023-06-04T08:15:00Z,23.6,0.798,0.59,88.04,67.7,0,9,450,NA,20.9
ET2,MC3,2023-06-04T08:30:00Z,23.8,0.79,0.62,88.03,65,0,8,450,NA,20.6
ET2,MC3,2023-06-04T08:45:00Z,24,0.798,0.6,88.04,81.3,0,14,450,NA,20.4
ET2,MC3,2023-06-04T09:00:00Z,23.6,0.825,0.51,88.05,84,0,15,450,NA,20.8
ET2,MC3,2023-06-04T09:15:00Z,23.1,0.868,0.37,88.06,104.6,0,15,451,NA,21.3
ET2,MC3,2023-06-04T09:30:00Z,23.4,0.865,0.39,88.07,120.1,0,15,451,NA,21.6
ET2,MC3,2023-06-04T09:45:00Z,23.1,0.891,0.31,88.07,96.9,0,15,451,NA,21.7
ET2,MC3,2023-06-04T10:00:00Z,23,0.917,0.23,88.06,227.6,0,15,451,NA,21.2
ET2,MC3,2023-06-04T10:15:00Z,23.6,0.9,0.29,88.05,199.8,0,11,451,NA,22
ET2,MC3,2023-06-04T10:30:00Z,23.9,0.887,0.34,88.05,210.9,0,8,450,NA,22.1
ET2,MC3,2023-06-04T10:45:00Z,23.2,0.891,0.31,88.06,96.9,0,14,451,NA,22
ET2,MC3,2023-06-04T11:00:00Z,22.5,0.921,0.22,88.07,119.2,0,15,451,NA,21.7
ET2,MC3,2023-06-04T11:15:00Z,22.6,0.921,0.22,88.08,97,0,15,451,NA,21.7
ET2,MC3,2023-06-04T11:30:00Z,23.1,0.891,0.31,88.06,178.7,0,14,450,NA,22.2
ET2,MC3,2023-06-04T11:45:00Z,24.3,0.859,0.43,88.04,184,0,1,450,NA,23.3
ET2,MC3,2023-06-04T12:00:00Z,23.8,0.888,0.33,88.05,150.3,0,12,450,NA,22.9
ET2,MC3,2023-06-04T12:15:00Z,23.7,0.864,0.4,88.03,136,0,7,450,NA,22.9
ET2,MC3,2023-06-04T12:30:00Z,23.4,0.847,0.44,88.01,157.1,0,11,450,NA,22.8
ET2,MC3,2023-06-04T12:45:00Z,23.8,0.811,0.56,88,175.4,0,0,450,NA,22.7
ET2,MC3,2023-06-04T13:00:00Z,25.2,0.772,0.73,87.96,227.8,0,0,447,NA,23.4
ET2,MC3,2023-06-04T13:15:00Z,25.1,0.762,0.76,87.94,187.5,0,0,448,NA,23.7
ET2,MC3,2023-06-04T13:30:00Z,24.8,0.781,0.69,87.93,192.3,0,0,448,NA,23.6
ET2,MC3,2023-06-04T13:45:00Z,24.8,0.795,0.64,87.91,124.1,0,0,449,NA,23.6
ET2,MC3,2023-06-04T14:00:00Z,24.1,0.841,0.48,87.92,78.4,0,0,449,NA,22.6
ET2,MC3,2023-06-04T14:15:00Z,22.7,0.878,0.34,87.92,18.5,15,15,880,NA,21.9
ET2,MC3,2023-06-04T14:30:00Z,20,0.947,0.12,87.97,8.2,15,15,975,NA,20
ET2,MC3,2023-06-04T14:45:00Z,19.2,0.988,0.03,87.97,9.2,15,15,834,NA,18.2
ET2,MC3,2023-06-04T15:00:00Z,19.1,0.999,0,87.99,11,15,15,646,NA,17.4
ET2,MC3,2023-06-04T15:15:00Z,19,1.001,0,87.92,20.1,15,15,545,NA,17.3
ET2,MC3,2023-06-04T15:30:00Z,19,0.999,0,87.87,85.3,15,15,477,NA,17.5
ET2,MC3,2023-06-04T15:45:00Z,19.9,1.001,0,87.91,141.5,10,15,457,NA,19
ET2,MC3,2023-06-04T16:00:00Z,20.1,1.001,0,87.9,57.7,0,15,457,NA,20
ET2,MC3,2023-06-04T16:15:00Z,20.1,0.998,0,87.93,25.6,0,15,457,NA,19.1
ET2,MC3,2023-06-04T16:30:00Z,20,0.993,0.02,87.94,21.1,0,15,456,NA,18.6
ET2,MC3,2023-06-04T16:45:00Z,20.2,0.988,0.03,87.95,15,0,15,457,NA,18.3
ET2,MC3,2023-06-04T17:00:00Z,19.9,0.985,0.03,87.96,9.5,0,15,454,NA,18
ET2,MC3,2023-06-04T17:15:00Z,20.1,0.955,0.11,87.98,0.9,0,15,454,NA,17.8
ET2,MC3,2023-06-04T17:30:00Z,19.8,0.957,0.1,87.95,0,0,15,454,NA,17.6
ET2,MC3,2023-06-04T17:45:00Z,19.8,0.96,0.09,87.98,0,0,15,454,NA,17.4
ET2,MC3,2023-06-04T18:00:00Z,19.8,0.964,0.08,88,0,8,15,573,NA,17.3
ET2,MC3,2023-06-04T18:15:00Z,19.7,0.968,0.07,88.02,0,15,15,495,NA,17.2
ET2,MC3,2023-06-04T18:30:00Z,19.7,0.974,0.06,88.03,0,15,15,471,NA,17.1
ET2,MC3,2023-06-04T18:45:00Z,19.8,0.978,0.05,88.05,0,15,15,464,NA,17.1
ET2,MC3,2023-06-04T19:00:00Z,19.8,0.98,0.05,88.04,0,14,15,459,NA,17.1
ET2,MC3,2023-06-04T19:15:00Z,19.9,0.98,0.05,88.04,0,6,15,484,NA,17.1
ET2,MC3,2023-06-04T19:30:00Z,20.1,0.973,0.06,88.08,0,15,15,557,NA,17.1
ET2,MC3,2023-06-04T19:45:00Z,19.9,0.977,0.05,88.12,0,15,15,600,NA,17.1
ET2,MC3,2023-06-04T20:00:00Z,19.8,0.983,0.04,88.14,0,15,15,525,NA,17
ET2,MC3,2023-06-04T20:15:00Z,19.6,0.986,0.03,88.17,0,15,15,490,NA,17
ET2,MC3,2023-06-04T20:30:00Z,19.5,0.984,0.04,88.19,0,15,15,588,NA,17
ET2,MC3,2023-06-04T20:45:00Z,19.4,0.997,0.01,88.24,0,15,15,930,NA,16.8
ET2,MC3,2023-06-04T21:00:00Z,18.8,0.998,0.01,88.26,0,15,15,891,NA,16.6
ET2,MC3,2023-06-04T21:15:00Z,18.6,0.996,0.01,88.24,0,15,15,634,NA,16.5
ET2,MC3,2023-06-04T21:30:00Z,18.6,0.998,0,88.23,0,15,15,730,NA,16.3
ET2,MC3,2023-06-04T21:45:00Z,18.7,1,0,88.22,0,15,15,554,NA,16.2
ET2,MC3,2023-06-04T22:00:00Z,18.8,0.999,0,88.22,0,15,15,467,NA,16.2
ET2,MC3,2023-06-04T22:15:00Z,18.7,1.001,0,88.2,0,15,15,464,NA,16.1
ET2,MC3,2023-06-04T22:30:00Z,18.9,1,0,88.18,0,15,15,465,NA,16.2
ET2,MC3,2023-06-04T22:45:00Z,19,1,0,88.2,0,11,15,461,NA,16.2
ET2,MC3,2023-06-04T23:00:00Z,19,1,0,88.19,0,12,15,460,NA,16.2
ET2,MC3,2023-06-04T23:15:00Z,19,0.999,0,88.18,0,0,15,456,NA,16.2
ET2,MC3,2023-06-04T23:30:00Z,19.1,0.991,0.02,88.17,0,0,15,454,NA,16.2
ET2,MC3,2023-06-04T23:45:00Z,19.2,0.978,0.05,88.14,0,0,15,455,NA,16.2
ET2,MC3,2023-06-05T00:00:00Z,19.2,0.978,0.05,88.14,0,0,15,455,NA,16.2
ET2,MC3,2023-06-05T00:15:00Z,19.4,0.978,0.05,88.12,0,0,15,455,NA,16.2
ET2,MC3,2023-06-05T00:30:00Z,19.4,0.979,0.05,88.1,0,0,15,455,NA,16.3
ET2,MC3,2023-06-05T00:45:00Z,19.3,0.977,0.05,88.09,0,0,15,455,NA,16.3
ET2,MC3,2023-06-05T01:00:00Z,19.2,0.975,0.06,88.09,0,0,15,455,NA,16.3
ET2,MC3,2023-06-05T01:15:00Z,19.2,0.976,0.05,88.09,0,0,15,455,NA,16.3
ET2,MC3,2023-06-05T01:30:00Z,19.2,0.969,0.07,88.1,0,0,15,455,NA,16.2
ET2,MC3,2023-06-05T01:45:00Z,19.1,0.973,0.06,88.08,0,0,15,455,NA,16.2
ET2,MC3,2023-06-05T02:00:00Z,18.9,0.976,0.05,88.05,0,0,15,455,NA,16.1
ET2,MC3,2023-06-05T02:15:00Z,18.9,0.974,0.06,88.02,0,0,15,455,NA,16.1
ET2,MC3,2023-06-05T02:30:00Z,18.8,0.975,0.06,88.01,0,0,15,455,NA,16.1
ET2,MC3,2023-06-05T02:45:00Z,18.8,0.968,0.07,88.02,0,0,15,455,NA,16.1
ET2,MC3,2023-06-05T03:00:00Z,18.6,0.969,0.07,88,0,0,15,455,NA,16
ET2,MC3,2023-06-05T03:15:00Z,18.6,0.962,0.08,88,0,0,15,454,NA,16
ET2,MC3,2023-06-05T03:30:00Z,18.6,0.957,0.09,88,0,0,15,454,NA,16
ET2,MC3,2023-06-05T03:45:00Z,18.6,0.954,0.1,88,0,0,15,454,NA,15.9
ET2,MC3,2023-06-05T04:00:00Z,18.6,0.953,0.1,88,0,0,15,454,NA,15.8
ET2,MC3,2023-06-05T04:15:00Z,18.7,0.947,0.11,88,0,0,15,454,NA,15.7
ET2,MC3,2023-06-05T04:30:00Z,18.6,0.952,0.1,88.01,0,0,15,454,NA,15.6
ET2,MC3,2023-06-05T04:45:00Z,18.6,0.939,0.13,88.02,0,0,15,454,NA,15.5
ET2,MC3,2023-06-05T05:00:00Z,18.5,0.94,0.13,88.01,0,0,15,454,NA,15.4
ET2,MC3,2023-06-05T05:15:00Z,18.4,0.951,0.1,88.02,0,0,15,454,NA,15.4
ET2,MC3,2023-06-05T05:30:00Z,18.5,0.935,0.14,88.04,1.8,0,15,454,NA,15.3
ET2,MC3,2023-06-05T05:45:00Z,18.5,0.926,0.16,88.05,11.5,0,15,454,NA,15.2
ET2,MC3,2023-06-05T06:00:00Z,19.1,0.887,0.25,88.09,20,0,15,452,NA,15.3
ET2,MC3,2023-06-05T06:15:00Z,19.4,0.875,0.28,88.11,24.9,0,15,452,NA,15.4
ET2,MC3,2023-06-05T06:30:00Z,19.5,0.885,0.26,88.13,33.7,0,15,453,NA,15.4
ET2,MC3,2023-06-05T06:45:00Z,19.4,0.904,0.22,88.14,58.6,0,15,453,NA,15.4
ET2,MC3,2023-06-05T07:00:00Z,19.9,0.916,0.19,88.16,267.9,0,15,452,NA,15.7
ET2,MC3,2023-06-05T07:15:00Z,21.1,0.874,0.31,88.17,126.7,0,15,453,NA,16.2
ET2,MC3,2023-06-05T07:30:00Z,21.4,0.901,0.25,88.16,109.1,0,15,452,NA,16.9
ET2,MC3,2023-06-05T07:45:00Z,21.8,0.917,0.22,88.16,111,0,15,452,NA,17.6
ET2,MC3,2023-06-05T08:00:00Z,22.5,0.906,0.26,88.16,107.3,0,15,453,NA,18.3
ET2,MC3,2023-06-05T08:15:00Z,22.4,0.928,0.2,88.17,94.7,0,15,453,NA,18.8
ET2,MC3,2023-06-05T08:30:00Z,22,0.939,0.16,88.19,76.9,0,15,453,NA,18.9
ET2,MC3,2023-06-05T08:45:00Z,22,0.937,0.17,88.21,87,0,15,452,NA,19.1
ET2,MC3,2023-06-05T09:00:00Z,22,0.923,0.2,88.21,109.5,0,15,452,NA,19.5
ET2,MC3,2023-06-05T09:15:00Z,22.3,0.912,0.24,88.21,111.5,0,15,452,NA,19.8
ET2,MC3,2023-06-05T09:30:00Z,22.4,0.905,0.26,88.22,113,0,15,452,NA,NA
ET2,MC3,2023-06-05T09:45:00Z,22.4,0.917,0.23,88.21,123.4,0,15,452,NA,NA
ET2,MC3,2023-06-05T10:00:00Z,22.8,0.917,0.23,88.2,149,0,15,452,NA,NA
ET2,MC3,2023-06-05T10:15:00Z,22.9,0.892,0.3,88.2,146.7,0,15,452,NA,NA
ET2,MC3,2023-06-05T10:30:00Z,23,0.887,0.32,88.2,168.3,0,15,452,NA,NA
ET2,MC3,2023-06-05T10:45:00Z,23.2,0.861,0.4,88.2,172.7,0,15,452,NA,NA
ET2,MC3,2023-06-05T11:00:00Z,23.3,0.873,0.36,88.18,180.2,0,15,451,NA,NA
ET2,MC3,2023-06-05T11:15:00Z,23.7,0.88,0.35,88.18,177.2,0,15,451,NA,NA
ET2,MC3,2023-06-05T11:30:00Z,23.5,0.87,0.38,88.19,170.5,0,15,451,NA,NA
ET2,MC3,2023-06-05T11:45:00Z,23.3,0.892,0.31,88.2,165,0,15,451,NA,NA
ET2,MC3,2023-06-05T12:00:00Z,23.1,0.894,0.3,88.19,182.2,0,15,451,NA,NA
ET2,MC3,2023-06-05T12:15:00Z,23.5,0.81,0.55,88.17,177.1,0,9,449,NA,NA
ET2,MC3,2023-06-05T12:30:00Z,24.3,0.733,0.81,88.15,151.8,0,0,450,NA,NA
ET2,MC3,2023-06-05T12:45:00Z,24.2,0.769,0.7,88.14,154,0,4,449,NA,NA
ET2,MC3,2023-06-05T13:00:00Z,24.2,0.751,0.75,88.14,147.4,0,0,449,NA,NA
ET2,MC3,2023-06-05T13:15:00Z,23.9,0.76,0.71,88.12,140.1,0,0,449,NA,NA
ET2,MC3,2023-06-05T13:30:00Z,23.9,0.772,0.67,88.09,157.8,0,0,450,NA,NA
ET2,MC3,2023-06-05T13:45:00Z,24.3,0.798,0.61,88.06,206.7,0,0,449,NA,NA
ET2,MC3,2023-06-05T14:00:00Z,23.9,0.825,0.52,88.04,141,0,6,450,NA,NA
ET2,MC3,2023-06-05T14:15:00Z,22.8,0.887,0.31,88.03,78.6,0,15,451,NA,NA
ET2,MC3,2023-06-05T14:30:00Z,22.8,0.899,0.28,88.01,84.8,0,15,451,NA,NA
ET2,MC3,2023-06-05T14:45:00Z,22.6,0.902,0.27,88.01,65.7,0,15,451,NA,NA
ET2,MC3,2023-06-05T15:00:00Z,22.2,0.916,0.22,88,53.1,0,15,451,NA,NA
ET2,MC3,2023-06-05T15:15:00Z,22.2,0.917,0.22,87.99,86.2,0,15,451,NA,NA
ET2,MC3,2023-06-05T15:30:00Z,22,0.925,0.2,87.98,61.9,0,15,452,NA,NA
ET2,MC3,2023-06-05T15:45:00Z,21.8,0.928,0.19,87.98,73.6,0,15,452,NA,NA
ET2,MC3,2023-06-05T16:00:00Z,22,0.93,0.18,87.98,52.2,0,15,452,NA,NA
ET2,MC3,2023-06-05T16:15:00Z,21.6,0.947,0.14,88,21.8,0,15,452,NA,NA
ET2,MC3,2023-06-05T16:30:00Z,21,0.943,0.14,88.01,13.4,6,15,618,NA,NA
ET2,MC3,2023-06-05T16:45:00Z,21,0.927,0.18,88.06,17.4,15,15,514,NA,NA
ET2,MC3,2023-06-05T17:00:00Z,20.9,0.934,0.16,88.05,13.7,15,15,493,NA,NA
ET2,MC3,2023-06-05T17:15:00Z,20.7,0.951,0.12,88.07,0.9,15,15,757,NA,NA
ET2,MC3,2023-06-05T17:30:00Z,20.5,0.964,0.09,88.09,0,15,15,685,NA,NA
ET2,MC3,2023-06-05T17:45:00Z,20.2,0.973,0.06,88.1,0,15,15,595,NA,NA
ET2,MC3,2023-06-05T18:00:00Z,20,0.974,0.06,88.12,0,15,15,740,NA,NA
ET2,MC3,2023-06-05T18:15:00Z,19.9,0.982,0.04,88.13,0,15,15,627,NA,NA
ET2,MC3,2023-06-05T18:30:00Z,19.8,0.989,0.03,88.14,0,15,15,573,NA,NA
ET2,MC3,2023-06-05T18:45:00Z,19.7,0.992,0.02,88.15,0,15,15,551,NA,NA
ET2,MC3,2023-06-05T19:00:00Z,19.7,0.997,0.01,88.15,0,15,15,539,NA,NA
ET2,MC3,2023-06-05T19:15:00Z,19.7,0.999,0,88.18,0,15,15,528,NA,NA
ET2,MC3,2023-06-05T19:30:00Z,19.7,1,0,88.19,0,15,15,521,NA,NA
ET2,MC3,2023-06-05T19:45:00Z,19.7,1,0,88.19,0,15,15,512,NA,NA
ET2,MC3,2023-06-05T20:00:00Z,19.6,1,0,88.2,0,15,15,507,NA,NA
ET2,MC3,2023-06-05T20:15:00Z,19.6,1.001,0,88.2,0,15,15,500,NA,NA
ET2,MC3,2023-06-05T20:30:00Z,19.5,1,0,88.2,0,15,15,498,NA,NA
ET2,MC3,2023-06-05T20:45:00Z,19.5,0.999,0,88.21,0,15,15,489,NA,NA
ET2,MC3,2023-06-05T21:00:00Z,19.3,1,0,88.21,0,15,15,483,NA,NA
ET2,MC3,2023-06-05T21:15:00Z,19.3,1,0,88.21,0,15,15,478,NA,NA
ET2,MC3,2023-06-05T21:30:00Z,19.3,1,0,88.23,0,15,15,471,NA,NA
ET2,MC3,2023-06-05T21:45:00Z,19.3,1,0,88.24,0,15,15,466,NA,NA
ET2,MC3,2023-06-05T22:00:00Z,19.2,1,0,88.24,0,10,15,457,NA,NA
ET2,MC3,2023-06-05T22:15:00Z,19.2,1,0,88.25,0,0,15,457,NA,NA
ET2,MC3,2023-06-05T22:30:00Z,19.1,0.999,0,88.24,0,0,15,455,NA,NA
ET2,MC3,2023-06-05T22:45:00Z,19.1,0.991,0.02,88.26,0,0,15,454,NA,NA
ET2,MC3,2023-06-05T23:00:00Z,19.1,0.982,0.04,88.26,0,0,15,455,NA,NA
ET2,MC3,2023-06-05T23:15:00Z,18.9,0.98,0.04,88.26,0,0,15,454,NA,NA
ET2,MC3,2023-06-05T23:30:00Z,19.2,0.969,0.07,88.26,0,0,15,454,NA,NA
ET2,MC3,2023-06-05T23:45:00Z,19.3,0.962,0.09,88.26,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T00:00:00Z,19.3,0.961,0.09,88.25,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T00:15:00Z,19.2,0.967,0.07,88.25,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T00:30:00Z,19,0.978,0.05,88.24,0,0,15,455,NA,NA
ET2,MC3,2023-06-06T00:45:00Z,18.9,0.982,0.04,88.22,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T01:00:00Z,18.9,0.979,0.05,88.21,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T01:15:00Z,19,0.972,0.06,88.2,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T01:30:00Z,19,0.968,0.07,88.19,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T01:45:00Z,19,0.965,0.08,88.17,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T02:00:00Z,19.1,0.956,0.1,88.14,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T02:15:00Z,19.1,0.953,0.1,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T02:30:00Z,19,0.955,0.1,88.12,0,0,15,454,NA,NA
ET2,MC3,2023-06-06T02:45:00Z,19.1,0.946,0.12,88.12,0,0,15,453,NA,NA
ET2,MC3,2023-06-06T03:00:00Z,19.4,0.932,0.15,88.12,0,0,15,453,NA,NA
ET2,MC3,2023-06-06T03:15:00Z,19.1,0.942,0.13,88.13,0,0,15,454,NA,NA
