Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H
TV2,MC1,2023-06-25T11:45:00Z,20.7,0.803,85.57,0.48,1.3,1.54,21,20.8,-2.3,4.37,227.6,450,15,0
TV2,MC1,2023-06-25T12:00:00Z,21,0.801,85.55,0.49,1.4,1.27,31,21,-2.4,3.84,104,450,12,0
TV2,MC1,2023-06-25T12:15:00Z,21.4,0.808,85.54,0.49,1.4,1.03,40,21.4,-2.3,3.44,104,450,14,0
TV2,MC1,2023-06-25T12:30:00Z,21.5,0.819,85.53,0.46,1.3,1.84,44,21,-2.1,5.62,105.5,450,15,0
TV2,MC1,2023-06-25T12:45:00Z,21.2,0.818,85.52,0.46,1.5,1.39,45,21,-2.2,3.74,118.7,450,15,0
TV2,MC1,2023-06-25T13:00:00Z,21,0.826,85.51,0.43,1.3,2.16,5,20.8,-2.3,4.96,93.9,450,15,0
TV2,MC1,2023-06-25T13:15:00Z,21.1,0.84,85.5,0.4,1.4,1.63,27,21.1,-2.3,4.23,130.4,450,15,0
TV2,MC1,2023-06-25T13:30:00Z,21.4,0.825,85.5,0.45,1.4,1.93,44,21.1,-2.2,4.82,103.3,450,15,0
TV2,MC1,2023-06-25T13:45:00Z,21.6,0.825,85.48,0.45,1.4,1.09,29,21.6,-2.3,3.25,106,449,9,0
TV2,MC1,2023-06-25T14:00:00Z,22.2,0.804,85.46,0.52,1.4,1.29,46,21.8,-2.3,4.98,98,450,2,0
TV2,MC1,2023-06-25T14:15:00Z,21.7,0.816,85.46,0.48,1.5,1.83,45,21.3,-2.1,4.81,89,450,12,0
TV2,MC1,2023-06-25T14:30:00Z,21.5,0.834,85.44,0.43,1.4,1.22,17,21.5,-2.3,3.95,86.1,450,15,0
TV2,MC1,2023-06-25T14:45:00Z,21,0.858,85.45,0.35,1.5,1.46,38,21,-2.2,4.04,88.6,451,15,0
TV2,MC1,2023-06-25T15:00:00Z,20.4,0.877,85.45,0.29,1.2,1.74,4,20.6,-2.3,4.7,70.5,451,15,0
TV2,MC1,2023-06-25T15:15:00Z,20.6,0.878,85.44,0.3,1.4,1.72,4,20.8,-2.3,4.12,130.2,451,15,0
TV2,MC1,2023-06-25T15:30:00Z,20.6,0.885,85.43,0.28,1.4,1.33,26,20.6,-2.3,4.94,81.3,451,15,0
TV2,MC1,2023-06-25T15:45:00Z,20.4,0.891,85.43,0.26,1.4,1.35,13,20.3,-2.3,4.08,52.7,451,15,0
TV2,MC1,2023-06-25T16:00:00Z,19.8,0.914,85.44,0.2,1.3,1.67,356,19.8,-2.3,4.33,34.2,452,15,0
TV2,MC1,2023-06-25T16:15:00Z,19.6,0.925,85.45,0.17,1.4,1.22,6,19.7,-2.4,3.27,36.6,463,15,6
TV2,MC1,2023-06-25T16:30:00Z,19.5,0.922,85.44,0.18,1.4,1.33,7,19.4,-2.3,4.19,35.3,465,15,15
TV2,MC1,2023-06-25T16:45:00Z,19.4,0.926,85.43,0.17,1.4,1.64,36,19.3,-2.3,4.57,27.3,455,15,7
TV2,MC1,2023-06-25T17:00:00Z,19.3,0.929,85.45,0.16,1.4,1.38,42,19.2,-2.3,3.47,17,453,15,0
TV2,MC1,2023-06-25T17:15:00Z,19.1,0.937,85.47,0.14,1.4,1.21,13,19,-2.3,2.93,10.4,454,15,0
TV2,MC1,2023-06-25T17:30:00Z,19,0.94,85.46,0.13,1.5,1.5,40,19,-2.3,4.64,8.6,453,15,0
TV2,MC1,2023-06-25T17:45:00Z,19,0.931,85.46,0.15,1.5,1.2,36,18.9,-2.3,3.19,4,453,15,0
TV2,MC1,2023-06-25T18:00:00Z,18.9,0.929,85.49,0.15,1.4,1.45,33,18.8,-2.3,4.4,0,453,15,0
TV2,MC1,2023-06-25T18:15:00Z,18.9,0.931,85.5,0.15,1.4,1.58,36,18.8,-2.3,5.39,0,453,15,0
TV2,MC1,2023-06-25T18:30:00Z,18.8,0.931,85.52,0.15,1.4,1.27,25,18.7,-2.3,3.24,0,453,15,0
TV2,MC1,2023-06-25T18:45:00Z,18.7,0.92,85.54,0.17,1.4,1.72,43,18.6,-2.3,6.93,0,453,15,0
TV2,MC1,2023-06-25T19:00:00Z,18.6,0.928,85.55,0.15,1.3,1.53,34,18.5,-2.2,7.18,0,453,15,0
TV2,MC1,2023-06-25T19:15:00Z,18.4,0.934,85.55,0.14,1.4,1.06,32,18.3,-2.3,2.26,0,461,15,11
TV2,MC1,2023-06-25T19:30:00Z,18.3,0.933,85.54,0.14,1.4,1.06,29,18.2,-2.3,2.95,0,456,15,2
TV2,MC1,2023-06-25T19:45:00Z,18.3,0.93,85.56,0.15,1.4,1.12,30,18.2,-2.3,3.17,0,453,15,0
TV2,MC1,2023-06-25T20:00:00Z,18.2,0.93,85.56,0.15,1.5,0.9,32,18.2,-2.3,3.32,0,453,15,0
TV2,MC1,2023-06-25T20:15:00Z,18.2,0.936,85.56,0.13,1.4,1.07,26,18.2,-2.3,3.69,0,453,15,0
TV2,MC1,2023-06-25T20:30:00Z,18.3,0.936,85.57,0.13,1.4,1.08,30,18.2,-2.3,3.54,0,453,15,0
TV2,MC1,2023-06-25T20:45:00Z,18.3,0.932,85.58,0.14,1.5,0.9,41,18.3,-2.4,2.75,0,453,15,0
TV2,MC1,2023-06-25T21:00:00Z,18.4,0.923,85.6,0.16,1.5,0.84,37,18.3,-2.3,2.29,0,453,15,0
TV2,MC1,2023-06-25T21:15:00Z,18.3,0.908,85.6,0.19,1.5,0.5,56,18.3,-2.3,1.02,0,452,15,0
TV2,MC1,2023-06-25T21:30:00Z,18.3,0.921,85.61,0.17,1.6,0.83,173,18.2,-2.3,1.92,0,453,15,0
TV2,MC1,2023-06-25T21:45:00Z,18.1,0.959,85.62,0.09,1.6,0.62,167,17.9,-2.3,1.21,0,454,15,0
TV2,MC1,2023-06-25T22:00:00Z,17.9,0.972,85.62,0.06,1.5,0.44,155,17.9,-2.4,1.24,0,454,15,0
TV2,MC1,2023-06-25T22:15:00Z,17.9,0.976,85.63,0.05,1.5,0.34,77,17.9,-2.4,0.58,0,454,15,0
TV2,MC1,2023-06-25T22:30:00Z,17.8,0.977,85.62,0.05,1.5,0.46,142,17.8,-2.3,0.92,0,454,15,0
TV2,MC1,2023-06-25T22:45:00Z,17.6,0.976,85.62,0.05,1.5,0.32,103,17.6,-2.3,0.69,0,454,15,0
TV2,MC1,2023-06-25T23:00:00Z,17,0.966,85.63,0.07,1.5,0.34,93,17.1,-2.3,0.73,0,454,15,0
TV2,MC1,2023-06-25T23:15:00Z,16.5,0.954,85.62,0.09,1.5,0.43,137,16.6,-2.3,0.74,0,454,15,0
TV2,MC1,2023-06-25T23:30:00Z,16.2,0.95,85.62,0.09,1.5,0.61,160,16.3,-2.3,1.44,0,453,15,0
TV2,MC1,2023-06-25T23:45:00Z,16.2,0.939,85.61,0.11,1.5,0.56,160,16.3,-2.3,1.53,0,453,15,0
TV2,MC1,2023-06-26T00:00:00Z,15.9,0.944,85.59,0.1,1.5,0.41,119,15.9,-2.3,0.75,0,453,15,0
TV2,MC1,2023-06-26T00:15:00Z,15.7,0.956,85.56,0.08,1.5,0.52,148,15.7,-2.3,1.06,0,454,15,0
TV2,MC1,2023-06-26T00:30:00Z,15.7,0.961,85.55,0.07,1.5,0.48,143,15.8,-2.3,0.93,0,454,15,0
TV2,MC1,2023-06-26T00:45:00Z,15.6,0.961,85.54,0.07,1.5,0.41,119,15.6,-2.3,0.92,0,454,15,0
TV2,MC1,2023-06-26T01:00:00Z,15.5,0.964,85.53,0.06,1.5,0.35,104,15.5,-2.3,0.64,0,454,15,0
TV2,MC1,2023-06-26T01:15:00Z,15.4,0.971,85.52,0.05,1.5,0.41,111,15.4,-2.3,0.7,0,454,15,0
TV2,MC1,2023-06-26T01:30:00Z,15.6,0.973,85.5,0.05,1.5,0.38,118,15.6,-2.3,0.68,0,454,15,0
TV2,MC1,2023-06-26T01:45:00Z,15.8,0.975,85.48,0.04,1.5,0.31,106,15.6,-2.3,0.54,0,454,15,0
TV2,MC1,2023-06-26T02:00:00Z,16,0.979,85.48,0.04,1.5,0.41,98,15.8,-2.3,0.83,0,454,15,0
TV2,MC1,2023-06-26T02:15:00Z,16.4,0.984,85.48,0.03,1.5,0.37,125,16.1,-2.3,0.52,0,454,15,0
TV2,MC1,2023-06-26T02:30:00Z,16.6,0.986,85.46,0.03,1.5,0.4,127,16.3,-2.3,0.7,0,455,15,0
TV2,MC1,2023-06-26T02:45:00Z,16.8,0.988,85.44,0.02,1.5,0.48,142,16.6,-2.3,0.88,0,454,15,0
TV2,MC1,2023-06-26T03:00:00Z,17,0.987,85.43,0.02,1.5,0.46,121,16.7,-2.4,0.82,0,454,15,0
TV2,MC1,2023-06-26T03:15:00Z,16.9,0.986,85.42,0.03,1.5,0.44,117,16.5,-2.3,0.71,0,455,15,0
TV2,MC1,2023-06-26T03:30:00Z,16.5,0.985,85.43,0.03,1.5,0.43,113,16.4,-2.3,0.78,0,455,15,0
TV2,MC1,2023-06-26T03:45:00Z,16.7,0.987,85.43,0.02,1.6,0.45,120,16.6,-2.4,1.22,0,454,15,0
TV2,MC1,2023-06-26T04:00:00Z,16.6,0.982,85.43,0.03,1.6,0.34,91,16.4,-2.3,0.82,0,454,15,0
TV2,MC1,2023-06-26T04:15:00Z,16.4,0.98,85.43,0.04,1.6,0.26,70,16.3,-2.3,0.39,0,454,15,0
TV2,MC1,2023-06-26T04:30:00Z,16.2,0.98,85.44,0.04,1.5,0.35,106,16,-2.3,0.61,0,455,15,0
TV2,MC1,2023-06-26T04:45:00Z,16.2,0.985,85.43,0.03,1.5,0.33,137,16.2,-2.4,0.61,0,454,15,0
TV2,MC1,2023-06-26T05:00:00Z,16.2,0.987,85.44,0.02,1.5,0.33,76,16.1,-2.3,0.52,0,454,15,0
TV2,MC1,2023-06-26T05:15:00Z,16.3,0.989,85.44,0.02,1.5,0.39,144,16.3,-2.3,0.86,0,454,15,0
TV2,MC1,2023-06-26T05:30:00Z,16.4,0.988,85.45,0.02,1.6,0.41,142,16.4,-2.3,0.93,0,454,15,0
TV2,MC1,2023-06-26T05:45:00Z,16.6,0.988,85.47,0.02,1.5,0.35,105,16.6,-2.3,0.73,0.4,454,15,0
TV2,MC1,2023-06-26T06:00:00Z,16.9,0.988,85.5,0.02,1.5,0.33,112,16.7,-2.3,0.57,6.6,454,15,0
TV2,MC1,2023-06-26T06:15:00Z,17.1,0.989,85.52,0.02,1.5,0.29,52,16.8,-2.3,0.42,9.5,454,15,0
TV2,MC1,2023-06-26T06:30:00Z,17.1,0.989,85.54,0.02,1.6,0.28,82,16.9,-2.4,0.44,10.3,454,15,0
TV2,MC1,2023-06-26T06:45:00Z,17.3,0.991,85.54,0.02,1.5,0.26,73,17.1,-2.3,0.35,16.1,454,15,0
TV2,MC1,2023-06-26T07:00:00Z,17.6,0.989,85.55,0.02,1.6,0.26,78,17.4,-2.3,0.37,36.4,454,15,0
TV2,MC1,2023-06-26T07:15:00Z,18,0.984,85.56,0.03,1.6,0.5,160,18.2,-2.3,1.55,180.2,453,15,0
TV2,MC1,2023-06-26T07:30:00Z,18.6,0.953,85.56,0.1,1.5,0.28,143,19,-2.3,0.83,62.1,453,15,0
TV2,MC1,2023-06-26T07:45:00Z,19.6,0.924,85.57,0.17,1.5,0.29,30,19.7,-2.4,0.62,75.3,452,15,0
TV2,MC1,2023-06-26T08:00:00Z,19.9,0.896,85.58,0.24,1.6,0.28,86,19.8,-2.4,0.7,78.6,452,15,0
TV2,MC1,2023-06-26T08:15:00Z,20,0.881,85.58,0.28,1.5,0.31,154,20,-2.3,0.67,72.9,452,15,0
TV2,MC1,2023-06-26T08:30:00Z,19.8,0.899,85.58,0.23,1.5,0.57,12,19.9,-2.4,1.28,57.3,452,15,0
TV2,MC1,2023-06-26T08:45:00Z,20,0.893,85.58,0.25,1.5,0.53,17,20.1,-2.3,0.98,93,452,15,0
TV2,MC1,2023-06-26T09:00:00Z,20.5,0.878,85.58,0.29,1.5,0.49,25,20.6,-2.3,1.7,79.3,451,15,0
TV2,MC1,2023-06-26T09:15:00Z,20.6,0.884,85.59,0.28,1.6,0.45,57,20.6,-2.4,1.25,61.2,451,15,0
TV2,MC1,2023-06-26T09:30:00Z,21,0.883,85.59,0.29,1.6,0.59,149,21,-2.3,1.4,76.7,451,15,0
TV2,MC1,2023-06-26T09:45:00Z,21.1,0.835,85.6,0.41,1.6,0.89,166,21.1,-2.4,1.71,87.9,450,15,0
TV2,MC1,2023-06-26T10:00:00Z,21.3,0.847,85.6,0.39,1.5,0.76,158,21.3,-2.3,1.8,80.6,451,15,0
TV2,MC1,2023-06-26T10:15:00Z,21.8,0.842,85.6,0.41,1.6,0.7,156,21.8,-2.4,1.83,94.1,450,15,0
TV2,MC1,2023-06-26T10:30:00Z,21.6,0.859,85.6,0.37,1.6,0.76,158,21.7,-2.4,1.73,76.7,451,15,0
TV2,MC1,2023-06-26T10:45:00Z,21.8,0.879,85.6,0.32,1.5,0.67,128,22.1,-2.4,2.12,138.6,451,15,0
TV2,MC1,2023-06-26T11:00:00Z,22.3,0.869,85.59,0.35,1.6,0.64,131,22.3,-2.4,1.5,112.1,451,15,0
TV2,MC1,2023-06-26T11:15:00Z,21.8,0.889,85.58,0.29,1.5,0.7,163,22,-2.3,2.05,111.3,451,15,0
TV2,MC1,2023-06-26T11:30:00Z,21.8,0.88,85.56,0.31,1.6,0.64,124,21.8,-2.4,1.89,74.2,455,15,5
TV2,MC1,2023-06-26T11:45:00Z,21.2,0.906,85.56,0.24,1.6,0.52,140,21.5,-2.4,1.67,68.7,453,15,0
TV2,MC1,2023-06-26T12:00:00Z,21,0.92,85.54,0.2,1.6,0.57,15,21.2,-2.4,1.93,55.5,452,15,0
TV2,MC1,2023-06-26T12:15:00Z,20.7,0.925,85.51,0.18,1.6,0.57,152,20.9,-2.4,1.41,27.6,453,15,0
TV2,MC1,2023-06-26T12:30:00Z,20.3,0.944,85.49,0.13,1.5,0.54,16,20.5,-2.4,1.42,22,493,15,8
TV2,MC1,2023-06-26T12:45:00Z,20,0.957,85.48,0.1,1.6,0.57,13,20.1,-2.4,1.97,16.8,476,15,15
TV2,MC1,2023-06-26T13:00:00Z,19.8,0.964,85.48,0.08,1.6,0.56,55,19.8,-2.3,1.24,7.7,615,15,15
TV2,MC1,2023-06-26T13:15:00Z,19.2,0.972,85.48,0.06,1.5,1.05,358,19.2,-2.3,2.61,0.7,571,15,15
TV2,MC1,2023-06-26T13:30:00Z,18.5,0.978,85.5,0.05,1.2,1.39,352,18.6,-2.3,3.25,1.1,760,15,15
TV2,MC1,2023-06-26T13:45:00Z,18.3,0.984,85.49,0.03,1.3,0.84,352,18.3,-2.2,1.76,4.4,689,15,15
TV2,MC1,2023-06-26T14:00:00Z,18.2,0.987,85.48,0.03,1.2,0.86,0,18.1,-2.2,1.52,11.5,602,15,15
TV2,MC1,2023-06-26T14:15:00Z,18.1,0.989,85.48,0.02,1.3,0.81,358,18.1,-2.2,1.51,16.8,570,15,15
TV2,MC1,2023-06-26T14:30:00Z,18.1,0.989,85.46,0.02,1.3,0.75,44,18.2,-2.3,1.68,29.3,556,15,15
TV2,MC1,2023-06-26T14:45:00Z,18.2,0.989,85.43,0.02,1.4,0.24,83,18.2,-2.3,0.79,33.7,525,15,15
TV2,MC1,2023-06-26T15:00:00Z,18.5,0.988,85.41,0.03,1.4,0.54,154,18.5,-2.2,1.29,39.4,507,15,15
TV2,MC1,2023-06-26T15:15:00Z,19,0.987,85.4,0.03,1.4,0.73,165,18.9,-2.3,1.93,38.1,500,15,15
TV2,MC1,2023-06-26T15:30:00Z,19.3,0.986,85.41,0.03,1.4,0.37,63,19,-2.3,0.92,25.1,496,15,15
TV2,MC1,2023-06-26T15:45:00Z,19.2,0.985,85.41,0.03,1.4,0.45,62,19,-2.3,0.91,25.1,492,15,15
TV2,MC1,2023-06-26T16:00:00Z,19.2,0.985,85.4,0.03,1.4,0.37,52,19,-2.3,0.99,17.6,488,15,15
TV2,MC1,2023-06-26T16:15:00Z,19.1,0.984,85.41,0.04,1.4,0.39,95,19,-2.3,1.26,17.4,484,15,15
TV2,MC1,2023-06-26T16:30:00Z,19.1,0.983,85.43,0.04,1.4,0.33,66,19,-2.3,0.76,15.7,483,15,15
TV2,MC1,2023-06-26T16:45:00Z,19.1,0.984,85.45,0.04,1.4,0.4,40,18.9,-2.3,0.96,3.1,513,15,15
TV2,MC1,2023-06-26T17:00:00Z,18.9,0.986,85.45,0.03,1.4,0.39,49,18.7,-2.3,0.79,0.4,517,15,15
TV2,MC1,2023-06-26T17:15:00Z,18.7,0.988,85.46,0.02,1.4,0.37,35,18.6,-2.3,0.76,0,652,15,15
TV2,MC1,2023-06-26T17:30:00Z,18.4,0.99,85.48,0.02,1.3,0.72,30,18.3,-2.3,1.33,0,607,15,15
TV2,MC1,2023-06-26T17:45:00Z,17.9,0.989,85.51,0.02,1.3,0.72,45,18,-2.2,1.5,0,704,15,15
TV2,MC1,2023-06-26T18:00:00Z,17.8,0.99,85.52,0.02,1.3,0.41,49,17.8,-2.2,1.31,0,606,15,15
TV2,MC1,2023-06-26T18:15:00Z,17.7,0.991,85.5,0.02,1.3,0.59,46,17.7,-2.2,1.13,0,583,15,15
TV2,MC1,2023-06-26T18:30:00Z,17.6,0.991,85.5,0.02,1.3,0.63,25,17.6,-2.2,1.01,0,538,15,15
TV2,MC1,2023-06-26T18:45:00Z,17.7,0.989,85.51,0.02,1.3,0.79,24,17.6,-2.2,2.39,0,507,15,15
TV2,MC1,2023-06-26T19:00:00Z,17.8,0.984,85.52,0.03,1.3,0.56,26,17.6,-2.2,1.2,0,499,15,15
TV2,MC1,2023-06-26T19:15:00Z,17.7,0.983,85.54,0.03,1.3,0.54,37,17.6,-2.2,1.26,0,498,15,15
TV2,MC1,2023-06-26T19:30:00Z,17.7,0.984,85.55,0.03,1.3,0.27,90,17.5,-2.3,0.6,0,497,15,15
TV2,MC1,2023-06-26T19:45:00Z,17.7,0.985,85.57,0.03,1.3,0.22,68,17.5,-2.3,0.46,0,493,15,15
TV2,MC1,2023-06-26T20:00:00Z,17.7,0.987,85.58,0.03,1.3,0.41,45,17.5,-2.2,0.77,0,494,15,15
TV2,MC1,2023-06-26T20:15:00Z,17.7,0.99,85.59,0.02,1.3,0.74,43,17.6,-2.2,1.77,0,493,15,15
TV2,MC1,2023-06-26T20:30:00Z,17.8,0.992,85.6,0.02,1.3,0.82,46,17.8,-2.2,1.84,0,486,15,15
TV2,MC1,2023-06-26T20:45:00Z,17.8,0.99,85.61,0.02,1.3,0.66,38,17.8,-2.3,1.39,0,482,15,15
TV2,MC1,2023-06-26T21:00:00Z,17.8,0.986,85.62,0.03,1.3,0.59,37,17.7,-2.2,1.18,0,485,15,15
TV2,MC1,2023-06-26T21:15:00Z,17.7,0.986,85.64,0.03,1.4,0.72,158,17.7,-2.2,1.79,0,481,15,15
TV2,MC1,2023-06-26T21:30:00Z,17.7,0.982,85.66,0.04,1.4,0.31,111,17.5,-2.3,0.45,0,482,15,15
TV2,MC1,2023-06-26T21:45:00Z,17.6,0.984,85.66,0.03,1.4,0.44,128,17.4,-2.2,0.67,0,481,15,15
TV2,MC1,2023-06-26T22:00:00Z,17.6,0.988,85.66,0.02,1.3,0.31,96,17.4,-2.3,0.53,0,482,15,15
TV2,MC1,2023-06-26T22:15:00Z,17.4,0.99,85.65,0.02,1.3,0.4,140,17.3,-2.2,0.67,0,482,15,15
TV2,MC1,2023-06-26T22:30:00Z,17.4,0.991,85.65,0.02,1.3,0.34,101,17.2,-2.3,0.66,0,482,15,15
TV2,MC1,2023-06-26T22:45:00Z,17.4,0.993,85.65,0.01,1.4,0.43,131,17.2,-2.3,0.84,0,482,15,15
TV2,MC1,2023-06-26T23:00:00Z,17.4,0.995,85.64,0.01,1.3,0.4,76,17.3,-2.2,0.93,0,483,15,15
TV2,MC1,2023-06-26T23:15:00Z,17.4,0.994,85.61,0.01,1.3,0.51,143,17.4,-2.2,1.07,0,479,15,15
TV2,MC1,2023-06-26T23:30:00Z,17.3,0.994,85.6,0.01,1.4,0.73,162,17.3,-2.2,1.32,0,477,15,15
TV2,MC1,2023-06-26T23:45:00Z,17.3,0.993,85.6,0.01,1.3,0.5,130,17.3,-2.2,1.01,0,474,15,15
TV2,MC1,2023-06-27T00:00:00Z,17.3,0.991,85.6,0.02,1.4,0.46,127,17.2,-2.2,1.01,0,474,15,15
TV2,MC1,2023-06-27T00:15:00Z,17.2,0.991,85.59,0.02,1.4,0.38,119,17.1,-2.3,0.97,0,474,15,15
TV2,MC1,2023-06-27T00:30:00Z,17.1,0.993,85.57,0.01,1.3,0.4,107,17,-2.3,0.56,0,474,15,15
TV2,MC1,2023-06-27T00:45:00Z,17.1,0.993,85.56,0.01,1.4,0.43,122,17,-2.2,0.64,0,472,15,15
TV2,MC1,2023-06-27T01:00:00Z,17.2,0.996,85.56,0.01,1.4,0.53,126,17.1,-2.2,1,0,470,15,15
TV2,MC1,2023-06-27T01:15:00Z,17.4,0.992,85.54,0.02,1.3,0.58,138,17.4,-2.2,0.84,0,466,15,15
TV2,MC1,2023-06-27T01:30:00Z,17.6,0.982,85.52,0.04,1.3,0.67,151,17.5,-2.2,1.18,0,462,15,15
TV2,MC1,2023-06-27T01:45:00Z,17.6,0.972,85.49,0.06,1.3,0.53,146,17.4,-2.2,0.81,0,462,15,15
TV2,MC1,2023-06-27T02:00:00Z,17.5,0.972,85.46,0.06,1.3,0.69,156,17.3,-2.2,1.21,0,461,15,15
TV2,MC1,2023-06-27T02:15:00Z,17.4,0.974,85.46,0.05,1.4,0.62,148,17.2,-2.3,0.94,0,460,15,13
TV2,MC1,2023-06-27T02:30:00Z,17.2,0.975,85.47,0.05,1.4,0.45,116,16.9,-2.2,0.84,0,458,15,0
TV2,MC1,2023-06-27T02:45:00Z,16.9,0.983,85.48,0.03,1.4,0.63,158,16.8,-2.2,0.99,0,456,15,0
TV2,MC1,2023-06-27T03:00:00Z,16.9,0.986,85.48,0.03,1.4,0.55,153,16.8,-2.3,0.98,0,455,15,0
TV2,MC1,2023-06-27T03:15:00Z,16.8,0.986,85.47,0.03,1.4,0.42,125,16.8,-2.3,0.81,0,455,15,0
TV2,MC1,2023-06-27T03:30:00Z,16.9,0.984,85.48,0.03,1.4,0.37,142,16.7,-2.3,0.64,0,455,15,0
TV2,MC1,2023-06-27T03:45:00Z,16.8,0.984,85.48,0.03,1.4,0.32,138,16.7,-2.3,0.72,0,471,15,5
TV2,MC1,2023-06-27T04:00:00Z,16.8,0.986,85.5,0.03,1.3,0.29,48,16.7,-2.3,0.66,0,464,15,15
TV2,MC1,2023-06-27T04:15:00Z,16.9,0.98,85.5,0.04,1.4,0.59,153,16.8,-2.3,1.78,0,462,15,15
TV2,MC1,2023-06-27T04:30:00Z,16.9,0.971,85.5,0.06,1.3,0.33,130,16.6,-2.3,0.67,0,464,15,15
TV2,MC1,2023-06-27T04:45:00Z,16.8,0.975,85.5,0.05,1.3,0.38,142,16.5,-2.3,0.63,0,480,15,15
TV2,MC1,2023-06-27T05:00:00Z,16.7,0.98,85.51,0.04,1.4,0.38,141,16.5,-2.2,0.6,0,484,15,15
TV2,MC1,2023-06-27T05:15:00Z,16.6,0.984,85.51,0.03,1.3,0.37,139,16.5,-2.2,0.62,0,484,15,15
TV2,MC1,2023-06-27T05:30:00Z,16.5,0.986,85.51,0.03,1.4,0.39,143,16.4,-2.4,0.63,0,482,15,15
TV2,MC1,2023-06-27T05:45:00Z,16.5,0.987,85.53,0.02,1.4,0.3,112,16.4,-2.3,0.65,0,480,15,15
TV2,MC1,2023-06-27T06:00:00Z,16.5,0.99,85.54,0.02,1.3,0.28,131,16.4,-2.3,0.65,3.8,477,15,15
TV2,MC1,2023-06-27T06:15:00Z,16.6,0.991,85.55,0.02,1.4,0.29,122,16.5,-2.3,0.46,12.6,474,15,15
TV2,MC1,2023-06-27T06:30:00Z,16.8,0.992,85.57,0.01,1.3,0.3,101,17,-2.3,0.45,39.7,466,15,15
TV2,MC1,2023-06-27T06:45:00Z,17.2,0.993,85.59,0.01,1.4,0.29,61,17.3,-2.3,0.49,31.9,460,15,15
TV2,MC1,2023-06-27T07:00:00Z,17.2,0.99,85.6,0.02,1.3,0.67,5,17.3,-2.3,1.19,39.2,457,15,0
TV2,MC1,2023-06-27T07:15:00Z,17.5,0.99,85.6,0.02,1.3,0.46,18,17.6,-2.3,0.96,39.9,456,15,0
TV2,MC1,2023-06-27T07:30:00Z,17.8,0.986,85.62,0.03,1.3,0.67,0,17.9,-2.3,1.64,45,455,15,0
TV2,MC1,2023-06-27T07:45:00Z,18,0.977,85.62,0.05,1.4,0.88,357,17.9,-2.3,1.58,53.3,455,15,0
TV2,MC1,2023-06-27T08:00:00Z,18.3,0.973,85.63,0.06,1.4,0.65,17,18.4,-2.3,1.36,58,454,15,0
TV2,MC1,2023-06-27T08:15:00Z,18.9,0.953,85.63,0.1,1.4,0.6,37,19,-2.3,1.43,60.6,453,15,0
TV2,MC1,2023-06-27T08:30:00Z,19.2,0.896,85.63,0.23,1.4,0.79,47,19.1,-2.3,2.04,73.4,452,15,0
TV2,MC1,2023-06-27T08:45:00Z,19.8,0.879,85.63,0.28,1.4,0.73,17,19.7,-2.3,2.34,128.7,452,15,0
TV2,MC1,2023-06-27T09:00:00Z,20.4,0.843,85.63,0.38,1.4,1.05,22,20.2,-2.3,2.94,88.4,451,15,0
TV2,MC1,2023-06-27T09:15:00Z,20.4,0.824,85.64,0.42,1.4,1.45,24,20.4,-2.2,4.8,89.4,451,15,0
TV2,MC1,2023-06-27T09:30:00Z,20.7,0.856,85.64,0.35,1.4,1.44,35,20.8,-2.2,4.08,87.5,451,15,0
TV2,MC1,2023-06-27T09:45:00Z,20.4,0.875,85.64,0.3,1.4,2.13,42,20.2,-2.2,5.21,92.7,452,15,0
TV2,MC1,2023-06-27T10:00:00Z,19.6,0.899,85.64,0.23,1.3,2.07,38,19.6,-2.1,4.36,75.6,452,15,0
TV2,MC1,2023-06-27T10:15:00Z,19.9,0.906,85.62,0.22,1.4,0.83,14,20.2,-2.3,1.8,83.7,452,15,0
TV2,MC1,2023-06-27T10:30:00Z,20.8,0.866,85.62,0.33,1.5,0.95,13,21,-2.3,1.84,98.3,451,15,0
TV2,MC1,2023-06-27T10:45:00Z,21.5,0.848,85.61,0.39,1.5,0.4,81,21.8,-2.3,0.82,80.4,451,15,0
TV2,MC1,2023-06-27T11:00:00Z,21.3,0.866,85.62,0.34,1.4,0.68,38,21.4,-2.4,2.64,89.5,451,15,0
TV2,MC1,2023-06-27T11:15:00Z,21.3,0.878,85.61,0.31,1.5,0.8,40,21.3,-2.4,2.68,87,451,15,0
TV2,MC1,2023-06-27T11:30:00Z,20.5,0.904,85.6,0.23,1.4,0.8,358,20.9,-2.3,2.19,100.7,452,15,0
TV2,MC1,2023-06-27T11:45:00Z,22,0.864,85.59,0.36,1.5,0.77,29,21.9,-2.2,3.31,289.9,451,15,0
TV2,MC1,2023-06-27T12:00:00Z,21.2,0.87,85.59,0.33,1.5,0.54,35,21.2,-2.3,2.18,46.3,452,15,0
TV2,MC1,2023-06-27T12:15:00Z,20.8,0.899,85.58,0.25,1.5,0.37,36,20.9,-2.4,1.02,31.9,452,15,0
TV2,MC1,2023-06-27T12:30:00Z,20.5,0.91,85.57,0.22,1.5,0.59,55,20.6,-2.3,1.65,27.1,452,15,0
