Tree,MC,Timestamp,Port3_Temp,Port3_RH,Port3_Atmos_pressure,Port3_VPD,Port2_ATM22_Xaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port2_ATM22_Yaxis,Port2_Gust_speed,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes_H,Port4_LW_minutes
ET5,MC2,2023-07-10T16:00:00Z,20.2,0.946,87.68,0.13,5,1.5,90,20.4,1,5.07,49.8,455,9,15
ET5,MC2,2023-07-10T16:15:00Z,20,0.962,87.7,0.09,4.9,1.8,84,20.2,1.1,7.41,42.1,454,0,15
ET5,MC2,2023-07-10T16:30:00Z,20,0.966,87.71,0.08,5,1.69,91,20.1,1,6.54,29.7,454,0,15
ET5,MC2,2023-07-10T16:45:00Z,19.9,0.97,87.72,0.07,5.1,1.93,94,19.9,0.9,7.02,14.3,498,12,15
ET5,MC2,2023-07-10T17:00:00Z,19.7,0.98,87.74,0.05,4.9,2.05,92,19.8,1,6.2,9.7,520,15,15
ET5,MC2,2023-07-10T17:15:00Z,19.6,0.979,87.75,0.05,4.9,2.3,95,19.8,1.1,7.07,12.3,495,15,15
ET5,MC2,2023-07-10T17:30:00Z,19.6,0.963,87.76,0.09,5.1,2.54,101,19.8,1,5.84,12.3,461,15,15
ET5,MC2,2023-07-10T17:45:00Z,19.8,0.941,87.76,0.14,5.2,2.66,100,19.9,1.5,6.99,4.6,456,1,15
ET5,MC2,2023-07-10T18:00:00Z,19.8,0.946,87.78,0.12,4.8,2.71,100,19.9,1.5,8.5,0,455,0,15
ET5,MC2,2023-07-10T18:15:00Z,19.8,0.956,87.8,0.1,5.1,2.82,107,19.9,1.4,7,0,455,0,15
ET5,MC2,2023-07-10T18:30:00Z,19.8,0.961,87.83,0.09,5.4,3.07,104,19.9,1.3,7.35,0,455,0,15
ET5,MC2,2023-07-10T18:45:00Z,19.9,0.959,87.84,0.1,5.1,2.78,112,19.9,1.3,8.22,0,455,0,15
ET5,MC2,2023-07-10T19:00:00Z,19.9,0.96,87.85,0.09,5.1,2.95,109,20,1.1,7.73,0,455,0,15
ET5,MC2,2023-07-10T19:15:00Z,20,0.951,87.86,0.11,5.2,3.05,103,20,1.2,6.76,0,455,0,15
ET5,MC2,2023-07-10T19:30:00Z,19.9,0.955,87.84,0.1,5.1,2.08,101,19.9,1.1,6.33,0,455,0,15
ET5,MC2,2023-07-10T19:45:00Z,19.8,0.959,87.82,0.1,5.4,2.69,109,19.9,1.1,6.22,0,455,0,15
ET5,MC2,2023-07-10T20:00:00Z,19.8,0.958,87.81,0.1,5.2,2.73,110,19.9,1.2,7.7,0,455,0,15
ET5,MC2,2023-07-10T20:15:00Z,19.8,0.957,87.8,0.1,5.2,2.55,104,19.9,1.4,8.57,0,455,0,15
ET5,MC2,2023-07-10T20:30:00Z,19.9,0.947,87.8,0.12,5,1.76,92,20,1,4.3,0,455,0,15
ET5,MC2,2023-07-10T20:45:00Z,19.7,0.958,87.8,0.1,5.3,2.41,99,19.7,1.1,6.49,0,455,0,15
ET5,MC2,2023-07-10T21:00:00Z,19.6,0.965,87.8,0.08,5.2,2.49,103,19.6,1.1,6.91,0,455,0,15
ET5,MC2,2023-07-10T21:15:00Z,19.5,0.978,87.8,0.05,5.1,3.14,113,19.5,1.5,7.58,0,455,0,15
ET5,MC2,2023-07-10T21:30:00Z,19.5,0.984,87.81,0.04,5.2,3.08,110,19.5,1.3,6.26,0,456,0,15
ET5,MC2,2023-07-10T21:45:00Z,19.4,0.988,87.81,0.03,5.3,3.32,104,19.5,1.3,8.34,0,461,7,15
ET5,MC2,2023-07-10T22:00:00Z,19.4,0.993,87.82,0.02,5.3,2.88,104,19.4,1.1,7.09,0,467,13,15
ET5,MC2,2023-07-10T22:15:00Z,19.4,0.997,87.83,0.01,5.5,3.48,104,19.4,1.3,8.65,0,458,10,15
ET5,MC2,2023-07-10T22:30:00Z,19.4,0.995,87.81,0.01,5.4,2.98,101,19.6,1.4,7.57,0,456,0,15
ET5,MC2,2023-07-10T22:45:00Z,19.5,0.991,87.8,0.02,5.2,2.31,98,19.6,1.1,6.67,0,456,0,15
ET5,MC2,2023-07-10T23:00:00Z,19.5,0.983,87.79,0.04,5,2.88,104,19.6,1.2,7.96,0,456,0,15
ET5,MC2,2023-07-10T23:15:00Z,19.5,0.978,87.78,0.05,5.4,3.44,101,19.6,1.4,8.83,0,455,0,15
ET5,MC2,2023-07-10T23:30:00Z,19.6,0.961,87.76,0.09,5.5,3.37,101,19.7,1.6,8.37,0,455,0,15
ET5,MC2,2023-07-10T23:45:00Z,19.6,0.961,87.76,0.09,5.1,3.55,109,19.7,1.6,8.01,0,455,0,15
ET5,MC2,2023-07-11T00:00:00Z,19.6,0.961,87.74,0.09,5.5,3.75,104,19.7,1,11.33,0,455,0,15
ET5,MC2,2023-07-11T00:15:00Z,19.6,0.958,87.73,0.1,5.2,3.81,103,19.7,1.6,8.93,0,455,0,15
ET5,MC2,2023-07-11T00:30:00Z,19.7,0.949,87.72,0.12,5.6,3.95,105,19.8,1.5,10.38,0,454,0,15
ET5,MC2,2023-07-11T00:45:00Z,19.8,0.937,87.7,0.15,5.7,4,106,19.8,1.6,10.41,0,454,0,15
ET5,MC2,2023-07-11T01:00:00Z,19.7,0.945,87.69,0.13,5.5,3.58,103,19.7,1.5,7.42,0,454,0,15
ET5,MC2,2023-07-11T01:15:00Z,19.7,0.939,87.69,0.14,5.3,3.77,109,19.8,1.5,8.44,0,454,0,15
ET5,MC2,2023-07-11T01:30:00Z,19.7,0.941,87.68,0.14,5.7,3.5,108,19.8,1.4,7.87,0,454,0,15
ET5,MC2,2023-07-11T01:45:00Z,19.8,0.93,87.66,0.16,5.6,3.38,103,19.8,1.5,8.6,0,454,0,15
ET5,MC2,2023-07-11T02:00:00Z,19.7,0.929,87.64,0.16,5.1,3.56,101,19.8,1.5,7.83,0,454,0,15
ET5,MC2,2023-07-11T02:15:00Z,19.5,0.948,87.64,0.12,5.2,3.34,108,19.5,1.3,7.8,0,455,0,15
ET5,MC2,2023-07-11T02:30:00Z,19.4,0.962,87.64,0.09,5.3,3.1,106,19.4,1.4,9.04,0,455,0,15
ET5,MC2,2023-07-11T02:45:00Z,19.2,0.976,87.66,0.05,5.4,3.73,106,19.2,2,8.67,0,455,0,15
ET5,MC2,2023-07-11T03:00:00Z,19.1,0.977,87.65,0.05,5.5,3.56,104,19.3,1.5,8.42,0,455,0,15
ET5,MC2,2023-07-11T03:15:00Z,19.2,0.965,87.64,0.08,5.4,3.91,100,19.3,1.6,9,0,455,0,15
ET5,MC2,2023-07-11T03:30:00Z,19.2,0.954,87.65,0.1,5.5,3.53,106,19.3,1.2,7.44,0,455,0,15
ET5,MC2,2023-07-11T03:45:00Z,19.2,0.964,87.66,0.08,5.2,3.02,106,19.2,1.4,9.53,0,455,0,15
ET5,MC2,2023-07-11T04:00:00Z,19.2,0.967,87.67,0.07,5,3.09,100,19.2,1.3,7.74,0,455,0,15
ET5,MC2,2023-07-11T04:15:00Z,19.2,0.966,87.68,0.08,5,2.79,101,19.2,1.3,7.87,0,455,0,15
ET5,MC2,2023-07-11T04:30:00Z,19.2,0.976,87.68,0.05,5.2,2.9,103,19.2,1.1,11.04,0,456,0,15
ET5,MC2,2023-07-11T04:45:00Z,19.2,0.986,87.69,0.03,5.3,2.68,100,19.3,1.4,7.87,0,456,0,15
ET5,MC2,2023-07-11T05:00:00Z,19.3,0.988,87.73,0.03,5.2,2.91,101,19.4,1.2,7.77,0,460,4,15
ET5,MC2,2023-07-11T05:15:00Z,19.3,0.99,87.77,0.02,5.2,3.06,107,19.3,1.5,7.65,0,458,3,15
ET5,MC2,2023-07-11T05:30:00Z,19.3,0.991,87.83,0.02,4.8,2.16,107,19.3,0.9,5.36,0,603,14,15
ET5,MC2,2023-07-11T05:45:00Z,19.3,0.996,87.89,0.01,4.9,2.38,96,19.2,0.4,7.89,0,665,15,15
ET5,MC2,2023-07-11T06:00:00Z,18.2,0.99,87.99,0.02,4.6,2.12,35,17.8,0.8,11.55,3.5,566,15,15
ET5,MC2,2023-07-11T06:15:00Z,17.5,0.99,87.92,0.02,4.9,1.81,125,17,0.8,6.54,23.6,497,15,15
ET5,MC2,2023-07-11T06:30:00Z,18.3,0.946,87.94,0.11,5.6,2.91,110,18.2,1.3,9.31,34.4,489,15,15
ET5,MC2,2023-07-11T06:45:00Z,18.5,0.945,87.96,0.12,5,3.16,101,18.5,1.3,8.86,78.6,478,15,15
ET5,MC2,2023-07-11T07:00:00Z,18.6,0.964,87.92,0.08,5.3,2.99,114,18.7,1.2,5.92,71,472,15,15
ET5,MC2,2023-07-11T07:15:00Z,18.9,0.975,87.91,0.05,4.9,3.03,92,18.9,1.1,10.96,39.6,470,15,15
ET5,MC2,2023-07-11T07:30:00Z,19,0.99,87.91,0.02,4.9,2.47,85,18.9,1,7.9,30.6,476,15,15
ET5,MC2,2023-07-11T07:45:00Z,19.1,0.998,87.89,0.01,5.1,3.1,97,19.1,1.2,10.67,107.5,469,15,15
ET5,MC2,2023-07-11T08:00:00Z,19.4,0.998,87.88,0,5,2.96,102,19.6,1.4,9.13,144.7,463,15,15
ET5,MC2,2023-07-11T08:15:00Z,19.7,0.99,87.9,0.02,5.1,2.81,98,19.8,1.2,8.42,132.9,457,10,15
ET5,MC2,2023-07-11T08:30:00Z,19.8,0.974,87.91,0.06,5.1,2.66,98,20,1,8.27,137.9,455,0,15
ET5,MC2,2023-07-11T08:45:00Z,19.8,0.967,87.91,0.08,5.3,3.17,108,20,1.3,7.54,173,455,0,15
ET5,MC2,2023-07-11T09:00:00Z,20,0.955,87.9,0.1,6,3.65,107,20.2,1.8,9.54,263.3,454,0,15
ET5,MC2,2023-07-11T09:15:00Z,20.1,0.953,87.87,0.11,5.4,3.9,105,20.2,1.1,10.73,263.3,455,0,15
ET5,MC2,2023-07-11T09:30:00Z,20.1,0.947,87.87,0.12,5,4.31,113,20.3,1.3,9.63,280.3,454,0,15
ET5,MC2,2023-07-11T09:45:00Z,20.2,0.94,87.87,0.14,4.8,3.98,112,20.4,1.3,10.09,415.3,454,0,15
ET5,MC2,2023-07-11T10:00:00Z,20.3,0.927,87.85,0.17,5.8,4.59,113,20.6,1.4,10.69,447.3,454,0,15
ET5,MC2,2023-07-11T10:15:00Z,20.4,0.93,87.85,0.17,5.3,4.01,105,20.6,1.8,10.2,366.6,454,0,15
ET5,MC2,2023-07-11T10:30:00Z,20.3,0.942,87.85,0.14,5.5,3.6,101,20.6,1.2,8.56,406.3,453,0,15
ET5,MC2,2023-07-11T10:45:00Z,20.5,0.93,87.83,0.17,5.5,3.93,110,20.8,1.6,8.89,465.6,453,0,15
ET5,MC2,2023-07-11T11:00:00Z,20.8,0.913,87.81,0.21,5,3.31,116,21.1,1.6,8.29,376.3,453,0,15
ET5,MC2,2023-07-11T11:15:00Z,20.8,0.913,87.84,0.21,4.9,3,105,21.1,1.6,8.63,279.8,453,0,15
ET5,MC2,2023-07-11T11:30:00Z,20.8,0.923,87.85,0.19,4.9,2.83,110,21,1.2,7.64,230.3,453,0,15
ET5,MC2,2023-07-11T11:45:00Z,20.9,0.912,87.84,0.22,5.3,3,101,21.2,0.9,9.56,281.2,453,0,15
ET5,MC2,2023-07-11T12:00:00Z,21.3,0.897,87.83,0.26,5.8,3.21,109,21.6,0.9,8.3,379.2,452,0,15
ET5,MC2,2023-07-11T12:15:00Z,21.2,0.89,87.82,0.28,5.4,3.8,107,21.5,1.5,9.68,286.6,452,0,15
ET5,MC2,2023-07-11T12:30:00Z,21.3,0.891,87.83,0.28,5.1,2.64,97,21.5,1.3,9.22,241.5,459,0,15
ET5,MC2,2023-07-11T12:45:00Z,21,0.924,87.8,0.19,5,1.43,68,21.2,0.9,5.87,289.1,520,15,15
ET5,MC2,2023-07-11T13:00:00Z,20.9,0.946,87.78,0.13,4.9,1.31,24,21,1.1,5.58,125.2,487,15,15
ET5,MC2,2023-07-11T13:15:00Z,20.3,0.968,87.76,0.08,4.8,1.78,61,20.3,1,4.7,152.2,550,15,15
ET5,MC2,2023-07-11T13:30:00Z,20,0.979,87.76,0.05,5,2,82,20.2,1.1,8.18,225.2,561,15,15
ET5,MC2,2023-07-11T13:45:00Z,19.9,0.983,87.75,0.04,4.9,2.27,97,20.1,0.9,9.37,233.1,517,15,15
ET5,MC2,2023-07-11T14:00:00Z,19.8,0.982,87.75,0.04,4.7,2.07,84,19.8,0.9,8.08,164.4,554,15,15
ET5,MC2,2023-07-11T14:15:00Z,19.5,0.985,87.74,0.03,5.1,2.57,104,19.7,1,7.16,183.7,489,15,15
ET5,MC2,2023-07-11T14:30:00Z,19.5,0.979,87.75,0.05,5,2.14,102,19.7,0.8,6.44,120.1,481,15,15
ET5,MC2,2023-07-11T14:45:00Z,19.2,0.98,87.73,0.04,4.9,2.68,83,19.2,0.9,9,97.2,578,15,15
ET5,MC2,2023-07-11T15:00:00Z,19,0.985,87.69,0.03,4.8,2,85,19.1,0.8,8.21,107.8,508,15,15
ET5,MC2,2023-07-11T15:15:00Z,18.8,0.991,87.68,0.02,4.9,2.29,90,19,0.9,6.1,82.4,491,15,15
ET5,MC2,2023-07-11T15:30:00Z,18.8,0.995,87.68,0.01,5,2.75,110,18.9,0.7,8.3,78.4,489,15,15
ET5,MC2,2023-07-11T15:45:00Z,18.9,0.998,87.66,0,5.1,3.21,110,19.1,1.1,8.22,95.9,486,15,15
ET5,MC2,2023-07-11T16:00:00Z,19.1,0.989,87.64,0.02,4.9,3.29,104,19.3,1.2,7.2,157.7,468,15,15
ET5,MC2,2023-07-11T16:15:00Z,19.2,0.975,87.62,0.06,5.1,2.32,105,19.5,1,6.62,211.1,454,11,15
ET5,MC2,2023-07-11T16:30:00Z,19.9,0.91,87.61,0.21,5.2,1.95,107,20,1,4.54,216.6,453,0,15
ET5,MC2,2023-07-11T16:45:00Z,19.8,0.926,87.63,0.17,5.1,1.9,98,19.9,1,6.67,112.4,454,0,15
ET5,MC2,2023-07-11T17:00:00Z,19.7,0.924,87.64,0.17,4.9,1.68,95,19.8,0.9,6.28,49.4,454,0,15
ET5,MC2,2023-07-11T17:15:00Z,19.3,0.948,87.68,0.12,4.9,1.95,95,19.3,1,6.43,22,455,0,15
ET5,MC2,2023-07-11T17:30:00Z,19,0.964,87.7,0.08,4.9,1.81,88,19.1,0.9,5.85,13.7,455,0,15
ET5,MC2,2023-07-11T17:45:00Z,18.8,0.971,87.7,0.06,4.9,2.56,91,18.9,1.1,7.57,8.2,455,0,15
ET5,MC2,2023-07-11T18:00:00Z,18.8,0.97,87.7,0.06,4.8,2.2,106,18.9,1,7.94,1.6,455,0,15
ET5,MC2,2023-07-11T18:15:00Z,18.6,0.975,87.73,0.05,4.8,2.28,100,18.7,1.1,6.42,0,455,0,15
ET5,MC2,2023-07-11T18:30:00Z,18.7,0.977,87.74,0.05,5,2.74,105,18.7,1.3,10.41,0,456,0,15
ET5,MC2,2023-07-11T18:45:00Z,18.6,0.983,87.75,0.04,5.1,2.32,112,18.6,1.1,7.46,0,456,0,15
ET5,MC2,2023-07-11T19:00:00Z,18.7,0.981,87.75,0.04,5,2.35,103,18.8,1.1,6.77,0,455,0,15
ET5,MC2,2023-07-11T19:15:00Z,18.8,0.967,87.75,0.07,4.8,2.71,102,18.9,1.3,6.8,0,455,0,15
ET5,MC2,2023-07-11T19:30:00Z,19.1,0.942,87.76,0.13,5.5,2.7,105,19.2,1,8.02,0,455,0,15
ET5,MC2,2023-07-11T19:45:00Z,19.3,0.941,87.75,0.13,5,2.84,100,19.3,1.1,7.14,0,455,0,15
ET5,MC2,2023-07-11T20:00:00Z,19.2,0.956,87.76,0.1,5.1,2.74,108,19.3,1.1,7.79,0,455,0,15
ET5,MC2,2023-07-11T20:15:00Z,19.2,0.964,87.75,0.08,5.1,3.2,109,19.3,1.5,9.07,0,455,0,15
ET5,MC2,2023-07-11T20:30:00Z,19.3,0.951,87.76,0.11,5.1,3.23,114,19.4,1.4,6.88,0,455,0,15
ET5,MC2,2023-07-11T20:45:00Z,19.1,0.975,87.77,0.06,5,3,111,19,1.2,8.13,0,545,12,15
ET5,MC2,2023-07-11T21:00:00Z,19.1,0.99,87.76,0.02,4.8,2.15,100,19,0.9,7.05,0,569,15,15
ET5,MC2,2023-07-11T21:15:00Z,18.9,0.995,87.76,0.01,4.9,2.74,110,19,1,6.88,0,533,15,15
ET5,MC2,2023-07-11T21:30:00Z,18.9,0.995,87.76,0.01,5.1,2.77,110,19.1,1.2,6.51,0,494,15,15
ET5,MC2,2023-07-11T21:45:00Z,19,0.988,87.76,0.03,4.9,3.15,102,19.2,0.8,9.48,0,484,15,15
ET5,MC2,2023-07-11T22:00:00Z,19.1,0.989,87.76,0.02,4.9,3.81,105,19.1,1.6,10.14,0,483,15,15
ET5,MC2,2023-07-11T22:15:00Z,19.2,0.99,87.74,0.02,5.3,4.43,110,19.3,1.4,10.96,0,477,15,15
ET5,MC2,2023-07-11T22:30:00Z,19.4,0.977,87.73,0.05,5.9,4.03,110,19.4,1.4,11.32,0,472,15,15
ET5,MC2,2023-07-11T22:45:00Z,19.4,0.97,87.72,0.07,5.1,3.53,108,19.5,1.4,8.09,0,469,15,15
ET5,MC2,2023-07-11T23:00:00Z,19.4,0.968,87.72,0.07,5.3,4.28,107,19.5,1.7,10.13,0,464,15,15
ET5,MC2,2023-07-11T23:15:00Z,19.5,0.963,87.71,0.08,5,4.17,111,19.5,2.1,10.24,0,458,11,15
ET5,MC2,2023-07-11T23:30:00Z,19.3,0.976,87.71,0.05,4.9,3.29,106,19.3,1.4,8.54,0,456,2,15
ET5,MC2,2023-07-11T23:45:00Z,19.2,0.982,87.7,0.04,4.9,3.33,104,19.2,1,8.96,0,456,0,15
ET5,MC2,2023-07-12T00:00:00Z,19.2,0.979,87.69,0.05,4.9,3.98,106,19.3,1.2,10.57,0,456,0,15
ET5,MC2,2023-07-12T00:15:00Z,19.3,0.969,87.67,0.07,5.8,3.92,111,19.4,1.2,7.9,0,459,0,15
ET5,MC2,2023-07-12T00:30:00Z,19.3,0.97,87.65,0.07,5.1,3.59,116,19.3,1.5,8.92,0,455,0,15
ET5,MC2,2023-07-12T00:45:00Z,19.4,0.95,87.64,0.11,5.7,4.18,106,19.5,1.5,10.7,0,455,0,15
ET5,MC2,2023-07-12T01:00:00Z,19.6,0.941,87.63,0.14,5.8,4.27,107,19.6,1.4,9.45,0,455,0,15
ET5,MC2,2023-07-12T01:15:00Z,19.7,0.93,87.62,0.16,5.5,5.19,106,19.7,1.7,11.73,0,455,0,15
ET5,MC2,2023-07-12T01:30:00Z,19.7,0.929,87.61,0.16,5.4,4.61,105,19.7,1.8,11.63,0,455,0,15
ET5,MC2,2023-07-12T01:45:00Z,19.6,0.932,87.61,0.16,5.5,4.03,108,19.7,1.8,9.33,0,455,0,15
ET5,MC2,2023-07-12T02:00:00Z,19.5,0.937,87.61,0.14,5.5,3.88,103,19.6,1.9,8.37,0,455,0,15
ET5,MC2,2023-07-12T02:15:00Z,19.5,0.938,87.61,0.14,4.6,4.14,103,19.6,1.4,10.21,0,455,0,15
ET5,MC2,2023-07-12T02:30:00Z,19.5,0.938,87.58,0.14,5.5,3.71,104,19.5,1.4,10.87,0,455,0,15
ET5,MC2,2023-07-12T02:45:00Z,19.4,0.952,87.59,0.11,4.8,3.46,103,19.4,1.2,8.15,0,455,0,15
ET5,MC2,2023-07-12T03:00:00Z,19.3,0.949,87.58,0.11,5.5,3.41,106,19.4,1.5,7.88,0,455,0,15
ET5,MC2,2023-07-12T03:15:00Z,19.4,0.947,87.58,0.12,5.8,3.04,101,19.4,0.8,6.98,0,455,0,15
ET5,MC2,2023-07-12T03:30:00Z,19.3,0.944,87.59,0.13,5.3,3.59,102,19.4,1.4,8.84,0,455,0,15
ET5,MC2,2023-07-12T03:45:00Z,19.4,0.938,87.6,0.14,5,3.76,108,19.5,1.3,7.8,0,455,0,15
ET5,MC2,2023-07-12T04:00:00Z,19.5,0.931,87.62,0.16,5.9,3.75,109,19.6,1.1,8.54,0,455,0,15
ET5,MC2,2023-07-12T04:15:00Z,19.5,0.935,87.62,0.15,5.2,3.99,107,19.5,1.4,9.85,0,455,0,15
ET5,MC2,2023-07-12T04:30:00Z,19.6,0.927,87.63,0.16,5.1,3.65,109,19.6,1.4,8.57,0,455,0,15
ET5,MC2,2023-07-12T04:45:00Z,19.4,0.93,87.66,0.16,5,2.74,104,19.5,1.1,6.73,0,455,0,15
ET5,MC2,2023-07-12T05:00:00Z,19.4,0.927,87.66,0.17,5.1,3.41,104,19.5,1.4,8.84,0,455,0,15
ET5,MC2,2023-07-12T05:15:00Z,19.7,0.905,87.66,0.22,5,4.03,112,19.8,1.5,8.4,0,454,0,15
ET5,MC2,2023-07-12T05:30:00Z,19.8,0.894,87.66,0.24,4.9,3.35,106,19.8,1.5,8.05,0,454,0,15
ET5,MC2,2023-07-12T05:45:00Z,19.8,0.89,87.66,0.25,5.5,3.17,106,19.9,1.3,7.81,9.9,454,0,15
ET5,MC2,2023-07-12T06:00:00Z,19.7,0.896,87.69,0.24,5.4,2.6,108,19.7,1.3,6.27,22.2,454,0,15
ET5,MC2,2023-07-12T06:15:00Z,19.7,0.889,87.71,0.25,5,2.59,108,19.8,1.4,6.5,41.7,453,0,15
ET5,MC2,2023-07-12T06:30:00Z,19.6,0.887,87.72,0.26,5.2,2.46,101,19.8,1.1,5.57,71.2,453,0,15
ET5,MC2,2023-07-12T06:45:00Z,19.6,0.884,87.73,0.26,5.2,2.78,109,19.8,1.5,7.91,91,453,0,15
ET5,MC2,2023-07-12T07:00:00Z,19.6,0.89,87.75,0.25,5.2,3,111,19.8,1.3,7.03,113.9,453,0,15
ET5,MC2,2023-07-12T07:15:00Z,19.8,0.888,87.76,0.26,5.1,2.81,105,20,1.3,6.37,134.6,453,0,15
ET5,MC2,2023-07-12T07:30:00Z,20.3,0.865,87.75,0.32,5.3,2.89,130,20.6,1.2,7.2,182.6,452,0,15
ET5,MC2,2023-07-12T07:45:00Z,20.8,0.842,87.76,0.39,5.1,3.24,105,21.1,1.1,7.9,222.7,452,0,15
ET5,MC2,2023-07-12T08:00:00Z,20.5,0.876,87.78,0.3,5.1,2.15,101,20.7,1.2,6.12,206,453,0,15
ET5,MC2,2023-07-12T08:15:00Z,20.3,0.901,87.8,0.23,5.1,1.84,110,20.7,1,6.66,221.9,453,0,15
ET5,MC2,2023-07-12T08:30:00Z,20.5,0.896,87.8,0.25,5.2,2.12,106,21,1.1,5.66,294.1,452,0,15
ET5,MC2,2023-07-12T08:45:00Z,21,0.889,87.82,0.28,5.1,1.6,111,21.5,1.2,4.94,316.4,452,0,15
ET5,MC2,2023-07-12T09:00:00Z,21.1,0.885,87.82,0.29,5.1,2.05,106,21.6,1.1,4.27,364.7,452,0,15
ET5,MC2,2023-07-12T09:15:00Z,21.3,0.872,87.83,0.32,5,3.15,100,21.7,1.5,9.97,461.4,452,0,15
ET5,MC2,2023-07-12T09:30:00Z,21.5,0.874,87.83,0.32,5.1,2.55,95,21.9,1.2,8.39,353.9,452,0,15
ET5,MC2,2023-07-12T09:45:00Z,21.9,0.878,87.85,0.32,5,0.95,75,22.6,1,4.47,437.3,451,0,15
ET5,MC2,2023-07-12T10:00:00Z,23,0.865,87.84,0.38,5.1,0.93,29,23.4,1.1,2.76,648.7,450,0,15
ET5,MC2,2023-07-12T10:15:00Z,23.6,0.854,87.82,0.42,5.1,0.79,343,24.3,1.1,3.27,622.2,450,0,6
ET5,MC2,2023-07-12T10:30:00Z,23,0.861,87.82,0.39,5.1,1.29,68,23.5,1.1,4.38,499.7,450,0,14
ET5,MC2,2023-07-12T10:45:00Z,22.7,0.876,87.81,0.34,5.1,1.45,84,23.4,1.1,5.31,474.2,450,0,15
ET5,MC2,2023-07-12T11:00:00Z,23.4,0.869,87.79,0.38,5.1,0.77,14,24,1,1.73,408,451,0,15
ET5,MC2,2023-07-12T11:15:00Z,23.3,0.871,87.77,0.37,5.1,1.03,36,24,1,5.06,515.4,451,0,15
ET5,MC2,2023-07-12T11:30:00Z,24.3,0.863,87.77,0.41,5.1,0.74,354,25.1,1.1,3.08,518.6,450,0,14
ET5,MC2,2023-07-12T11:45:00Z,24.1,0.854,87.77,0.44,5.1,0.76,4,24.8,1,2.54,308.9,450,0,15
ET5,MC2,2023-07-12T12:00:00Z,23.9,0.84,87.73,0.48,5.1,1.16,69,24.5,1.1,3.41,462.9,449,0,9
ET5,MC2,2023-07-12T12:15:00Z,23.3,0.84,87.72,0.46,5.1,1.11,70,23.9,1.1,3.95,434.3,449,0,10
ET5,MC2,2023-07-12T12:30:00Z,24,0.841,87.7,0.47,5.1,0.81,35,24.5,1.1,3.31,364.6,450,0,4
ET5,MC2,2023-07-12T12:45:00Z,23.4,0.868,87.7,0.38,5.1,0.66,352,24.1,1,2.26,404.7,450,0,13
ET5,MC2,2023-07-12T13:00:00Z,23.6,0.862,87.68,0.4,5.1,0.65,350,24,1.1,2.25,190.4,451,0,10
ET5,MC2,2023-07-12T13:15:00Z,23,0.888,87.68,0.31,5,0.71,41,23.3,1,3.23,124.7,452,0,15
ET5,MC2,2023-07-12T13:30:00Z,22.5,0.913,87.67,0.24,5.1,0.76,344,22.9,1,3.01,118.7,452,0,15
ET5,MC2,2023-07-12T13:45:00Z,22.2,0.921,87.64,0.21,5,0.79,25,22.7,1,2.63,163,452,0,15
ET5,MC2,2023-07-12T14:00:00Z,22.7,0.918,87.62,0.23,5,0.68,33,23.2,1.1,2.72,253.8,451,0,15
ET5,MC2,2023-07-12T14:15:00Z,22.5,0.912,87.63,0.24,5.1,0.78,75,22.6,1,3.17,110,453,0,15
ET5,MC2,2023-07-12T14:30:00Z,21.5,0.94,87.64,0.15,5.2,1.72,90,21.8,1.1,6.45,100.2,476,2,15
ET5,MC2,2023-07-12T14:45:00Z,21.2,0.954,87.63,0.12,5,1.26,82,21.4,0.9,4.22,84.8,555,15,15
ET5,MC2,2023-07-12T15:00:00Z,20.9,0.965,87.61,0.09,4.9,1.01,45,21,0.9,2.65,54.2,534,15,15
ET5,MC2,2023-07-12T15:15:00Z,20.7,0.975,87.6,0.06,4.6,1.01,71,20.6,0.7,3.01,29.3,648,15,15
ET5,MC2,2023-07-12T15:30:00Z,20.6,0.983,87.6,0.04,4.5,0.98,87,20.5,0.7,4.71,80.9,612,15,15
ET5,MC2,2023-07-12T15:45:00Z,20.6,0.989,87.6,0.03,4.6,1.08,92,20.6,0.7,4.35,134.6,511,15,15
ET5,MC2,2023-07-12T16:00:00Z,20.4,0.991,87.59,0.02,4.7,1.06,76,20.3,0.7,3.41,62.3,492,15,15
ET5,MC2,2023-07-12T16:15:00Z,20.3,0.995,87.59,0.01,4.6,1.18,105,20.3,0.7,4.13,47.1,581,15,15
ET5,MC2,2023-07-12T16:30:00Z,20.2,0.997,87.59,0.01,4.5,1.2,45,20.2,0.6,3.19,26.6,555,15,15
ET5,MC2,2023-07-12T16:45:00Z,20.1,0.998,87.58,0,4.5,1.01,54,20,0.6,5.01,12.5,616,15,15
ET5,MC2,2023-07-12T17:00:00Z,20,1,87.58,0,4.6,1.05,85,20,0.5,5.72,6.4,582,15,15
ET5,MC2,2023-07-12T17:15:00Z,19.8,1.001,87.59,0,4.5,1.64,81,19.8,0.7,4.48,7.9,576,15,15
ET5,MC2,2023-07-12T17:30:00Z,19.6,0.999,87.6,0,4.5,1.44,99,19.6,0.6,3.33,9.5,559,15,15
ET5,MC2,2023-07-12T17:45:00Z,19.5,1,87.61,0,4.5,1.51,78,19.5,0.7,7.86,4.9,549,15,15
ET5,MC2,2023-07-12T18:00:00Z,19.2,1,87.64,0,5,2.52,112,19.2,0.9,6.09,2.4,507,15,15
