Tree,MC,Timestamp,Port3_VPD,Port3_Temp,Port3_Atmos_pressure,Port3_RH,Port6_RH,Port6_VPD,Port6_Temp,Port6_Atmos_pressure,Port2_Gust_speed,Port2_ATM22_Xaxis,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port5_LW_minutes,Port5_LW_minutes_H,Port5_LWS_Count
FB6,MC2,2023-07-19T05:00:00Z,0,17.2,85.98,0.998,0.999,0,17.3,85.88,7.27,0.3,-3.3,2.12,92,17.2,0,1035,15,15,15,15,578
FB6,MC2,2023-07-19T05:15:00Z,0.01,17.3,85.99,0.997,1,0,17.3,85.89,7.68,0.6,-3.1,2.43,92,17.3,0,1142,15,15,15,15,580
FB6,MC2,2023-07-19T05:30:00Z,0.01,17.3,86,0.997,1,0,17.4,85.9,6.73,0.1,-3.2,2.09,94,17.3,0,1096,15,15,15,15,534
FB6,MC2,2023-07-19T05:45:00Z,0,17.4,86.01,0.998,0.999,0,17.4,85.91,9.08,0.4,-3.1,2.28,98,17.3,0,1023,15,15,15,15,522
FB6,MC2,2023-07-19T06:00:00Z,0,17.4,86.02,0.998,1,0,17.5,85.91,6.53,0.2,-3.1,2.41,96,17.4,0,1031,15,15,15,15,619
FB6,MC2,2023-07-19T06:15:00Z,0,17.5,86.03,0.998,1,0,17.5,85.93,7.1,0.3,-3.2,2.42,97,17.5,0,1075,15,15,15,15,564
FB6,MC2,2023-07-19T06:30:00Z,0,17.4,86.05,0.998,1,0,17.5,85.94,7.28,0.3,-3.4,2.45,92,17.4,3.3,1034,15,15,15,15,528
FB6,MC2,2023-07-19T06:45:00Z,0,17.4,86.06,0.998,0.999,0,17.5,85.96,7.28,0.2,-3.4,2.6,94,17.4,6.6,1042,15,15,15,15,574
FB6,MC2,2023-07-19T07:00:00Z,0,17.5,86.07,0.998,1,0,17.6,85.97,5.95,0.4,-3.2,1.59,96,17.5,9.3,1111,15,15,15,15,569
FB6,MC2,2023-07-19T07:15:00Z,0,17.5,86.09,0.998,0.999,0,17.6,85.99,5.95,0.2,-2.9,1.74,92,17.5,13.9,1030,15,15,15,15,582
FB6,MC2,2023-07-19T07:30:00Z,0,17.5,86.11,0.998,1,0,17.5,86.01,7.21,0.2,-3.1,2.06,92,17.5,15.2,1047,15,15,15,15,604
FB6,MC2,2023-07-19T07:45:00Z,0,17.5,86.14,0.998,1,0,17.6,86.04,8.18,0.4,-3.3,2.4,91,17.5,17.2,1119,15,15,15,15,547
FB6,MC2,2023-07-19T08:00:00Z,0,17.5,86.16,0.998,1,0,17.6,86.05,7.88,0.2,-3.3,2.36,89,17.5,22.2,1076,15,15,15,15,521
FB6,MC2,2023-07-19T08:15:00Z,0,17.5,86.16,0.998,1,0,17.6,86.05,5.64,0.1,-3.2,1.72,85,17.6,30,1034,15,15,15,15,520
FB6,MC2,2023-07-19T08:30:00Z,0,17.6,86.16,0.998,0.999,0,17.7,86.06,5.56,0.2,-3.2,1.55,98,17.6,35.9,1005,15,15,15,15,515
FB6,MC2,2023-07-19T08:45:00Z,0,17.6,86.15,0.999,0.999,0,17.8,86.04,8.35,0.3,-3.1,2.43,99,17.6,43.9,890,15,15,15,15,516
FB6,MC2,2023-07-19T09:00:00Z,0,17.8,86.13,0.998,1,0,17.9,86.03,7.03,0.5,-3.2,1.56,105,17.8,74.5,927,15,15,15,15,478
FB6,MC2,2023-07-19T09:15:00Z,0,17.8,86.12,0.999,1,0,18.1,86.01,7.43,0.4,-3.2,2.15,95,17.8,68.1,900,15,15,15,15,512
FB6,MC2,2023-07-19T09:30:00Z,0.01,18.1,86.1,0.997,1,0,18.6,85.99,4.94,0.2,-3.3,1.57,110,18.1,124.1,884,15,15,15,12,459
FB6,MC2,2023-07-19T09:45:00Z,0.01,18.3,86.1,0.997,0.997,0.01,18.7,86,7.3,0.6,-3.3,1.72,104,18.1,87.3,757,15,15,15,3,460
FB6,MC2,2023-07-19T10:00:00Z,0,18.4,86.1,0.998,0.996,0.01,18.7,86,8.49,0.6,-3.1,2.3,88,18.1,110,711,15,15,15,1,457
FB6,MC2,2023-07-19T10:15:00Z,0,18.4,86.12,0.999,0.992,0.02,18.7,86.02,6.72,0.4,-3,1.76,94,18.4,85.7,906,15,15,15,4,572
FB6,MC2,2023-07-19T10:30:00Z,0,18.5,86.13,0.998,0.995,0.01,18.8,86.02,6.12,0.6,-3.1,1.68,90,18.5,105.3,934,15,15,15,15,481
FB6,MC2,2023-07-19T10:45:00Z,0,18.5,86.13,0.999,0.994,0.01,18.8,86.03,6.96,0.4,-3,1.86,93,18.6,86.4,966,15,15,15,15,530
FB6,MC2,2023-07-19T11:00:00Z,0,18.7,86.12,0.998,0.993,0.02,19.2,86.01,8.36,0.8,-3.1,1.86,96,18.9,152.3,883,15,15,15,15,579
FB6,MC2,2023-07-19T11:15:00Z,0,18.9,86.09,0.998,0.984,0.04,19.3,85.99,8.43,0.4,-3,1.79,95,19,129.8,956,15,15,15,15,562
FB6,MC2,2023-07-19T11:30:00Z,0.01,18.8,86.08,0.998,0.988,0.03,19.1,85.98,5.78,0.3,-3.2,1.54,97,18.8,108.2,927,15,15,15,15,613
FB6,MC2,2023-07-19T11:45:00Z,0,18.8,86.06,0.998,0.989,0.03,19.1,85.95,4.6,0.5,-2.9,1.63,91,18.9,130.2,858,15,15,15,13,460
FB6,MC2,2023-07-19T12:00:00Z,0.01,19.1,86.03,0.998,0.979,0.05,19.7,85.92,8.29,0.4,-3.2,1.61,78,19.3,139.2,715,15,15,15,0,457
FB6,MC2,2023-07-19T12:15:00Z,0.01,19,86.01,0.997,0.969,0.07,19.5,85.91,5.07,0.5,-3.1,1.76,86,19.1,140.3,736,15,15,15,0,458
FB6,MC2,2023-07-19T12:30:00Z,0.01,18.9,86.01,0.997,0.978,0.05,19.2,85.91,6.1,0.5,-3.2,1.77,81,18.8,84,669,15,15,15,12,465
FB6,MC2,2023-07-19T12:45:00Z,0,18.8,85.99,0.999,0.988,0.03,19,85.89,6.74,0.5,-3,2,64,18.7,78.4,652,15,15,15,15,463
FB6,MC2,2023-07-19T13:00:00Z,0.01,18.7,85.99,0.997,0.992,0.02,18.9,85.89,6.22,0.6,-3,1.97,81,18.7,68.7,640,15,15,15,15,463
FB6,MC2,2023-07-19T13:15:00Z,0,18.8,86,0.998,0.992,0.02,19.1,85.9,6.47,0.3,-3,2.04,93,18.7,99.4,621,15,15,15,11,528
FB6,MC2,2023-07-19T13:30:00Z,0,18.8,85.99,0.999,0.99,0.02,19.1,85.89,6.52,0.5,-3.1,1.86,86,18.8,111.5,564,15,15,15,14,460
FB6,MC2,2023-07-19T13:45:00Z,0,18.8,85.99,0.998,0.987,0.03,19.2,85.89,7.31,0.5,-3.1,1.88,92,18.9,99.8,506,15,15,15,3,458
FB6,MC2,2023-07-19T14:00:00Z,0,18.8,85.97,0.999,0.982,0.04,19.2,85.86,8.43,0.7,-2.9,2.34,91,19,120.1,463,15,15,15,0,457
FB6,MC2,2023-07-19T14:15:00Z,0,19,85.95,0.998,0.976,0.05,19.4,85.85,9.37,0.6,-2.9,2.14,92,19.2,106.2,463,15,15,15,0,458
FB6,MC2,2023-07-19T14:30:00Z,0.01,19.1,85.94,0.997,0.969,0.07,19.5,85.84,7.83,0.6,-2.9,2.42,89,19.2,125.6,462,15,15,15,0,458
FB6,MC2,2023-07-19T14:45:00Z,0.02,19.2,85.94,0.993,0.958,0.1,19.6,85.83,9.3,0.8,-3,2.7,93,19.3,114.4,460,15,15,15,0,457
FB6,MC2,2023-07-19T15:00:00Z,0.04,19.5,85.91,0.984,0.946,0.12,19.9,85.8,9.48,0.6,-2.9,2.38,96,19.6,77.8,460,15,14,15,0,458
FB6,MC2,2023-07-19T15:15:00Z,0.05,19.8,85.89,0.978,0.939,0.15,20.2,85.78,6,0.5,-2.8,2.39,101,19.9,103.5,461,15,10,15,5,472
FB6,MC2,2023-07-19T15:30:00Z,0.05,19.6,85.9,0.98,0.949,0.12,20,85.79,8.74,0.1,-2.9,2.57,98,19.7,121,460,15,12,15,1,458
FB6,MC2,2023-07-19T15:45:00Z,0.02,19.6,85.88,0.99,0.96,0.09,19.9,85.78,7.06,0.9,-2.9,2.09,97,19.7,116.8,461,15,13,15,0,459
FB6,MC2,2023-07-19T16:00:00Z,0.02,19.4,85.87,0.992,0.968,0.07,19.6,85.77,8.03,0.8,-2.6,2.68,103,19.4,67.9,462,15,14,15,0,459
FB6,MC2,2023-07-19T16:15:00Z,0.01,19.3,85.87,0.997,0.98,0.04,19.4,85.77,8.79,0.9,-2.9,2.63,99,19.3,43.8,464,15,15,15,5,462
FB6,MC2,2023-07-19T16:30:00Z,0.01,19.2,85.86,0.997,0.99,0.02,19.3,85.76,8.29,0.6,-2.8,2.96,97,19.1,33.9,478,15,15,15,15,530
FB6,MC2,2023-07-19T16:45:00Z,0,19.1,85.86,0.998,0.994,0.01,19.2,85.76,9.25,0.7,-2.9,2.71,99,19,34.8,906,15,15,15,15,489
FB6,MC2,2023-07-19T17:00:00Z,0,19.1,85.86,0.998,0.994,0.01,19.2,85.76,9.32,0.7,-3,2.43,105,19.1,36.6,721,15,15,15,15,504
FB6,MC2,2023-07-19T17:15:00Z,0.01,19.1,85.87,0.997,0.996,0.01,19.2,85.77,9.02,0.6,-2.8,2.57,105,19,23.8,667,15,15,15,15,472
FB6,MC2,2023-07-19T17:30:00Z,0,19,85.88,0.999,0.996,0.01,19.2,85.78,8.6,0.7,-3,2.81,102,19,13.2,639,15,15,15,15,475
FB6,MC2,2023-07-19T17:45:00Z,0,19,85.89,0.999,0.997,0.01,19.1,85.79,8.13,1.4,-2.5,2.89,96,18.9,10.1,605,15,15,15,15,469
FB6,MC2,2023-07-20T08:15:00Z,0,18,86.03,0.998,1,0,18,85.92,7.39,0.2,-3,2.89,79,17.9,47.6,1060,15,15,15,15,562
FB6,MC2,2023-07-20T08:30:00Z,0,18.1,86.05,0.999,1,0,18.2,85.94,7.42,0.3,-3.3,2.42,92,18.1,43.4,1035,15,15,15,15,533
FB6,MC2,2023-07-20T08:45:00Z,0,18.3,86.05,0.999,1,0,18.4,85.95,6.95,0.2,-3.2,2.15,78,18.3,51.6,1032,15,15,15,15,558
FB6,MC2,2023-07-20T09:00:00Z,0,18.3,86.05,0.998,0.999,0,18.5,85.95,6.69,0.2,-3,2.24,69,18.3,65.6,1007,15,15,15,15,567
FB6,MC2,2023-07-20T09:15:00Z,0,18.4,86.05,0.998,0.999,0,18.5,85.95,6.98,0.3,-3.4,2.32,74,18.4,43,1042,15,15,15,15,619
FB6,MC2,2023-07-20T09:30:00Z,0,18.4,86.05,0.998,0.999,0,18.5,85.94,8.53,0.3,-3.1,2.17,72,18.4,79.8,1026,15,15,15,15,511
FB6,MC2,2023-07-20T09:45:00Z,0,18.5,86.05,0.998,1.001,0,18.6,85.94,8.59,0.3,-3,2.78,72,18.5,112.4,1018,15,15,15,15,494
FB6,MC2,2023-07-20T10:00:00Z,0,18.6,86.03,0.999,0.999,0,18.8,85.93,9.23,0.4,-3.1,3.07,76,18.6,159.7,1004,15,15,15,13,465
FB6,MC2,2023-07-20T10:15:00Z,0,18.7,86.04,0.998,1,0,19,85.93,8.02,0,-2.8,2.14,85,18.7,92.3,992,15,15,15,15,635
FB6,MC2,2023-07-20T10:30:00Z,0,19,86.03,0.998,1,0,19.2,85.93,3.89,0.4,-3.4,0.94,122,19,98.3,1112,15,15,15,15,846
FB6,MC2,2023-07-20T10:45:00Z,0,19,86.04,0.998,0.999,0,19.2,85.94,6.3,0.1,-3.2,1.75,75,19,57.3,1023,15,15,15,15,614
FB6,MC2,2023-07-20T11:00:00Z,0,19,86.02,0.998,1,0,19.2,85.92,8.88,0.2,-3.4,2.23,68,19,79.3,1111,15,15,15,15,519
FB6,MC2,2023-07-20T11:15:00Z,0.01,19,86.01,0.998,1,0,19.2,85.91,7.32,0.3,-3.1,2.2,78,19,114.6,1086,15,15,15,15,554
FB6,MC2,2023-07-20T11:30:00Z,0.01,19.1,85.99,0.998,1.001,0,19.2,85.89,7.51,0.3,-3.3,2.51,64,19,88.1,1147,15,15,15,15,697
FB6,MC2,2023-07-20T11:45:00Z,0,19.2,85.99,0.998,1,0,19.3,85.89,9.54,0.2,-3.3,2.74,43,19.1,61.2,1113,15,15,15,15,747
FB6,MC2,2023-07-20T12:00:00Z,0.01,19.2,85.97,0.998,1.001,0,19.3,85.87,7.05,-0.3,-3.3,1.95,54,19.2,62.4,1167,15,15,15,15,544
FB6,MC2,2023-07-20T12:15:00Z,0.01,19.2,85.95,0.997,1,0,19.4,85.85,6.16,0.1,-3.3,2.15,59,19.2,127.3,1111,15,15,15,15,799
FB6,MC2,2023-07-20T12:30:00Z,0.01,19.2,85.96,0.997,1,0,19.4,85.86,5.88,0.1,-3.3,1.99,58,19.2,87,1270,15,15,15,15,738
FB6,MC2,2023-07-20T12:45:00Z,0.01,19.1,85.95,0.997,0.999,0,19.3,85.85,7.6,0.2,-3.2,1.9,73,19.1,62.6,1167,15,15,15,15,634
FB6,MC2,2023-07-20T13:00:00Z,0,18.8,85.93,0.998,1,0,19,85.83,7.44,0.1,-3.3,1.56,63,18.8,57.5,1107,15,15,15,15,522
FB6,MC2,2023-07-20T13:15:00Z,0,18.9,85.92,0.998,1,0,19.1,85.81,5.48,0.1,-3.3,1.56,71,18.9,78,1000,15,15,15,15,500
FB6,MC2,2023-07-20T13:30:00Z,0,18.7,85.91,0.998,1.001,0,19.1,85.81,4.98,0.2,-3.2,1.52,84,18.6,108.2,960,15,15,15,15,461
FB6,MC2,2023-07-20T13:45:00Z,0.01,19,85.91,0.997,1,0,19.3,85.81,6.27,0.3,-3.1,1.86,82,18.9,92.1,1013,15,15,15,15,730
FB6,MC2,2023-07-20T14:00:00Z,0,19,85.89,0.999,0.999,0,19.2,85.79,5.44,0.2,-3.3,1.7,82,18.9,95.6,955,15,15,15,15,470
FB6,MC2,2023-07-20T14:15:00Z,0.01,19.2,85.86,0.998,1,0,19.6,85.76,6.19,0.3,-3.2,1.66,84,19.1,92.3,1041,15,15,15,15,704
FB6,MC2,2023-07-20T14:30:00Z,0.01,19.2,85.86,0.997,1,0,19.4,85.76,6.05,0.2,-3.3,1.73,68,19.2,60.6,1150,15,15,15,15,510
FB6,MC2,2023-07-20T14:45:00Z,0.01,19.2,85.88,0.997,1,0,19.4,85.78,7.38,0,-3.2,2.35,54,19.1,92.5,1021,15,15,15,15,485
FB6,MC2,2023-07-20T15:00:00Z,0,19.2,85.88,0.998,1,0,19.4,85.77,6.7,0.3,-3.5,1.61,77,19.2,69,1069,15,15,15,15,551
FB6,MC2,2023-07-20T15:15:00Z,0.01,19.2,85.86,0.997,1,0,19.4,85.75,4.66,0.1,-3.4,1.44,69,19.2,65.7,1137,15,15,15,15,796
FB6,MC2,2023-07-20T15:30:00Z,0,19.2,85.86,0.999,1,0,19.4,85.75,6.66,0.1,-3.4,1.61,79,19.2,50.5,1076,15,15,15,15,552
FB6,MC2,2023-07-20T15:45:00Z,0,19.2,85.86,0.998,1.001,0,19.2,85.76,6.05,0.1,-3.3,1.63,55,19.1,20,1115,15,15,15,15,583
FB6,MC2,2023-07-20T16:00:00Z,0,19,85.87,0.998,1,0,19.1,85.77,6.26,0.2,-3.3,1.72,88,19,21.2,1070,15,15,15,15,571
FB6,MC2,2023-07-20T16:15:00Z,0,18.9,85.87,0.999,1.001,0,19.1,85.77,5.66,0.3,-3.3,1.37,78,18.9,64.8,1067,15,15,15,15,552
FB6,MC2,2023-07-20T16:30:00Z,0,18.9,85.86,0.998,1.001,0,19,85.76,4.47,0.3,-3.4,1.15,67,18.9,13.2,1021,15,15,15,15,561
FB6,MC2,2023-07-20T16:45:00Z,0,18.8,85.86,0.998,1,0,18.9,85.76,4.14,0.3,-3.3,1.31,79,18.8,9.5,1059,15,15,15,15,599
FB6,MC2,2023-07-20T17:00:00Z,0.01,18.8,85.85,0.998,1,0,19,85.75,5.31,0.2,-3.3,1.39,65,18.8,6.8,1114,15,15,15,15,615
FB6,MC2,2023-07-20T17:15:00Z,0,18.9,85.85,0.999,1.001,0,19,85.75,4.86,0.2,-3.4,1.55,58,18.9,7.3,1133,15,15,15,15,606
FB6,MC2,2023-07-20T17:30:00Z,0.01,18.9,85.86,0.997,0.999,0,19,85.76,4.7,0,-3.4,1.25,49,18.9,2.6,1178,15,15,15,15,725
FB6,MC2,2023-07-20T17:45:00Z,0,18.9,85.86,0.998,1,0,18.9,85.76,6.37,0.1,-3.3,2.05,49,18.8,2,1090,15,15,15,15,580
FB6,MC2,2023-07-20T18:00:00Z,0,18.8,85.86,0.998,0.999,0,18.9,85.76,6.71,0,-3,1.83,70,18.8,2.6,1190,15,15,15,15,649
FB6,MC2,2023-07-20T18:15:00Z,0.01,18.8,85.86,0.998,0.999,0,18.9,85.76,5.91,0,-3.3,1.63,82,18.8,0,1091,15,15,15,15,559
FB6,MC2,2023-07-20T18:30:00Z,0,18.8,85.88,0.998,1,0,18.8,85.78,6.46,0.3,-3.3,1.94,78,18.7,0,1044,15,15,15,15,570
FB6,MC2,2023-07-20T18:45:00Z,0,18.6,85.89,0.998,1,0,18.7,85.79,6.28,0.2,-3.3,1.93,85,18.6,0,1045,15,15,15,15,594
FB6,MC2,2023-07-20T19:00:00Z,0,18.6,85.89,0.999,1,0,18.7,85.79,5.41,0.1,-3.2,1.81,84,18.6,0,1118,15,15,15,15,573
FB6,MC2,2023-07-20T19:15:00Z,0,18.6,85.91,0.998,0.999,0,18.6,85.81,5.56,0,-3.1,1.88,73,18.5,0,1097,15,15,15,15,544
FB6,MC2,2023-07-20T19:30:00Z,0,18.5,85.92,0.999,0.999,0,18.6,85.82,3.22,0.1,-3.5,1.78,78,18.5,0,1072,15,15,15,15,529
FB6,MC2,2023-07-20T19:45:00Z,0,18.5,85.93,0.999,1,0,18.6,85.82,4.6,0.3,-3.2,2.08,80,18.5,0,1015,15,15,15,15,535
FB6,MC2,2023-07-20T20:00:00Z,0,18.5,85.93,0.998,1,0,18.5,85.83,5.15,0.1,-3,3.72,73,18.5,0,1019,15,15,15,15,553
FB6,MC2,2023-07-20T20:15:00Z,0.01,18.4,85.92,0.997,0.999,0,18.5,85.82,3.73,0.3,-3.4,3.08,77,18.4,0,1006,15,15,15,15,576
FB6,MC2,2023-07-20T20:30:00Z,0,18.5,85.93,0.999,1,0,18.5,85.83,4.04,0.2,-3.5,3.25,52,18.5,0,1086,15,15,15,15,555
FB6,MC2,2023-07-20T20:45:00Z,0,18.4,85.94,0.999,1.001,0,18.5,85.84,4.74,0.1,-3.2,4.73,79,18.5,0,1022,15,15,15,15,537
FB6,MC2,2023-07-20T21:00:00Z,0,18.5,85.93,0.998,0.999,0,18.5,85.83,NA,0.1,-3.2,NA,NA,18.5,0,990,15,15,15,15,542
FB6,MC2,2023-07-20T21:15:00Z,0.01,18.4,85.93,0.998,0.999,0,18.5,85.83,NA,0.3,-3.3,NA,NA,18.4,0,1020,15,15,15,15,575
FB6,MC2,2023-07-20T21:30:00Z,0,18.5,85.94,0.999,1,0,18.5,85.84,NA,0.2,-3.2,NA,NA,18.4,0,1073,15,15,15,15,615
FB6,MC2,2023-07-20T21:45:00Z,0,18.6,85.94,0.998,1,0,18.7,85.84,4.56,0.3,-3.2,3.19,74,18.7,0,1105,15,15,15,15,591
FB6,MC2,2023-07-20T22:00:00Z,0,18.7,85.96,0.999,1,0,18.8,85.86,3.1,0.2,-3.3,2.27,75,18.7,0,1067,15,15,15,15,667
FB6,MC2,2023-07-20T22:15:00Z,0,18.8,85.96,0.998,1,0,18.9,85.86,4.77,0.2,-3.3,3.24,90,18.8,0,1118,15,15,15,15,718
FB6,MC2,2023-07-20T22:30:00Z,0,18.9,85.95,0.998,1.001,0,19,85.86,NA,0.1,-3.5,NA,NA,18.9,0,1090,15,15,15,15,673
FB6,MC2,2023-07-20T22:45:00Z,0,19,85.95,0.998,1.001,0,19,85.85,NA,0.1,-3.5,NA,NA,19,0,1132,15,15,15,15,717
FB6,MC2,2023-07-20T23:00:00Z,0,19,85.96,0.998,1.001,0,19.1,85.86,NA,0.1,-3.4,NA,NA,19,0,1159,15,15,15,15,574
FB6,MC2,2023-07-20T23:15:00Z,0,19,85.97,0.998,1,0,19.1,85.88,NA,0,-3.4,NA,NA,19,0,1198,15,15,15,15,634
FB6,MC2,2023-07-20T23:30:00Z,0,19,85.97,0.998,1,0,19.1,85.87,NA,0.1,-3.4,NA,NA,19,0,1153,15,15,15,15,646
FB6,MC2,2023-07-20T23:45:00Z,0.01,19,85.97,0.997,1,0,19.1,85.87,NA,0,-3.4,NA,NA,19,0,1149,15,15,15,15,619
FB6,MC2,2023-07-21T00:00:00Z,0.01,19,85.95,0.998,1,0,19,85.85,NA,0.1,-3.4,NA,NA,19,0,1084,15,15,15,15,658
FB6,MC2,2023-07-21T00:15:00Z,0,19,85.92,0.998,1,0,19,85.82,NA,0.2,-3.4,NA,NA,18.9,0,1132,15,15,15,15,615
FB6,MC2,2023-07-21T00:30:00Z,0,18.9,85.91,0.998,1.001,0,19,85.81,NA,0.1,-3.3,NA,NA,18.9,0,1091,15,15,15,15,680
FB6,MC2,2023-07-21T00:45:00Z,0,19,85.9,0.998,1.001,0,19.1,85.8,NA,0,-3.4,NA,NA,19,0,1200,15,15,15,15,639
FB6,MC2,2023-07-21T01:00:00Z,0,19.1,85.89,0.998,1,0,19.1,85.79,NA,0,-3.4,NA,NA,19,0,1120,15,15,15,15,642
FB6,MC2,2023-07-21T01:15:00Z,0,18.9,85.87,0.999,1.001,0,19,85.77,NA,0.1,-3.5,NA,NA,18.9,0,1191,15,15,15,15,645
FB6,MC2,2023-07-21T01:30:00Z,0.01,18.9,85.86,0.997,1,0,19,85.76,NA,0.1,-3.4,NA,NA,18.9,0,1127,15,15,15,15,638
FB6,MC2,2023-07-21T01:45:00Z,0,18.8,85.86,0.998,1,0,18.9,85.76,NA,0.1,-3.5,NA,NA,18.8,0,1170,15,15,15,15,647
FB6,MC2,2023-07-21T02:00:00Z,0,18.8,85.86,0.999,1,0,18.9,85.76,NA,0,-3.4,NA,NA,18.8,0,1116,15,15,15,15,686
FB6,MC2,2023-07-21T02:15:00Z,0,18.8,85.85,0.998,1,0,18.9,85.76,NA,0,-3.5,NA,NA,18.8,0,1247,15,15,15,15,845
FB6,MC2,2023-07-21T02:30:00Z,0,18.8,85.86,0.999,1,0,18.9,85.76,NA,0.1,-3.4,NA,NA,18.8,0,1097,15,15,15,15,575
FB6,MC2,2023-07-21T02:45:00Z,0,18.7,85.86,0.998,1,0,18.8,85.77,NA,0,-3.5,NA,NA,18.7,0,1146,15,15,15,15,901
FB6,MC2,2023-07-21T03:00:00Z,0,18.9,85.87,0.998,1,0,18.9,85.77,NA,0,-3.4,NA,NA,18.9,0,1146,15,15,15,15,658
FB6,MC2,2023-07-21T03:15:00Z,0,18.9,85.85,0.998,1,0,18.9,85.76,NA,0.1,-3.4,NA,NA,18.9,0,1223,15,15,15,15,656
FB6,MC2,2023-07-21T03:30:00Z,0.01,19,85.84,0.998,1,0,19.1,85.74,NA,0.1,-3.4,NA,NA,19,0,1111,15,15,15,15,677
FB6,MC2,2023-07-21T03:45:00Z,0,19.1,85.85,0.998,1,0,19.2,85.75,NA,0.1,-3.4,NA,NA,19.1,0,1139,15,15,15,15,648
FB6,MC2,2023-07-21T04:00:00Z,0,19.1,85.86,0.998,1.001,0,19.1,85.76,NA,0.1,-3.4,NA,NA,19.1,0,1158,15,15,15,15,832
FB6,MC2,2023-07-21T04:15:00Z,0,19.1,85.85,0.998,1,0,19.1,85.75,NA,0.1,-3.5,NA,NA,19.1,0,1122,15,15,15,15,662
FB6,MC2,2023-07-21T04:30:00Z,0,19,85.87,0.998,1.001,0,19,85.77,NA,0,-3.3,NA,NA,18.9,0,1164,15,15,15,15,827
FB6,MC2,2023-07-21T04:45:00Z,0,18.9,85.88,0.999,1,0,19,85.78,NA,0,-3.5,NA,NA,18.9,0,1183,15,15,15,15,698
FB6,MC2,2023-07-21T05:00:00Z,0,18.8,85.91,0.999,1.001,0,18.9,85.81,NA,0.1,-3.5,NA,NA,18.8,0,1246,15,15,15,15,639
FB6,MC2,2023-07-21T05:15:00Z,0,18.6,85.91,0.998,0.999,0,18.7,85.81,NA,0.2,-3.4,NA,NA,18.6,0,1126,15,15,15,15,658
FB6,MC2,2023-07-21T05:30:00Z,0,18.6,85.88,0.998,0.999,0,18.7,85.78,NA,0.1,-3.2,NA,NA,18.6,0,1132,15,15,15,15,614
FB6,MC2,2023-07-21T05:45:00Z,0,18.6,85.88,0.998,0.999,0,18.6,85.77,NA,0.3,-3.3,NA,NA,18.6,0,1236,15,15,15,15,623
FB6,MC2,2023-07-21T06:00:00Z,0,18.7,85.87,0.998,0.998,0,18.8,85.77,NA,0.2,-3.4,NA,NA,18.7,0.4,1166,15,15,15,15,628
FB6,MC2,2023-07-21T06:15:00Z,0,18.8,85.88,0.999,0.999,0,18.8,85.78,NA,0,-3.4,NA,NA,18.8,2.2,984,15,15,15,15,609
FB6,MC2,2023-07-21T06:30:00Z,0.01,18.8,85.9,0.997,1,0,18.8,85.8,NA,0.1,-3.4,NA,NA,18.8,5.9,1122,15,15,15,15,565
FB6,MC2,2023-07-21T06:45:00Z,0,18.7,85.93,0.999,1,0,18.8,85.83,NA,0.2,-3.3,NA,NA,18.7,8.6,1149,15,15,15,15,693
FB6,MC2,2023-07-21T07:00:00Z,0,18.7,85.95,0.999,0.999,0,18.8,85.85,NA,0,-3.4,NA,NA,18.8,16.7,1093,15,15,15,15,609
FB6,MC2,2023-07-21T07:15:00Z,0.01,18.8,85.96,0.998,1,0,18.9,85.86,NA,0.2,-3.4,NA,NA,18.8,14.8,1037,15,15,15,15,557
FB6,MC2,2023-07-21T07:30:00Z,0,18.8,85.97,0.998,1,0,18.9,85.86,NA,0.1,-3.3,NA,NA,18.8,25.6,1030,15,15,15,15,625
FB6,MC2,2023-07-21T07:45:00Z,0,18.8,85.98,0.999,1,0,18.9,85.88,NA,0.2,-3.2,NA,NA,18.8,31.5,1049,15,15,15,15,545
FB6,MC2,2023-07-21T08:00:00Z,0.01,18.8,85.97,0.997,1,0,18.9,85.87,NA,0.2,-3.3,NA,NA,18.8,26,1053,15,15,15,15,550
FB6,MC2,2023-07-21T08:15:00Z,0,18.7,85.97,0.999,1,0,18.8,85.87,NA,0.2,-3.4,NA,NA,18.7,59.1,1057,15,15,15,15,513
FB6,MC2,2023-07-21T08:30:00Z,0.01,18.8,85.96,0.997,1,0,19,85.86,NA,0.2,-3.3,NA,NA,18.8,120.3,982,15,15,15,15,463
FB6,MC2,2023-07-21T08:45:00Z,0,18.9,85.97,0.998,1,0,19.1,85.86,NA,0,-3,NA,NA,18.9,135.1,949,15,15,15,7,459
FB6,MC2,2023-07-21T09:00:00Z,0,19,85.98,0.999,1,0,19.2,85.87,NA,0.3,-3.3,NA,NA,19,98.3,949,15,15,15,0,460
FB6,MC2,2023-07-21T09:15:00Z,0,19,85.97,0.998,1,0,19.2,85.87,NA,0.5,-3.2,NA,NA,18.9,95.9,941,15,15,15,6,457
FB6,MC2,2023-07-21T09:30:00Z,0,19.2,85.98,0.998,1,0,19.5,85.87,NA,0.5,-3.3,NA,NA,19,115.5,881,15,15,15,0,457
FB6,MC2,2023-07-21T09:45:00Z,0.01,19.3,85.97,0.998,1,0,19.6,85.87,NA,0.5,-3.2,NA,NA,19.5,109.3,815,15,15,15,0,455
FB6,MC2,2023-07-21T10:00:00Z,0,19.6,85.98,0.998,0.997,0.01,20,85.88,NA,0.6,-3.1,NA,NA,19.8,137.1,844,15,15,15,2,469
