Tree,MC,Timestamp,Port3_VPD,Port3_Temp,Port3_Atmos_pressure,Port3_RH,Port6_RH,Port6_VPD,Port6_Temp,Port6_Atmos_pressure,Port2_Gust_speed,Port2_ATM22_Xaxis,Port2_ATM22_Yaxis,Port2_Wind_speed,Port2_Wind_direction,Port2_ATM22_temp,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port5_LW_minutes,Port5_LW_minutes_H,Port5_LWS_Count
FB6,MC2,2023-05-31T18:45:00Z,0.07,17.3,85.95,0.965,0.948,0.1,17.3,85.86,2.31,0.7,-2.9,1.3,239,17.3,0,456,15,0,15,0,457
FB6,MC2,2023-05-31T19:00:00Z,0.07,17.4,85.98,0.965,0.947,0.11,17.3,85.89,2.2,0.7,-3.1,1.09,237,17.4,0,456,15,0,15,0,457
FB6,MC2,2023-05-31T19:15:00Z,0.08,17.4,86,0.961,0.944,0.11,17.3,85.91,1.79,0.7,-3,0.94,235,17.4,0,456,15,0,15,0,457
FB6,MC2,2023-05-31T19:30:00Z,0.07,17.4,86.02,0.963,0.945,0.11,17.4,85.93,1.93,0.7,-2.9,1.08,232,17.4,0,456,15,0,15,0,456
FB6,MC2,2023-05-31T19:45:00Z,0.1,17.5,86.04,0.952,0.935,0.13,17.5,85.95,1.52,0.7,-3,0.84,220,17.6,0,455,15,0,15,0,456
FB6,MC2,2023-05-31T20:00:00Z,0.15,17.7,86.06,0.925,0.903,0.2,17.7,85.97,1.38,0.7,-3,0.71,209,17.7,0,455,15,0,15,0,455
FB6,MC2,2023-05-31T20:15:00Z,0.24,18,86.07,0.885,0.861,0.29,18,85.98,1.6,0.7,-3,0.87,218,18,0,454,15,0,15,0,454
FB6,MC2,2023-05-31T20:30:00Z,0.22,18.1,86.08,0.894,0.872,0.27,18.1,85.99,1.94,0.8,-3,0.9,222,18,0,454,15,0,15,0,455
FB6,MC2,2023-05-31T20:45:00Z,0.18,18,86.09,0.911,0.89,0.23,18,86,1.79,0.7,-3,0.86,234,17.9,0,455,15,0,15,0,455
FB6,MC2,2023-05-31T21:00:00Z,0.14,17.8,86.09,0.932,0.913,0.18,17.8,86,1.58,0.7,-3,0.89,236,17.8,0,455,15,0,15,0,456
FB6,MC2,2023-05-31T21:15:00Z,0.12,17.8,86.09,0.943,0.926,0.15,17.7,86,1.6,0.7,-2.9,1.01,231,17.8,0,455,15,0,15,0,456
FB6,MC2,2023-05-31T21:30:00Z,0.1,17.7,86.1,0.953,0.934,0.13,17.7,86.01,1.61,0.8,-3,0.82,241,17.7,0,456,15,0,15,0,456
FB6,MC2,2023-05-31T21:45:00Z,0.08,17.8,86.11,0.962,0.945,0.11,17.7,86.02,1.55,0.7,-2.9,0.77,232,17.7,0,457,15,0,15,0,457
FB6,MC2,2023-05-31T22:00:00Z,0.09,17.8,86.11,0.957,0.943,0.12,17.7,86.02,1.25,0.7,-3,0.71,233,17.8,0,474,15,2,15,1,478
FB6,MC2,2023-05-31T22:15:00Z,0.06,17.6,86.11,0.972,0.954,0.09,17.5,86.02,1.51,0.6,-3,0.81,242,17.4,0,631,15,15,15,15,509
FB6,MC2,2023-05-31T22:30:00Z,0.02,17.4,86.11,0.988,0.97,0.06,17.5,86.02,1.76,0.6,-3,0.77,249,17.4,0,617,15,15,15,15,506
FB6,MC2,2023-05-31T22:45:00Z,0.02,17.5,86.12,0.991,0.974,0.05,17.5,86.03,1.2,0.5,-3.2,0.63,238,17.4,0,1053,15,15,15,15,572
FB6,MC2,2023-05-31T23:00:00Z,0.01,17.4,86.1,0.996,0.979,0.04,17.4,86.01,0.98,0.1,-3.4,0.56,234,17.3,0,1024,15,15,15,15,572
FB6,MC2,2023-05-31T23:15:00Z,0,17.5,86.1,0.998,0.983,0.03,17.5,86.01,1.41,0.1,-3.4,0.65,239,17.4,0,1095,15,15,15,15,570
FB6,MC2,2023-05-31T23:30:00Z,0,17.6,86.09,0.998,0.984,0.03,17.6,86,2.95,0,-3.5,0.84,250,17.5,0,1049,15,15,15,15,576
FB6,MC2,2023-05-31T23:45:00Z,0,17.6,86.08,0.999,0.986,0.03,17.6,85.99,1.82,0.1,-3.5,0.97,251,17.5,0,1022,15,15,15,15,570
FB6,MC2,2023-06-01T00:00:00Z,0,17.5,86.07,0.999,0.986,0.03,17.6,85.98,1.9,0,-3.4,0.95,251,17.5,0,1016,15,15,15,15,555
FB6,MC2,2023-06-01T00:15:00Z,0,17.5,86.05,0.998,0.989,0.02,17.5,85.96,2.99,0.1,-3.4,1.04,252,17.4,0,971,15,15,15,15,549
FB6,MC2,2023-06-01T00:30:00Z,0,17.5,86.02,0.998,0.99,0.02,17.5,85.93,2.58,0.1,-3.4,1.04,255,17.4,0,920,15,15,15,15,540
FB6,MC2,2023-06-01T00:45:00Z,0,17.4,86,0.998,0.991,0.02,17.4,85.91,2.68,0.1,-3.5,1.03,253,17.3,0,926,15,15,15,15,565
FB6,MC2,2023-06-01T01:00:00Z,0,17.5,86,0.998,0.992,0.02,17.6,85.9,2.52,0.1,-3.4,0.9,254,17.5,0,886,15,15,15,15,549
FB6,MC2,2023-06-01T01:15:00Z,0,17.5,85.96,0.998,0.993,0.01,17.5,85.87,2.11,0.1,-3.4,1.14,248,17.4,0,932,15,15,15,15,548
FB6,MC2,2023-06-01T01:30:00Z,0,17.4,85.93,0.998,0.993,0.01,17.4,85.84,2.36,0.2,-3.4,1.14,253,17.4,0,880,15,15,15,15,523
FB6,MC2,2023-06-01T01:45:00Z,0,17.3,85.9,0.998,0.993,0.01,17.3,85.8,2.45,0.2,-3.4,1.21,253,17.2,0,838,15,15,15,15,518
FB6,MC2,2023-06-01T02:00:00Z,0,17.2,85.89,0.998,0.994,0.01,17.2,85.79,2.57,0.2,-3.4,1.24,248,17.1,0,827,15,15,15,15,512
FB6,MC2,2023-06-01T02:15:00Z,0,17.1,85.88,0.998,0.996,0.01,17.1,85.79,2.07,0.2,-3.4,1.03,250,17.1,0,837,15,15,15,15,509
FB6,MC2,2023-06-01T02:30:00Z,0.01,17.1,85.87,0.997,0.995,0.01,17.1,85.77,1.7,0.2,-3.4,0.98,248,17,0,930,15,15,15,15,534
FB6,MC2,2023-06-01T02:45:00Z,0.01,17,85.86,0.997,0.997,0.01,17,85.77,2.03,0.1,-3.5,1.07,250,16.9,0,919,15,15,15,15,549
FB6,MC2,2023-06-01T03:00:00Z,0,16.9,85.85,0.998,0.996,0.01,16.9,85.75,2.08,0.1,-3.5,1.2,249,16.9,0,914,15,15,15,15,541
FB6,MC2,2023-06-01T03:15:00Z,0,16.8,85.83,0.999,0.997,0.01,16.9,85.74,1.78,0.1,-3.4,1.15,250,16.8,0,901,15,15,15,15,534
FB6,MC2,2023-06-01T03:30:00Z,0,16.9,85.83,0.998,0.997,0.01,16.9,85.74,2.46,0.1,-3.4,1.23,252,16.8,0,898,15,15,15,15,512
FB6,MC2,2023-06-01T03:45:00Z,0.01,17,85.83,0.997,0.998,0,17,85.74,1.81,0.2,-3.4,1.19,249,16.9,0,891,15,15,15,15,508
FB6,MC2,2023-06-01T04:00:00Z,0,17,85.84,0.998,0.997,0.01,17.1,85.74,2.29,0.2,-3.4,1.2,251,17,0,882,15,15,15,15,502
FB6,MC2,2023-06-01T04:15:00Z,0.01,17.1,85.85,0.997,0.997,0.01,17.2,85.75,2.18,0.2,-3.3,1.08,254,17.1,0,872,15,15,15,15,489
FB6,MC2,2023-06-01T04:30:00Z,0,17.2,85.86,0.998,0.995,0.01,17.4,85.76,1.66,0.2,-3.4,0.88,252,17.2,0,877,15,15,15,15,481
FB6,MC2,2023-06-01T04:45:00Z,0.01,17.2,85.86,0.997,0.992,0.02,17.5,85.77,1.7,0.2,-3.4,0.96,258,17.3,0,841,15,15,15,15,478
FB6,MC2,2023-06-01T05:00:00Z,0.02,17.4,85.87,0.99,0.957,0.09,17.8,85.78,1.84,0.2,-3.4,1.02,260,17.6,0,782,15,15,15,15,469
FB6,MC2,2023-06-01T05:15:00Z,0.1,17.6,85.89,0.952,0.907,0.19,18,85.8,1.69,0.2,-3.4,1.09,260,17.8,0,746,15,15,15,15,463
FB6,MC2,2023-06-01T05:30:00Z,0.2,18,85.91,0.902,0.875,0.26,18.1,85.82,1.57,0.3,-3.3,1.05,259,18.3,0,717,15,15,15,8,457
FB6,MC2,2023-06-01T05:45:00Z,0.27,18.5,85.92,0.872,0.855,0.31,18.4,85.83,1.53,0.2,-3.3,0.93,255,18.4,2.7,698,15,15,15,0,456
FB6,MC2,2023-06-01T06:00:00Z,0.29,18.5,85.94,0.866,0.851,0.32,18.5,85.85,1.52,0.2,-3.3,0.85,251,18.5,11.5,680,15,15,15,0,455
FB6,MC2,2023-06-01T06:15:00Z,0.3,18.7,85.97,0.863,0.846,0.33,18.6,85.88,1.6,0.3,-3.3,0.86,247,18.6,15.4,664,15,15,15,0,455
FB6,MC2,2023-06-01T06:30:00Z,0.24,18.3,85.99,0.887,0.864,0.29,18.4,85.9,1.85,0.3,-3.3,0.99,249,18.3,16.7,651,15,15,15,0,455
FB6,MC2,2023-06-01T06:45:00Z,0.23,18.3,86,0.89,0.864,0.29,18.5,85.91,1.51,0.3,-3.3,0.98,247,18.4,19.8,636,15,15,15,0,455
FB6,MC2,2023-06-01T07:00:00Z,0.24,18.5,86.02,0.887,0.862,0.3,18.6,85.93,1.37,0.4,-3.3,0.85,247,18.5,25.1,618,15,15,15,0,454
FB6,MC2,2023-06-01T07:15:00Z,0.22,18.5,86.03,0.896,0.865,0.29,18.8,85.94,1.4,0.4,-3.2,0.72,249,18.5,39.9,598,15,15,15,0,454
FB6,MC2,2023-06-01T07:30:00Z,0.2,18.5,86.05,0.906,0.868,0.29,19.1,85.95,1.42,0.4,-3.2,0.65,248,18.6,59,579,15,15,15,0,453
FB6,MC2,2023-06-01T07:45:00Z,0.19,18.7,86.07,0.913,0.865,0.31,19.5,85.98,1.05,0.4,-3.2,0.41,256,18.8,74,559,15,15,15,0,452
FB6,MC2,2023-06-01T08:00:00Z,0.18,18.7,86.08,0.917,0.86,0.32,19.8,85.98,1.21,0.4,-3.2,0.54,250,18.9,93.9,536,15,15,15,0,451
FB6,MC2,2023-06-01T08:15:00Z,0.18,18.8,86.09,0.917,0.854,0.34,20.1,85.99,0.94,0.5,-3.1,0.45,254,19,91.7,513,15,15,15,0,451
FB6,MC2,2023-06-01T08:30:00Z,0.17,18.9,86.11,0.923,0.856,0.34,20.2,86.01,1.06,0.4,-3.2,0.39,254,19.1,90.1,485,15,15,15,0,451
FB6,MC2,2023-06-01T08:45:00Z,0.17,19.3,86.12,0.923,0.853,0.36,20.7,86.03,0.51,0.5,-3.1,0.19,298,19.6,90.8,456,15,12,15,0,451
FB6,MC2,2023-06-01T09:00:00Z,0.2,19.8,86.13,0.913,0.834,0.42,21.4,86.04,0.79,0.6,-3.2,0.24,267,19.9,106.2,454,15,0,15,0,451
FB6,MC2,2023-06-01T09:15:00Z,0.22,19.8,86.13,0.903,0.818,0.47,21.6,86.03,0.71,0.6,-3.1,0.3,257,20,116.5,454,15,0,11,0,450
FB6,MC2,2023-06-01T09:30:00Z,0.23,20.2,86.12,0.905,0.817,0.49,22.2,86.02,0.6,0.6,-3.2,0.24,251,20.6,135.3,453,15,0,9,0,449
FB6,MC2,2023-06-01T09:45:00Z,0.28,20.5,86.11,0.885,0.775,0.63,23,86.01,1.15,0.6,-3.1,0.26,289,20.8,137,453,15,0,0,0,449
FB6,MC2,2023-06-01T10:00:00Z,0.29,20.9,86.09,0.883,0.775,0.65,23.5,86,0.52,0.6,-3.1,0.22,308,21.4,145.2,453,15,0,0,0,447
FB6,MC2,2023-06-01T10:15:00Z,0.33,21.2,86.1,0.871,0.759,0.72,24,86,0.69,0.7,-3.1,0.24,249,21.6,131.7,453,15,0,0,0,448
FB6,MC2,2023-06-01T10:30:00Z,0.32,21.3,86.09,0.873,0.765,0.69,23.8,86,0.92,0.6,-3.1,0.27,249,21.7,116.1,453,15,0,1,0,450
FB6,MC2,2023-06-01T10:45:00Z,0.29,21.4,86.08,0.884,0.771,0.68,23.9,85.98,0.7,0.6,-3.1,0.21,315,22,149.6,453,15,0,1,0,448
FB6,MC2,2023-06-01T11:00:00Z,0.34,21.7,86.07,0.871,0.754,0.75,24.3,85.97,0.71,0.7,-3.1,0.26,304,22.2,129.1,453,15,0,0,0,447
FB6,MC2,2023-06-01T11:15:00Z,0.44,22.4,86.05,0.839,0.704,0.97,25.5,85.95,0.97,0.7,-3.1,0.28,348,22.6,158.8,452,15,0,0,0,447
FB6,MC2,2023-06-01T11:30:00Z,0.48,22.4,86.03,0.823,0.697,0.97,25.2,85.95,0.78,0.7,-3,0.27,343,22.4,116.3,452,15,0,0,0,448
FB6,MC2,2023-06-01T11:45:00Z,0.41,22,86.03,0.843,0.739,0.79,24.3,85.95,0.56,0.7,-3.1,0.21,310,22.2,71.2,453,15,0,1,0,450
FB6,MC2,2023-06-01T12:00:00Z,0.31,21.7,86.01,0.881,0.783,0.63,23.6,85.93,0.62,0.7,-3,0.19,337,22.1,89.9,453,15,0,12,0,450
FB6,MC2,2023-06-01T12:15:00Z,0.32,22.1,86,0.88,0.78,0.66,24,85.9,0.99,0.7,-3.1,0.21,59,22.5,107.1,453,15,0,5,0,449
FB6,MC2,2023-06-01T12:30:00Z,0.35,22.5,85.97,0.871,0.774,0.69,24.5,85.89,0.72,0.7,-3.1,0.22,16,22.8,149.6,453,15,0,1,0,449
FB6,MC2,2023-06-01T12:45:00Z,0.33,22.2,85.96,0.875,0.791,0.61,23.6,85.88,0.59,0.7,-3,0.18,6,22.4,62.8,453,15,0,11,0,451
FB6,MC2,2023-06-01T13:00:00Z,0.32,21.7,85.94,0.877,0.798,0.58,23.3,85.86,0.55,0.7,-3,0.2,279,22.2,97.4,453,15,0,15,0,450
FB6,MC2,2023-06-01T13:15:00Z,0.31,21.8,85.93,0.883,0.782,0.65,23.9,85.85,0.79,0.7,-3.1,0.26,279,22.2,83.3,453,15,0,10,0,451
FB6,MC2,2023-06-01T13:30:00Z,0.29,21.5,85.94,0.886,0.803,0.55,23,85.85,0.78,0.7,-3.1,0.21,319,22,74.7,453,15,0,15,0,451
FB6,MC2,2023-06-01T13:45:00Z,0.27,21.7,85.92,0.896,0.807,0.56,23.5,85.83,1.08,0.7,-3,0.29,325,22.1,120.8,453,15,0,15,0,450
FB6,MC2,2023-06-01T14:00:00Z,0.27,21.7,85.91,0.895,0.829,0.47,22.5,85.82,1.06,0.7,-3,0.28,337,21.7,40.6,469,15,2,15,5,544
FB6,MC2,2023-06-01T14:15:00Z,0.15,20.3,85.91,0.938,0.904,0.23,20.4,85.83,1.06,0.5,-3.1,0.39,264,20.3,22.2,965,15,15,15,15,563
FB6,MC2,2023-06-01T14:30:00Z,0.08,19.6,85.91,0.966,0.946,0.12,19.6,85.82,0.76,0.4,-3.2,0.27,324,19.8,17.6,1017,15,15,15,15,552
FB6,MC2,2023-06-01T14:45:00Z,0.05,19.4,85.88,0.979,0.961,0.09,19.4,85.79,1.64,0.3,-3.3,0.76,248,19.4,51.3,1059,15,15,15,15,490
FB6,MC2,2023-06-01T15:00:00Z,0.02,19.5,85.84,0.991,0.964,0.08,19.7,85.76,1.88,0.3,-3.3,0.95,246,19.6,78,1030,15,15,15,15,466
FB6,MC2,2023-06-01T15:15:00Z,0.02,19.8,85.86,0.992,0.961,0.09,20.2,85.77,1.54,0.4,-3.3,0.46,274,19.8,82.4,1005,15,15,15,9,459
FB6,MC2,2023-06-01T15:30:00Z,0.02,19.9,85.86,0.991,0.953,0.11,20.5,85.77,1.26,0.3,-3.3,0.59,253,19.9,62.8,981,15,15,15,0,457
FB6,MC2,2023-06-01T15:45:00Z,0.03,19.6,85.86,0.986,0.946,0.13,20,85.77,1.76,0.3,-3.3,0.77,251,19.7,50,962,15,15,15,0,456
FB6,MC2,2023-06-01T16:00:00Z,0.04,19.5,85.86,0.983,0.949,0.12,19.9,85.78,0.91,0.4,-3.2,0.23,320,19.7,42.5,952,15,15,15,0,456
FB6,MC2,2023-06-01T16:15:00Z,0.05,19.4,85.86,0.98,0.946,0.13,19.8,85.77,1.31,0.2,-3.3,0.46,253,19.4,29.3,1026,15,15,15,10,558
FB6,MC2,2023-06-01T16:30:00Z,0.02,19,85.86,0.99,0.963,0.08,19.1,85.78,1.19,0.1,-3.4,0.62,252,19,16.3,997,15,15,15,15,519
FB6,MC2,2023-06-01T16:45:00Z,0.01,18.6,85.85,0.996,0.972,0.06,18.6,85.77,1.74,0.1,-3.4,0.94,247,18.6,20,973,15,15,15,15,513
FB6,MC2,2023-06-01T17:00:00Z,0,18.5,85.84,0.999,0.977,0.05,18.6,85.75,1.99,0.2,-3.4,1.06,243,18.5,22.2,983,15,15,15,15,503
FB6,MC2,2023-06-01T17:15:00Z,0,18.6,85.83,0.998,0.98,0.04,18.7,85.74,1.93,0.2,-3.4,1.15,244,18.6,13.4,951,15,15,15,15,500
FB6,MC2,2023-06-01T17:30:00Z,0,18.6,85.84,0.998,0.982,0.04,18.6,85.75,1.54,0.2,-3.4,1.03,246,18.5,8.8,938,15,15,15,15,495
FB6,MC2,2023-06-01T17:45:00Z,0,18.6,85.88,0.998,0.983,0.04,18.6,85.79,1.83,0.2,-3.4,0.78,251,18.6,1.8,928,15,15,15,15,494
FB6,MC2,2023-06-01T18:00:00Z,0,18.6,85.9,0.999,0.985,0.03,18.6,85.81,1.74,0.2,-3.4,0.97,246,18.6,0,927,15,15,15,15,494
FB6,MC2,2023-06-01T18:15:00Z,0,18.4,85.91,0.998,0.986,0.03,18.4,85.82,2.03,0.2,-3.4,1.01,248,18.3,0,914,15,15,15,15,495
FB6,MC2,2023-06-01T18:30:00Z,0.01,18.3,85.91,0.998,0.988,0.02,18.3,85.82,1.95,0.3,-3.4,1.19,248,18.3,0,905,15,15,15,15,495
FB6,MC2,2023-06-01T18:45:00Z,0,18.4,85.92,0.998,0.988,0.03,18.4,85.83,2.15,0.2,-3.4,1.32,247,18.4,0,902,15,15,15,15,481
FB6,MC2,2023-06-01T19:00:00Z,0,18.4,85.95,0.998,0.99,0.02,18.4,85.86,2.05,0.2,-3.4,1.34,246,18.3,0,902,15,15,15,15,487
FB6,MC2,2023-06-01T19:15:00Z,0,18.2,85.98,0.998,0.989,0.02,18.3,85.88,2.74,0.2,-3.4,1.33,246,18.2,0,897,15,15,15,15,485
FB6,MC2,2023-06-01T19:30:00Z,0,18.2,85.99,0.998,0.992,0.02,18.3,85.89,2.35,0.2,-3.4,1.32,249,18.2,0,928,15,15,15,15,498
FB6,MC2,2023-06-01T19:45:00Z,0,18.4,85.99,0.998,0.993,0.02,18.4,85.9,1.97,0.3,-3.4,1.25,249,18.4,0,914,15,15,15,15,487
FB6,MC2,2023-06-01T20:00:00Z,0,18.5,86,0.999,0.992,0.02,18.5,85.91,2.52,0.2,-3.4,1.16,250,18.5,0,916,15,15,15,15,497
FB6,MC2,2023-06-01T20:15:00Z,0,18.4,86,0.999,0.994,0.01,18.5,85.91,2.82,0.2,-3.4,1.08,252,18.4,0,934,15,15,15,15,509
FB6,MC2,2023-06-01T20:30:00Z,0,18.4,86.03,0.999,0.995,0.01,18.4,85.93,2.22,0.2,-3.4,1.1,252,18.4,0,935,15,15,15,15,510
FB6,MC2,2023-06-01T20:45:00Z,0,18.4,86.05,0.999,0.994,0.01,18.5,85.95,2.09,0.1,-3.4,1.03,253,18.4,0,949,15,15,15,15,507
FB6,MC2,2023-06-01T21:00:00Z,0,18.4,86.05,0.999,0.995,0.01,18.4,85.95,2.02,0.1,-3.5,0.9,253,18.4,0,958,15,15,15,15,506
FB6,MC2,2023-06-01T21:15:00Z,0,18.4,86.04,0.998,0.997,0.01,18.4,85.95,2.33,0.2,-3.5,0.92,261,18.4,0,960,15,15,15,15,504
FB6,MC2,2023-06-01T21:30:00Z,0,18.5,86.05,0.998,0.997,0.01,18.5,85.96,1.57,0.1,-3.5,0.61,268,18.5,0,975,15,15,15,15,531
FB6,MC2,2023-06-01T21:45:00Z,0.01,18.3,86.07,0.997,0.996,0.01,18.4,85.98,2.01,0,-3.5,0.97,257,18.3,0,1046,15,15,15,15,555
FB6,MC2,2023-06-01T22:00:00Z,0.01,18.2,86.07,0.997,0.996,0.01,18.2,85.98,2.14,0,-3.5,1.12,250,18.2,0,957,15,15,15,15,531
FB6,MC2,2023-06-01T22:15:00Z,0,18,86.08,0.998,0.998,0,18,85.99,1.96,0.1,-3.4,1.02,257,18,0,925,15,15,15,15,532
FB6,MC2,2023-06-01T22:30:00Z,0,18,86.09,0.998,0.999,0,18,85.99,2.55,0.1,-3.4,1.07,259,18,0,959,15,15,15,15,527
FB6,MC2,2023-06-01T22:45:00Z,0,18.1,86.07,0.998,0.999,0,18.1,85.97,2.88,0.1,-3.5,1.14,256,18,0,964,15,15,15,15,541
FB6,MC2,2023-06-01T23:00:00Z,0,18.1,86.06,0.998,0.999,0,18.1,85.97,2.81,0.1,-3.5,1.31,256,18.1,0,961,15,15,15,15,536
FB6,MC2,2023-06-01T23:15:00Z,0.01,18.2,86.05,0.997,0.999,0,18.2,85.96,2.66,0.1,-3.5,1.4,255,18.2,0,961,15,15,15,15,538
FB6,MC2,2023-06-01T23:30:00Z,0,18,86.03,0.998,0.999,0,18,85.94,2.81,0.1,-3.5,1.51,252,17.9,0,920,15,15,15,15,531
FB6,MC2,2023-06-01T23:45:00Z,0,17.8,86.03,0.999,1,0,17.8,85.93,2.52,0.2,-3.4,1.38,255,17.8,0,898,15,15,15,15,529
FB6,MC2,2023-06-02T00:00:00Z,0,17.6,86.03,0.999,1.001,0,17.6,85.93,2.68,0.1,-3.5,1.36,253,17.6,0,888,15,15,15,15,537
FB6,MC2,2023-06-02T00:15:00Z,0,17.8,86.02,0.999,1,0,17.8,85.93,2.27,0.1,-3.5,1.2,255,17.8,0,872,15,15,15,15,520
FB6,MC2,2023-06-02T00:30:00Z,0,17.9,86,0.998,1,0,17.9,85.9,2.83,0.2,-3.4,1.33,251,17.8,0,870,15,15,15,15,526
FB6,MC2,2023-06-02T00:45:00Z,0,18,85.98,0.998,1,0,18,85.89,2.16,0.2,-3.5,1.22,256,18,0,870,15,15,15,15,525
FB6,MC2,2023-06-02T01:00:00Z,0,18,85.97,0.998,1,0,18,85.88,2.32,0.1,-3.4,1.36,254,18,0,871,15,15,15,15,527
FB6,MC2,2023-06-02T01:15:00Z,0.01,17.9,85.93,0.997,1,0,17.9,85.84,2.63,0.2,-3.5,1.43,253,17.9,0,848,15,15,15,15,531
FB6,MC2,2023-06-02T01:30:00Z,0,17.8,85.9,0.998,1.001,0,17.9,85.8,2.61,0.1,-3.5,1.43,252,17.8,0,823,15,15,15,15,528
FB6,MC2,2023-06-02T01:45:00Z,0,17.9,85.89,0.998,1.001,0,18,85.79,2.91,0.2,-3.4,1.44,254,17.9,0,827,15,15,15,15,539
FB6,MC2,2023-06-02T02:00:00Z,0,17.9,85.87,0.999,1,0,17.9,85.77,2.32,0.2,-3.4,1.39,253,17.9,0,829,15,15,15,15,526
FB6,MC2,2023-06-02T02:15:00Z,0,17.8,85.86,0.999,1,0,17.8,85.76,2.71,0.2,-3.4,1.37,255,17.8,0,853,15,15,15,15,532
FB6,MC2,2023-06-02T02:30:00Z,0,17.8,85.85,0.999,1,0,17.8,85.76,2.58,0.2,-3.4,1.36,255,17.8,0,825,15,15,15,15,538
FB6,MC2,2023-06-02T02:45:00Z,0.01,17.8,85.85,0.997,1.001,0,17.8,85.76,2,0.2,-3.5,1.3,254,17.8,0,813,15,15,15,15,536
FB6,MC2,2023-06-02T03:00:00Z,0,17.7,85.85,0.999,0.999,0,17.7,85.75,2.26,0.2,-3.5,1.3,254,17.7,0,806,15,15,15,15,536
FB6,MC2,2023-06-02T03:15:00Z,0,17.6,85.84,0.999,0.999,0,17.6,85.74,2,0.2,-3.4,1.18,256,17.6,0,800,15,15,15,15,533
FB6,MC2,2023-06-02T03:30:00Z,0,17.6,85.84,0.998,1,0,17.6,85.74,1.87,0.2,-3.4,1.19,255,17.5,0,793,15,15,15,15,526
FB6,MC2,2023-06-02T03:45:00Z,0,17.5,85.83,0.998,1.001,0,17.5,85.74,1.87,0.2,-3.4,1.22,255,17.5,0,790,15,15,15,15,523
FB6,MC2,2023-06-02T04:00:00Z,0,17.5,85.84,0.998,1,0,17.5,85.74,1.97,0.3,-3.3,1.16,251,17.4,0,800,15,15,15,15,508
FB6,MC2,2023-06-02T04:15:00Z,0,17.5,85.85,0.998,1,0,17.5,85.75,1.72,0.2,-3.4,1.12,255,17.4,0,781,15,15,15,15,494
FB6,MC2,2023-06-02T04:30:00Z,0.01,17.5,85.84,0.997,1,0,17.6,85.74,1.9,0.2,-3.4,1.19,256,17.4,0,770,15,15,15,15,485
FB6,MC2,2023-06-02T04:45:00Z,0,17.5,85.84,0.998,1,0,17.7,85.74,1.8,0.2,-3.4,1.09,257,17.4,0,759,15,15,15,15,482
FB6,MC2,2023-06-02T05:00:00Z,0,17.6,85.86,0.998,0.999,0,17.8,85.76,1.78,0.2,-3.4,1.14,257,17.5,0,755,15,15,15,15,484
FB6,MC2,2023-06-02T05:15:00Z,0,17.7,85.87,0.998,1,0,17.8,85.77,1.88,0.2,-3.4,1.15,259,17.6,0,748,15,15,15,15,482
FB6,MC2,2023-06-02T05:30:00Z,0,17.6,85.87,0.998,0.999,0,17.8,85.77,2.11,0.2,-3.4,1.1,257,17.6,0,748,15,15,15,15,482
FB6,MC2,2023-06-02T05:45:00Z,0,17.7,85.89,0.998,0.998,0,17.8,85.79,1.92,0.2,-3.3,1.04,260,17.6,2.2,739,15,15,15,15,477
FB6,MC2,2023-06-02T06:00:00Z,0,17.7,85.91,0.998,0.996,0.01,17.9,85.82,1.97,0.3,-3.4,1.05,260,17.6,8.8,733,15,15,15,15,476
FB6,MC2,2023-06-02T06:15:00Z,0,17.7,85.93,0.998,0.994,0.01,17.8,85.83,2.14,0.3,-3.3,1.16,257,17.6,13.9,727,15,15,15,15,474
FB6,MC2,2023-06-02T06:30:00Z,0,17.8,85.95,0.998,0.993,0.01,17.9,85.86,1.73,0.2,-3.4,1.09,258,17.7,17.8,720,15,15,15,15,472
FB6,MC2,2023-06-02T06:45:00Z,0,17.8,85.97,0.998,0.992,0.02,17.9,85.87,1.76,0.2,-3.3,1.11,257,17.7,14.5,715,15,15,15,15,470
FB6,MC2,2023-06-02T07:00:00Z,0,17.7,85.98,0.998,0.99,0.02,17.9,85.88,1.6,0.3,-3.4,0.98,262,17.7,10.1,734,15,15,15,15,485
FB6,MC2,2023-06-02T07:15:00Z,0,17.6,85.99,0.998,0.989,0.02,17.7,85.89,1.67,0.2,-3.4,1.07,257,17.6,7.7,894,15,15,15,15,504
FB6,MC2,2023-06-02T07:30:00Z,0,17.4,86,0.998,0.99,0.02,17.5,85.9,1.67,0.1,-3.5,1.07,254,17.3,6.2,994,15,15,15,15,506
FB6,MC2,2023-06-02T07:45:00Z,0,17.4,86,0.998,0.989,0.02,17.6,85.9,1.91,0.1,-3.5,1.09,254,17.3,6.6,960,15,15,15,15,500
FB6,MC2,2023-06-02T08:00:00Z,0,17.6,86,0.998,0.987,0.03,17.8,85.9,2.38,0.1,-3.5,1.19,257,17.5,8.2,1010,15,15,15,15,509
FB6,MC2,2023-06-02T08:15:00Z,0,17.7,86,0.998,0.984,0.03,17.9,85.91,1.72,0.1,-3.5,1.21,256,17.6,9.7,998,15,15,15,15,523
FB6,MC2,2023-06-02T08:30:00Z,0,17.8,86.01,0.998,0.981,0.04,18,85.92,1.64,0,-3.6,1.16,252,17.7,11.5,1018,15,15,15,15,521
