Tree,MC,Timestamp,Port3_VPD,Port3_RH,Port3_Temp,Port3_Atmos_pressure,Port2_ATM22_Yaxis,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_temp,Port2_Wind_direction,Port2_ATM22_Xaxis,Port1_Solar,Port4_LW_minutes,Port4_LW_minutes_H,Port4_LWS_Count,Port5_EpiMoisture,Port6_EpiTemp
ET8,MC2,2023-07-07T05:15:00Z,0,1,18.6,87.8,1.8,2.11,0.7,18.6,117,-1,0,15,0,459,0.058,18.4
ET8,MC2,2023-07-07T05:30:00Z,0,1,18.6,87.79,1.8,1.69,0.46,18.6,132,-1,0,15,0,458,0.058,18.5
ET8,MC2,2023-07-07T05:45:00Z,0,1,18.6,87.79,1.9,0.76,0.27,18.7,154,-1,0,15,0,458,0.059,18.5
ET8,MC2,2023-07-07T06:00:00Z,0,1,18.7,87.8,1.9,1.42,0.54,18.9,140,-0.9,9.7,15,0,457,0.058,18.5
ET8,MC2,2023-07-07T06:15:00Z,0.01,0.997,19,87.8,1.8,1.01,0.33,19.2,169,-1,19.6,15,0,456,0.059,18.5
ET8,MC2,2023-07-07T06:30:00Z,0.05,0.977,19.3,87.82,1.8,1.4,0.32,19.2,195,-0.9,22.9,15,0,456,0.058,18.5
ET8,MC2,2023-07-07T06:45:00Z,0.09,0.961,19.5,87.84,1.9,2.19,0.84,19.5,117,-1,41.4,15,0,456,0.058,18.6
ET8,MC2,2023-07-07T07:00:00Z,0.09,0.962,19.5,87.86,1.9,1.74,0.62,19.5,116,-1,59,15,0,456,0.058,18.6
ET8,MC2,2023-07-07T07:15:00Z,0.07,0.969,19.5,87.88,1.9,1.81,0.89,19.5,111,-1,130.4,15,0,456,0.058,18.7
ET8,MC2,2023-07-07T07:30:00Z,0.05,0.977,19.5,87.88,2.1,3.39,1.76,19.6,113,-0.9,132.8,15,0,456,0.058,18.8
ET8,MC2,2023-07-07T07:45:00Z,0.05,0.976,19.5,87.9,2,3.35,1.41,19.7,114,-0.9,81.5,15,0,456,0.058,18.8
ET8,MC2,2023-07-07T08:00:00Z,0.04,0.981,19.6,87.91,1.9,2.26,0.85,19.7,111,-0.9,71,15,0,456,0.058,18.9
ET8,MC2,2023-07-07T08:15:00Z,0.03,0.987,19.6,87.9,1.9,2.3,0.63,19.7,121,-0.9,89.5,15,10,486,0.058,18.9
ET8,MC2,2023-07-07T08:30:00Z,0.01,0.994,19.6,87.9,1.9,2.11,0.74,19.7,118,-1,75.3,15,15,463,0.058,19
ET8,MC2,2023-07-07T08:45:00Z,0,0.999,19.5,87.9,1.8,2.2,0.58,19.6,126,-1,63.9,15,15,500,0.058,19
ET8,MC2,2023-07-07T09:00:00Z,0,0.999,19.6,87.9,1.8,2.31,0.59,19.7,119,-1,60.6,15,15,527,0.058,19.1
ET8,MC2,2023-07-07T09:15:00Z,0,0.999,19.6,87.9,1.8,1.81,0.74,19.6,124,-1,56.6,15,15,515,0.058,19.1
ET8,MC2,2023-07-07T09:30:00Z,0,1.001,19.6,87.9,1.8,1.43,0.3,19.7,150,-1,51.1,15,15,551,0.058,19.2
ET8,MC2,2023-07-07T09:45:00Z,0,1,19.6,87.91,1.9,2.12,0.45,19.7,72,-1,52,15,15,554,0.058,19.2
ET8,MC2,2023-07-07T10:00:00Z,0,1.001,19.6,87.9,1.9,1.81,0.66,19.9,113,-1,127.8,15,15,504,0.058,19.2
ET8,MC2,2023-07-07T10:15:00Z,0,0.999,20,87.89,1.8,2.34,0.62,20.4,127,-0.9,154.7,15,15,461,0.058,19.4
ET8,MC2,2023-07-07T10:30:00Z,0.06,0.976,20.5,87.89,1.8,1.53,0.51,20.7,113,-0.9,178.9,15,0,455,0.058,19.4
ET8,MC2,2023-07-07T10:45:00Z,0.14,0.945,21.1,87.89,1.8,1.78,0.63,21.2,116,-0.9,249.9,15,0,454,0.058,19.6
ET8,MC2,2023-07-07T11:00:00Z,0.2,0.924,21.8,87.88,1.8,2.25,0.66,21.8,41,-0.9,329.6,15,0,454,0.058,19.8
ET8,MC2,2023-07-07T11:15:00Z,0.2,0.921,21.6,87.87,1.8,2.22,0.86,21.8,55,-0.9,226.5,15,0,453,0.057,19.9
ET8,MC2,2023-07-07T11:30:00Z,0.21,0.917,21.7,87.86,1.8,2.83,0.96,21.8,45,-0.8,221.6,15,0,453,0.057,20
ET8,MC2,2023-07-07T11:45:00Z,0.18,0.932,21.7,87.85,1.8,1.84,0.64,21.9,76,-0.8,199,15,0,454,0.057,20.1
ET8,MC2,2023-07-07T12:00:00Z,0.19,0.929,21.9,87.85,1.8,1.34,0.47,22,70,-0.8,166.1,15,0,454,0.057,20.2
ET8,MC2,2023-07-07T12:15:00Z,0.18,0.929,21.5,87.84,1.9,2.54,0.84,21.7,58,-0.9,132,15,0,454,0.057,20.3
ET8,MC2,2023-07-07T12:30:00Z,0.15,0.94,21.4,87.84,1.8,2.54,0.61,21.7,36,-0.8,106.2,15,0,454,0.056,20.3
ET8,MC2,2023-07-07T12:45:00Z,0.13,0.948,21.4,87.83,1.8,2.38,0.4,21.8,35,-0.8,118.1,15,0,454,0.056,20.4
ET8,MC2,2023-07-07T13:00:00Z,0.16,0.937,21.7,87.82,1.8,2.46,0.4,21.8,15,-0.8,132.4,15,0,454,0.056,20.4
ET8,MC2,2023-07-07T13:15:00Z,0.18,0.933,21.7,87.81,1.8,2.36,0.43,22,47,-0.9,151.4,15,0,454,0.056,20.5
ET8,MC2,2023-07-07T13:30:00Z,0.2,0.924,22.1,87.78,1.8,3.25,0.59,22.3,19,-0.8,206.4,15,0,453,0.056,20.6
ET8,MC2,2023-07-07T13:45:00Z,0.29,0.894,22.5,87.78,1.8,2.29,0.46,22.6,20,-0.8,185.7,15,0,453,0.056,20.7
ET8,MC2,2023-07-07T14:00:00Z,0.29,0.892,22.5,87.77,1.8,2.16,0.56,22.6,32,-0.7,219.9,15,0,453,0.055,20.8
ET8,MC2,2023-07-07T14:15:00Z,0.28,0.897,22.4,87.75,1.8,1.62,0.51,22.7,24,-0.8,188,15,0,453,0.055,20.9
ET8,MC2,2023-07-07T14:30:00Z,0.29,0.894,22.4,87.73,1.8,2.32,0.6,22.7,18,-0.8,245.2,15,0,453,0.055,21
ET8,MC2,2023-07-07T14:45:00Z,0.31,0.882,22,87.73,1.7,2.32,0.78,22.4,40,-0.7,154.7,15,0,453,0.054,21
ET8,MC2,2023-07-07T15:00:00Z,0.32,0.878,21.8,87.74,1.8,1.99,0.51,22.2,14,-0.7,139.2,15,0,453,0.054,20.9
ET8,MC2,2023-07-07T15:15:00Z,0.27,0.895,21.8,87.72,1.8,2.04,0.5,22.1,7,-0.7,119.9,15,0,453,0.054,20.9
ET8,MC2,2023-07-07T15:30:00Z,0.21,0.92,21.6,87.74,1.8,1.78,0.55,21.8,22,-0.8,95.8,15,0,454,0.054,20.9
ET8,MC2,2023-07-07T15:45:00Z,0.17,0.933,21.5,87.71,1.8,1.37,0.44,21.8,20,-0.8,106.2,15,0,453,0.054,20.9
ET8,MC2,2023-07-07T16:00:00Z,0.2,0.921,21.4,87.73,1.7,1.63,0.69,21.5,94,-0.7,65.9,15,0,454,0.053,20.9
ET8,MC2,2023-07-07T16:15:00Z,0.17,0.933,21.2,87.74,1.7,1.53,0.46,21.4,40,-0.7,19.8,15,0,455,0.053,20.8
ET8,MC2,2023-07-07T16:30:00Z,0.12,0.951,20.8,87.75,1.8,1.99,0.74,20.9,37,-0.8,7.9,15,0,456,0.053,20.7
ET8,MC2,2023-07-07T16:45:00Z,0.05,0.977,19.3,87.78,1.9,3.7,1.22,19.3,19,-1,0.9,15,0,457,0.052,20.6
ET8,MC2,2023-07-07T17:00:00Z,0.01,0.995,18.8,87.79,1.8,3.95,0.92,19.2,39,-0.9,3.5,15,0,457,0.052,20.4
ET8,MC2,2023-07-07T17:15:00Z,0,0.998,18.8,87.78,1.8,2.73,1.21,19,102,-0.9,4.4,15,0,456,0.052,20.2
ET8,MC2,2023-07-07T17:30:00Z,0.01,0.995,19,87.78,1.7,2.27,0.82,19.2,109,-0.9,4.6,15,0,456,0.052,20.1
ET8,MC2,2023-07-07T17:45:00Z,0.05,0.978,19.3,87.78,1.8,1.86,0.65,19.5,101,-0.9,0,15,0,455,0.052,20
ET8,MC2,2023-07-07T18:00:00Z,0.14,0.94,19.8,87.78,1.7,2.38,0.57,19.8,103,-0.9,0,15,0,455,0.052,19.9
ET8,MC2,2023-07-07T18:15:00Z,0.17,0.929,19.9,87.79,1.8,2.93,1,19.8,100,-0.8,0,15,0,455,0.052,19.8
ET8,MC2,2023-07-07T18:30:00Z,0.13,0.945,19.7,87.79,1.7,2.01,0.74,19.6,91,-0.9,0,15,0,456,0.052,19.7
ET8,MC2,2023-07-07T18:45:00Z,0.11,0.953,19.4,87.8,1.8,1.98,0.83,19.6,101,-0.8,0,15,0,455,0.052,19.7
ET8,MC2,2023-07-07T19:00:00Z,0.15,0.935,19.5,87.82,1.7,1.54,0.58,19.5,93,-0.9,0,15,0,455,0.052,19.6
ET8,MC2,2023-07-07T19:15:00Z,0.15,0.933,19.5,87.82,1.7,0.55,0.35,19.4,91,-0.8,0,15,0,455,0.052,19.5
ET8,MC2,2023-07-07T19:30:00Z,0.19,0.918,19.7,87.83,1.7,1.11,0.4,19.4,94,-0.8,0,15,0,454,0.052,19.5
ET8,MC2,2023-07-07T19:45:00Z,0.26,0.889,20,87.86,1.7,1.1,0.38,19.6,97,-0.8,0,15,0,454,0.051,19.4
ET8,MC2,2023-07-07T20:00:00Z,0.32,0.863,20.1,87.88,1.7,0.77,0.33,19.5,98,-0.8,0,15,0,453,0.051,19.4
ET8,MC2,2023-07-07T20:15:00Z,0.39,0.837,20.5,87.88,1.7,0.69,0.32,19.6,98,-0.7,0,15,0,453,0.051,19.3
ET8,MC2,2023-07-07T20:30:00Z,0.38,0.841,20.4,87.9,1.7,0.63,0.36,19.6,92,-0.8,0,15,0,453,0.051,19.2
ET8,MC2,2023-07-07T20:45:00Z,0.32,0.862,19.9,87.92,1.7,0.73,0.36,19.4,88,-0.8,0,15,0,454,0.051,19.1
ET8,MC2,2023-07-07T21:00:00Z,0.24,0.892,19.4,87.92,1.7,1.2,0.52,19.2,100,-0.8,0,15,0,454,0.051,19
ET8,MC2,2023-07-07T21:15:00Z,0.24,0.894,19.6,87.91,1.7,1.12,0.5,19.3,102,-0.8,0,15,0,454,0.051,19
ET8,MC2,2023-07-07T21:30:00Z,0.23,0.898,19.4,87.92,1.7,0.68,0.39,19.1,96,-0.8,0,15,0,454,0.05,18.9
ET8,MC2,2023-07-07T21:45:00Z,0.19,0.913,19,87.93,1.7,1.41,0.47,18.9,99,-0.8,0,15,0,454,0.05,18.8
ET8,MC2,2023-07-07T22:00:00Z,0.18,0.916,19,87.94,1.7,1.57,0.56,19,101,-0.8,0,15,0,455,0.05,18.8
ET8,MC2,2023-07-07T22:15:00Z,0.15,0.932,19.2,87.93,1.7,1.04,0.38,19,84,-0.8,0,15,0,455,0.05,18.7
ET8,MC2,2023-07-07T22:30:00Z,0.12,0.944,19.2,87.9,1.7,1.12,0.39,19,88,-0.9,0,15,0,455,0.05,18.7
ET8,MC2,2023-07-07T22:45:00Z,0.11,0.95,19.2,87.9,1.7,1.18,0.48,19.1,88,-0.8,0,15,0,455,0.05,18.7
ET8,MC2,2023-07-07T23:00:00Z,0.12,0.945,19.2,87.89,1.7,1.68,0.54,19.1,106,-0.8,0,15,0,455,0.05,18.6
ET8,MC2,2023-07-07T23:15:00Z,0.16,0.932,19.6,87.88,1.7,0.85,0.34,19.2,140,-0.7,0,15,0,454,0.05,18.6
ET8,MC2,2023-07-07T23:30:00Z,0.23,0.903,20,87.88,1.6,0.71,0.27,19.4,116,-0.7,0,15,0,454,0.05,18.6
ET8,MC2,2023-07-07T23:45:00Z,0.2,0.912,19.7,87.87,1.7,1.35,0.41,19.3,96,-0.7,0,15,0,455,0.05,18.6
ET8,MC2,2023-07-08T00:00:00Z,0.17,0.924,19.4,87.87,1.7,0.81,0.32,19.2,77,-0.8,0,15,0,455,0.05,18.6
ET8,MC2,2023-07-08T00:15:00Z,0.12,0.942,18.7,87.86,1.7,1.75,0.55,18.6,92,-0.8,0,15,0,456,0.049,18.5
ET8,MC2,2023-07-08T00:30:00Z,0.11,0.951,18.9,87.85,1.7,2.07,0.71,19.2,110,-0.8,0,15,0,455,0.049,18.5
ET8,MC2,2023-07-08T00:45:00Z,0.17,0.923,19.6,87.82,1.7,1.35,0.42,19.1,101,-0.8,0,15,0,455,0.049,18.5
ET8,MC2,2023-07-08T01:00:00Z,0.2,0.913,19.5,87.82,1.7,0.99,0.45,19.2,93,-0.8,0,15,0,455,0.049,18.5
ET8,MC2,2023-07-08T01:15:00Z,0.23,0.9,19.8,87.8,1.7,1.52,0.48,19.4,109,-0.7,0,15,0,454,0.049,18.5
ET8,MC2,2023-07-08T01:30:00Z,0.24,0.895,19.8,87.8,1.7,2.05,0.67,19.6,105,-0.8,0,15,0,454,0.049,18.5
ET8,MC2,2023-07-08T01:45:00Z,0.24,0.895,19.8,87.78,1.7,1.04,0.48,19.5,102,-0.8,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T02:00:00Z,0.26,0.887,19.9,87.77,1.7,0.95,0.44,19.6,97,-0.8,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T02:15:00Z,0.26,0.889,19.8,87.78,1.7,0.79,0.4,19.5,89,-0.7,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T02:30:00Z,0.24,0.897,19.6,87.78,1.7,1.56,0.6,19.5,104,-0.8,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T02:45:00Z,0.22,0.904,19.7,87.78,1.7,1.4,0.53,19.5,103,-0.8,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T03:00:00Z,0.2,0.911,19.6,87.78,1.7,1.52,0.57,19.4,104,-0.7,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T03:15:00Z,0.18,0.92,19.5,87.77,1.7,1.53,0.82,19.5,111,-0.7,0,15,0,454,0.049,18.4
ET8,MC2,2023-07-08T03:30:00Z,0.18,0.919,19.6,87.77,1.7,1.36,0.75,19.5,104,-0.8,0,15,0,455,0.049,18.4
ET8,MC2,2023-07-08T03:45:00Z,0.16,0.931,19.4,87.78,1.8,1.38,0.66,19.4,106,-0.7,0,15,0,455,0.049,18.4
ET8,MC2,2023-07-08T04:00:00Z,0.14,0.94,19.4,87.77,1.7,0.94,0.35,19.3,87,-0.8,0,15,0,455,0.048,18.4
ET8,MC2,2023-07-08T04:15:00Z,0.12,0.947,19.1,87.78,1.7,0.6,0.33,19,75,-0.8,0,15,0,456,0.048,18.4
ET8,MC2,2023-07-08T04:30:00Z,0.09,0.957,18.8,87.78,1.7,0.78,0.37,18.8,92,-0.8,0,15,0,455,0.048,18.4
ET8,MC2,2023-07-08T04:45:00Z,0.18,0.92,19.2,87.78,1.7,0.69,0.38,18.9,93,-0.8,0,15,0,455,0.048,18.4
ET8,MC2,2023-07-08T05:00:00Z,0.17,0.925,19,87.8,1.7,0.67,0.36,18.6,92,-0.8,0,15,0,455,0.048,18.3
ET8,MC2,2023-07-08T05:15:00Z,0.15,0.929,19,87.8,1.7,1.44,0.73,18.9,107,-0.8,0,15,0,455,0.048,18.3
ET8,MC2,2023-07-08T05:30:00Z,0.21,0.909,19.6,87.8,1.7,1.23,0.39,19.1,97,-0.7,0,15,0,455,0.048,18.3
ET8,MC2,2023-07-08T05:45:00Z,0.18,0.918,19.3,87.82,1.7,0.83,0.42,18.9,94,-0.8,12.1,15,0,455,0.048,18.3
ET8,MC2,2023-07-08T06:00:00Z,0.22,0.906,19.8,87.81,1.7,2.05,0.72,19.6,110,-0.7,36.6,15,0,454,0.048,18.3
ET8,MC2,2023-07-08T06:15:00Z,0.27,0.887,20.2,87.83,1.7,0.99,0.41,19.8,89,-0.7,30.6,15,0,454,0.048,18.4
ET8,MC2,2023-07-08T06:30:00Z,0.25,0.894,20,87.85,1.8,2.74,0.96,20,103,-0.7,35,15,0,454,0.048,18.4
ET8,MC2,2023-07-08T06:45:00Z,0.22,0.905,20,87.87,1.7,2.41,0.96,20,103,-0.7,36.6,15,0,454,0.048,18.4
ET8,MC2,2023-07-08T07:00:00Z,0.23,0.902,20,87.87,1.8,3.36,1.49,20.1,109,-0.7,45.6,15,0,454,0.048,18.5
ET8,MC2,2023-07-08T07:15:00Z,0.23,0.904,20.1,87.89,1.7,1.73,0.94,20.1,103,-0.8,59.5,15,0,454,0.048,18.5
ET8,MC2,2023-07-08T07:30:00Z,0.21,0.912,20.1,87.91,1.7,2.05,1.02,20.2,101,-0.7,93.6,15,0,454,0.047,18.6
ET8,MC2,2023-07-08T07:45:00Z,0.2,0.917,20.2,87.93,1.7,1.92,0.84,20.2,106,-0.7,95.2,15,0,454,0.047,18.7
ET8,MC2,2023-07-08T08:00:00Z,0.18,0.923,20.3,87.94,1.6,1.32,0.43,20.4,95,-0.7,79.3,15,0,454,0.047,18.7
ET8,MC2,2023-07-08T08:15:00Z,0.16,0.932,20.2,87.96,1.7,1.45,0.55,20.4,103,-0.7,81.5,15,0,454,0.047,18.8
ET8,MC2,2023-07-08T08:30:00Z,0.15,0.935,20.3,87.98,1.7,3.05,0.62,20.4,8,-0.7,68.3,15,0,454,0.047,18.9
ET8,MC2,2023-07-08T08:45:00Z,0.13,0.944,20.1,87.99,1.7,2.76,0.7,20.2,16,-0.7,75.4,15,0,454,0.047,19
ET8,MC2,2023-07-08T09:00:00Z,0.11,0.952,19.9,88,1.7,2.44,0.73,20.1,18,-0.8,82,15,0,455,0.047,19
ET8,MC2,2023-07-08T09:15:00Z,0.1,0.955,20.1,88,1.7,3.68,0.63,20.3,6,-0.8,113.7,15,0,454,0.047,19.1
ET8,MC2,2023-07-08T09:30:00Z,0.11,0.955,20.2,87.99,1.8,2.91,0.76,20.4,54,-0.8,123.8,15,0,454,0.047,19.2
ET8,MC2,2023-07-08T09:45:00Z,0.1,0.957,20.4,87.98,1.7,3.67,0.65,20.5,76,-0.7,113.5,15,0,454,0.047,19.2
ET8,MC2,2023-07-08T10:00:00Z,0.12,0.951,20.3,87.97,1.8,3.52,1.45,20.6,105,-0.7,219.7,15,0,454,0.047,19.3
ET8,MC2,2023-07-08T10:15:00Z,0.15,0.938,20.7,87.95,1.9,3.83,1.71,20.8,108,-0.8,262.9,15,0,454,0.047,19.4
ET8,MC2,2023-07-08T10:30:00Z,0.19,0.924,21.1,87.95,1.9,4,2.03,21.2,110,-0.6,589.1,15,0,453,0.046,19.5
ET8,MC2,2023-07-08T10:45:00Z,0.23,0.908,21.5,87.95,1.9,3.98,1.86,21.4,105,-0.6,344.4,15,0,454,0.046,19.6
ET8,MC2,2023-07-08T11:00:00Z,0.16,0.935,20.9,87.95,1.8,2.72,1.05,21,91,-0.7,104.9,15,0,454,0.046,19.7
ET8,MC2,2023-07-08T11:15:00Z,0.14,0.943,21,87.94,1.7,2.27,0.69,21.2,73,-0.6,219.9,15,0,453,0.046,19.8
ET8,MC2,2023-07-08T11:30:00Z,0.16,0.934,21.2,87.91,1.7,3.24,0.82,21.4,40,-0.7,207.8,15,0,454,0.046,19.9
ET8,MC2,2023-07-08T11:45:00Z,0.16,0.937,21.3,87.91,1.7,2.97,0.74,21.4,10,-0.6,112.8,15,0,454,0.045,20
ET8,MC2,2023-07-08T12:00:00Z,0.16,0.939,21.3,87.92,1.7,2.92,0.83,21.6,1,-0.7,204.7,15,0,454,0.045,20
ET8,MC2,2023-07-08T12:15:00Z,0.22,0.915,21.8,87.91,1.7,1.71,0.61,22,46,-0.6,241.7,15,0,453,0.045,20.1
ET8,MC2,2023-07-08T12:30:00Z,0.32,0.882,22.4,87.89,1.7,2.58,0.82,22.4,50,-0.6,225.4,15,0,453,0.045,20.3
ET8,MC2,2023-07-08T12:45:00Z,0.31,0.884,22.2,87.89,1.7,1.96,0.69,22.5,70,-0.6,196.3,15,0,452,0.045,20.3
ET8,MC2,2023-07-08T13:00:00Z,0.31,0.887,22.4,87.87,1.7,2.15,0.57,22.6,7,-0.5,373.2,15,0,451,0.045,20.4
ET8,MC2,2023-07-08T13:15:00Z,0.34,0.877,22.7,87.85,1.7,4.73,1.1,22.9,17,-0.6,216.8,15,0,453,0.045,20.5
ET8,MC2,2023-07-08T13:30:00Z,0.3,0.889,22.2,87.85,1.7,2.91,0.72,22.6,25,-0.6,222.7,15,0,453,0.044,20.6
ET8,MC2,2023-07-08T13:45:00Z,0.28,0.894,22.2,87.82,1.7,4.09,0.87,22.6,28,-0.6,210,15,0,453,0.044,20.7
ET8,MC2,2023-07-08T14:00:00Z,0.32,0.882,22.4,87.83,1.7,3.07,1.02,22.7,356,-0.7,214.8,15,0,452,0.044,20.7
ET8,MC2,2023-07-08T14:15:00Z,0.32,0.883,22.4,87.81,1.6,3.25,0.95,22.7,356,-0.6,213.7,15,0,453,0.043,20.8
ET8,MC2,2023-07-08T14:30:00Z,0.24,0.908,22,87.81,1.7,3.73,0.97,22.4,353,-0.6,236.6,15,0,453,0.043,20.8
ET8,MC2,2023-07-08T14:45:00Z,0.18,0.931,21.4,87.81,1.7,3.48,1.13,21.6,7,-0.6,92.5,15,0,456,0.043,20.7
ET8,MC2,2023-07-08T15:00:00Z,0.04,0.983,20.4,87.79,1.6,2.8,0.73,20.8,17,-0.6,85.9,15,0,457,0.042,20.6
ET8,MC2,2023-07-08T15:15:00Z,0.01,0.998,20,87.78,1.6,2.91,0.87,20,345,-0.7,45.6,15,0,459,0.042,20.6
ET8,MC2,2023-07-08T15:30:00Z,0,1,19.8,87.78,1.7,4.4,0.83,20,57,-0.8,48.7,15,0,456,0.042,20.5
ET8,MC2,2023-07-08T15:45:00Z,0,1,19.8,87.77,1.8,4.62,1.55,20.3,110,-0.7,62.6,15,0,455,0.042,20.4
ET8,MC2,2023-07-08T16:00:00Z,0.03,0.987,20.1,87.75,1.8,2.71,1.07,20.2,102,-0.8,37,15,0,456,0.042,20.4
ET8,MC2,2023-07-08T16:15:00Z,0.04,0.982,19.9,87.73,1.8,4.42,1.72,20.1,112,-0.6,31.9,15,9,471,0.042,20.3
ET8,MC2,2023-07-08T16:30:00Z,0.03,0.988,19.8,87.75,1.7,2.62,1.07,19.9,111,-0.6,31.3,15,15,465,0.042,20.2
ET8,MC2,2023-07-08T16:45:00Z,0.01,0.995,19.6,87.78,1.9,3.74,1.86,19.8,114,-0.7,35.2,15,15,462,0.042,20.2
ET8,MC2,2023-07-08T17:00:00Z,0.01,0.996,19.6,87.78,1.7,3.25,1.44,19.8,106,-0.7,20.7,15,6,457,0.042,20.1
ET8,MC2,2023-07-08T17:15:00Z,0.02,0.993,19.6,87.79,1.9,4.31,2.21,19.7,110,-0.7,16.7,15,0,456,0.042,20
ET8,MC2,2023-07-08T17:30:00Z,0.02,0.991,19.6,87.79,1.8,4.25,2.06,19.7,113,-0.8,7.5,15,10,534,0.044,19.9
ET8,MC2,2023-07-08T17:45:00Z,0,0.999,19.5,87.83,1.7,3.16,1.11,19.5,93,-0.8,0,15,15,611,0.047,19.8
ET8,MC2,2023-07-08T18:00:00Z,0,1,19.3,87.87,1.7,2.62,0.99,19.4,97,-0.9,0,15,15,645,0.048,19.7
ET8,MC2,2023-07-08T18:15:00Z,0,1,19.3,87.88,1.8,3.25,1.56,19.4,110,-1,0,15,15,638,0.049,19.6
ET8,MC2,2023-07-08T18:30:00Z,0,1,19.3,87.86,2.1,5.49,2.09,19.4,110,-1,0,15,15,616,0.051,19.6
ET8,MC2,2023-07-08T18:45:00Z,0,0.999,19.2,87.86,1.9,3.6,1.95,19.2,111,-0.9,0,15,15,612,0.051,19.5
ET8,MC2,2023-07-08T19:00:00Z,0,1,19.3,87.86,1.9,4.25,1.93,19.6,111,-1,0,15,15,602,0.051,19.4
ET8,MC2,2023-07-08T19:15:00Z,0.04,0.982,19.7,87.85,1.9,3.12,1.53,19.9,108,-0.9,0,15,15,594,0.051,19.4
ET8,MC2,2023-07-08T19:30:00Z,0.11,0.954,19.8,87.86,1.7,2.62,0.69,19.7,92,-0.9,0,15,15,590,0.05,19.3
ET8,MC2,2023-07-08T19:45:00Z,0.1,0.955,19.5,87.87,1.6,0.55,0.23,19.3,67,-0.8,0,15,15,588,0.05,19.3
ET8,MC2,2023-07-08T20:00:00Z,0.08,0.963,19.2,87.87,1.6,0.36,0.24,19,85,-0.9,0,15,15,586,0.05,19.2
ET8,MC2,2023-07-08T20:15:00Z,0.05,0.975,19,87.87,1.6,0.72,0.33,18.9,87,-0.9,0,15,15,587,0.05,19.2
ET8,MC2,2023-07-08T20:30:00Z,0.04,0.982,19,87.88,1.7,3,0.92,19.1,98,-1,0,15,15,582,0.05,19.1
ET8,MC2,2023-07-08T20:45:00Z,0.05,0.979,19.2,87.88,1.8,3.63,1.86,19.3,111,-0.8,0,15,15,577,0.05,19.1
ET8,MC2,2023-07-08T21:00:00Z,0.03,0.988,19.2,87.87,1.8,4.41,1.73,19.2,111,-0.8,0,15,15,574,0.049,19.1
ET8,MC2,2023-07-08T21:15:00Z,0.01,0.995,19.1,87.86,1.7,3.32,1.52,19.2,112,-0.8,0,15,15,572,0.049,19.1
ET8,MC2,2023-07-08T21:30:00Z,0,1,19,87.87,1.8,3.54,1.38,19.1,109,-0.8,0,15,15,570,0.049,19
ET8,MC2,2023-07-08T21:45:00Z,0,1,19,87.87,1.8,4.08,1.8,19,109,-0.8,0,15,15,570,0.049,19
ET8,MC2,2023-07-08T22:00:00Z,0,1,19,87.87,1.9,3.68,1.9,19.1,110,-0.9,0,15,15,566,0.049,19
ET8,MC2,2023-07-08T22:15:00Z,0,1,19,87.87,1.7,4.19,1.44,19.1,108,-0.9,0,15,15,566,0.049,19
ET8,MC2,2023-07-08T22:30:00Z,0,0.999,19.1,87.87,1.9,5.32,2.09,19.2,110,-0.9,0,15,15,563,0.049,18.9
ET8,MC2,2023-07-08T22:45:00Z,0,1,19.1,87.87,1.9,3.69,1.86,19.2,114,-0.9,0,15,15,561,0.05,18.9
ET8,MC2,2023-07-08T23:00:00Z,0,1,19.1,87.87,1.9,4.56,1.65,19.2,110,-0.9,0,15,15,582,0.05,18.9
ET8,MC2,2023-07-08T23:15:00Z,0,0.999,19.1,87.86,2,3.98,1.72,19.3,111,-0.8,0,15,15,578,0.05,18.9
ET8,MC2,2023-07-08T23:30:00Z,0,1,19.3,87.86,1.9,4.19,1.95,19.6,112,-0.7,0,15,15,566,0.05,18.9
ET8,MC2,2023-07-08T23:45:00Z,0.01,0.997,19.4,87.85,1.8,3.13,1.48,19.5,112,-0.8,0,15,15,558,0.05,18.9
ET8,MC2,2023-07-09T00:00:00Z,0,0.999,19.3,87.85,1.7,2.46,0.91,19.2,116,-0.9,0,15,15,601,0.05,18.9
ET8,MC2,2023-07-09T00:15:00Z,0,1.001,19.2,87.84,1.8,4.26,1.46,19.3,100,-1,0,15,15,587,0.051,18.9
ET8,MC2,2023-07-09T00:30:00Z,0,1.001,19.3,87.82,1.8,3.09,1.25,19.4,116,-0.9,0,15,15,583,0.051,18.9
ET8,MC2,2023-07-09T00:45:00Z,0,1,19.3,87.83,1.7,2.3,0.64,19.3,101,-1,0,15,15,770,0.052,18.9
ET8,MC2,2023-07-09T01:00:00Z,0,1.001,19.3,87.82,1.8,3.8,0.57,19.3,349,-1.1,0,15,15,822,0.056,18.9
ET8,MC2,2023-07-09T01:15:00Z,0,1,19.2,87.82,1.8,3.1,0.72,19.2,357,-1.2,0,15,15,816,0.06,19
ET8,MC2,2023-07-09T01:30:00Z,0,1,19.1,87.81,1.8,4.45,0.61,19.1,346,-1.2,0,15,15,866,0.063,19
