Tree,MC,Timestamp,Port5_Temp,Port5_Atmos_pressure,Port5_VPD,Port5_RH,Port3_Temp,Port3_RH,Port3_VPD,Port3_Atmos_pressure,Port2_ATM22_temp,Port2_ATM22_Xaxis,Port2_Wind_direction,Port2_Gust_speed,Port2_Wind_speed,Port2_ATM22_Yaxis,Port1_Solar,Port4_LWS_Count,Port4_LW_minutes,Port4_LW_minutes_H,Port6_LWS_Count,Port6_LW_minutes,Port6_LW_minutes_H
ET3,MC3,2023-06-02T08:30:00Z,19.4,87.78,0.1,0.956,19.8,0.95,0.12,87.82,19.6,2.2,163,4.56,1.49,1.4,11.5,640,15,15,610,15,15
ET3,MC3,2023-06-02T08:45:00Z,19.5,87.78,0.09,0.959,19.8,0.951,0.11,87.83,19.6,2.3,158,3.61,1.35,1.5,14.6,590,15,15,610,15,15
ET3,MC3,2023-06-02T09:00:00Z,19.6,87.79,0.1,0.957,19.8,0.953,0.11,87.83,19.7,2.2,162,4.21,1.32,1.4,18.3,572,15,15,623,15,15
ET3,MC3,2023-06-02T09:15:00Z,19.6,87.78,0.09,0.96,19.9,0.955,0.1,87.82,19.8,2.2,165,3.39,1.42,1.5,23.8,606,15,15,604,15,15
ET3,MC3,2023-06-02T09:30:00Z,19.8,87.76,0.12,0.95,20.1,0.94,0.14,87.81,20,2.3,168,4.25,1.59,1.4,33.3,514,15,15,598,15,15
ET3,MC3,2023-06-02T09:45:00Z,20.4,87.74,0.2,0.915,20.5,0.913,0.21,87.79,20.4,2.2,169,3.57,1.45,1.4,48.9,484,15,15,462,15,14
ET3,MC3,2023-06-02T10:00:00Z,21.1,87.73,0.3,0.881,20.9,0.897,0.25,87.77,20.7,2.2,173,4.31,1.16,1.4,54.9,484,15,15,453,15,1
ET3,MC3,2023-06-02T10:15:00Z,21.4,87.71,0.33,0.873,21,0.899,0.25,87.76,20.9,2.3,171,2.86,1.09,1.4,60.4,477,15,15,454,15,0
ET3,MC3,2023-06-02T10:30:00Z,21.8,87.7,0.38,0.853,21.3,0.881,0.3,87.75,21.2,2.3,192,4.35,1.44,1.4,77.5,455,15,13,453,15,0
ET3,MC3,2023-06-02T10:45:00Z,21.5,87.72,0.33,0.871,21.3,0.898,0.26,87.76,21.3,2.3,199,7.13,2.26,1.4,98.7,452,15,0,452,15,0
ET3,MC3,2023-06-02T11:00:00Z,22,87.73,0.31,0.882,21.5,0.913,0.22,87.77,21.5,2.3,177,2.59,0.81,1.4,105.5,452,15,0,451,15,0
ET3,MC3,2023-06-02T11:15:00Z,23.4,87.71,0.42,0.852,21.8,0.915,0.22,87.76,21.9,2.3,116,1.98,0.74,1.4,119.4,452,15,0,448,3,0
ET3,MC3,2023-06-02T11:30:00Z,23.3,87.71,0.46,0.841,22.1,0.902,0.26,87.76,22.3,2.3,161,2.72,0.8,1.4,115,451,15,0,449,0,0
ET3,MC3,2023-06-02T11:45:00Z,24,87.7,0.5,0.831,22.4,0.895,0.29,87.75,22.6,2.3,132,2.25,0.81,1.4,121.9,451,15,0,448,0,0
ET3,MC3,2023-06-02T12:00:00Z,24.2,87.67,0.66,0.78,22.5,0.856,0.39,87.72,22.9,2.3,127,3.97,1.19,1.4,146.5,450,15,0,446,0,0
ET3,MC3,2023-06-02T12:15:00Z,24,87.65,0.67,0.775,22.4,0.842,0.43,87.69,22.9,2.4,129,4.16,1.1,1.4,124.5,450,15,0,448,0,0
ET3,MC3,2023-06-02T12:30:00Z,23.6,87.64,0.61,0.791,22.6,0.845,0.43,87.68,23.1,2.3,192,3.32,1.01,1.4,128,450,15,0,448,0,0
ET3,MC3,2023-06-02T12:45:00Z,24.2,87.63,0.62,0.793,22.9,0.847,0.43,87.68,23.3,2.3,152,2.11,0.92,1.4,142.3,450,15,0,446,0,0
ET3,MC3,2023-06-02T13:00:00Z,23.9,87.62,0.65,0.781,22.2,0.858,0.38,87.66,22.6,2.4,123,4.51,1.69,1.5,132.2,451,15,0,448,0,0
ET3,MC3,2023-06-02T13:15:00Z,23.2,87.61,0.53,0.815,22.2,0.869,0.35,87.65,22.6,2.2,174,5.76,1.56,1.5,197.9,451,15,0,448,0,0
ET3,MC3,2023-06-02T13:30:00Z,22.4,87.59,0.42,0.844,22.1,0.874,0.33,87.62,22.3,2.2,196,5.33,1.57,1.4,190.8,451,15,0,449,0,0
ET3,MC3,2023-06-02T13:45:00Z,22.2,87.57,0.4,0.851,21.8,0.883,0.3,87.61,21.9,2.2,183,4.51,1.31,1.5,91.7,451,15,0,450,0,0
ET3,MC3,2023-06-02T14:00:00Z,22,87.55,0.39,0.853,21.3,0.892,0.27,87.59,21.6,2.2,139,4.36,1.2,1.5,84.4,451,15,0,450,4,0
ET3,MC3,2023-06-02T14:15:00Z,22.2,87.54,0.43,0.84,21.4,0.885,0.29,87.58,21.8,2.2,137,2.89,1.1,1.5,95.4,451,15,0,449,0,0
ET3,MC3,2023-06-02T14:30:00Z,22.9,87.53,0.52,0.813,21.8,0.861,0.36,87.57,22.2,2.3,149,3.68,1.1,1.5,101.4,451,15,0,448,0,0
ET3,MC3,2023-06-02T14:45:00Z,23.4,87.5,0.61,0.789,22.2,0.842,0.42,87.54,22.5,2.3,153,4.47,1.28,1.5,107.1,450,15,0,448,0,0
ET3,MC3,2023-06-02T15:00:00Z,23.9,87.48,0.69,0.767,22.6,0.822,0.49,87.52,23.1,2.3,157,3.38,1.31,1.5,106.8,450,15,0,447,0,0
ET3,MC3,2023-06-02T15:15:00Z,24.6,87.46,0.82,0.735,23.2,0.8,0.57,87.51,23.5,2.3,169,3.09,1,1.5,80.4,450,5,0,448,0,0
ET3,MC3,2023-06-02T15:30:00Z,24.1,87.46,0.78,0.739,23.3,0.78,0.63,87.5,23.6,2.3,190,3.87,1.67,1.4,83.9,449,0,0,448,0,0
ET3,MC3,2023-06-02T15:45:00Z,23.6,87.47,0.79,0.729,23.2,0.758,0.69,87.5,23.6,2.4,189,6.12,2.72,1.3,199.4,449,0,0,449,0,0
ET3,MC3,2023-06-02T16:00:00Z,23.4,87.47,0.77,0.733,23.1,0.757,0.69,87.51,23.8,2.4,187,7.01,2.22,1.4,137.1,449,0,0,449,0,0
ET3,MC3,2023-06-02T16:15:00Z,23.2,87.48,0.66,0.766,23.1,0.784,0.61,87.52,23.5,2.3,193,5.2,1.97,1.5,170.7,450,0,0,450,3,0
ET3,MC3,2023-06-02T16:30:00Z,22.7,87.49,0.55,0.799,22.6,0.816,0.5,87.52,23.1,2.3,184,4.58,1.43,1.5,99.4,450,7,0,450,15,0
ET3,MC3,2023-06-02T16:45:00Z,22.4,87.5,0.51,0.811,22.3,0.829,0.46,87.53,22.6,2.2,183,3.91,1.43,1.4,44.9,450,15,0,451,15,0
ET3,MC3,2023-06-02T17:00:00Z,22.3,87.5,0.48,0.822,21.9,0.848,0.4,87.53,22.1,2.2,180,4.36,1.63,1.5,150,450,15,0,450,15,0
ET3,MC3,2023-06-02T17:15:00Z,22.6,87.5,0.53,0.805,21.9,0.842,0.41,87.54,22.1,2.3,167,3.83,1.51,1.5,151.2,450,15,0,450,15,0
ET3,MC3,2023-06-02T17:30:00Z,22.5,87.51,0.6,0.778,21.9,0.813,0.49,87.54,22.1,2.3,167,3.55,1.61,1.5,102.5,450,10,0,450,15,0
ET3,MC3,2023-06-02T17:45:00Z,22.3,87.53,0.62,0.769,22,0.795,0.54,87.56,22,2.2,173,4.59,1.67,1.5,46.9,450,0,0,451,15,0
ET3,MC3,2023-06-02T18:00:00Z,21.9,87.54,0.55,0.79,21.8,0.805,0.51,87.58,21.9,2.2,178,5.01,1.61,1.5,6.2,450,12,0,451,15,0
ET3,MC3,2023-06-02T18:15:00Z,21.7,87.56,0.53,0.796,21.8,0.808,0.5,87.59,21.8,2.2,181,4.17,1.51,1.5,0,450,15,0,451,15,0
ET3,MC3,2023-06-02T18:30:00Z,21.7,87.57,0.54,0.791,21.7,0.804,0.51,87.6,21.8,2.2,179,4.79,1.72,1.5,0,450,13,0,451,15,0
ET3,MC3,2023-06-02T18:45:00Z,21.6,87.59,0.56,0.783,21.5,0.796,0.52,87.62,21.6,2.2,179,4.84,1.46,1.5,0,450,9,0,451,15,0
ET3,MC3,2023-06-02T19:00:00Z,21.5,87.61,0.61,0.762,21.5,0.775,0.58,87.64,21.6,2.2,178,4.16,1.48,1.5,0,450,0,0,451,15,0
ET3,MC3,2023-06-02T19:15:00Z,21.3,87.63,0.56,0.78,21.2,0.794,0.52,87.67,21.2,2.1,151,4.54,1.16,1.6,0,450,6,0,451,15,0
ET3,MC3,2023-06-02T19:30:00Z,20.7,87.64,0.49,0.798,20.9,0.806,0.48,87.68,21,2.2,155,4.28,1.28,1.5,0,450,14,0,451,15,0
ET3,MC3,2023-06-02T19:45:00Z,20.9,87.63,0.53,0.786,21,0.795,0.51,87.66,21.1,2.1,163,3.85,1.35,1.5,0,450,6,0,451,15,0
ET3,MC3,2023-06-02T20:00:00Z,21.4,87.63,0.59,0.769,21.3,0.781,0.56,87.66,21.4,2.2,177,3.44,1.47,1.5,0,450,0,0,451,15,0
ET3,MC3,2023-06-02T20:15:00Z,21.3,87.63,0.55,0.781,21.2,0.795,0.51,87.67,21.2,2.2,171,5.54,1.3,1.6,0,450,5,0,452,15,0
ET3,MC3,2023-06-02T20:30:00Z,21,87.63,0.45,0.818,21,0.831,0.42,87.67,21.1,2.2,179,4.53,1.73,1.5,0,451,15,0,452,15,0
ET3,MC3,2023-06-02T20:45:00Z,20.9,87.65,0.41,0.833,20.9,0.848,0.38,87.68,21,2.1,183,4.98,1.62,1.4,0,451,15,0,452,15,0
ET3,MC3,2023-06-02T21:00:00Z,20.9,87.65,0.39,0.84,20.9,0.853,0.36,87.68,20.9,2.2,171,5.93,1.66,1.5,0,451,15,0,452,15,0
ET3,MC3,2023-06-02T21:15:00Z,20.6,87.66,0.37,0.849,20.7,0.864,0.33,87.7,20.7,2.2,171,3.59,1.29,1.5,0,451,15,0,452,15,0
ET3,MC3,2023-06-02T21:30:00Z,20.5,87.67,0.35,0.853,20.5,0.865,0.33,87.71,20.6,2.1,165,4.52,1.06,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-02T21:45:00Z,20.4,87.68,0.33,0.863,20.4,0.878,0.29,87.71,20.5,2.1,175,3.75,1.32,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-02T22:00:00Z,20.5,87.67,0.34,0.861,20.4,0.877,0.29,87.71,20.4,2.2,177,3.44,1.33,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-02T22:15:00Z,20.3,87.66,0.28,0.883,20.3,0.899,0.24,87.7,20.4,2.1,182,4.26,1.43,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-02T22:30:00Z,20.2,87.67,0.27,0.885,20.1,0.902,0.23,87.71,20.2,2.1,170,4.92,1.31,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-02T22:45:00Z,20.2,87.68,0.27,0.887,20.1,0.904,0.23,87.72,20.2,2.2,172,5.07,1.38,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-02T23:00:00Z,19.9,87.66,0.26,0.889,19.9,0.905,0.22,87.7,20,2.1,179,4.99,1.42,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-02T23:15:00Z,19.8,87.64,0.26,0.888,19.8,0.902,0.23,87.68,20,2.1,159,3.74,1.2,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-02T23:30:00Z,19.7,87.63,0.25,0.893,19.8,0.904,0.22,87.67,19.9,2.2,161,4.2,1.44,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-02T23:45:00Z,20,87.62,0.29,0.876,20,0.891,0.25,87.66,20,2.1,182,8.11,1.47,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T00:00:00Z,20,87.62,0.28,0.881,19.9,0.898,0.24,87.66,20,2.1,172,4.36,1.51,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T00:15:00Z,20,87.6,0.27,0.884,20,0.899,0.24,87.64,20,2.1,180,4.92,1.42,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T00:30:00Z,19.7,87.59,0.25,0.893,19.7,0.907,0.21,87.63,19.8,2.1,169,2.88,1.07,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T00:45:00Z,19.8,87.57,0.27,0.883,19.9,0.896,0.24,87.61,19.9,2.1,169,3.46,1.22,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T01:00:00Z,19.8,87.56,0.28,0.879,19.8,0.895,0.24,87.6,19.8,2.1,168,3.06,0.98,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T01:15:00Z,19.7,87.55,0.28,0.877,19.8,0.883,0.27,87.59,19.9,2.1,146,3.76,1.01,1.6,0,451,15,0,454,15,0
ET3,MC3,2023-06-03T01:30:00Z,20,87.55,0.33,0.859,20,0.872,0.3,87.59,20,2.1,159,3.79,1.09,1.5,0,452,15,0,453,15,0
ET3,MC3,2023-06-03T01:45:00Z,19.7,87.54,0.31,0.865,19.8,0.878,0.28,87.58,19.9,2.1,134,3.73,1.03,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T02:00:00Z,19.6,87.53,0.3,0.868,19.7,0.879,0.28,87.57,19.7,2.1,140,2.86,0.95,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T02:15:00Z,19.4,87.51,0.28,0.877,19.5,0.887,0.26,87.55,19.6,2.1,142,3.01,0.96,1.6,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T02:30:00Z,19.6,87.5,0.28,0.878,19.7,0.888,0.26,87.54,19.8,2.1,153,4.26,1.06,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T02:45:00Z,19.8,87.5,0.28,0.88,19.8,0.893,0.25,87.54,19.9,2.1,178,4.12,1.14,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T03:00:00Z,19.8,87.5,0.3,0.872,19.9,0.884,0.27,87.53,19.9,2,154,2.83,0.84,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T03:15:00Z,19.8,87.51,0.29,0.874,20,0.88,0.28,87.55,20,2.1,150,3.99,0.94,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T03:30:00Z,20.2,87.5,0.34,0.857,20.3,0.862,0.33,87.54,20.3,2.2,147,3.4,0.96,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T03:45:00Z,20.3,87.49,0.35,0.851,20.4,0.86,0.34,87.53,20.4,2.1,159,4.38,1.16,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T04:00:00Z,20.4,87.5,0.37,0.847,20.5,0.854,0.35,87.54,20.5,2.1,152,4.09,0.99,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T04:15:00Z,20.3,87.5,0.36,0.848,20.5,0.852,0.36,87.54,20.5,2.1,144,3.76,1.08,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T04:30:00Z,20.4,87.5,0.38,0.843,20.6,0.847,0.37,87.54,20.6,2.1,172,4.11,1.09,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T04:45:00Z,20.4,87.5,0.37,0.845,20.5,0.851,0.36,87.54,20.5,2.1,133,3.37,0.79,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T05:00:00Z,20.3,87.5,0.36,0.848,20.5,0.852,0.36,87.54,20.5,2.1,163,3.13,0.94,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T05:15:00Z,20.5,87.51,0.39,0.84,20.6,0.848,0.37,87.55,20.6,2.2,168,2.5,0.98,1.5,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T05:30:00Z,20.6,87.51,0.4,0.835,20.6,0.841,0.39,87.55,20.6,2.1,164,3.44,0.97,1.6,0,451,15,0,453,15,0
ET3,MC3,2023-06-03T05:45:00Z,20.6,87.52,0.4,0.834,20.8,0.839,0.4,87.55,20.9,2.1,173,2.93,1.17,1.5,22.7,450,15,0,453,15,0
ET3,MC3,2023-06-03T06:00:00Z,20.7,87.53,0.4,0.838,21,0.839,0.4,87.57,21.2,2.1,172,3.25,1.12,1.6,62.1,450,15,0,453,15,0
ET3,MC3,2023-06-03T06:15:00Z,21,87.55,0.41,0.836,21.2,0.84,0.4,87.59,21.5,2.1,180,3.93,1.57,1.5,35.5,450,15,0,453,15,0
ET3,MC3,2023-06-03T06:30:00Z,21.2,87.55,0.41,0.835,21.3,0.839,0.41,87.59,21.7,2.2,157,3,1.27,1.5,33.7,450,15,0,453,15,0
ET3,MC3,2023-06-03T06:45:00Z,21.3,87.56,0.42,0.833,21.6,0.834,0.43,87.6,22.1,2.2,157,3.49,0.97,1.6,34.1,450,15,0,452,15,0
ET3,MC3,2023-06-03T07:00:00Z,21.6,87.58,0.44,0.831,21.8,0.827,0.45,87.62,22.4,2.2,139,3,0.82,1.5,36.1,450,15,0,452,15,0
ET3,MC3,2023-06-03T07:15:00Z,22.4,87.58,0.53,0.804,22.1,0.82,0.48,87.62,22.6,2.2,143,2.58,0.76,1.6,39.2,450,14,0,449,9,0
ET3,MC3,2023-06-03T07:30:00Z,23.2,87.6,0.65,0.771,22.6,0.798,0.55,87.64,23.1,2.2,143,2.31,0.66,1.5,41.9,450,2,0,451,8,0
ET3,MC3,2023-06-03T07:45:00Z,23.1,87.61,0.54,0.808,23.3,0.814,0.53,87.65,23.5,2.2,158,1.02,0.53,1.5,49.3,450,0,0,452,15,0
ET3,MC3,2023-06-03T08:00:00Z,23.1,87.62,0.47,0.832,23.6,0.828,0.5,87.66,23.8,2.3,138,0.88,0.55,1.5,53.5,450,6,0,452,15,0
ET3,MC3,2023-06-03T08:15:00Z,23.7,87.63,0.49,0.832,24.2,0.825,0.53,87.67,24.2,2.3,124,0.9,0.56,1.5,50.7,450,1,0,452,15,0
ET3,MC3,2023-06-03T08:30:00Z,24.2,87.64,0.61,0.797,24.7,0.793,0.64,87.68,24.7,2.3,138,0.99,0.57,1.5,262.8,449,0,0,451,15,0
ET3,MC3,2023-06-03T08:45:00Z,24.6,87.64,0.73,0.764,24.9,0.762,0.75,87.68,24.9,2.3,118,1.61,0.81,1.5,78,448,0,0,449,13,0
ET3,MC3,2023-06-03T09:00:00Z,23.7,87.65,0.71,0.758,23.4,0.772,0.66,87.7,24,2.4,97,3.08,1.36,1.6,69.9,449,0,0,446,2,0
ET3,MC3,2023-06-03T09:15:00Z,24.8,87.66,0.82,0.739,23.7,0.779,0.65,87.7,24.3,2.2,95,3.4,1.31,1.5,79.3,449,0,0,443,0,0
ET3,MC3,2023-06-03T09:30:00Z,24.9,87.67,0.84,0.734,23.6,0.784,0.63,87.71,24.2,2.3,150,4.22,1.18,1.5,79.1,448,0,0,443,0,0
ET3,MC3,2023-06-03T09:45:00Z,25,87.67,0.85,0.732,23.6,0.789,0.61,87.71,24,2.3,119,4.65,1.38,1.6,69.9,449,0,0,444,0,0
ET3,MC3,2023-06-03T10:00:00Z,25,87.67,0.84,0.736,23.7,0.787,0.62,87.71,24,2.3,101,3.5,1.42,1.5,100.3,449,0,0,443,0,0
ET3,MC3,2023-06-03T10:15:00Z,24.8,87.66,0.81,0.741,23.4,0.798,0.58,87.71,24,2.3,101,4.17,1.63,1.6,296.6,448,0,0,443,0,0
ET3,MC3,2023-06-03T10:30:00Z,25.2,87.67,0.81,0.748,23.8,0.806,0.57,87.71,24.5,2.3,118,3.36,1,1.5,95.6,449,0,0,445,0,0
ET3,MC3,2023-06-03T10:45:00Z,25.1,87.67,0.77,0.757,24.2,0.803,0.59,87.71,24.2,2.4,192,5.2,1.05,1.5,90.5,449,0,0,447,0,0
ET3,MC3,2023-06-03T11:00:00Z,24.6,87.67,0.68,0.779,23.9,0.817,0.54,87.7,24.4,2.4,182,5.25,1.55,1.5,88.4,449,0,0,445,0,0
ET3,MC3,2023-06-03T11:15:00Z,24,87.66,0.62,0.794,23.5,0.825,0.5,87.7,23.9,2.3,176,5.25,1.58,1.5,87.7,450,0,0,448,0,0
ET3,MC3,2023-06-03T11:30:00Z,24.2,87.65,0.59,0.805,23.5,0.84,0.46,87.69,24,2.3,178,2.57,0.95,1.4,105.7,449,0,0,446,0,0
ET3,MC3,2023-06-03T11:45:00Z,24.2,87.64,0.59,0.805,23.8,0.836,0.48,87.68,24,2.5,198,5.31,1.51,1.4,121.8,450,0,0,445,0,0
ET3,MC3,2023-06-03T12:00:00Z,24.7,87.63,0.62,0.802,23.9,0.836,0.49,87.67,24.4,2.4,149,4.1,1.2,1.5,121.8,449,0,0,444,0,0
ET3,MC3,2023-06-03T12:15:00Z,24.7,87.62,0.64,0.793,23.9,0.835,0.49,87.66,24.4,2.4,193,6.82,1.64,1.4,132.2,449,0,0,446,0,0
ET3,MC3,2023-06-03T12:30:00Z,24.7,87.6,0.63,0.796,24,0.836,0.49,87.64,24.6,2.3,171,5.43,1.49,1.5,129.3,449,0,0,446,0,0
ET3,MC3,2023-06-03T12:45:00Z,24.4,87.59,0.61,0.8,23.8,0.834,0.49,87.63,24.4,2.4,187,5.82,1.64,1.5,160.4,449,0,0,445,0,0
ET3,MC3,2023-06-03T13:00:00Z,24.3,87.58,0.6,0.804,23.7,0.84,0.47,87.62,24.2,2.3,184,5.07,1.25,1.4,115.2,449,0,0,446,0,0
ET3,MC3,2023-06-03T13:15:00Z,23.9,87.56,0.54,0.819,23.5,0.849,0.44,87.6,23.9,2.3,154,4.7,0.92,1.5,157.8,450,6,0,448,0,0
ET3,MC3,2023-06-03T13:30:00Z,25.8,87.54,0.71,0.785,24,0.853,0.44,87.58,24.6,2.2,109,1.73,0.68,1.5,241.1,449,0,0,445,0,0
ET3,MC3,2023-06-03T13:45:00Z,24.7,87.53,0.69,0.778,24,0.824,0.52,87.57,24,2.3,198,6.96,2.22,1.4,800.5,449,0,0,446,0,0
ET3,MC3,2023-06-03T14:00:00Z,25.4,87.51,0.73,0.776,24.3,0.822,0.54,87.55,24.5,2.3,147,3.46,0.99,1.5,479.9,449,0,0,446,0,0
ET3,MC3,2023-06-03T14:15:00Z,25.7,87.5,0.74,0.777,24.1,0.839,0.48,87.54,24.3,2.3,126,2.83,0.83,1.5,104.2,449,0,0,446,0,0
ET3,MC3,2023-06-03T14:30:00Z,25.2,87.51,0.74,0.77,23.8,0.833,0.49,87.54,24.3,2.3,179,3.83,1.07,1.5,131.5,449,0,0,446,0,0
ET3,MC3,2023-06-03T14:45:00Z,25.3,87.53,0.73,0.773,24.1,0.826,0.52,87.57,24.3,2.3,182,4.61,1.21,1.5,100.9,450,0,0,448,0,0
ET3,MC3,2023-06-03T15:00:00Z,24,87.51,0.57,0.809,23.4,0.844,0.45,87.55,23.9,2.3,182,3.6,1.18,1.5,110.8,450,8,0,448,0,0
ET3,MC3,2023-06-03T15:15:00Z,24.5,87.49,0.63,0.793,23.7,0.832,0.49,87.53,24.1,2.3,184,5.1,1.64,1.4,101.6,450,0,0,449,0,0
ET3,MC3,2023-06-03T15:30:00Z,23.9,87.48,0.56,0.81,23.6,0.836,0.48,87.51,23.8,2.3,192,5.45,1.49,1.4,86.4,450,1,0,449,0,0
ET3,MC3,2023-06-03T15:45:00Z,23.7,87.48,0.51,0.825,23.3,0.852,0.42,87.52,23.4,2.3,180,5.45,1.71,1.4,67.2,451,8,0,450,2,0
ET3,MC3,2023-06-03T16:00:00Z,22.5,87.49,0.36,0.868,22.5,0.883,0.32,87.52,22.7,2.3,200,7.27,2.85,1.4,109.7,451,15,0,453,15,0
ET3,MC3,2023-06-03T16:15:00Z,22.6,87.46,0.37,0.867,22.4,0.891,0.29,87.5,22.8,2.3,187,6.3,1.46,1.4,130.2,451,15,0,451,11,0
ET3,MC3,2023-06-03T16:30:00Z,22.2,87.48,0.34,0.873,22.1,0.893,0.29,87.52,22.3,2.2,199,5.28,1.75,1.5,37,451,15,0,451,15,0
ET3,MC3,2023-06-03T16:45:00Z,22,87.48,0.35,0.866,21.9,0.882,0.31,87.52,22.1,2.3,197,4.78,1.78,1.5,32.4,451,15,0,451,15,0
ET3,MC3,2023-06-03T17:00:00Z,21.9,87.48,0.35,0.868,21.8,0.885,0.3,87.52,22,2.2,191,3.9,0.92,1.5,27.8,451,15,0,452,15,0
ET3,MC3,2023-06-03T17:15:00Z,21.7,87.51,0.31,0.879,21.7,0.893,0.28,87.55,21.8,2.2,169,3.34,1,1.5,21.1,452,15,0,452,15,0
ET3,MC3,2023-06-03T17:30:00Z,21.5,87.53,0.26,0.897,21.5,0.911,0.23,87.57,21.6,2.2,199,4.16,1.33,1.5,13.4,452,15,0,453,15,0
ET3,MC3,2023-06-03T17:45:00Z,21.3,87.54,0.24,0.906,21.4,0.921,0.2,87.58,21.5,2.2,190,3.97,1.33,1.5,17.8,452,15,0,453,15,0
ET3,MC3,2023-06-03T18:00:00Z,21.3,87.54,0.25,0.901,21.3,0.917,0.21,87.58,21.4,2.1,196,3.8,1.25,1.5,9,452,15,0,453,15,0
ET3,MC3,2023-06-03T18:15:00Z,21.1,87.58,0.23,0.908,21.2,0.921,0.2,87.62,21.2,2.2,194,5.53,1.97,1.5,0,453,15,0,459,15,0
ET3,MC3,2023-06-03T18:30:00Z,21.1,87.59,0.23,0.907,21.2,0.922,0.2,87.63,21.2,2.1,194,5.48,1.8,1.5,0,452,15,0,454,15,0
ET3,MC3,2023-06-03T18:45:00Z,21,87.6,0.22,0.911,21,0.926,0.18,87.63,21,2.1,178,4.03,1.24,1.5,0,453,15,0,454,15,0
ET3,MC3,2023-06-03T19:00:00Z,20.8,87.62,0.2,0.917,20.7,0.934,0.16,87.66,20.9,2.1,188,2.75,0.97,1.5,0,453,15,0,455,15,0
ET3,MC3,2023-06-03T19:15:00Z,20.6,87.62,0.19,0.922,20.6,0.937,0.15,87.66,20.8,2.1,178,3.08,1.03,1.5,0,453,15,0,454,15,0
ET3,MC3,2023-06-03T19:30:00Z,20.8,87.65,0.22,0.911,20.8,0.929,0.17,87.69,20.8,2.1,203,3.93,0.72,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-03T19:45:00Z,20.5,87.66,0.18,0.926,20.5,0.94,0.14,87.7,20.6,2,155,3.44,0.92,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-03T20:00:00Z,20.4,87.67,0.19,0.922,20.4,0.94,0.14,87.71,20.5,2.1,186,1.44,0.59,1.4,0,453,15,0,456,15,0
ET3,MC3,2023-06-03T20:15:00Z,20.2,87.68,0.17,0.928,20.3,0.942,0.14,87.72,20.3,2.1,158,1.4,0.43,1.5,0,453,15,0,462,15,5
ET3,MC3,2023-06-03T20:30:00Z,20.2,87.68,0.16,0.934,20.4,0.944,0.13,87.72,20.5,2.2,197,4.65,1.21,1.5,0,453,15,0,455,15,2
ET3,MC3,2023-06-03T20:45:00Z,20.6,87.7,0.19,0.92,20.5,0.937,0.15,87.74,20.6,2.1,201,3.48,1.05,1.5,0,453,15,0,456,15,0
ET3,MC3,2023-06-03T21:00:00Z,20.4,87.74,0.19,0.922,20.4,0.938,0.15,87.78,20.4,2.1,207,3.21,0.92,1.5,0,454,15,0,458,15,0
ET3,MC3,2023-06-03T21:15:00Z,20.1,87.77,0.13,0.944,20.2,0.952,0.11,87.81,20.2,2,189,1.87,0.78,1.5,0,454,15,0,457,15,0
ET3,MC3,2023-06-03T21:30:00Z,20.1,87.77,0.14,0.94,20.2,0.953,0.11,87.82,20.3,2.1,143,1.47,0.52,1.5,0,454,15,0,465,15,11
ET3,MC3,2023-06-03T21:45:00Z,19.7,87.78,0.12,0.95,20.1,0.956,0.1,87.82,20.1,2.1,125,1.68,0.67,1.5,0,454,15,0,475,15,15
