z6-15957,Port 1,Port 2,Port 2,Port 2,Port 2,Port 2,Port 2,Port 3,Port 3,Port 3,Port 4,Port 4,Port 4,Port 7,Port 7,Port 8,Port 8
Records: 1723,PYR,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 22,ATMOS 14,ATMOS 14,ATMOS 14,PHYTOS 31,PHYTOS 31,PHYTOS 31,Battery,Battery,Barometer,Barometer
Timestamp, W/m² Solar Radiation,° Wind Direction, m/s Wind Speed, m/s Gust Speed, °C Anemometer Temp,° X-axis Level,° Y-axis Level, °C Air Temperature, RH Relative Humidity, kPa Atmospheric Pressure, min Leaf Wetness, min Leaf Wetness (high), Wetness Level,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
1/4/2024 10:00,233.5,335,1.41,3.59,19.3,-2.3,2.5,19.0,0.955,87.87,15,0,458,81,7647,87.85,20.3
1/4/2024 10:15,311.8,332,1.77,4.10,19.3,-2.2,2.4,19.2,0.950,87.87,15,0,458,81,7647,87.84,20.2
1/4/2024 10:30,231.6,345,1.72,5.47,19.3,-2.3,2.5,19.0,0.950,87.85,15,0,457,82,7649,87.83,20.1
1/4/2024 10:45,289.5,334,1.50,5.94,19.4,-2.3,2.5,19.2,0.950,87.83,15,0,457,82,7652,87.81,20.1
1/4/2024 11:00,159.9,325,1.72,4.56,19.0,-2.3,2.5,18.9,0.958,87.83,15,1,461,81,7648,87.80,20.0
1/4/2024 11:15,79.1,339,1.47,4.08,18.5,-2.2,2.5,18.3,0.983,87.82,15,15,468,82,7649,87.79,19.6
1/4/2024 11:30,75.3,344,1.48,4.16,18.3,-2.3,2.5,18.0,0.999,87.81,15,15,466,82,7649,87.78,19.3
1/4/2024 11:45,119.0,328,1.42,3.93,18.5,-2.2,2.4,18.2,1.000,87.78,15,15,462,82,7650,87.76,19.1
1/4/2024 12:00,67.7,352,1.65,5.63,18.3,-2.2,2.5,18.1,0.994,87.77,15,15,465,82,7649,87.75,19.0
1/4/2024 12:15,57.7,346,1.23,3.17,18.2,-2.3,2.6,18.0,0.999,87.75,15,15,464,82,7650,87.73,18.9
1/4/2024 12:30,68.5,338,1.68,3.96,18.3,-2.2,2.5,18.1,1.000,87.73,15,15,470,82,7650,87.71,18.8
1/4/2024 12:45,51.5,324,1.39,5.03,18.0,-2.2,2.5,17.9,1.000,87.72,15,15,505,82,7652,87.70,18.6
1/4/2024 13:00,50.9,338,1.64,3.96,18.0,-2.2,2.5,17.7,1.001,87.70,15,15,488,82,7649,87.68,18.4
1/4/2024 13:15,50.7,329,1.88,6.26,17.9,-2.2,2.4,17.8,0.999,87.67,15,15,519,81,7648,87.65,18.2
1/4/2024 13:30,59.9,17,1.24,3.46,18.1,-2.1,2.6,17.9,1.000,87.65,15,15,487,82,7650,87.63,18.2
1/4/2024 13:45,40.3,0,1.26,5.20,18.1,-2.1,2.6,18.0,1.000,87.63,15,15,506,82,7650,87.61,18.3
1/4/2024 14:00,33.5,357,1.42,3.46,18.1,-2.1,2.5,18.0,1.001,87.62,15,15,598,82,7650,87.60,18.3
1/4/2024 14:15,24.5,9,1.36,3.01,18.1,-2.1,2.5,18.0,1.001,87.61,15,15,768,82,7650,87.59,18.3
1/4/2024 14:30,23.4,335,1.28,3.69,18.1,-2.1,2.5,18.0,1.000,87.61,15,15,785,82,7650,87.59,18.3
1/4/2024 14:45,23.6,333,0.90,2.50,18.3,-2.1,2.5,18.1,1.000,87.60,15,15,851,82,7650,87.59,18.3
1/4/2024 15:00,23.6,345,1.21,3.33,18.3,-2.1,2.6,18.2,1.000,87.61,15,15,847,82,7650,87.59,18.4
1/4/2024 15:15,14.3,336,1.22,3.28,18.0,-2.2,2.5,17.9,0.999,87.61,15,15,774,82,7650,87.60,18.3
1/4/2024 15:30,12.1,357,1.05,3.98,17.9,-2.1,2.5,17.8,1.000,87.62,15,15,811,82,7652,87.60,18.2
1/4/2024 15:45,9.7,335,0.84,3.57,17.9,-2.1,2.5,17.9,0.999,87.63,15,15,817,82,7650,87.61,18.1
1/4/2024 16:00,12.1,325,1.41,3.62,17.7,-2.1,2.4,17.6,1.001,87.65,15,15,773,81,7647,87.63,18.0
1/4/2024 16:15,10.1,341,1.25,3.70,17.6,-2.1,2.5,17.5,1.000,87.66,15,15,852,79,7628,87.64,17.9
1/4/2024 16:30,9.5,353,1.20,4.49,17.5,-2.1,2.5,17.4,1.000,87.67,15,15,776,80,7637,87.65,18.0
1/4/2024 16:45,7.0,342,0.90,2.89,17.4,-2.1,2.5,17.3,1.000,87.69,15,15,771,81,7642,87.67,17.8
1/4/2024 17:00,22.3,28,1.05,2.54,17.7,-2.1,2.5,17.6,1.000,87.69,15,15,772,81,7642,87.68,17.8
1/4/2024 17:15,11.2,8,1.19,3.91,17.7,-2.1,2.5,17.6,0.999,87.71,15,15,727,81,7644,87.69,17.8
1/4/2024 17:30,0.0,11,1.47,4.18,17.7,-2.1,2.5,17.7,1.000,87.72,15,15,687,81,7645,87.70,17.9
1/4/2024 17:45,0.0,13,1.54,4.77,17.8,-2.1,2.5,17.8,1.001,87.73,15,15,672,81,7642,87.71,17.9
1/4/2024 18:00,0.0,8,1.82,4.03,17.6,-2.1,2.6,17.7,1.000,87.74,15,15,659,81,7643,87.72,17.9
1/4/2024 18:15,0.0,27,1.69,4.41,17.2,-2.1,2.6,17.5,0.999,87.76,15,15,635,81,7642,87.74,17.8
1/4/2024 18:30,0.0,20,1.54,5.54,17.3,-2.2,2.6,17.6,1.000,87.78,15,15,592,81,7641,87.76,17.7
1/4/2024 18:45,0.0,25,1.19,3.64,17.6,-2.1,2.5,17.6,1.001,87.78,15,15,580,81,7646,87.77,17.7
1/4/2024 19:00,0.0,26,1.63,4.09,17.8,-2.2,2.6,17.7,1.001,87.79,15,15,552,81,7644,87.78,17.7
1/4/2024 19:15,0.0,19,1.43,4.08,17.9,-2.1,2.4,17.8,0.999,87.81,15,15,532,81,7644,87.79,17.8
1/4/2024 19:30,0.0,25,1.20,3.90,17.8,-2.2,2.5,17.8,0.999,87.82,15,15,519,81,7641,87.81,17.8
1/4/2024 19:45,0.0,32,1.24,4.13,17.9,-2.2,2.6,17.8,0.999,87.84,15,15,510,81,7644,87.83,17.8
1/4/2024 20:00,0.0,26,1.21,3.59,17.9,-2.1,2.6,17.9,1.000,87.85,15,15,496,81,7644,87.84,17.8
1/4/2024 20:15,0.0,8,1.18,4.55,17.9,-2.1,2.5,17.9,0.999,87.86,15,15,556,81,7644,87.84,17.8
1/4/2024 20:30,0.0,7,0.92,2.36,17.8,-2.1,2.6,17.7,1.000,87.86,15,15,709,81,7646,87.84,17.8
1/4/2024 20:45,0.0,358,1.07,4.58,17.8,-2.1,2.5,17.8,1.000,87.85,15,15,791,81,7644,87.84,17.9
1/4/2024 21:00,0.0,29,1.10,3.62,17.9,-2.1,2.6,17.7,1.001,87.85,15,15,750,81,7646,87.83,17.9
1/4/2024 21:15,0.0,18,1.56,6.01,17.8,-2.1,2.6,17.7,1.000,87.86,15,15,735,81,7644,87.84,17.9
1/4/2024 21:30,0.0,30,1.47,5.46,17.7,-2.1,2.5,17.6,1.000,87.85,15,15,695,81,7644,87.84,17.8
1/4/2024 21:45,0.0,25,1.04,4.66,17.6,-2.1,2.5,17.5,1.000,87.84,15,15,663,81,7645,87.82,17.6
1/4/2024 22:00,0.0,30,1.26,3.92,17.6,-2.1,2.5,17.5,1.000,87.83,15,15,613,81,7646,87.82,17.5
1/4/2024 22:15,0.0,30,1.45,5.39,17.6,-2.1,2.7,17.5,0.999,87.82,15,15,564,81,7644,87.80,17.4
1/4/2024 22:30,0.0,34,1.56,4.62,17.6,-2.1,2.6,17.5,1.000,87.81,15,15,520,81,7643,87.79,17.4
1/4/2024 22:45,0.0,26,1.91,6.17,17.6,-2.1,2.7,17.6,0.997,87.79,15,15,486,81,7644,87.77,17.4
1/4/2024 23:00,0.0,25,1.65,5.24,17.6,-2.2,2.7,17.5,0.999,87.78,15,15,471,81,7644,87.76,17.4
1/4/2024 23:15,0.0,34,1.25,3.73,17.5,-2.2,2.6,17.5,0.997,87.78,15,15,468,81,7646,87.76,17.4
1/4/2024 23:30,0.0,26,1.34,4.82,17.5,-2.1,2.6,17.5,0.989,87.77,15,15,467,81,7644,87.75,17.4
